ski.	3600	in	soa	a0.nic.ski. hostmaster.donuts.email. 1767661835 7200 900 1209600 3600
sobkow.ski.	3600	in	ns	fns2.42.pl.
sobolew.ski.	3600	in	ns	lina.ns.cloudflare.com.
sobolew.ski.	3600	in	ns	merlin.ns.cloudflare.com.
sochi.ski.	3600	in	ns	ns1.dan.com.
sochi.ski.	3600	in	ns	ns2.dan.com.
sochow.ski.	3600	in	ds	57659 13 2 F24F8EC803BB9D8753E411E7EEB81B32C07790F85AA9ACFBFAF149A84DBA3541
sochow.ski.	3600	in	ns	ns3.epik.com.
sochow.ski.	3600	in	ns	ns4.epik.com.
sochow.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. dTCr4e19NdyBgaqT+gJeUIdpOUFlAzWz5BpI54vgMHc8QcR9F+bTfXoNwJoUg87ra2CTJLeSWgeGCbxpCM9ypoMQ5uYO8awTqNSvjWQYGPUpJkYaYyhGZ6FkqucAh8kuTpGUrwghH1tvTiMnA85vgueg0YgdMzOeAcx01psw+Pk=
society.ski.	3600	in	ns	ns.udag.de.
society.ski.	3600	in	ns	ns.udag.net.
society.ski.	3600	in	ns	ns.udag.org.
soda.ski.	3600	in	ns	dns1.cscdns.net.
soda.ski.	3600	in	ns	dns2.cscdns.net.
sodasprings.ski.	3600	in	ns	dns1.cscdns.net.
sodasprings.ski.	3600	in	ns	dns2.cscdns.net.
soelden-hotel.ski.	3600	in	ns	ns.udag.de.
soelden-hotel.ski.	3600	in	ns	ns.udag.net.
soelden-hotel.ski.	3600	in	ns	ns.udag.org.
soelden.ski.	3600	in	ns	ns1.netzadresse.at.
soelden.ski.	3600	in	ns	ns2.netzadresse.at.
soelden.ski.	3600	in	ns	ns3.netzadresse.at.
soelden.ski.	3600	in	ns	ns4.netzadresse.at.
soell.ski.	3600	in	ns	dns1.a1.net.
soell.ski.	3600	in	ns	dns2.a1.net.
soell.ski.	3600	in	ns	dns3.a1.net.
sogenor.ski.	3600	in	ds	40910 8 2 0DFA6C5D993BCB37D961D27B5C5B042C20915722C7D60F0680BFCA4E3E7E23CA
sogenor.ski.	3600	in	ns	dns109.ovh.net.
sogenor.ski.	3600	in	ns	ns109.ovh.net.
sogenor.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. EmzBe0pc9E+BQ7OQavbSFNTBKsURXQqNQkNfdeeWt1RNC0VtlCBF25faUmu2MnuRsFcgNC6JczrOHkl4nOS60PT663t14lDNT1IeTUS/QC8sS2zEwO77NYlmMpiJw06yZHlIAINzfXB0+IvO+wL7vnkkTAJki94wr6M+pzJ8fko=
sogeval.ski.	3600	in	ns	dns102.ovh.net.
sogeval.ski.	3600	in	ns	ns102.ovh.net.
soho.ski.	3600	in	ns	ns1.dns-redirect.com.
soho.ski.	3600	in	ns	ns2.dns-redirect.com.
sokolo.ski.	3600	in	ns	curitiba.ns.porkbun.com.
sokolo.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
sokolo.ski.	3600	in	ns	maceio.ns.porkbun.com.
sokolo.ski.	3600	in	ns	salvador.ns.porkbun.com.
sokolow.ski.	3600	in	ns	ns-1117.awsdns-11.org.
sokolow.ski.	3600	in	ns	ns-138.awsdns-17.com.
sokolow.ski.	3600	in	ns	ns-1923.awsdns-48.co.uk.
sokolow.ski.	3600	in	ns	ns-773.awsdns-32.net.
sol.ski.	3600	in	ns	ns1.dnsowl.com.
sol.ski.	3600	in	ns	ns2.dnsowl.com.
sol.ski.	3600	in	ns	ns3.dnsowl.com.
solaire.ski.	3600	in	ns	ns57.domaincontrol.com.
solaire.ski.	3600	in	ns	ns58.domaincontrol.com.
solang.ski.	3600	in	ns	ns1.daaz.org.
solang.ski.	3600	in	ns	ns2.daaz.org.
solden.ski.	3600	in	ns	ns1.metaregistrar.nl.
solden.ski.	3600	in	ns	ns2.metaregistrar.nl.
soldeu.ski.	3600	in	ns	ns1fkl.name.com.
soldeu.ski.	3600	in	ns	ns2btz.name.com.
soldeu.ski.	3600	in	ns	ns3gmv.name.com.
soldeu.ski.	3600	in	ns	ns4lny.name.com.
soleil.ski.	3600	in	ns	ns1.register.it.
soleil.ski.	3600	in	ns	ns2.register.it.
soleman.ski.	3600	in	ns	ns1.hover.com.
soleman.ski.	3600	in	ns	ns2.hover.com.
solitude.ski.	3600	in	ns	ns-cloud-d1.googledomains.com.
solitude.ski.	3600	in	ns	ns-cloud-d2.googledomains.com.
solitude.ski.	3600	in	ns	ns-cloud-d3.googledomains.com.
solitude.ski.	3600	in	ns	ns-cloud-d4.googledomains.com.
solituderesort.ski.	3600	in	ns	ns-cloud-a1.googledomains.com.
solituderesort.ski.	3600	in	ns	ns-cloud-a2.googledomains.com.
solituderesort.ski.	3600	in	ns	ns-cloud-a3.googledomains.com.
solituderesort.ski.	3600	in	ns	ns-cloud-a4.googledomains.com.
solitudeutah.ski.	3600	in	ns	ns-cloud-e1.googledomains.com.
solitudeutah.ski.	3600	in	ns	ns-cloud-e2.googledomains.com.
solitudeutah.ski.	3600	in	ns	ns-cloud-e3.googledomains.com.
solitudeutah.ski.	3600	in	ns	ns-cloud-e4.googledomains.com.
soll.ski.	3600	in	ds	64912 8 2 B5309A87D2519BACF1399566632F8CF2D001E83EECCF49BA2A61D38B86718352
soll.ski.	3600	in	ns	dns11.ovh.net.
soll.ski.	3600	in	ns	ns11.ovh.net.
soll.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. ZJLyJFo6gRjfJ+tMVIcONIJjbGEvxGFVBgwTSPVZx9HtA/4J/9NQYbk3LLgp7p1rGRoz+rt9Z7BfqIYP4TD9BaPTNhKbJscypy1uqgD3TRIWYsLT1MXw7URR+Sybdqo999j2D7v4tm7Snm4IyJpp479HRAfeJYYvoIp7JgbMprk=
sollworld.ski.	3600	in	ds	38194 8 2 65A49B19B7E30617320DA25D5D644808F8BCD270A11B2D2B4FCF58D9B3A220BC
sollworld.ski.	3600	in	ns	dns11.ovh.net.
sollworld.ski.	3600	in	ns	ns11.ovh.net.
sollworld.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. d0NxVzJ77Eu0RTAqVFoFUfcox+hEjzcoRjkr4f5u8y2xX5mBZiFsWbmfGb6cjaMCf5Dq/zQrJzzXAOLGqB3stFVScFCFW5slqMDqc6DPIoHprhBLLV2wKwfVrwSHMSOVIN6zJTjVPtd4nRkC4ARvE82oJvGUsXG8WACqrCeif5A=
solo.ski.	3600	in	ns	ns55.domaincontrol.com.
solo.ski.	3600	in	ns	ns56.domaincontrol.com.
solow.ski.	3600	in	ns	curitiba.ns.porkbun.com.
solow.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
solow.ski.	3600	in	ns	maceio.ns.porkbun.com.
solow.ski.	3600	in	ns	salvador.ns.porkbun.com.
solutionskozakow.ski.	3600	in	ns	ns-cloud-a1.googledomains.com.
solutionskozakow.ski.	3600	in	ns	ns-cloud-a2.googledomains.com.
solutionskozakow.ski.	3600	in	ns	ns-cloud-a3.googledomains.com.
solutionskozakow.ski.	3600	in	ns	ns-cloud-a4.googledomains.com.
sommer.ski.	3600	in	ns	cns1.cloudpit.de.
sommer.ski.	3600	in	ns	cns2.cloudpit.com.
sommer.ski.	3600	in	ns	cns3.cloudpit.io.
sommet.ski.	3600	in	ns	ns11.infomaniak.ch.
sommet.ski.	3600	in	ns	ns12.infomaniak.ch.
son.ski.	3600	in	ns	kim.ns.cloudflare.com.
son.ski.	3600	in	ns	kipp.ns.cloudflare.com.
sono.ski.	3600	in	ns	ns1032.ui-dns.com.
sono.ski.	3600	in	ns	ns1043.ui-dns.org.
sono.ski.	3600	in	ns	ns1060.ui-dns.de.
sono.ski.	3600	in	ns	ns1091.ui-dns.biz.
sontow.ski.	3600	in	ns	docks18.rzone.de.
sontow.ski.	3600	in	ns	shades03.rzone.de.
sophia.ski.	3600	in	ns	ns1ntw.name.com.
sophia.ski.	3600	in	ns	ns2fjz.name.com.
sophia.ski.	3600	in	ns	ns3dgr.name.com.
sophia.ski.	3600	in	ns	ns4bfy.name.com.
sorel.ski.	3600	in	ns	pdns1.ultradns.net.
sorel.ski.	3600	in	ns	pdns2.ultradns.net.
sorel.ski.	3600	in	ns	pdns3.ultradns.org.
sorel.ski.	3600	in	ns	pdns4.ultradns.org.
sorel.ski.	3600	in	ns	pdns5.ultradns.info.
sorel.ski.	3600	in	ns	pdns6.ultradns.co.uk.
sorem.ski.	3600	in	ns	ns1028.ui-dns.biz.
sorem.ski.	3600	in	ns	ns1059.ui-dns.de.
sorem.ski.	3600	in	ns	ns1097.ui-dns.com.
sorem.ski.	3600	in	ns	ns1102.ui-dns.org.
sos.ski.	3600	in	ns	dns1.neotrend.ch.
sos.ski.	3600	in	ns	dns2.neotrend.ch.
sosi.ski.	3600	in	ns	a.dns.gandi.net.
sosi.ski.	3600	in	ns	b.dns.gandi.net.
sosi.ski.	3600	in	ns	c.dns.gandi.net.
sosin.ski.	3600	in	ds	44757 13 2 B72A99F66635A27E284795BEDCC99742512A609164C680B5B7DE9E1A007EB821
sosin.ski.	3600	in	ns	ns-154-b.gandi.net.
sosin.ski.	3600	in	ns	ns-183-a.gandi.net.
sosin.ski.	3600	in	ns	ns-192-c.gandi.net.
sosin.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. Iu/hWFzOpl6+Qju/9lLYOt9TqzXj1FvIkUtiIw5gaKbG/I9vHXvvtLmhdqp/HlitO4Jsy5kXVcjGRsliyfEZ4XHdVUWJUOheA53Fi/rvjsFz6o3Ez5lXrRrDaD553xw7PBc8v8DgV8mWikfWejjyOJEGCNFxFFuvQmsTpiWCuG8=
sosnow.ski.	3600	in	ns	ns1mpz.name.com.
sosnow.ski.	3600	in	ns	ns2btz.name.com.
sosnow.ski.	3600	in	ns	ns3flt.name.com.
sosnow.ski.	3600	in	ns	ns4lny.name.com.
soszyn.ski.	3600	in	ds	59242 8 2 804871E02D6941E31A5E20DA3986F10C0D3F56BBBBDA0CAE6F788CAC3C83C6AD
soszyn.ski.	3600	in	ns	ns-cloud-c1.googledomains.com.
soszyn.ski.	3600	in	ns	ns-cloud-c2.googledomains.com.
soszyn.ski.	3600	in	ns	ns-cloud-c3.googledomains.com.
soszyn.ski.	3600	in	ns	ns-cloud-c4.googledomains.com.
soszyn.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. QzlAmLScRulCCu8MoCzjdKBAcV+/N5TpnfN+b1NxTyzRJKsxFUHkmVhsa1Z8KZmMsOld2hr+w6/MCWqJxzaPv0t3ufddnHf+nOSJfmuvFk28Xdlw0NnQUzFmjVh2luQKte9vVsYesTCzAFPp1Bjs3zJLluQr5OCcCTMognzyPxQ=
southamerica.ski.	3600	in	ns	ns1.sedoparking.com.
southamerica.ski.	3600	in	ns	ns2.sedoparking.com.
southwest.ski.	3600	in	ns	ns89.worldnic.com.
southwest.ski.	3600	in	ns	ns90.worldnic.com.
sowin.ski.	3600	in	ns	fns1.42.pl.
sowin.ski.	3600	in	ns	fns2.42.pl.
sowin.ski.	3600	in	ns	ns2.he.net.
sowin.ski.	3600	in	ns	ns3.he.net.
sparkle.ski.	3600	in	ds	6322 8 2 B879FC7F050A2FF0644DB8968F507B88D0C6A24F20BFFF16810EB57251C28D47
sparkle.ski.	3600	in	ns	ns-cloud-b1.googledomains.com.
sparkle.ski.	3600	in	ns	ns-cloud-b2.googledomains.com.
sparkle.ski.	3600	in	ns	ns-cloud-b3.googledomains.com.
sparkle.ski.	3600	in	ns	ns-cloud-b4.googledomains.com.
sparkle.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. ju1sPxP4eB9p2iPmu20nwAIUL39qlWn2LeSVPPG/S9zc6s4rPsbCzev2hQapBX+l9CRzrbClufw7vbQjOsD+6DV9D/XZhzcoo9Ba+1QHGbrDn4Cmt3TpuJ6EDiC7w/sFqP/2FIJd25F1e720dZoD4dEiOqeVs5HJtp2k2NgTtrM=
spasov.ski.	3600	in	ns	ns1.dnsowl.com.
spasov.ski.	3600	in	ns	ns2.dnsowl.com.
spasov.ski.	3600	in	ns	ns3.dnsowl.com.
spi.ski.	3600	in	ns	ns1.timeweb.ru.
spi.ski.	3600	in	ns	ns2.timeweb.ru.
spi.ski.	3600	in	ns	ns3.timeweb.org.
spi.ski.	3600	in	ns	ns4.timeweb.org.
spidermountain.ski.	3600	in	ns	ns73.domaincontrol.com.
spidermountain.ski.	3600	in	ns	ns74.domaincontrol.com.
spieljoch.ski.	3600	in	ns	dns1.top4net.at.
spieljoch.ski.	3600	in	ns	dns2.top4net.at.
spindl.ski.	3600	in	ns	ns.gransy.com.
spindl.ski.	3600	in	ns	ns2.gransy.com.
spindl.ski.	3600	in	ns	ns3.gransy.com.
spindl.ski.	3600	in	ns	ns4.gransy.com.
spindl.ski.	3600	in	ns	ns5.gransy.com.
spindleruvmlyn.ski.	3600	in	ns	ns.gransy.com.
spindleruvmlyn.ski.	3600	in	ns	ns2.gransy.com.
spindleruvmlyn.ski.	3600	in	ns	ns3.gransy.com.
spindleruvmlyn.ski.	3600	in	ns	ns4.gransy.com.
spindleruvmlyn.ski.	3600	in	ns	ns5.gransy.com.
spiral.ski.	3600	in	ns	dns107.ovh.net.
spiral.ski.	3600	in	ns	ns107.ovh.net.
spirov.ski.	3600	in	ns	carlane.ns.cloudflare.com.
spirov.ski.	3600	in	ns	rocky.ns.cloudflare.com.
spizew.ski.	3600	in	ns	dns13.ovh.net.
spizew.ski.	3600	in	ns	ns13.ovh.net.
spm-sport.ski.	3600	in	ns	ns23.domaincontrol.com.
spm-sport.ski.	3600	in	ns	ns24.domaincontrol.com.
spm.ski.	3600	in	ns	ns23.domaincontrol.com.
spm.ski.	3600	in	ns	ns24.domaincontrol.com.
spol.ski.	3600	in	ns	curitiba.ns.porkbun.com.
spol.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
spol.ski.	3600	in	ns	maceio.ns.porkbun.com.
spol.ski.	3600	in	ns	salvador.ns.porkbun.com.
sporet.ski.	3600	in	ds	5839 15 2 E45CB4F2F967CA252F3083DF47B850FEAAA89BBFDDF7351C2F09AE6BE0369C7B
sporet.ski.	3600	in	ds	5839 15 4 95C2BB0956F1B2B87B058B55D4F969A662EBEFF7BE4FBF7DCCF3E1C534399745E8196A86A4C475C3086DAA77AA3DE083
sporet.ski.	3600	in	ns	ns1.hyp.net.
sporet.ski.	3600	in	ns	ns2.hyp.net.
sporet.ski.	3600	in	ns	ns3.hyp.net.
sporet.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. Pf3y3pTPGGQFJExt2dOUDafVapF+Rdy8SBglOplN8oIq2N+vn5A4QQolBnq39gQX6HPIA7AkEwN0NAvfciLubhGF66u3/QQ7BrZTfwSo0FNl/Q9Y7GrN5DJfJWyqD18wme5Lqzfn360xuSpk/wO7Kux35joYLI5v87xOOL0H3S4=
sport-bittl.ski.	3600	in	ns	ns.udag.de.
sport-bittl.ski.	3600	in	ns	ns.udag.net.
sport-bittl.ski.	3600	in	ns	ns.udag.org.
sport-boutique.ski.	3600	in	ns	dns.coraxis.info.
sport-boutique.ski.	3600	in	ns	ns.coraxis.fr.
sport-boutique.ski.	3600	in	ns	ns.coraxis.info.
sport123.ski.	3600	in	ns	ns.udag.de.
sport123.ski.	3600	in	ns	ns.udag.net.
sport123.ski.	3600	in	ns	ns.udag.org.
sport2000.ski.	3600	in	ns	ns1.iptwins.net.
sport2000.ski.	3600	in	ns	ns2.iptwins.net.
sport2000.ski.	3600	in	ns	ns3.iptwins.com.
sport2000.ski.	3600	in	ns	ns4.iptwins.com.
sport2000rent.ski.	3600	in	ns	ns.udag.de.
sport2000rent.ski.	3600	in	ns	ns.udag.net.
sport2000rent.ski.	3600	in	ns	ns.udag.org.
sportbittl.ski.	3600	in	ns	ns.udag.de.
sportbittl.ski.	3600	in	ns	ns.udag.net.
sportbittl.ski.	3600	in	ns	ns.udag.org.
sportboden.ski.	3600	in	ns	parked.g1-dns.com.
sportboden.ski.	3600	in	ns	parked.g1-dns.one.
sportcenter.ski.	3600	in	ns	ns.lh.pl.
sportcenter.ski.	3600	in	ns	ns2.lighthosting.net.
sportknox.ski.	3600	in	ns	ns1.netzadresse.at.
sportknox.ski.	3600	in	ns	ns2.netzadresse.at.
sportknox.ski.	3600	in	ns	ns3.netzadresse.at.
sportknox.ski.	3600	in	ns	ns4.netzadresse.at.
sportokay.ski.	3600	in	ns	ns.inwx.de.
sportokay.ski.	3600	in	ns	ns2.inwx.de.
sportokay.ski.	3600	in	ns	ns3.inwx.eu.
sportpursuit.ski.	3600	in	ns	ns0.demysdns.net.
sportpursuit.ski.	3600	in	ns	ns1.demysdns.net.
sportpursuit.ski.	3600	in	ns	ns2.demysdns.net.
sportpursuit.ski.	3600	in	ns	ns3.demysdns.net.
sportpursuit.ski.	3600	in	ns	ns4.demysdns.co.uk.
sportpursuit.ski.	3600	in	ns	ns5.demysdns.co.uk.
sportpursuit.ski.	3600	in	ns	ns6.demysdns.co.uk.
sportsmedicine.ski.	3600	in	ns	ns53.domaincontrol.com.
sportsmedicine.ski.	3600	in	ns	ns54.domaincontrol.com.
sprestrel.ski.	3600	in	ns	curitiba.ns.porkbun.com.
sprestrel.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
sprestrel.ski.	3600	in	ns	maceio.ns.porkbun.com.
sprestrel.ski.	3600	in	ns	salvador.ns.porkbun.com.
spychal.ski.	3600	in	ns	dns1.microhost.pl.
spychal.ski.	3600	in	ns	dns2.microhost.pl.
spyder.ski.	3600	in	ns	ns1.geniuslink.com.
spyder.ski.	3600	in	ns	ns2.geniuslink.com.
spyder.ski.	3600	in	ns	ns3.geniuslink.com.
spyder.ski.	3600	in	ns	ns4.geniuslink.com.
spyder.ski.	3600	in	ns	ns5.geniuslink.com.
spyder.ski.	3600	in	ns	ns6.geniuslink.com.
sqn2civduhuj4omkmeqf6gt4vvpck9qb.ski.	3600	in	nsec3	1 1 0 73 SVB4A8HR26SENHLU70GVCIN8C9EFIOQQ NS DS RRSIG
sqn2civduhuj4omkmeqf6gt4vvpck9qb.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. URgwTjf8EEVEGGfPL1Qjg/bJARsN8xDSURWwTGdsG5QmdTOr555KZs/t8J2zXJ+I0IgiwPrFjZLQXpOU3CK9ahEVXvsVAAzN8UzcLFXiQ2svKDe9NNtMp7u1teZsfXnOXusMKciJHXdtpw8qc3W8OD3CfHg1YLzMK3ONNOrmolU=
squamish.ski.	3600	in	ns	curitiba.ns.porkbun.com.
squamish.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
squamish.ski.	3600	in	ns	maceio.ns.porkbun.com.
squamish.ski.	3600	in	ns	salvador.ns.porkbun.com.
squaw-alpine.ski.	3600	in	ns	ns1qsy.name.com.
squaw-alpine.ski.	3600	in	ns	ns2cvx.name.com.
squaw-alpine.ski.	3600	in	ns	ns3fgq.name.com.
squaw-alpine.ski.	3600	in	ns	ns4dmx.name.com.
sroczyn.ski.	3600	in	ds	50429 8 2 831C611483F97DCD056CB7C80D90668071EF3A1712882D19279B0935D314B8F7
sroczyn.ski.	3600	in	ns	dns11.ovh.net.
sroczyn.ski.	3600	in	ns	ns11.ovh.net.
sroczyn.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. hlonS4F/dWgvVZn/7s1tLBN14rAl5wQbGg9GcyU9ytglXkLpmFo9RX6jJls/zBLjUx8h/uOOhAOgUzgfigpfc9iXVBk4Rw69LtAs7ldYIP62TAjr8o02Hx9xriJjbKFAGichri7VOqvWiuJsRtt3rxw4oNE9ssmkJilYp7OJUsY=
srp.ski.	3600	in	ns	aragorn.ns.cloudflare.com.
srp.ski.	3600	in	ns	keira.ns.cloudflare.com.
srs.ski.	3600	in	ns	dns.home.pl.
srs.ski.	3600	in	ns	dns2.home.pl.
srs.ski.	3600	in	ns	dns3.home.pl.
srt-jet.ski.	3600	in	ns	ns-us.1and1-dns.com.
srt-jet.ski.	3600	in	ns	ns-us.1and1-dns.de.
srt-jet.ski.	3600	in	ns	ns-us.1and1-dns.org.
srt-jet.ski.	3600	in	ns	ns-us.1and1-dns.us.
ssc.ski.	3600	in	ns	ns11.value-domain.com.
ssc.ski.	3600	in	ns	ns12.value-domain.com.
ssc.ski.	3600	in	ns	ns13.value-domain.com.
ssds.ski.	3600	in	ns	dns19.ovh.net.
ssds.ski.	3600	in	ns	ns19.ovh.net.
ssh.ski.	3600	in	ns	fir.dnspod.net.
ssh.ski.	3600	in	ns	sand.dnspod.net.
ssm.ski.	3600	in	ns	ns1.reg.ru.
ssm.ski.	3600	in	ns	ns2.reg.ru.
sss.ski.	3600	in	ns	ns1.register.it.
sss.ski.	3600	in	ns	ns2.register.it.
st-anton.ski.	3600	in	ns	ns1.itserver.at.
st-anton.ski.	3600	in	ns	ns2.itserver.at.
st-anton.ski.	3600	in	ns	ns3.itserver.at.
sta.ski.	3600	in	ns	hank.ns.cloudflare.com.
sta.ski.	3600	in	ns	nicole.ns.cloudflare.com.
stablecoin.ski.	3600	in	ns	ns1.afternic.com.
stablecoin.ski.	3600	in	ns	ns2.afternic.com.
stablecoin.ski.	3600	in	ns	verification-o2mhvysikbewdvuypk9kmp.ns101.verify.hn.
stachow.ski.	3600	in	ns	ns-de.1and1-dns.biz.
stachow.ski.	3600	in	ns	ns-de.1and1-dns.com.
stachow.ski.	3600	in	ns	ns-de.1and1-dns.de.
stachow.ski.	3600	in	ns	ns-de.1and1-dns.org.
stachur.ski.	3600	in	ns	ns1.hover.com.
stachur.ski.	3600	in	ns	ns2.hover.com.
stack.ski.	3600	in	ns	ns1ksz.name.com.
stack.ski.	3600	in	ns	ns2dqr.name.com.
stack.ski.	3600	in	ns	ns3jkl.name.com.
stack.ski.	3600	in	ns	ns4jpz.name.com.
stadium.ski.	3600	in	ns	ns1.markydot.com.
stadium.ski.	3600	in	ns	ns2.markydot.net.
stadium.ski.	3600	in	ns	ns3.markydot.se.
stadium.ski.	3600	in	ns	ns4.markydot.eu.
staffel.ski.	3600	in	ns	ns.hostpoint.ch.
staffel.ski.	3600	in	ns	ns2.hostpoint.ch.
staffel.ski.	3600	in	ns	ns3.hostpoint.ch.
stafin.ski.	3600	in	ns	jeff.ns.cloudflare.com.
stafin.ski.	3600	in	ns	margaret.ns.cloudflare.com.
stagecoach.ski.	3600	in	ns	ns21.domaincontrol.com.
stagecoach.ski.	3600	in	ns	ns22.domaincontrol.com.
stan.ski.	3600	in	ns	ns13.domaincontrol.com.
stan.ski.	3600	in	ns	ns14.domaincontrol.com.
stanislaw.ski.	3600	in	ns	ns5.kasserver.com.
stanislaw.ski.	3600	in	ns	ns6.kasserver.com.
staniszew.ski.	3600	in	ns	carioca.ns.cloudflare.com.
staniszew.ski.	3600	in	ns	leonard.ns.cloudflare.com.
stankow.ski.	3600	in	ns	ns23.domaincontrol.com.
stankow.ski.	3600	in	ns	ns24.domaincontrol.com.
stapin.ski.	3600	in	ns	ns1.digitalocean.com.
stapin.ski.	3600	in	ns	ns2.digitalocean.com.
stapin.ski.	3600	in	ns	ns3.digitalocean.com.
star.ski.	3600	in	ns	ns-114-a.gandi.net.
star.ski.	3600	in	ns	ns-77-b.gandi.net.
star.ski.	3600	in	ns	ns-85-c.gandi.net.
starbase.ski.	3600	in	ns	cardboard.dnspod.net.
starbase.ski.	3600	in	ns	joyce.dnspod.net.
stargift.ski.	3600	in	ns	dns107.ovh.net.
stargift.ski.	3600	in	ns	ns107.ovh.net.
stark.ski.	3600	in	ds	23640 13 2 54DC0EF151C2C27B0F9FE955835B44E548FAE09B0829DA0A8B5836D10BE06F39
stark.ski.	3600	in	ns	ns.inwx.de.
stark.ski.	3600	in	ns	ns2.inwx.de.
stark.ski.	3600	in	ns	ns3.inwx.eu.
stark.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. O9C/BCr+BqtRqus+bGesTmTSEwZjx2XOLxpYG0sIm4BtRPGU+wiP9ySsw6k0bpmQ+mVxdCv9ovv+es94jvOtBRbBYh+7lOkgDQ6lMz502gTvSPnN18uJ9lNKsA1tGtFUpzV/RF33et9d85CM9jRr9ea0yGjt2SGK5eJz1cAArIE=
starkow.ski.	3600	in	ns	kianchau.ns.cloudflare.com.
starkow.ski.	3600	in	ns	nancy.ns.cloudflare.com.
starpass.ski.	3600	in	ns	dns107.ovh.net.
starpass.ski.	3600	in	ns	ns107.ovh.net.
startgate.ski.	3600	in	ns	ns1.safebrands.fr.
startgate.ski.	3600	in	ns	ns2.safebrands.eu.
startgate.ski.	3600	in	ns	ns3.safebrands.com.
startgate.ski.	3600	in	ns	ns4.safebrands.org.
startgate.ski.	3600	in	ns	ns5.safebrands.tech.
startup.ski.	3600	in	ns	jim.ns.cloudflare.com.
startup.ski.	3600	in	ns	kate.ns.cloudflare.com.
stasiow.ski.	3600	in	ns	ns1.hover.com.
stasiow.ski.	3600	in	ns	ns2.hover.com.
staszew.ski.	3600	in	ns	ns1.premium.hostns.io.
staszew.ski.	3600	in	ns	ns2.premium.hostns.io.
stat.ski.	3600	in	ns	ns-148-a.gandi.net.
stat.ski.	3600	in	ns	ns-240-c.gandi.net.
stat.ski.	3600	in	ns	ns-7-b.gandi.net.
statiuni.ski.	3600	in	ns	ns1.webspace.ro.
statiuni.ski.	3600	in	ns	ns2.webspace.ro.
stats.ski.	3600	in	ns	curitiba.ns.porkbun.com.
stats.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
stats.ski.	3600	in	ns	maceio.ns.porkbun.com.
stats.ski.	3600	in	ns	salvador.ns.porkbun.com.
status.ski.	3600	in	ns	chilly.dnspod.net.
status.ski.	3600	in	ns	small.dnspod.net.
stavrev.ski.	3600	in	ns	lloyd.ns.cloudflare.com.
stavrev.ski.	3600	in	ns	may.ns.cloudflare.com.
staw.ski.	3600	in	ns	ns67.domaincontrol.com.
staw.ski.	3600	in	ns	ns68.domaincontrol.com.
stawiar.ski.	3600	in	ns	curitiba.ns.porkbun.com.
stawiar.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
stawiar.ski.	3600	in	ns	maceio.ns.porkbun.com.
stawiar.ski.	3600	in	ns	salvador.ns.porkbun.com.
stawin.ski.	3600	in	ns	docks17.rzone.de.
stawin.ski.	3600	in	ns	shades10.rzone.de.
stayand.ski.	3600	in	ds	50006 8 2 1494ECE1FC5730F33F448237190F8780343D9F15740B49D84E3D4DE4D22BA979
stayand.ski.	3600	in	ns	ns-cloud-e1.googledomains.com.
stayand.ski.	3600	in	ns	ns-cloud-e2.googledomains.com.
stayand.ski.	3600	in	ns	ns-cloud-e3.googledomains.com.
stayand.ski.	3600	in	ns	ns-cloud-e4.googledomains.com.
stayand.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. MbJvhmFdAW+ekhFj3S0vvmNriUSn6rVKtRvJZ8Yb3IGc/EUs4szdNKsAYkrpy5ZLxuZxvjaMgn4IITnSUYpYVGCW8U91T5F+NstAY+0GZc7YRPHl08rWhrhSZjayHQAHGQwOXNE28TykyW6vEPdI+tbWHPeSoD3cuEp2Z6UlSew=
stayinmammoth.ski.	3600	in	ns	dns1.name-services.com.
stayinmammoth.ski.	3600	in	ns	dns2.name-services.com.
stayinmammoth.ski.	3600	in	ns	dns3.name-services.com.
stayinmammoth.ski.	3600	in	ns	dns4.name-services.com.
stayinmammoth.ski.	3600	in	ns	dns5.name-services.com.
steam.ski.	3600	in	ns	bennett.dnspod.net.
steam.ski.	3600	in	ns	willow.dnspod.net.
