fit.	900	in	soa	a.nic.fit. admin.tldns.godaddy. 1757034421 1800 300 604800 1800
0.fit.	3600	in	ns	ns3.afternic.com.
0.fit.	3600	in	ns	ns4.afternic.com.
000.fit.	3600	in	ns	dns19.hichina.com.
000.fit.	3600	in	ns	dns20.hichina.com.
0000.fit.	3600	in	ns	dns27.hichina.com.
0000.fit.	3600	in	ns	dns28.hichina.com.
00000.fit.	3600	in	ns	ns1.judns.com.
00000.fit.	3600	in	ns	ns2.judns.com.
000743.fit.	3600	in	ns	ns1.dyna-ns.net.
000743.fit.	3600	in	ns	ns2.dyna-ns.net.
001game.fit.	3600	in	ns	ns1.domainnamedns.com.
001game.fit.	3600	in	ns	ns2.domainnamedns.com.
0037.fit.	3600	in	ns	anuj.ns.cloudflare.com.
0037.fit.	3600	in	ns	yolanda.ns.cloudflare.com.
006bet.fit.	3600	in	ns	celine.ns.cloudflare.com.
006bet.fit.	3600	in	ns	mitch.ns.cloudflare.com.
0077bet.fit.	3600	in	ns	celine.ns.cloudflare.com.
0077bet.fit.	3600	in	ns	mitch.ns.cloudflare.com.
007win.fit.	3600	in	ns	ns13.hawkhost.com.
007win.fit.	3600	in	ns	ns14.hawkhost.com.
007yjs.fit.	3600	in	ns	ns3.myhostadmin.net.
007yjs.fit.	3600	in	ns	ns4.myhostadmin.net.
009bet.fit.	3600	in	ns	cody.ns.cloudflare.com.
009bet.fit.	3600	in	ns	teagan.ns.cloudflare.com.
009casino.fit.	3600	in	ns	paislee.ns.cloudflare.com.
009casino.fit.	3600	in	ns	plato.ns.cloudflare.com.
00i42rnv686kacp30lv4h12smf78rakq.fit.	900	in	nsec3	1 1 0 - 00IINBTTMNELA4N9MPQG0PESITG0NIM1 NS DS RRSIG
00i42rnv686kacp30lv4h12smf78rakq.fit.	900	in	rrsig	NSEC3 8 2 900 20250917131415 20250903131015 27636 fit. GnTDG8ECMeROr9KEE4fXgN/0gLAYIst8oqCJi4KepNsWPQFMoOPgCjcuf/Ny8Ny4ub0pQ9NWldwhhz37BDVxltex6unv/vEOcIpilao7J15gYmrcVlSJ9x5eyIE4SrZUWy4rFZuB5yZvXzWgmF7xibiuvhnetdFg7bw2xVzWvIswr5pIPrIPv92gfJJ7G09rHNMuxhTfRIzmt4in6EE2BA==
00iinbttmnela4n9mpqg0pesitg0nim1.fit.	900	in	nsec3	1 1 0 - 027BK432IUAD4CMPAH6RULSVKNS7NUOU NS DS RRSIG
00iinbttmnela4n9mpqg0pesitg0nim1.fit.	900	in	rrsig	NSEC3 8 2 900 20250913191136 20250830181720 27636 fit. FGf91JngDVB1KELhOo+a7PwNDnx3mFyIkIcNLINN36QEbDEbhJExzEHsDqCalWOCCbdCBZ/OWY6mdU6/0nT4mH5Wz9ub4ZuJ0V+d44cBfCLEMbSWpg0l3OMeWfeEpPBDKksnTjJILwLUIfp6h6OwldulrSjpn8qFjx0CmHi1nEGZ8+GziD/Bc92Wh2MeQoFTZp49DjoB7COrZPcDr4duYQ==
00video.fit.	3600	in	ns	ns1.afternic.com.
00video.fit.	3600	in	ns	ns2.afternic.com.
010.fit.	3600	in	ns	dns21.hichina.com.
010.fit.	3600	in	ns	dns22.hichina.com.
0101.fit.	172800	in	ns	dns23.hichina.com.
0101.fit.	172800	in	ns	dns24.hichina.com.
0103.fit.	3600	in	ns	autumn.ns.cloudflare.com.
0103.fit.	3600	in	ns	sevki.ns.cloudflare.com.
017bet.fit.	3600	in	ns	celine.ns.cloudflare.com.
017bet.fit.	3600	in	ns	mitch.ns.cloudflare.com.
01kitaslot777.fit.	3600	in	ns	heather.ns.cloudflare.com.
01kitaslot777.fit.	3600	in	ns	rex.ns.cloudflare.com.
01s.fit.	3600	in	ns	failed-whois-verification.namecheap.com.
01s.fit.	3600	in	ns	verify-contact-details.namecheap.com.
01w1q7g36n.fit.	3600	in	ns	ns1.22.cn.
01w1q7g36n.fit.	3600	in	ns	ns2.22.cn.
022.fit.	172800	in	ns	dns27.hichina.com.
022.fit.	172800	in	ns	dns28.hichina.com.
02281.fit.	3600	in	ns	n1.xundns.com.
02281.fit.	3600	in	ns	n2.xundns.com.
023.fit.	172800	in	ns	dns29.hichina.com.
023.fit.	172800	in	ns	dns30.hichina.com.
025.fit.	172800	in	ns	dns1.hichina.com.
025.fit.	172800	in	ns	dns2.hichina.com.
027.fit.	172800	in	ns	dns7.hichina.com.
027.fit.	172800	in	ns	dns8.hichina.com.
027bk432iuad4cmpah6rulsvkns7nuou.fit.	900	in	nsec3	1 1 0 - 02N2JB5DPP7ME7K4PNN7E4C3HG326DLP NS DS RRSIG
027bk432iuad4cmpah6rulsvkns7nuou.fit.	900	in	rrsig	NSEC3 8 2 900 20250917212714 20250903204415 27636 fit. ht8aZlkoftNdW1V2kyX9H13gjAJnoYVg4acMIS3HcUpvlltqppBdYXiSAwZ9fSTWh5Q5b6zz6c+Y35obAAnYk/lbHNTyOcTSWh7mg9d5la2pABcDEN4c8ZuXO/zEAG215tla1glVQIyd7S9gi0UNou+kvqYK6iLFwkWSeJhW01uw56nOxKPOdB8nwRiN2V1PIa7mHrwjSHj6GPe91W5ocw==
028.fit.	172800	in	ns	dns10.hichina.com.
028.fit.	172800	in	ns	dns9.hichina.com.
029.fit.	172800	in	ns	dns11.hichina.com.
029.fit.	172800	in	ns	dns12.hichina.com.
02n2jb5dpp7me7k4pnn7e4c3hg326dlp.fit.	900	in	nsec3	1 1 0 - 03231UVP2N8N8SH8Q4M9C1QNQM8PTO95 NS DS RRSIG
02n2jb5dpp7me7k4pnn7e4c3hg326dlp.fit.	900	in	rrsig	NSEC3 8 2 900 20250913065324 20250830062119 27636 fit. ZYHjWoeNMKWLxZ3HEvb+FBW/E0JgnOlvOBsBKHvGh3tFzSuV0aZyyCmwrFEOecd7IDaEE9EUF6OYFOWoCej2hgWduck0361dJBkn2gl5nDmmRaNw2/ZmpmLSwR/sDs5K978zFyK6AKKdIhuZ/96lrMGse6vJFifmoEuLq2XXQORuYs0nmlJhhGooqyDTosLboL6bBVlEJNSv0luUA6jejA==
03231uvp2n8n8sh8q4m9c1qnqm8pto95.fit.	900	in	nsec3	1 1 0 - 03Q37H7OUD8QNBV8DKSCN04O4KM8IQ20 NS DS RRSIG
03231uvp2n8n8sh8q4m9c1qnqm8pto95.fit.	900	in	rrsig	NSEC3 8 2 900 20250913065324 20250830062119 27636 fit. O9ZTJ72S4KhWWKN6Jbwx/iaxFzdTZwtcyxFyhS0gYemSNf28wV7c29B4a5sQGvS8z5xqfjRoHl/XyTKEKCYp+YJ2lLAS5wllvV+i8xEAcWokBOI8gsTxVoI64NZ415IHV4rRghFPAAPTaP+1AeRehWare5ATnmJE8y96+cw/o/lYWhQhrRzag3+O2Lp5zqFeotWkyQZRLhwi++AAZxltNA==
0327pbz7j.fit.	3600	in	ns	ns1.22.cn.
0327pbz7j.fit.	3600	in	ns	ns2.22.cn.
035971.fit.	3600	in	ns	ns1.dyna-ns.net.
035971.fit.	3600	in	ns	ns2.dyna-ns.net.
0371.fit.	3600	in	ns	ns1.22.cn.
0371.fit.	3600	in	ns	ns2.22.cn.
0379.fit.	3600	in	ns	dns17.hichina.com.
0379.fit.	3600	in	ns	dns18.hichina.com.
03q37h7oud8qnbv8dkscn04o4km8iq20.fit.	900	in	nsec3	1 1 0 - 03VLI33A6AU7GL1QJK1D40VSD1R1F0T4 NS DS RRSIG
03q37h7oud8qnbv8dkscn04o4km8iq20.fit.	900	in	rrsig	NSEC3 8 2 900 20250918075620 20250904073157 27636 fit. U1aqbwU6Pw9PNX8x9s5LDnHN8PJnB8L6OngU2SJRRHxwakUZAwccdxytgP2+Pk4oSXGdut0t8MP1McOT8gsMerOgHezZv40UOq8IUO4PU9B2nCBF/8NxRw/L9IPN4Z6X2p+VY2aiX+08hQWgc0JhyvNPPVkIDg4BmwOcvcLe6IXO7yrB7oogawpQHOtXdnB/+LdntydDfgow4SXXclzZag==
03vli33a6au7gl1qjk1d40vsd1r1f0t4.fit.	900	in	nsec3	1 1 0 - 05QE4C700MHI0QSBD5P058O671DPNQQR NS DS RRSIG
03vli33a6au7gl1qjk1d40vsd1r1f0t4.fit.	900	in	rrsig	NSEC3 8 2 900 20250918075620 20250904073157 27636 fit. PaF6qeaH+m4QB/kO63ObxwC+ZzeYZ7mQjxNQTHQOw5MqJ1Wh8Y1/48VwK1qUy92+l29hG6wjq7OeKMR6w6mu/mW9Qpy5v0bRMRcAKxtX7Hd+7q4DQAVGWqrvzp77edx63CeEsuOYr4VvPa7pTiAdOnPSPe3MNu7oYxkJqYRk4qME3I2kmhAQBw8Y43xNKSyZ+5mZUo8+vbg4gMvMPsbmkw==
050bet.fit.	3600	in	ns	celine.ns.cloudflare.com.
050bet.fit.	3600	in	ns	mitch.ns.cloudflare.com.
05qe4c700mhi0qsbd5p058o671dpnqqr.fit.	900	in	nsec3	1 1 0 - 0745I6HJFN6CI9J1AHRN8GVOP1G8D67E NS DS RRSIG
05qe4c700mhi0qsbd5p058o671dpnqqr.fit.	900	in	rrsig	NSEC3 8 2 900 20250917122902 20250903113229 27636 fit. GYRC8CfblYsKaUm8O5jivNpEs/UL2GdCV1LSlV8GUU+pZ/mBRb4BHnmhTCSm/D9dMspKUeZ2AnKAHFZEyh2kwGxlYAj7uRwE2ML2IOO32oe0Wr4F6nEo5CfrdrS5ZTgQGavBwcMIO0e7idHCDa4bw03AGlKPeyXfj1/cSyep73Z0xdZ/NZQjryQEq9TARl9IP4EZJVfyTjLGs3d/I2rzxg==
06745.fit.	3600	in	ns	n1.xundns.com.
06745.fit.	3600	in	ns	n2.xundns.com.
06858.fit.	3600	in	ns	n1.xundns.com.
06858.fit.	3600	in	ns	n2.xundns.com.
06881.fit.	3600	in	ns	ns1.1233dns.com.
06881.fit.	3600	in	ns	ns2.951dns.com.
073bet.fit.	3600	in	ns	celine.ns.cloudflare.com.
073bet.fit.	3600	in	ns	mitch.ns.cloudflare.com.
0745i6hjfn6ci9j1ahrn8gvop1g8d67e.fit.	900	in	nsec3	1 1 0 - 07E8AN3G445I2U25S43LI1EP3H0RVEFV NS DS RRSIG
0745i6hjfn6ci9j1ahrn8gvop1g8d67e.fit.	900	in	rrsig	NSEC3 8 2 900 20250914155149 20250831151714 27636 fit. bz4DEHp/cq2oL+aMzev4b+3Ram1SKNGYEGtzUR80j8jt5nUkgZnEHD68XMXhJ3bjrlnLwntifeylMO6LDZ3WozJBzLWsd2ClZJwTM5jrp+qyuLJGVqTv7NShhtxoFTk+emHRD+bM7SXRmRXZITs6+a8WH1uBytKrRHd1bZb7E9dENnaQgDgEH7piJsrIOYzOAgnb5BEoWHiIeHG7R0ecGw==
0755.fit.	3600	in	ns	dns11.hichina.com.
0755.fit.	3600	in	ns	dns12.hichina.com.
0759zjs.fit.	3600	in	ns	ns1.22.cn.
0759zjs.fit.	3600	in	ns	ns2.22.cn.
