finance.	3600	in	soa	v0n0.nic.finance. hostmaster.donuts.email. 1767661104 7200 900 1209600 3600
0105hpp8s3nkf615rcsrv1vl0v3v6j8n.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. lS25RH9WlqTs4cMN5n1ARU8ALmsMk2BaxzJw404Gz4lxIS51W6JwYbPA25x/favvPwz8hJlvi14l0fCjZHuBsDlIWVlFc9R3zU1ahUGEXK4SWIBminoW1+Mz5QBNx0zf5Pyz7NyajmYzif+9wunnYp/OFvbXK6dxfc+g9QqVa14=
01ee8edbhm9s2fir5e7f667ut62mpf4r.finance.	3600	in	nsec3	1 1 0 73 01HH6KJAU0K7KFCJHQEF6DF3N5AVDBFI NS DS RRSIG
01ee8edbhm9s2fir5e7f667ut62mpf4r.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. QDEPkIfZ8lwiJi1DRqmciJsCCP2DtFP6tx4gImenMTtaDKTgslviYO6V0qwtTqOhbwzhukjc2eDzgTGAfphPbZfYTBNh32E+UNMYwcsIWsOQ6oKEJxHd6/yNp+icQF4SSlpGI/nvTl+0lplVLGjaJhl9Ax8KjbQPtNZqMXGPTUQ=
01hh6kjau0k7kfcjhqef6df3n5avdbfi.finance.	3600	in	nsec3	1 1 0 73 02QTC6FIIP58RCT377P1EEQA440D86LK NS DS RRSIG
01hh6kjau0k7kfcjhqef6df3n5avdbfi.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. CGP8nRnTeiO/rRHj69s3GNpoAKjmJRpS3kk1CknTk7FOjFBwVdLuq87UTKWtvCTdi1+AEI9+3BgTAzQFSMgmJx2zBjxeMy6l/IsR/E56a4V3TgU5LYoDiR9ZgImVue6P2QEVKHetGw7BIEPJ/obqrbN2HQ3A7YLXkzD3r0VQW+A=
02qtc6fiip58rct377p1eeqa440d86lk.finance.	3600	in	nsec3	1 1 0 73 033EHR7K374I81ABTHNKOGMLMU9VE5UM NS DS RRSIG
02qtc6fiip58rct377p1eeqa440d86lk.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. dyj9IuldRZa7aYWg4j7srLabDKc4Nc5p7afHzbX9nXHhO4ooci7ZkOJWdpOBaxE+c4kP7acaKXjNcBFEgZyDxUoBIusBYU5203275MIN/wwhKlDgXGNhT3B27Ir6PjB5vb4LlahU64+D1ouEphQC6KnqDt9WZ40dSisAhxggkF0=
033ehr7k374i81abthnkogmlmu9ve5um.finance.	3600	in	nsec3	1 1 0 73 03C3G7U052N7AF1F35VKEM0S3DHLHU55 NS DS RRSIG
033ehr7k374i81abthnkogmlmu9ve5um.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. WoQe/hguIsOhRSnbZVd5UKb2mn76AAMJ5S5J8Nekx/VJpIFZzbwtIdYZtNfW415GsvS9MGojhU+Cc8AHsSpJGNl+XBAyWeizmw6OnTK8gSYP/Qhpv3VqMfJaQB8c9j6biy7UondIaJHrzQFQXOh7qjJ4g+Fi7Rps/4q4U2hUPIM=
03c3g7u052n7af1f35vkem0s3dhlhu55.finance.	3600	in	nsec3	1 1 0 73 04L4MKSTTIU2OKCVVCBHQSSNLNDS36TA NS DS RRSIG
03c3g7u052n7af1f35vkem0s3dhlhu55.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. IvCpoCAIHYqL0uOp9IRtUQWPwhNn/MX6b6eZ77Ca3AvCBhx9dcxxX3xSB6OmyXCcTG64p0HInSUVrz5TqNs9LIqKD4GXFhY2xSUdAUS/KrO8uV/FRBzuUq7DCf+81I5t/6YwpT0ET4Y0OJitpzz4vOcBv9Vi0GKTh1KOQsTTKs4=
04l4mksttiu2okcvvcbhqssnlnds36ta.finance.	3600	in	nsec3	1 1 0 73 04O9R8H6QOJKLDIE62OT679GV4F0QHIA NS DS RRSIG
04l4mksttiu2okcvvcbhqssnlnds36ta.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. jqF6hgjNyupc7zW0FG89FVBab2r/OZA33slj2ZgwD5EqG89GYRDZlNczhcnOeR/tBO8Y7sWgdkH8LFNURFT0broJPi3mLj8OXbSVPhziqPlekSAnZalXMFHy45+XrKMZ+c4z6cf44sYpKMGp8UAG0XdKM5VLa4YlYaIyEfQzVWQ=
04o9r8h6qojkldie62ot679gv4f0qhia.finance.	3600	in	nsec3	1 1 0 73 04RPBEQH9NSR4TL97ETFCQFE5K9789Q2 NS DS RRSIG
04o9r8h6qojkldie62ot679gv4f0qhia.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. FuooI37FjEuV3YqryzY8n8krttbthjIVj7inw6lHuKgSWQO4CGoVu9aRBgaQ7SS/pt1rezwIucG1DJ/I2LgZrvL0FORPnXFCBAJBBhWbbvqoqRjVOhT7/mi8wBT8xyF2zlbnBW2wg+lz5yOA2UvO+EpUJ37NZC4B/NVcoZzcv8U=
04rpbeqh9nsr4tl97etfcqfe5k9789q2.finance.	3600	in	nsec3	1 1 0 73 051JCI0FNJINJ0PKITS6Q6O3D5R4SBDG NS DS RRSIG
04rpbeqh9nsr4tl97etfcqfe5k9789q2.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. KF5/Hk5WX9JvChSUQeMwGkjR0vELzsN/nglXnvbtKDNd6QmlBW3LXQbP4GolVJur1Ix2BmbkVSnEMRamRAOCWzAQd2zZlfCWwzncvmd+b7C2XrgVkVxY4hJeHBGOA8e7nLHuCdY8+pMtBNJSJWkMjD7Mtikkj8W2GRs3g37WWn4=
051jci0fnjinj0pkits6q6o3d5r4sbdg.finance.	3600	in	nsec3	1 1 0 73 053CEQ94IPQE1H6P5P1J3NM8S8LIDJR0 NS DS RRSIG
051jci0fnjinj0pkits6q6o3d5r4sbdg.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. qF8j5rt16snEs6b/lmR/5ekqxjgfRi+BkeiGyis5iWwn475hQa4QetgtV8CVpbz8n+i+7fhiZ5PEffEYVUi4MrxtE1w5gH/BhjhlqZzIEPwFCkozOLKHLRYxQiTquDDYH+0/EPk3a3MKtJ8xMd9xl0SOWB3bDlge/EV+/pb0anQ=
053ceq94ipqe1h6p5p1j3nm8s8lidjr0.finance.	3600	in	nsec3	1 1 0 73 054961HSTTKSI45DROHFO5GTU5UKREQJ NS DS RRSIG
053ceq94ipqe1h6p5p1j3nm8s8lidjr0.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. vMnqTTm3CQlWsLOcz+6F8QNB1GM2ICAinLyh6I+mYC+POKaejTp2t874yOp1SCojyZj/6fipH6Pq7U7a8vXi+mNBZic3EC8wxRO0csWMftlG1yVZbzv4jr0F8mSnuXWz47tciVPtplodtVsg7fsTm+lhKx3MmEExJZXnuJYmTXM=
054961hsttksi45drohfo5gtu5ukreqj.finance.	3600	in	nsec3	1 1 0 73 0597J21NUVQM4SN51NMVBNHCMR244MJ8 NS DS RRSIG
054961hsttksi45drohfo5gtu5ukreqj.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. YRDWqA6xQ8OkmOZZkETRwjHd5Sw3qFLrWscmdSHvePQpWCRq7KQaBVQ5ajGzoI3LZESjvn4SjqYUjylRBi+8fOXaAmAISI/L7SvvJGRtKrkK8Huf4xlSCn87GSQXhEHO6fGpwbtqDn8sJGTV+npj+cV6UoZx9N39DVQ4WHCW59k=
0597j21nuvqm4sn51nmvbnhcmr244mj8.finance.	3600	in	nsec3	1 1 0 73 067AME917VNNOEICUSAVCHRU7A3LOFLA NS DS RRSIG
0597j21nuvqm4sn51nmvbnhcmr244mj8.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. c4JpyXaGG9+vucEckPz1T/OCCPStUOpmbr/BvvRxMTsJ+HLL9gmBoFI3ptyA2RrVd8hZUPnhsqFqWAMpIK3QBuG10Lwtr6JU1R6SIUWmBJniSAz/eoDvn8g0evAHDW2HFjmRn5MaSZCgsfCR1JvRj35YOQe04KV/8Zyt07HHK1w=
067ame917vnnoeicusavchru7a3lofla.finance.	3600	in	nsec3	1 1 0 73 0691FIQ15BPMRASV62US3SNHVJ47HNP2 NS DS RRSIG
067ame917vnnoeicusavchru7a3lofla.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. EqGzBwf6RLomH1itePXGrdn/DKv5LjwdjNl1pLyTSND0BC7Lcd05E+U87qdyfEsQSeRTd2zaqTXMXUMSCBkL8pJavkycqw02tFKh47U6GLGZmI6Ivua6FR4jUQitEylSpVvU9qZyUNV8+5kTPgBBMnzJutODeeQNdE4BTrodA04=
0691fiq15bpmrasv62us3snhvj47hnp2.finance.	3600	in	nsec3	1 1 0 73 06IFBE6A99NGF2069SV6OVBVU13Q38DE NS DS RRSIG
0691fiq15bpmrasv62us3snhvj47hnp2.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. sCQXs6sLvmDys7oPVqdg0y0WLie7CG813Vati7gt6YxP5uDG3hEL+GO60D2UrVZGyIic70vnnw6nzu+v8lrnpidoeqcx5Qe2EeQgyJPfCFvDRhdRyDyWnZI6LO6UNTxffpOrxTYwkEWmyq43MXzMZO7Ki+u9uIEG4AN2CNOIL5Q=
06ifbe6a99ngf2069sv6ovbvu13q38de.finance.	3600	in	nsec3	1 1 0 73 073TV8LI6VD6LIFU7PT6FTSJGMA72OAS NS DS RRSIG
06ifbe6a99ngf2069sv6ovbvu13q38de.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. o2dxBwZHRHYfpKwhfQI27ee9zji5FhKvKnuCB1qKV2y3yZMlAZbCY84BNNe17ndLR0yDM8o3Ked8shCc9aaJa4HHxZJisiELPzm3PMnJbrbcNA3p4B5XqdM7GtUovjl0jOdx0LUgfbcqyG9tvLK37/K/YR/m0fu4NoHwTpV0JT8=
073tv8li6vd6lifu7pt6ftsjgma72oas.finance.	3600	in	nsec3	1 1 0 73 07FUGRLJRQ6SD8MMKOFOSOS1GH58QQF8 NS DS RRSIG
073tv8li6vd6lifu7pt6ftsjgma72oas.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. htfxNzSuR6jAiPiIkK9DOpzt8ew5NDioOhJZeL09dgvz7aeJvZXDjk6EYSvMtXoFcXGlbCjn14fVZF1WEEAP/IUOAmToRnLXU/jRGMhaIgSGbW4OESF/fjVxq/rBwSJ2UUuwHwM+9bkdW26hsqbkV/1j4OBA7qB7Q7Whg6Ujza0=
075.finance.	3600	in	ns	ns1.dns-redirect.com.
075.finance.	3600	in	ns	ns2.dns-redirect.com.
07fugrljrq6sd8mmkofosos1gh58qqf8.finance.	3600	in	nsec3	1 1 0 73 07NHK2C07UERVSUMG62KKUIA0D2GK1LK NS DS RRSIG
07fugrljrq6sd8mmkofosos1gh58qqf8.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. Lotx7ADMq1ngas96TrGjBMky6nQZ+WxkPBFT7cm8Te1Lk8lzILSR5FhbycAYjcmEGNO8qOfVPH2i3awJJ88pSRyXRLJE/BhVpB0Q5bZ7C3wA+XNm9J3lWRZYeXoj1stsUkfjZWhFoN44ipJLv1DPdEWhTPVjBsKskvu/uh+Os9U=
07nhk2c07uervsumg62kkuia0d2gk1lk.finance.	3600	in	nsec3	1 1 0 73 08DTQACKLKAN2I6SOM0KMOP9J7M4UTQ5 NS DS RRSIG
07nhk2c07uervsumg62kkuia0d2gk1lk.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. dqAjzNNy5zbPlm5tV3ZGY/yu/J+3lyqPtVIZaBqbrc0tOmrqxr9Bg+zTG3yX3kwPJSH4YYz7PVSAAR8I+iSJj5PcxmzIaQQhEwERbZ7ZIOKO3MIvrz19WUDJzFLEHKJJ6KiZVJTCXSEJ2enxKdas25zWUc6t99401xOCb+TrZ+c=
08dtqacklkan2i6som0kmop9j7m4utq5.finance.	3600	in	nsec3	1 1 0 73 08FKAFSKDRMER0QM8UPJNA33G55FV6N7 NS DS RRSIG
08dtqacklkan2i6som0kmop9j7m4utq5.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. DH571EwsIpliyeNhi5f2ioqCbQE3H7FjE/B53HzbXJBc1rmd7yd370Qxth5A6HPq/61kSiny4e3onjhRkxd2N51GyJ2n4e4zE8LQxIEMRtYvTVrNxN7OXEyD7lNnbtVLSieUwvUrLEPms64tc8ZVHxutizZJKg49sQWapWobV30=
08fkafskdrmer0qm8upjna33g55fv6n7.finance.	3600	in	nsec3	1 1 0 73 08LVI2AENTL722FNIO96IB9LDL513C72 NS DS RRSIG
08fkafskdrmer0qm8upjna33g55fv6n7.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. IlegRjnIcA4GPwiOFCTgbcgvBkz6CVGdCl/1i4WIKxNLQv4XESoKoPLukOdpwcUmoK8XxjWYoJi8VG2Lg3H4p+qOaalTiaLoO3Rpn/fhySKVde+povLowvnBBxTaQIn0MvwhAwMfmnMaGYe8WV+LOegbFm5U4sDv19bxqFo/tqw=
08lvi2aentl722fnio96ib9ldl513c72.finance.	3600	in	nsec3	1 1 0 73 08VRO3UB92FD7MJTN3C1K8SOAJIR0R01 NS DS RRSIG
08lvi2aentl722fnio96ib9ldl513c72.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. enN7lSVNLaQ8YDAPDPa0StFNml2Vm5I0owAliSIN3QpxLOheM5KeTbW60F8N/xjddf5YsGONgCvs8j0FNUV9dXzg6aMAK4/MrKc8sd0CrmohD7VZRinFaTHCNfMySQCuwgVosMEC/+e3bO7p+VfM3HK6My+tOZFNuHE9laEDUdM=
08vro3ub92fd7mjtn3c1k8soajir0r01.finance.	3600	in	nsec3	1 1 0 73 09DO8J7IV5KF2HHDK5JE9JJS4UA7PGA0 NS DS RRSIG
08vro3ub92fd7mjtn3c1k8soajir0r01.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. UKv8uQ/dbZrgjQYDFXoDyf9fyoUFybq/K4Pds4C8CxtTNvLqYfPltXCSaqgeV0iFWShXduUOitQsBm6uVG4I0sWcxug/aJUxMwlpdXiniKTyaDzbzOVfTOh8b3awlugZggNiQ2Y60ApFoi84kUKZDbLzLESYXfvkYyVzKM37Tw0=
09do8j7iv5kf2hhdk5je9jjs4ua7pga0.finance.	3600	in	nsec3	1 1 0 73 09MOTRMK9K52V3T8QPK4FI9U4SGHF08I NS DS RRSIG
09do8j7iv5kf2hhdk5je9jjs4ua7pga0.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. bulN60ptmZ2WzPj5G3BR387fOcv7zkc1orHdsMXGgq7XQ6FsINSJvlKTiPxitnonxivGy4Ukh8Dob+wTqD69yxhzugdyZU4V4uhNFkzrExIhkf+obAl1LMuetxO9SOOq5TasRAOg+8o9xzntIe3bv37UmDjCeOkYYFRuRhzPRYo=
09motrmk9k52v3t8qpk4fi9u4sghf08i.finance.	3600	in	nsec3	1 1 0 73 0AJ62CAD53HAPSCA70RQRJJ06D0IF95P NS DS RRSIG
09motrmk9k52v3t8qpk4fi9u4sghf08i.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. OF1dXTYDuRVnYtG04NpJfXi/k+Ky9fZnAGZ0tTe9UvHw8DfTdjiarlKuLq4KZJpNDSWKusII6N6ikWtp29Z4vlcb5KQrrCcAzPaZqh5E+WXOywOGVKrv9tE/qMb6ASQFOJqUnKawQE5C5gzs068iPORJEL+RV5UBUY/K8L5nibI=
0aj62cad53hapsca70rqrjj06d0if95p.finance.	3600	in	nsec3	1 1 0 73 0B54VGH5034COL1ASEPKC9DKM3VJQGCC NS DS RRSIG
0aj62cad53hapsca70rqrjj06d0if95p.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. bBDIlAMrfDnHmo/yHvex56jtCSn7K6aB6pG+y9GMPtwgGHu8j2b8Jsf9F0fqBUlwyGfRZozbDqpbsKiad4iH8Yv7peRfSoQ9FlZ3NolsGuogMMM2G4DfRTiEQyIvweQv24NxvAwJLXJ3rpD4fqCdH380ca8twzfbf577R1Bn4d4=
0b54vgh5034col1asepkc9dkm3vjqgcc.finance.	3600	in	nsec3	1 1 0 73 0BG0TL835D1GL2OMI7QM540S78SUIO0I NS DS RRSIG
0b54vgh5034col1asepkc9dkm3vjqgcc.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. hvZ/VPytoJax9dPLSN7dUCUc4RvQuT4qrBLJQs5k2+4RH8LsuK4cHB4UWwjXJhEm6LxMXMfluAdBfyDeo7ZwnUSYFMpicxuwEVR4XTPGQdLvAEKW+A+16ex4RandKkwQddZKAodGqDKD21v3/0L4kX/DryNVBwQC/MylnU/yvdQ=
0bg0tl835d1gl2omi7qm540s78suio0i.finance.	3600	in	nsec3	1 1 0 73 0BLBSJH1864C3M0CGDQ9E7I7V98522PC NS DS RRSIG
0bg0tl835d1gl2omi7qm540s78suio0i.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. tf83NaLZVEtFV20NDVdj83/eqYQw1XeeLPm7BzfnuD5jFU9zxqus2jdM0GRC+GjhdKnxlAeGOebxvPjSoSUXvbLw4xGg0CGqQ8EyR/jP9mhWV2pc6NvxBNAnNlkIAx51HW5L4PbnM6LJlpAwEpRLXMq2BzYJoKScX+zBn+5A8Hs=
0blbsjh1864c3m0cgdq9e7i7v98522pc.finance.	3600	in	nsec3	1 1 0 73 0CCL9C7L965L3REGPFIDUTVPVR8GN1J5 NS DS RRSIG
0blbsjh1864c3m0cgdq9e7i7v98522pc.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. Lp6JFNILi75Ey6bvQT5qgwcCcHwZvIJqSvqmF8giQ8wwDlph20LlXRsSiR72hqChshTGE40GOfwHPIatwqGcB0Vf+IG3RWJCNWcQpQOn/vY26IEkpaCLBP/vOgl5hLN/ME90SbWj85PDuBA1nM9CbPtsGvdFEQ8lpnmvgzQZB8g=
0ccl9c7l965l3regpfidutvpvr8gn1j5.finance.	3600	in	nsec3	1 1 0 73 0CMC49U39957O7FNS8CPANCD6EMI4TCI NS DS RRSIG
0ccl9c7l965l3regpfidutvpvr8gn1j5.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. NIiE2AsfrIgGVcHgQbkLJeuZnrKDcYukrbKHhZwVWaA3LTz/JZBJJ6BgnPwz595MwYlhq81CoyKOTUIsaMmmlrZ0z6sq5AOwvdKRv0K+Lh94weg4R8gSRYw12ZP+U0/moCnWJ5upJYC7eMnTrcHSBOeOD1TVblPk2TfjBIFUEq4=
0cmc49u39957o7fns8cpancd6emi4tci.finance.	3600	in	nsec3	1 1 0 73 0CO1VVQ5QBFGV871BSN5NEEDNF6JQNMJ NS DS RRSIG
0cmc49u39957o7fns8cpancd6emi4tci.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. QpZQaQtRO2h6hsePfOEpCVxW+CewXDaAO9GO8Pat9JLaoYeHRtEUGzP8IaC/T38JOb2gwZnl1F66dq9yBeOSY6QciL3AhfIa/qn+v9/y3C6rPMDfwMez66K7RamYBlSLjWMgg7yUbuhUjaLhLY6/hMFLKSu9YW764zTKKFw7YSk=
0co1vvq5qbfgv871bsn5neednf6jqnmj.finance.	3600	in	nsec3	1 1 0 73 0DEHG5R277J86GNVNCUEVAI094HCOUFC NS DS RRSIG
0co1vvq5qbfgv871bsn5neednf6jqnmj.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. u4kMyWcWVParfhucQtmmKtBGHR020lnt6ttoLxEADVtWSmOtuvHMyhjSvh21pL9T+nwQKP/M/IUKGf+3n4oaJYCn1TRCMdmyr0NCoTjMaZsWDicVrBmKjFEr1FY8lY6P2mrWkR/qkLDZwTacK0DTIzd87b+9ho0c7jaYBwnKicE=
0d.finance.	3600	in	ns	ns-cloud-b1.googledomains.com.
0d.finance.	3600	in	ns	ns-cloud-b2.googledomains.com.
0d.finance.	3600	in	ns	ns-cloud-b3.googledomains.com.
0d.finance.	3600	in	ns	ns-cloud-b4.googledomains.com.
0dehg5r277j86gnvncuevai094hcoufc.finance.	3600	in	nsec3	1 1 0 73 0E20ARFSER9A565R6OEOV7ABKU2ADOR0 NS DS RRSIG
0dehg5r277j86gnvncuevai094hcoufc.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. Crcbv/XI1d3JH3abGP6V15EIbfenRzHEFj64rOdmHS+NnL93+2uN7M9ZnnlydHTFpqL4p3hoXd7YA8au48xF02O1IFqdsTFPv3wpadHPZOc52ou+jlgvxNKuHShQ88m+5kSnUh81uI1Eo/p6jHiQGb8i+bDRjt8njinaedCybQE=
0dte.finance.	3600	in	ns	docks06.rzone.de.
0dte.finance.	3600	in	ns	shades13.rzone.de.
0e20arfser9a565r6oeov7abku2ador0.finance.	3600	in	nsec3	1 1 0 73 0FBO3GG30LQFNVMT573LLLIQS49AM8U5 NS DS RRSIG
0e20arfser9a565r6oeov7abku2ador0.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. WWdJSIbwnRsTEjvKIqb2c24171qskW++H9/Uh7YqlTR8A2mK30eW41hvAhrPQcenMDWjKVzqRqM49c/reRVwY2G///9vQXJrrjMdNMDW5JO5u1Odnv4Ei2k4onj1S82YXiwJpGFsn8jM9kldXbJuc003BQqYKN6WxKRb9ZIoc2Y=
0fbo3gg30lqfnvmt573llliqs49am8u5.finance.	3600	in	nsec3	1 1 0 73 0FGLSDLT5O6KTGTQRGEDJ0O1BSR6D60R NS DS RRSIG
0fbo3gg30lqfnvmt573llliqs49am8u5.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. jIuq5ik6kE/xdomLKQ/JzzJfZdYFXBroQOxr0CuS2Z1u5NwmKYv63X9fGDhqrOgW7kP2FJvzkpyTTSYv+2Gm5Pttv3pUUry0HTxjqLfDomSNjXpWBsGafYE9zLfGgDSyArGOH5eAddmKxCBgf9PYRfpZ3axoTgIRVPBqm4qKRwM=
0fglsdlt5o6ktgtqrgedj0o1bsr6d60r.finance.	3600	in	nsec3	1 1 0 73 0FO4GSDQ2DT3O6OGR65UH7EG61106N88 NS DS RRSIG
0fglsdlt5o6ktgtqrgedj0o1bsr6d60r.finance.	3600	in	rrsig	NSEC3 8 2 3600 20260122153930 20260101143930 16764 finance. awizWTPwp+/YQBEs3fka6DlWB7Ra7P3Ta5su4VLkfSpOF1J/DFX5kaic8q11C9oRFkODJO9ceTwErzmLQKNpv/yJGRejGi97kKK6ZldzTVZTJLq+Nq95xwqyrGm0hNj8pCGogXs0kejztP6a1cdj3770J/QxhuAO7yKpdvaiOWs=
0fo4gsdq2dt3o6ogr65uh7eg61106n88.finance.	3600	in	nsec3	1 1 0 73 0G6GNH5UG2CMB2AMQK609T46MQTJ62SU NS DS RRSIG
