management.	3600	in	soa	v0n0.nic.management. hostmaster.donuts.email. 1757034786 7200 900 1209600 3600
001.management.	3600	in	ns	ns29.domaincontrol.com.
001.management.	3600	in	ns	ns30.domaincontrol.com.
0049.management.	3600	in	ns	docks07.rzone.de.
0049.management.	3600	in	ns	shades12.rzone.de.
02ducrobq9svcgdkncqsr44l3brpd86t.management.	3600	in	nsec3	1 1 0 73 02UCR7IFE3E65BUR47F6RPEASBPV7TCB NS DS RRSIG
02ducrobq9svcgdkncqsr44l3brpd86t.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. 4/mlBRMSY1Enu2ca0bZgsNEABwVKc6Ms03VQbFkP37FSLt6iOmnwzrXM1LVreTYDoqHfqmveQhQobeabr4P9gh7fHNj3+wIl/rYIkr8ewaPzHZpXvvB1XdlUCtN+EEzpi6D9dECQquhTLCtIxUnJBCqO1HYFLE/OQhrBVEkzTP8=
02ucr7ife3e65bur47f6rpeasbpv7tcb.management.	3600	in	nsec3	1 1 0 73 03OI38U3GA4N62U61C0QOS1LCP53BRJF NS DS RRSIG
02ucr7ife3e65bur47f6rpeasbpv7tcb.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. ab3M0vFKrGgETeQa+/x0XETqMOJ5vGYjNP70F3waBzDVPIADV2i/7XjDPAxE1CIft0LBOnaQYRmqBm+oEAsXUnvSEsD65qpD58opeLo6w/frf86mgzl8KbhFbUhjXmBc4okmFc++XV8whmr3tOm755Z70UyQ9cCEe1DQOMjQDYk=
03oi38u3ga4n62u61c0qos1lcp53brjf.management.	3600	in	nsec3	1 1 0 73 03VU1AHF04OR8QO6QKOF5SVJB93LEAQV NS DS RRSIG
03oi38u3ga4n62u61c0qos1lcp53brjf.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. 18dofJCUsuyg/4YhGuXrerkFaaVhnnIPLfxrNnUWhPK+teapgBJ10B524T0IhDZjlCoXzOEHqt19XOrzC0/TVTyOqOPs2nXp3BCz4BB/jh8mX9Hd3qgw4h9d7zdUc/EZlh/PnGfmBbkzufSt4+PEXirOliPQhXpPKtAeVzE+CwE=
03vu1ahf04or8qo6qkof5svjb93leaqv.management.	3600	in	nsec3	1 1 0 73 04BCB4HLNC1L6NM0PNCT5V4JDR92B6PL NS DS RRSIG
03vu1ahf04or8qo6qkof5svjb93leaqv.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. dYbYTRx9cRXK2NviHbpX9lH7m162FmryNHeQjVz3HOG4Bdnpg6ps4T2HdFDeYg14SSzyh34BI8t+GaJnHunMLL+Z1DiWhQDiWsd0eHU7YPyJBvaRqkzJCLH8LwmWoDcRLFoDIdp2I3UxgTUxvigywck3NCQewOrBaA5q1XJaLO0=
04bcb4hlnc1l6nm0pnct5v4jdr92b6pl.management.	3600	in	nsec3	1 1 0 73 08BNMF0R2OP49JJMGS3HJSUOB2LS2IMT NS DS RRSIG
04bcb4hlnc1l6nm0pnct5v4jdr92b6pl.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. E7c0zVLVjRB3dUKc0stfcwPiNV0iEvOUY0MVt7VvzOQRAMMjAoPhInbrY+9g6CGkfhHai3ZyaZfhYChleVQUDc6X3DZA/EBOjBnYcRNy0bbcgM2LRDrsfISRNlYF5zP/j3C9F+bDiWcALbhz/clF8kZJpbngqsubyg/9Z0Uku7k=
0605test01.management.	3600	in	ns	ns1.qq.com.
0605test01.management.	3600	in	ns	ns11.qq.com.
089.management.	3600	in	ns	ns.checkdomain.de.
089.management.	3600	in	ns	ns2.checkdomain.de.
089capital.management.	3600	in	ns	ns.checkdomain.de.
089capital.management.	3600	in	ns	ns2.checkdomain.de.
08bnmf0r2op49jjmgs3hjsuob2ls2imt.management.	3600	in	nsec3	1 1 0 73 0B2M4HFDJOV93RU5M3EB0OSCD996ODSU NS DS RRSIG
08bnmf0r2op49jjmgs3hjsuob2ls2imt.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. nQ780iaHfB/lEi2GOcTvuVA5KHoUQx5PogyijaHtiFrYSg6emfzh6WwIVpBLAdzQBfQCasf+LPgnHLq/9ewt0+lRTLjxr/3yiNy2sKpDkH8Y6Gcao4k26OiWDCOh7W25PLth6y6Z3y4nt8nOv5lOD91EzmcZQYmjBkACOrEz4vI=
0b2m4hfdjov93ru5m3eb0oscd996odsu.management.	3600	in	nsec3	1 1 0 73 0BOD0K919B47N6RMFRVQHCTUALV4UE36 NS DS RRSIG
0b2m4hfdjov93ru5m3eb0oscd996odsu.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. QiP7aMKZNlXqQ43EypRJszGf3OBHCyPV2tC2RtilF2SYwlxncYUOh5ueEMAjBF8E9juOOBtq/WRUT0ut4+NulUdRmKMxFycdyOUgAZYENiZZklWZn7y7PLB7qUfI8SJWnsWuC5OXqnsaVzpR4ETLl5mv+bffZAkefHOKWPg7GwU=
0bod0k919b47n6rmfrvqhctualv4ue36.management.	3600	in	nsec3	1 1 0 73 0EFTM466T40VRHD8LJ8C11JJMLF4V8SK NS DS RRSIG
0bod0k919b47n6rmfrvqhctualv4ue36.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. hT39ixqmF3uRfcPT5CrIhUFFKl8RbaqsoaqCPjWXg9/BfoThuetYMNZbEBNcMYH4DGhgPVp8tzAVDZomncBblHFHS/7rcOu0homZON11oBvAH9dVzD8JF2K9uoF5exoX3SPLRv1XPAuzg0aSYOpWyurMBmOabxZfbHUaDh3ltmc=
0eftm466t40vrhd8lj8c11jjmlf4v8sk.management.	3600	in	nsec3	1 1 0 73 0FNKS9SHATU48QVEHK0QFTH37VCH4RIG NS DS RRSIG
0eftm466t40vrhd8lj8c11jjmlf4v8sk.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. Hu+zk58D5/HNxoKsiNunQkmzRuKi3ZRxrq/qN4aXehAf9oWGMkcRSD7YDugPOnXvN3A+/o1ma5BxHHDP0qPVE/bvSB3kzmFpFCejXtqBr3P/hcaQtQYNpBR6EgMhbZMNJJ+XbY0RYrib0fhMp0Px6eRpW844sLEqzj/Lcc9pXUk=
0fnks9shatu48qvehk0qfth37vch4rig.management.	3600	in	nsec3	1 1 0 73 0G8V64HU86UMQ6SJOJHGLFGCKER2QR18 NS DS RRSIG
0fnks9shatu48qvehk0qfth37vch4rig.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. Dupd/RPySO9of2FPH874zloMYkz7LuMfCh7WM3ZQ41eh4ScTWkIP5yCDshp3e1WXVxjmO7SE+VD+eS8G8390Rea1OCsikqDlP2YBGFMyTwt9nAjvEcK+datOgta2cvPVJvRRHejNnQmhM8wg6vRKL1ihynmQCfOeOw93vSppX7Y=
0g8v64hu86umq6sjojhglfgcker2qr18.management.	3600	in	nsec3	1 1 0 73 0HS9EEMGB2S7223O2PEOABIAPII261JQ NS DS RRSIG
0g8v64hu86umq6sjojhglfgcker2qr18.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. F3N7VeUwZLwurIy8pXHnaELuTJE0a1kwwq3WTptUomWJkmH74M/B5yUnZeXQo4YmZTTOgm9nBAw19XJyMZFMx2lrebZdKlbUoDo6PchE+DtI9jmbvT+HQN7cKF1As1HtPl6qH+8d/ALGGDbgQ03eh6O7iRcwmH2hYR7IkjfNa/U=
0hs9eemgb2s7223o2peoabiapii261jq.management.	3600	in	nsec3	1 1 0 73 0L3OE1IG6JE25AD20VSRH11D8CEUTUID NS DS RRSIG
0hs9eemgb2s7223o2peoabiapii261jq.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. upRlvwfYA79XvOJqXO+JPM7qnN+itW+/5koeK4tmSWy1apApA6w7gcYtLpYF0bJtTIk5PvoMQMiRuKmUQWk7gWhbSV3WcsdwKoEFXSo/UPtFbCRO+wUMRhJbFUD4xkySIa5ziQqRZY8o774+IMW3TfddvxUoiIx6teWnt3oq074=
0l3oe1ig6je25ad20vsrh11d8ceutuid.management.	3600	in	nsec3	1 1 0 73 0LKDFGPDG5T3BTH0TIFUDMHNMH257NLT NS DS RRSIG
0l3oe1ig6je25ad20vsrh11d8ceutuid.management.	3600	in	rrsig	NSEC3 8 2 3600 20250922151827 20250901141827 991 management. lSZDCAVExPx+qdCNAkqK5PXJedPG3EkX6jEE6NR8krPTm2Vk9iuKi+UDIPMyUiY9MBKtDxFSFoRcNsjBKTRgOs1kTpePucS9IOgTdG8MoteG36+Hq9Rnr7/mabRtMo5MjfJ9Jjs7SKIRpicvy2aZ/8Vevp9KI9BMGYYw4MGN/SY=
