law.	900	in	soa	a.nic.law. admin.tldns.godaddy. 1756253744 1800 300 604800 1800
1gb2fq8h859m1o5853pg83vskpc74vpa.law.	900	in	rrsig	NSEC3 8 2 900 20250904112254 20250821105047 18798 law. KgG7KujsykU7SPwQZAEAFFmyBwWvUK2VTUpCFVv5x8+dR3Xo99gQqa6+2Yk0ByxMKyRgdFE7M1MG+PMcytZWOqiB1WiT7s3Pok//GRWXWv/0NeZ0lXUEUl/wtQo9+9j9YVyTQFztnE9hSQlDGqKYbkEodKZ5IG1KLroBAIwDVxCD2yx11sqUJriTku4ZyugPs6P+QUWX3ZcFrp/4QZAgJg==
1ja2hq9pd91ut3vt7v5e1si9e7srogip.law.	900	in	nsec3	1 1 0 - 1MBHPHS30B1FSCHN7U6SE2MSQ15A5PNA NS DS RRSIG
1ja2hq9pd91ut3vt7v5e1si9e7srogip.law.	900	in	rrsig	NSEC3 8 2 900 20250904112254 20250821105047 18798 law. iOLNdP24bvovilgPt8HiZdtRDurGVtsVHSv913FbHGoMFJNWiVQ5icz5fNDECaG02+kFLEQIrrGhd3/WPcSMHHCWp7Tmw/1oAaN2ipWOJsnF9+ZZMn44JrQmVPmaR1jRAWoFeZER5qO2K9HwtFhOTMRvO0mgnGPhgCbXQ4k4XCEqN04HyWuMO2aIn0fTUQ9SKnQ6loI/9sLhHNnWGu7qbQ==
1legal.law.	172800	in	ns	ns1.instradns.com.
1legal.law.	172800	in	ns	ns2.instradns.com.
1legal.law.	172800	in	ns	ns3.instradns.com.
1mbhphs30b1fschn7u6se2msq15a5pna.law.	900	in	nsec3	1 1 0 - 1MSM5KSNSPAG7JFPOGDRTI41E97TGTRI NS DS RRSIG
1mbhphs30b1fschn7u6se2msq15a5pna.law.	900	in	rrsig	NSEC3 8 2 900 20250907174505 20250824165604 18798 law. vdQ0Ihw4JQk2miSQGa8e7ZvwvyPD8cyNftvhy9y2E5l+vQmOMC8wZonmpaR1k5gf2zHI/2Oy0/Pc/r5+YVYUVyj2IzIgiQlOiOrH2++83yZPtHlHbIrb22lKTgnXcECryZEmBOeuCULDXCo92+pnHGr9++8i4jsVpGQ0hZjW4MF5sUU6xygj2CrkC/tpi97JM+TrRw2VDpub8ibe8JCRfA==
1msm5ksnspag7jfpogdrti41e97tgtri.law.	900	in	nsec3	1 1 0 - 1NBQBJK700O8US17FVNLT1E7A537NJA4 NS DS RRSIG
1msm5ksnspag7jfpogdrti41e97tgtri.law.	900	in	rrsig	NSEC3 8 2 900 20250907202847 20250824201247 18798 law. c+X18Spq6hQSCgUPxE3Tgd6bn6irY/1BpNCdKllyQHDGSarpa5PDUqWdnot9y4/y4drr+z3k7cWVsYbUJ4dKNRsQhvqlFvnPrbNVi53vEEVIVdKiCsw4cnWqpsji8i+gkHbEQAbx0a+Z5LpqnvoweViPr0Rgg5wXt+zzWB5Ik15Qeyaz7F3+j1uxT8wPVcrkKrnf9mdk7/ZR/2bkmXuy3w==
1nbqbjk700o8us17fvnlt1e7a537nja4.law.	900	in	nsec3	1 1 0 - 1NM8EOBJO0MKAPAK792DSA0PD45S1C5M NS DS RRSIG
1nbqbjk700o8us17fvnlt1e7a537nja4.law.	900	in	rrsig	NSEC3 8 2 900 20250907192527 20250824191732 18798 law. pryA2t6SEGKCujK9hDvbbE63LP5Z+1J9HtpPGMVB0GYPdk/SjFqkhBfmeiTsQ2+1nE4d1ISmeKXlji97uHbRFG1OM4WcojseX9LDcK3XyGnVfIhkWLqRKLPD7Xe8Xfw4XvEM1QUoB8HkgZm/xN0wTwXb19jzGQ/KwItqMZ0uSP4+GfTI76/adJbFmuayO3nDHu/kbx997QmFfAVGtHCx9g==
1nm8eobjo0mkapak792dsa0pd45s1c5m.law.	900	in	nsec3	1 1 0 - 1Q38NNT6A7I49NEB4GUGBLHT9941LB1V NS DS RRSIG
1nm8eobjo0mkapak792dsa0pd45s1c5m.law.	900	in	rrsig	NSEC3 8 2 900 20250907192527 20250824191732 18798 law. bzZHY8jSp7K3KtyZvWOQT/r3pSDK32JKL5Sg6LGsYgQggRbhsrJVU3aAYyhCPrxkpcjT0Nrcp+oJDYwRcDhgq+V9CcFHo/n1HAQiUXGnedwgSQMMNA6lIodJW1QS8sO5Tb1m8v4TLlid3hco4MnxDB1oF/2UEWsHbVS6R1e/tfrVBPB4z6aT3l4TtlF36dafqjqXaqF+ye2Yx8SzqDux1g==
1q38nnt6a7i49neb4gugblht9941lb1v.law.	900	in	nsec3	1 1 0 - 1U3VVCFIDJ1R6R5U6TPEITEKSJN0MV2T NS DS RRSIG
1q38nnt6a7i49neb4gugblht9941lb1v.law.	900	in	rrsig	NSEC3 8 2 900 20250908113028 20250825110921 18798 law. PfZd9xd0LWCbT6DIYWPV9zxXRsc9YO/ygTx0yyu+bFm6OIUGld1HCBy1MLvSz4qV9vd85SM4YmucJr2qxl2Yg7X/mwCjGvq8W2sWctQyzh7n5fGpnhRvbuHOdcL2if/aRFpNNcbbZZ+f1Y2HpO5bvK+nRYKmOmPpnLSoqzg2WFz3YCjQywaNj+Vvb6yFB/D+VfEhvjqYnZ455lgF9+5eRw==
1st.law.	172800	in	ns	ns1.101domain.com.
1st.law.	172800	in	ns	ns2.101domain.com.
1stchoice.law.	172800	in	ns	ns1038.ui-dns.de.
1stchoice.law.	172800	in	ns	ns1056.ui-dns.org.
1stchoice.law.	172800	in	ns	ns1064.ui-dns.biz.
1stchoice.law.	172800	in	ns	ns1090.ui-dns.com.
1stcontract.law.	3600	in	ns	ns53.domaincontrol.com.
1stcontract.law.	3600	in	ns	ns54.domaincontrol.com.
1u3vvcfidj1r6r5u6tpeiteksjn0mv2t.law.	900	in	nsec3	1 1 0 - 1UUUODCK2VH5CK92OEH3BJFRJN1SJ5CC NS DS RRSIG
1u3vvcfidj1r6r5u6tpeiteksjn0mv2t.law.	900	in	rrsig	NSEC3 8 2 900 20250904152758 20250821144125 18798 law. hh8W2JhT5ijHSLivMW1t8N4yJJIX/0K5P0CYDqpbMYWd3Bg/r78X70wgehU+7e9I6XsBYgS35/jD2ROROvWMuZ3eg/z904sSDI6Pm2/yqBrRG5qQGK9bk44jOGamT76HxHPKS4qkjiACYzmhncQF5WOrJEq2k0hxLP5EMGmGjaQe+ZWpi3KO6v207WiVgoUMgQA3GA5l/77pWSv+QwncQA==
1uuuodck2vh5ck92oeh3bjfrjn1sj5cc.law.	900	in	nsec3	1 1 0 - 1VRT7JGCBF867NVK2CP6OQVNIA8H4QBP NS DS RRSIG
1uuuodck2vh5ck92oeh3bjfrjn1sj5cc.law.	900	in	rrsig	NSEC3 8 2 900 20250906182915 20250823173110 18798 law. clUv88FLe8irKl5beuBtai3dYL5j7yosTGALq8iRW47HoUt/pb7i5Pn6ESZFuwWP1HMTuaQ62DHdC29aPYkiwIL0sxIGLxwNIvkzxsW0r2jF6C/aaBaqETDve/N0JqN09Kd34jDS1s4n5z/LqpPnbcSs74VPduRM8obvKmw5Us7W1ep953W23rYC316QRQEciy4jN2c1fLuC9N232CMnLA==
1vrt7jgcbf867nvk2cp6oqvnia8h4qbp.law.	900	in	nsec3	1 1 0 - 20VTF5CSHTGNMNPTGMNTICH8CEL0P30A NS DS RRSIG
1vrt7jgcbf867nvk2cp6oqvnia8h4qbp.law.	900	in	rrsig	NSEC3 8 2 900 20250906125129 20250823124837 18798 law. lKoJQVtD55uKnGf0UIGH6ZYuReZiCuZ8gMb+oaGk/V1yickWk/+tYgIubOzK0BYQPa4mihrf9N5OvX+m2lLWYUiIyf2wHU7ejwU8y7j6yq6MRTY6Ei0k/ZXM3StgsPN5M2ywtEWJc0uuWYEjpkT+rkUR3HQmY3vPzH1TfNyHRnHNfKx2BV/pvWdXPY6ktEJp3fkfuhivV0rexH7d0LrbEg==
207hehn.law.	3600	in	ns	pdns05.domaincontrol.com.
207hehn.law.	3600	in	ns	pdns06.domaincontrol.com.
20isplenty.law.	3600	in	ns	ns15.domaincontrol.com.
20isplenty.law.	3600	in	ns	ns16.domaincontrol.com.
20vtf5cshtgnmnptgmntich8cel0p30a.law.	900	in	nsec3	1 1 0 - 22JJAAATCNLSLI3EQ2RMO05UB1F5D47G NS DS RRSIG
20vtf5cshtgnmnptgmntich8cel0p30a.law.	900	in	rrsig	NSEC3 8 2 900 20250906122851 20250823121236 18798 law. jF33ODpkd9WuSMHXhPNuZbaRLrb1UDG8tvh+I+MHPvZHUoll+bN8VS9wd65Y020Jv5w6GJSX0u8SErrGP0Oo228/jAa5TNEk4K03l8dLHLl3bdVjvuHjgy8PSw1RG6F7Kx3bPP5UydpThDFjlJwlMT9IlSKs6fPeRPSWIWjzml6Z1YF1SgtHebP6NyA1beoYFSMv2FgP8YsBCUZLoDwjEQ==
210.law.	3600	in	ns	brynne.ns.cloudflare.com.
210.law.	3600	in	ns	koa.ns.cloudflare.com.
21stcentury.law.	3600	in	ns	dns1.namecheaphosting.com.
21stcentury.law.	3600	in	ns	dns2.namecheaphosting.com.
22jjaaatcnlsli3eq2rmo05ub1f5d47g.law.	900	in	nsec3	1 1 0 - 23OS2OPD7BA3OCHCB2B7LJKHCCEI7DG7 NS DS RRSIG
22jjaaatcnlsli3eq2rmo05ub1f5d47g.law.	900	in	rrsig	NSEC3 8 2 900 20250906135159 20250823134143 18798 law. RJO7xafwp7n9oYWTHqTcVOpV4Awr2H0no5yNJO1hqW/gTbLN7AiOHKauOC5xNoIK5On6i6m+W80O02NxaMlOe0n9aCSDR+uIKfw+HUX+9thxp4YQl44zIrasW4mqNbknrD1FUhlGMVuVtDX+R4scdGBlO4S9pxHqIj2/qVxSvNUJ9k0Tc4ftwFrJH9rnX4fvPHFuT8ycZwuyrVUjbvZ/QQ==
23os2opd7ba3ochcb2b7ljkhccei7dg7.law.	900	in	nsec3	1 1 0 - 26KKMRFVAQO04S6KR8H5VQ974ADIT2IV NS DS RRSIG
23os2opd7ba3ochcb2b7ljkhccei7dg7.law.	900	in	rrsig	NSEC3 8 2 900 20250906135159 20250823134143 18798 law. cGOBgUg51VepJzUBhzPdWq9vUmFP3CPhc7XejrkbjWHRJ5/q4lZcst583Vhca1yho8EW7RB7nGXIxLRFSorxztziQbbzSgJz8/j9kW1aQ92Jw9C6iF1NzSiSnNH2Evg+nxKGStrKON84fjnnEXTSPSQCY0PPIBvJF4qA7NEYQD8UANFp4HdpOPWa71A9QUEY6gkKGG1Ks656lJA8X+uSTw==
23win.law.	3600	in	ns	rory.ns.cloudflare.com.
23win.law.	3600	in	ns	teresa.ns.cloudflare.com.
24-7.law.	172800	in	ns	ns1.101domain.com.
24-7.law.	172800	in	ns	ns2.101domain.com.
247.law.	3600	in	ns	ns1.sedoparking.com.
247.law.	3600	in	ns	ns2.sedoparking.com.
247nationalinjury.law.	3600	in	ns	ns49.domaincontrol.com.
247nationalinjury.law.	3600	in	ns	ns50.domaincontrol.com.
252.law.	3600	in	ns	ns41.domaincontrol.com.
252.law.	3600	in	ns	ns42.domaincontrol.com.
25bedfordrow.law.	172800	in	ns	ns1.101domain.com.
25bedfordrow.law.	172800	in	ns	ns2.101domain.com.
26kkmrfvaqo04s6kr8h5vq974adit2iv.law.	900	in	nsec3	1 1 0 - 280TSJ9981MRGU9QEH2A1JPFFGST2PSO NS DS RRSIG
26kkmrfvaqo04s6kr8h5vq974adit2iv.law.	900	in	rrsig	NSEC3 8 2 900 20250906220225 20250823213239 18798 law. c1bpAOC5aNV8cut0R1WgygeXCxtR0yaxmYgzbOBBl+812aGdpElKl2xERsqGKve+nj0C1kh5/bePIDBGre2XmUc4D9km7rsJfo+m32ia6taJf8YbPtAt9bXo7fRQ56GTIFAogastf6SGGWxahrx3n3Ff7fl8HoEWkbIR2FR7v/EUPsDX/R0M96VWD2S5IOQzGnfk43jhX/LpbzqvqtND9Q==
280eclassaction.law.	3600	in	ns	ns25.domaincontrol.com.
280eclassaction.law.	3600	in	ns	ns26.domaincontrol.com.
280tsj9981mrgu9qeh2a1jpffgst2pso.law.	900	in	nsec3	1 1 0 - 29MEE21TMGEB0HT38O8136K73SOSACG1 NS DS RRSIG
280tsj9981mrgu9qeh2a1jpffgst2pso.law.	900	in	rrsig	NSEC3 8 2 900 20250906151142 20250823144554 18798 law. wN8z9f3e5k7tFHi5rgUadEqLvzZXS1E5dADcd1HNarjP8gR/EcP5LN+Hd1178+nZ2L86N57p5vi1C540N7KmLRxj4MXRrEuI9oOWjc3y30k8ub2Ti5xuqw/1OicqXRjiNIHkRt6FVclm9IyUK5eIFwT/G0hSJ+Qth4TVaP7NAe0WJrLY7gu+rJiRohIyKVUMaT56awQCA1nEfloOoploOA==
29mee21tmgeb0ht38o8136k73sosacg1.law.	900	in	nsec3	1 1 0 - 29R7L3JPD20N50LRTJ71E7PACFOK4648 NS DS RRSIG
29mee21tmgeb0ht38o8136k73sosacg1.law.	900	in	rrsig	NSEC3 8 2 900 20250904231505 20250821224048 18798 law. CZiC73k4MzJPOlFOVsbtm9pfqEj+UEtCJ1VfYttWVnx9gr4/Ueue07ibIGjmk6ysazWBG4IkxEvjyUzhJJ0rdHcUkcGOoHiJ/ZdBnAInX/qnlD24e+0FXQDv2qIIBP7722jA4wRimKwr8ao/DK744WhYnNHPcdmCWrnkLdOPDHNx2Wu74mll8zaKBIQogsqY+8f+A4lH1uDK74D20sHJYw==
29r7l3jpd20n50lrtj71e7pacfok4648.law.	900	in	nsec3	1 1 0 - 2C38EFTMANGHUCMOKNU0BBPIED8OEJEE NS DS RRSIG
29r7l3jpd20n50lrtj71e7pacfok4648.law.	900	in	rrsig	NSEC3 8 2 900 20250904231505 20250821224048 18798 law. PGwRx0va0Fy/ZuE+QIcTMZex9rmmFSTfeQ8C5QE7XvO7aZSkF03X1Mi5RzE8BS5fJMXncJUASObgprlm+tdx50kAg/yiND5yQhD6A4lh9DwALuYml8c0N+3x7defQPPAseiYhPXf67f0r1X8xtK+oHoE6Zk3Up3diz9JyVm0+l5t1KlsvJ4afJa6obzSItHjyDSH0iAi0elb5vy6cuKj9w==
2a.law.	172800	in	ns	ns1.101domain.com.
2a.law.	172800	in	ns	ns2.101domain.com.
2a.law.	172800	in	ns	ns5.101domain.com.
2b.law.	3600	in	ns	curitiba.ns.porkbun.com.
2b.law.	3600	in	ns	fortaleza.ns.porkbun.com.
2b.law.	3600	in	ns	maceio.ns.porkbun.com.
2b.law.	3600	in	ns	salvador.ns.porkbun.com.
2birds.law.	172800	in	ns	ns.rackspace.com.
2birds.law.	172800	in	ns	ns2.rackspace.com.
2br.law.	172800	in	ns	ns09.domaincontrol.com.
2br.law.	172800	in	ns	ns10.domaincontrol.com.
2c38eftmanghucmoknu0bbpied8oejee.law.	900	in	nsec3	1 1 0 - 2CACO2KOFMV50D1VR0B490TH9856C4IT NS DS RRSIG
2c38eftmanghucmoknu0bbpied8oejee.law.	900	in	rrsig	NSEC3 8 2 900 20250907155946 20250824153328 18798 law. aKsFQfLwtqU6vcuCY0raGPSTnkLli/X0aKa8pBK73VoZAkHDWwyZrjMdogV2Kdo8zzUXQDDW18/XmcocvYbpOcOeex8oQXhhB7yKW4PqzM5jZTyYam5/gxmyZ2me8y0jN34YxPlKJUOuRDfzkdAmsrH58fWA/z51DSnQ1G0LZf2FlNDAX5R+UVW61ZNQl0Ss7fUMI3V7VKsKgSHCtvxidg==
2caco2kofmv50d1vr0b490th9856c4it.law.	900	in	nsec3	1 1 0 - 2CD5G7EI5K6R5OJTLO4R9QUUTPT3IT2O NS DS RRSIG
2caco2kofmv50d1vr0b490th9856c4it.law.	900	in	rrsig	NSEC3 8 2 900 20250907155946 20250824153328 18798 law. aN68IeE6YNDZQyhFYbczZP6pSzS85VWnO4zUN1UE/PhCau1SmQ95lv72kFSnVqrblbcyxEvZcWFuTQqnzLE8MhV2YGMOuDi7oGNh8E+xGpc7fwFYTm9cpUopmPzRi4UIobPGIdYt9aOHvroTq2Jc21nKHWAH5fSkjJ9RXOyQbJF1+t5V5o+wDuv35e9uCaE/sdL+o/0iy8QKNQYU7xeH4g==
2cd5g7ei5k6r5ojtlo4r9quutpt3it2o.law.	900	in	nsec3	1 1 0 - 2ECH9A19BEMVNFHUUJKRT0S1DTH8MDU2 NS DS RRSIG
2cd5g7ei5k6r5ojtlo4r9quutpt3it2o.law.	900	in	rrsig	NSEC3 8 2 900 20250906192359 20250823183011 18798 law. mLCGRoAXztJsB6P3X8kxF63oYLahzAFFnzZagn/s9OkQ215T6b8q1AsfS8iDzTJ4hDxfakdVlEJTNaJXavSDjNiC1Cc7Jer5uzwEwZw2qiCuAMA4TUJMx7sRuT/vjKaTXdfqiIDdga3uUalKiKU13ijsh2C/VR5Sy8bzaFp4zfayWkVX31NUJRps0q08xc9htR8fVpLVewVyZs6Qr2Otsg==
2ech9a19bemvnfhuujkrt0s1dth8mdu2.law.	900	in	nsec3	1 1 0 - 2FN4O50MNM8I3GTTQE1KUF9SV69TN3C4 NS DS RRSIG
2ech9a19bemvnfhuujkrt0s1dth8mdu2.law.	900	in	rrsig	NSEC3 8 2 900 20250907154333 20250824152843 18798 law. kmqrl89fWPVCuuuYW1b7G4pfYHWzoji0KkIriQ6BmobZAXA29E8LQrLQMzsWG0KIc2z6Xsf6bOWtgDQw8pF6FTf6r4+HZ/mOfLF6Z+8lmPgxfAIVF2Clg3vabhQ2Yev6SN0M47enZNv8GLjyRMCFY7QhoqClJ3bjjyze/UlqtrQs5q13nZohsASSJj69OptIEGrRPQn0yCDk6Fm2WUYcJw==
2fn4o50mnm8i3gttqe1kuf9sv69tn3c4.law.	900	in	nsec3	1 1 0 - 2G4TNB9NIDP5GNL9O22EK63ARVRKCV0H NS DS RRSIG
2fn4o50mnm8i3gttqe1kuf9sv69tn3c4.law.	900	in	rrsig	NSEC3 8 2 900 20250907154333 20250824152843 18798 law. FzI+wK0///NK8u2uKM9Dk9qsjMslGhDG51906FPeemTKZGsFRsbDbL1n3/EAfYaXFgT0Of9jXlEx8tda1HHQ+ZB2Byr5tbIZ7YgH9dnRyvD2XFPHw56iydzttcVyS/9YsrPtpqrcGdNpQx8rxsPk3JuTVMA/A/vXSJMbAm2+ePtvFNW4AM740BKK+EuAEusmHSbYdWhRJUA5+6as6M846A==
2g4tnb9nidp5gnl9o22ek63arvrkcv0h.law.	900	in	nsec3	1 1 0 - 2IBM3ASQICCBM3OCMCBQPHSCSUM8U748 NS DS RRSIG
2g4tnb9nidp5gnl9o22ek63arvrkcv0h.law.	900	in	rrsig	NSEC3 8 2 900 20250908034552 20250825031614 18798 law. kNJU8fZ4x4+yvhHltcesiqlMofwmrfoMFnNtLBqwGLPtSSygSnSTTV/1N41JEHui4zAYIKhIYt481f0WHncMd79VuIW7o9zxtiR862is3UbX2dvxvirkkYZgiHkUkJjzjE/dFVjBEbB+pde59VEN05fzRdzlGEnzvWsmC8UvHMg5Bv5CKTTTg3g/zMp6KivZFRsiemsNK5DEL4EnnY8zvQ==
2ibm3asqiccbm3ocmcbqphscsum8u748.law.	900	in	nsec3	1 1 0 - 2MS5Q30KHV5QDHLHDOM2KKVUAR64CQL3 NS DS RRSIG
2ibm3asqiccbm3ocmcbqphscsum8u748.law.	900	in	rrsig	NSEC3 8 2 900 20250908034552 20250825031614 18798 law. ofQwPA8S/yVx3qvBRJMXhxmATarqsKRHc0ehHD9z+iA4hmO7gQnDd8opxFNR0kMMB971KhG8IUExUqZj9lGhFiygDAp03C+HkoddQABDbnf7dI4fcusmnUf5bdw1NiMZyyZxpGeI/aRz8BlnSVeZUE8HkInVuHFQ9hDOGDw2Uv0PcRYWlpZAwZ8taP0mDDG+6OiSLxYpvlB/h8XGRmwsUA==
2m.law.	172800	in	ns	ns07.domaincontrol.com.
2m.law.	172800	in	ns	ns08.domaincontrol.com.
2ms5q30khv5qdhlhdom2kkvuar64cql3.law.	900	in	nsec3	1 1 0 - 2MURJTQ6SUPHFGD12EV0OKHH081HMN11 NS DS RRSIG
2ms5q30khv5qdhlhdom2kkvuar64cql3.law.	900	in	rrsig	NSEC3 8 2 900 20250907232240 20250824225426 18798 law. yobFiQJNYO3V6SpOzP+BPv+zOLlo1AQF81mY41yHeMVZulnbB+w8pLKjHPc0aFS6ZzF2EK0GHdavVCImRuGPdvMGli3+mxMwO6xxn+Pkrcos6f40DicpiYBiRft08OduAW1PjE142W5BuKRGxte7QNmYuPeeazmDmMFqXMRcXuPlgiDOF1riYYEXLYbFOQw3zixEwnnIY5vJviH0LxfdnQ==
2murjtq6suphfgd12ev0okhh081hmn11.law.	900	in	nsec3	1 1 0 - 2NPRP6V5JGMFO5HT4EMS3A1AA73532IQ NS DS RRSIG
2murjtq6suphfgd12ev0okhh081hmn11.law.	900	in	rrsig	NSEC3 8 2 900 20250907093210 20250824083523 18798 law. asp8eVUobYy69ZXEt7Nq4s9tWf8ggVsoBvgphl78fNeSYcqUtcE1LBOZSjrdX5iTEC70X0UYWNbRfh8zM4ZN9F4bnma5kk/eoeM5t0sxziHQRCYtWb9u/akZoJkYVoQBMbMwqLs3C6uiv9qZ2nkiRvHFtF9xLrxlB1NBnjIJQh3PH3V4v+bm24NmzB9TK557Z2FSMaAeZjRsdza1FwXOew==
2nd.law.	172800	in	ns	ns14.wixdns.net.
2nd.law.	172800	in	ns	ns15.wixdns.net.
2ndamendment.law.	3600	in	ns	ns05.domaincontrol.com.
2ndamendment.law.	3600	in	ns	ns06.domaincontrol.com.
2nprp6v5jgmfo5ht4ems3a1aa73532iq.law.	900	in	nsec3	1 1 0 - 2ORJAJ856GGEGMCGHR9G8RKRT982R07B NS DS RRSIG
2nprp6v5jgmfo5ht4ems3a1aa73532iq.law.	900	in	rrsig	NSEC3 8 2 900 20250909235607 20250826231257 18798 law. NomNKqnP8012CBSXE1NcuVGvyx0VBRa11fBy7Q6TPdwJB9tr9xcmXgJawjjM3Qkt1txvty0l2Nnr33UXOYD4jvSew9IrtaFlhMqCcR1orAef3RFLYyp7QsOciDd6/Q3WLJeWrfdRyMvuwEWdmtx7MH9BRxdpAM9aVo0AeQFItABmcTfAJstite24aU4MyGmpP3b13Q4XxNdgfaK6H2TW7g==
2orjaj856ggegmcghr9g8rkrt982r07b.law.	900	in	nsec3	1 1 0 - 2R36AF75S31OAPCMMC8NJHUCEG559QQ6 NS DS RRSIG
2orjaj856ggegmcghr9g8rkrt982r07b.law.	900	in	rrsig	NSEC3 8 2 900 20250907035359 20250824033627 18798 law. ik70Bbi+UwsT/K2CJuJfrOOJH/fXzpgI10tWb1IV8NB0SyQoCyZCdck4+mQNrsnTvg5oMAC7dVMhxu4y/eaYCfZaNU91d5WYX+92OGTWZp2yhmNGpTRCK9JddccVWa/KCt9fnl0WvOhcFnfVsucyPPzNPKmo/No+WGQpp296HLcpKb+5krGHn8CfgLuCtMH+NOb7fR+tkHfMVCyWlw6zCg==
2r36af75s31oapcmmc8njhuceg559qq6.law.	900	in	nsec3	1 1 0 - 2RU5JGP7UPPJNOQ1TGKFTESJBALKAVNF NS DS RRSIG
2r36af75s31oapcmmc8njhuceg559qq6.law.	900	in	rrsig	NSEC3 8 2 900 20250904152758 20250821144125 18798 law. hqu6ySGyU+wwHTFivv1UO2GpEcHGSUZF1X8DKo0V5Pvh1cYIajkPtKhc5xt7sE4DJFwAyPcYB9kDZ0mu7bQ4bjmr8K9doVxiie9H9s7UiO4RnhcKtVSpbdBodhsQcZHet0nAj28hihItAZSQuUKeDTdA+t+ncW9iBUML+OX7NuN5Mq8oLF3pAPdWqzE+tuLYV1grSCr6Ua4xORWvxXs9qA==
2ru5jgp7uppjnoq1tgkftesjbalkavnf.law.	900	in	nsec3	1 1 0 - 2S5J0L9PUCE23GU1CUNUBMV0QIJKM7CP NS DS RRSIG
2ru5jgp7uppjnoq1tgkftesjbalkavnf.law.	900	in	rrsig	NSEC3 8 2 900 20250905014118 20250822012800 18798 law. Lzc3Qfkr+eQ5Xh6yTIyJKD5YTySIbNiULvmvBMRbPiDYrYiSpHJdA9NuhfLRrLtElIqLu96CAb0gSgqBqriyPXwaS0B6DA58P3a5O/trMi1UdzuMt5RFiiQIPG+4jYnCwGsszypAHAOu2fIgUxNVQPnJv+ZZB7qcBI/lywot8MSee9huQy/77i/7vDcrpg3qeAnTdH2bQZHIRDnn8VWMzQ==
2s5j0l9puce23gu1cunubmv0qijkm7cp.law.	900	in	nsec3	1 1 0 - 302S59M42GD3GPLOSVSC04FENIPF3FVL NS DS RRSIG
2s5j0l9puce23gu1cunubmv0qijkm7cp.law.	900	in	rrsig	NSEC3 8 2 900 20250905014118 20250822012800 18798 law. rja1H2v+CcyB10pXJ6uQViVfLzU6glatcYc6nA9M8s+z4+UE4YWtlteRkyM7uwAbrlIosI35sL/bvkXJ6ndmZC2XxRcDDreahrESCpIOnA+wdiqzRI/+O2TtBgLzldSXrkIo4cGqtaBmA2qjQH3r4gNG1Sp/lQugPVzTP7sJ6sLzCJoguMPw/kLbKkA/tn+F5uDz5v5pHULkMe/9vxxiaw==
2t.law.	3600	in	ns	curitiba.ns.porkbun.com.
2t.law.	3600	in	ns	fortaleza.ns.porkbun.com.
2t.law.	3600	in	ns	maceio.ns.porkbun.com.
2t.law.	3600	in	ns	salvador.ns.porkbun.com.
2you.law.	3600	in	ns	ns1.webstorehosting.net.
2you.law.	3600	in	ns	ns2.webstorehosting.net.
300.law.	3600	in	ns	curitiba.ns.porkbun.com.
300.law.	3600	in	ns	fortaleza.ns.porkbun.com.
300.law.	3600	in	ns	maceio.ns.porkbun.com.
300.law.	3600	in	ns	salvador.ns.porkbun.com.
302s59m42gd3gplosvsc04fenipf3fvl.law.	900	in	nsec3	1 1 0 - 32NTVM1SPKU9UIQ33B942VT1ODS36VO3 NS DS RRSIG
302s59m42gd3gplosvsc04fenipf3fvl.law.	900	in	rrsig	NSEC3 8 2 900 20250906020733 20250823015700 18798 law. spPEgGlhyu03o8RAzZK5s2b2+oympJ7Q0RH1/oUS0eVbvH7+CN8t43y6i8B2T+XOPYIHD8Oe2Pva57TZJzhPIQt8kZnT2T3cPJin6uOth/9p66aPgn9l2E9S0n9v0mFMiFRCzKQ8R7zJbBZ02SSOTew1fqHV935xbvUvt/XAoIqIVj2+t/PL6k/EnNZEZ2BmgikdtsSwQA30uw4u7uVWCg==
304carwreck.law.	3600	in	ns	ns31.domaincontrol.com.
304carwreck.law.	3600	in	ns	ns32.domaincontrol.com.
305.law.	3600	in	ns	ns1.101domain.com.
305.law.	3600	in	ns	ns2.101domain.com.
305abogados.law.	3600	in	ns	ns41.domaincontrol.com.
305abogados.law.	3600	in	ns	ns42.domaincontrol.com.
305accident.law.	3600	in	ns	ns17.domaincontrol.com.
305accident.law.	3600	in	ns	ns18.domaincontrol.com.
305accidente.law.	3600	in	ns	ns01.domaincontrol.com.
305accidente.law.	3600	in	ns	ns02.domaincontrol.com.
30a.law.	3600	in	ns	ns27.domaincontrol.com.
30a.law.	3600	in	ns	ns28.domaincontrol.com.
30alaw.law.	3600	in	ns	ns73.domaincontrol.com.
30alaw.law.	3600	in	ns	ns74.domaincontrol.com.
321.law.	172800	in	ns	ns71.domaincontrol.com.
321.law.	172800	in	ns	ns72.domaincontrol.com.
321justice.law.	172800	in	ns	ns47.domaincontrol.com.
321justice.law.	172800	in	ns	ns48.domaincontrol.com.
32ntvm1spku9uiq33b942vt1ods36vo3.law.	900	in	nsec3	1 1 0 - 32U4P70SC4QH76SUBUROG9IGFQDK7REQ NS DS RRSIG
