xn--mgbab2bd.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601050032 7200 7200 604800 900
8ei3otsjv0s3qh8pc1ii7gnk7eue6qn8.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. YvDD5MsMYBvBs7jlHoNH5+aqYOUqo5ZPVRzs2v3u8edFW82QoPURMP79i4WUXywWgd4v9LVoR81gRRjCV9Trn2B3JzyTIgqNcrCsWhIEP0sQks/TaCJYs6kyR71a2hL4Uc0M+FBSUSl7bHDpNA+c4todxGV0E5GD5VvhWC2pANa+r18awBGzv9ksBky9AnEK+mW+OwfqP5YA2nBrp0hq+Q==
8etuefkn42679tjh1oqq2aagmpks6ngm.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8GHLQH8AU0ABFH5P8IUAS2DTLOSILKA5 NS
8etuefkn42679tjh1oqq2aagmpks6ngm.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. pEPBI1E5wRJL2QBne+/fSu7itmjTIzW0veY2yIAtDupyAq+BXJ2PUSAKSPGMuTT+IAVC5FZMGX/aVcUSwJIUDbiAOnS1FNO3NYUHTkRQZybeGfAy8pTHQkpiHawkjYXY8rvqY6SNzzmPIWmpALTTxwYbJVp5Uc7B1+k5pD0qf/H/ik7Q7nY88J/nrNYbzf26L5F80dg5R0gvhx5lICUDyw==
8ghlqh8au0abfh5p8iuas2dtlosilka5.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8KANUL8G1J4F83O0VUJD2BALAK1EHIVM NS
8ghlqh8au0abfh5p8iuas2dtlosilka5.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. P9SrDn9mRnP1P6lCeAr0DCZdvFHe4CuqDIu+t1uCpfa8er/GGc68Ii/y3UyVOYEZ2eQQ3nV/tQKtDNdehFgh7acXtX3gda7a/OpzDdFBPkPMwB5cPf44qZ+6SdHqtp3iIgH9SW2j/BLO2Og+2s9Tt/45+IfUm8Rlh8l15GNymiB3D6dZNKUMimRIRjuEQXczSotAUXlYm5+YZs+VDHUbYQ==
8kanul8g1j4f83o0vujd2balak1ehivm.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8KH2LMGFV5046B9JV8PHU7KFS5B34BAD NS
8kanul8g1j4f83o0vujd2balak1ehivm.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. W+T0TdyuP6Rcjr6T7wD2MZ1OoXJ02dIcH01fCP8j7vgdL6mPTH1ko3sSOYlXHi2nv/G+cja1s1NFIPp+02jycpqHI5ZyMU4r29vkV0DNn3jOBT1GcBfKuSlmqUTQHSbSc2KGPSRt2gscxq24h1VEyItHGXsG89fOwtcur7DYg62ZYEpoo8YA2KS6CzEOJaHnZZ63K7/lNilRNjuKE0F0Tw==
8kh2lmgfv5046b9jv8phu7kfs5b34bad.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8NE2D6LF5MPPOF7ABG3G1NGV0I9E8D1N NS DS RRSIG
8kh2lmgfv5046b9jv8phu7kfs5b34bad.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 0vhEj+VSySnE2RDxxnp5Z5g6y57poRDlwdSGMPQQtIMaUVRodYq/adKs/HdY5z2ZINFyY0JCDnhaDOMKfFDhUsqlAkOvv16EPveQ1cIbFs0haSbBuhjQh2sgTW6rgzzDvcDhiSZJDDcVYx455aZ0hz8BV0AU/mkCC9/3u2xVJ1ZUw/GUDoV4ex/xtMAIsEPRKyIYpnq5cY+ygKiXRkCF/A==
8ne2d6lf5mppof7abg3g1ngv0i9e8d1n.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8NL7HS3KIHHI0BLQ6NS510VE3HEH8DJD NS
8ne2d6lf5mppof7abg3g1ngv0i9e8d1n.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. XHrz3l1SRMGEY6AlV9cz58NTX7PAzb9OrJuC69sssultzD5NPqwsI5CpIUBKeZV592iwJS/Yjrt8HDwz9Dh/+nj6F6C0FSeg4ICfUv5lE2XudA2hTqCaQCUQanjxoAui16lH9gBCfkEhMZo1oRANDRh+iAgUjkIlAupYFt1Q2dCE5WTZhKhMA2VIixUdoZNrg27cbmsooGyRomjsvd6Wtw==
8nl7hs3kihhi0blq6ns510ve3heh8djd.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8NOAUP2CIAO1AR6KC956UBJGLU3NHUSF NS
8nl7hs3kihhi0blq6ns510ve3heh8djd.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. EfDtHr5ZGn4J5d076+VqIznHnaza11ir1S+Fhgt8yKrj7GpM+G830Kd96OyeJcn6ObZUh9FUTt5bAFBMb8LqVp7hRWO9LYlbyeZJBEGoDeigMzCvtjK4GRUdBsOzqTkOR6S7Y2GWghjgR9jh3fwwUETXysEniChIcX3Pb+zxgYPcKLdzoIct5fG0nQXz0oLN6cprKm5da5ybF2dXhSGSuw==
8noaup2ciao1ar6kc956ubjglu3nhusf.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8Q15AUG5KJKAD98RMNLFGMHGTT1CU68V NS
8noaup2ciao1ar6kc956ubjglu3nhusf.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. oLnYkpr87Lr0rSFBCmQtKL7z7XGLkdgfOJHZ2Yhw4eepaJQho0BJWPj5wUzxnJNIku9lgfxRmUis0XM4cfiszZwCLpnYDH80JJa3y9v2FiwbbtXOYXwYPlGsJ9DZ3NU5Xw/J5muniTouMHNFoXd4HIEIjt9SxpfWowwXc9cbT8Jx/d+WtHC5oqbqKp6RYcgrPQRA0yP2/QvVLvutlIO2rg==
8q15aug5kjkad98rmnlfgmhgtt1cu68v.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8QDRTORDBKC2M2PILJ7F8KBD0MDCGFP8 NS
8q15aug5kjkad98rmnlfgmhgtt1cu68v.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Jyf2fO9yGy+0ioIa3wXjDoLbh1yWs3DbYqTIDv6hXPaFZmpaHfG/1vON411v8PbgBNoh9E8qxt24LfAnmY23ItwxWde45QmA/P8OKmoX4yfLst5YPINubDQk4Nhb5w7UNd9VXo49/mR3o1FVA6o1vhjLAxx9uwWqBx/SKrKV9waYgmFPYxw2HufcHUEmxNAm6TQG5SjohjT9BTMRHa0tdQ==
8qdrtordbkc2m2pilj7f8kbd0mdcgfp8.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8QVVT0UT9GJV7EC2EVUGKGEKHJU30D2S NS
8qdrtordbkc2m2pilj7f8kbd0mdcgfp8.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. r9RYzhpq75KKx1c/gdQHwn3r8W1rN39uiFGURY3ztxl/z7JxAnLdr86pgWKfwIJgZ7rtspQklvpUSgzn7dJT4spPmUaGXfKRp35bdkCcO7DF0+qrX8IgmOA4NZRjfJyiFl4axRAHgeLT5Y9686H1WiJD3ZpHx2EiE/CpHrhgpwpVT5OmgJjuN1qMOKv+DwIUw9fQMspzDmNdiRHTJIRk7g==
8qvvt0ut9gjv7ec2evugkgekhju30d2s.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8R5BOIULD5HUKDKSUL58GF88BRUHFI0D NS
8qvvt0ut9gjv7ec2evugkgekhju30d2s.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. mSiQX3gePdSe0Xelrn91v0IDEQHKydY8vBvA0PguF8w6uzKx+G5OeViaJuCG4Jut0bF8t6oVkYcb3a2PdSM7Uw9BDehzzCLc2WpB0hlFy78lYyfyIVpy8FoPTFR8wTJoWk0bTpBb38nYiY2nqX+3PjOxAMnelMcBm51hvwmVkWI92+Hap7ePOPPsKDIDxiPuPOXJAxSpL2r23FU55FOb1w==
8r5boiuld5hukdksul58gf88bruhfi0d.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 8SHR0L18FH52FRI1U9UJNGU9BPJ4G3M1 NS
8r5boiuld5hukdksul58gf88bruhfi0d.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Yo7Pr5OCzOsV7deA8E7uj9YkuCI976KLbywipFhxatDbrCz5QEP4zihihGJIbJYJvWAwjUmkz0PmEBT574b+nokDkHPMHqHlPaQX9CovQS9E55Uh2JY0HrtsoTqcZ0SMJVRZP25K6OYpBPADFiagmTX779YgeAV+08PULJ939lFmC3swV73rRKEC1CX+SJz4yS+ypRVCx5pUZOg1cXyQlA==
8shr0l18fh52fri1u9ujngu9bpj4g3m1.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 91GQG9RETHSQP73OSM80CR4NHRNOEADS NS
8shr0l18fh52fri1u9ujngu9bpj4g3m1.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. p1uWEyRbXV4FfKN0FtgpBesobFpvzCBW3hxslyJat2kJ2TTaC8ElfO063ZfyvsilHir3a475MZx08IfliA0k7FuT1stjO+G+IWyJRcHHr8+2XpLeXsBGGk20P8oo+vvnfxjmdtGfRR6V6bQAp5nV3htZKgY0lLZtCS8YoNQuOZF1VjDNEYQ6oeg/W3KYxGY2Wv6Pvqna+4Wshf4bcoLBGg==
91gqg9rethsqp73osm80cr4nhrnoeads.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 91SP6I5BKMH6J5B44JBD3227JDFKRVEV NS
91gqg9rethsqp73osm80cr4nhrnoeads.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. WXHAsbq5EV5x+vP0JwJPp6Dz6FbhEDkWmVrq1u5xMCvuamBPzLvWV1cCwCjnVmPmGZ2EQx/jK3AB0FiFZvWPmwCoMfFUYZigKf8JGbY5N4qSJUbOvxDz1L5r++w4FmEM+LtMeGFeEBbNA9Jr16XWZ8xsdMMDSchk8ng4Wf5779+TzCqAPbl0Bb+99BQBfAweYxctF7Ym41WIH3e7gZJckA==
91sp6i5bkmh6j5b44jbd3227jdfkrvev.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 933NG8C1IJTT1O66D83J8QM060JJQV60 NS
91sp6i5bkmh6j5b44jbd3227jdfkrvev.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. GeuZQCXiiij7RR1gA8niyzdxmtFza97RH+5CwIyN8Gs+voK0kYHWvb+tPYh9yIjKXTE/fbee8dCz6gEvycEwjT0ulFzAy1BfZ7c8Qu3RePBeCUOJYNHz8R6MY9omCJTgbbdrAbn/t/5gbvl43oGshpUKKTvsEAY75iZMnQQYxJAs507H2kUKZm+SXipZtMQsFW+yccqDBuoMk6H3uW9DAg==
933ng8c1ijtt1o66d83j8qm060jjqv60.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9EDA29RPDLQ3E38CK0V9JSG65R7T4KU5 NS
933ng8c1ijtt1o66d83j8qm060jjqv60.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 3AZV2NeQN7b/xAEcz7Cv/9LRs4LPFCUAq4bIc+IKm5WUBHNCJSLvdWYVz2lmuIshfjhjnoVO05hzP/DcrGQF3fVwqzO6ClN7TwbK5DZueEbnsY2KRxgjUJd1EBHvy5GyWIPMLH7qeBJdDRBlc9YIg6/48xkNdMGDOcLpA/g/j93GD3R2RwMUw8TKZVvltbpzB3DAqVwPeP9TlRL4cAErCw==
9eda29rpdlq3e38ck0v9jsg65r7t4ku5.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9GBTSJDVS0RVNCAEBHC8IRKC83RRRUVO NS
9eda29rpdlq3e38ck0v9jsg65r7t4ku5.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. IkNHgj9fWg6iJakydVm8GKjSxbEpGwS0OULojCWn/m9mzWBAthj/zAWK8DEohI/HGJFEnoSSCU3Ese97+wKnM6Oz68RuIOsTH1t+XrOSnDIYnAwNII3SiOsQbhmp0DUAXSuu9Hz2ti7rTh0WMKGrIF/4zcpVkA4lQhrt30wa4m+6+7Uw4cTGzvf4fWpnayS80SN5WVnBVjmWIWZz0hLDxA==
9gbtsjdvs0rvncaebhc8irkc83rrruvo.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9GNRSD23CPOI0VJ4LQP245Q7TULO123M NS
9gbtsjdvs0rvncaebhc8irkc83rrruvo.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Oaem8RV7rYUAUR0Vf13K5WI7l/Ekz9kNim21Zg1Z4FfMTy+aYoMDLPX93G4PFkCbh8sGEGE+5Ao2zpwaXDK1+dJNxgD+1jWnLf0XyaRbZFxvLu1z414TmOlDBjWvvyj4a+AWt//KBCL9xBuJPR1Y5pCfmG42rl92DUShFcW1fNWy9WoDdDGQPikG5LusO4bo2YGit1rLm69Ixzzn7Q6uwg==
9gnrsd23cpoi0vj4lqp245q7tulo123m.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9IR1OCGGVFFLB7KP6EBM0V7OMAESFT3E NS
9gnrsd23cpoi0vj4lqp245q7tulo123m.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. WVy3tAiVSBGoXVW0CKEPY2/FwFzric9UsL0KLKmxtFMMA4E1PY22WYpBpw4Ly2cRKE5KBzbdYxIVvDcMUpUoAy/jHcHtH2Qpq/kMm0u7zh6gic2VbCN8Vezf2FWAzIQ2iJyDeClf8uma6kSGgWSOZ58dgVxJky6QgGL4eWjc6WP2WgBLeWpf5NJOW4S8EMvCQhWKDdajMnFpqBJeDCLEXg==
9ir1ocggvfflb7kp6ebm0v7omaesft3e.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9JBEH6M36AKMLMMIEK3TS6E53GGCTCEQ NS
9ir1ocggvfflb7kp6ebm0v7omaesft3e.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. qTslEJrIiC7+NRSmIcHGlXc0C/a9j2CH/fzZjgpDOX4cUhovD56TYY98zAVmDPyTGe/1qq/MbGpj7ThWZhb3/t+dUXmx5fbAFyXClqsVPfg5aABULnnH0Bl0n9b23T/EF/HeG/KqFrVeBxUKN8OQsE2njjyV45p2d1xSWtPVKDKllm8tspBvn5efmMbECBVqQLakPtvzwHBlGGu2wDQ2cg==
9jbeh6m36akmlmmiek3ts6e53ggctceq.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9K03GIK01JT7AESR3RJLVIB3L7J16VED NS
9jbeh6m36akmlmmiek3ts6e53ggctceq.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. KsTQ2qTKTWrkQzStfOHdw3SVz+9640p4Nuzy/gmpEDWZlwInRYbYDjrpFjWk551tfyNido+YlpGXkPsBgdvBYYU7VkMgee0cQYFB0NetJibKcmim6QUvflsOLvRiKjRG698gTdYkjqupOKHKZRJI4fRw4vNrUyY66NXvIFuWGMem8jF3vyAaWsFEZvHpLzyn+moRVUadkMz4ExXFp7BaNQ==
9k03gik01jt7aesr3rjlvib3l7j16ved.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9K7QUBSIS53Q95EHRDCODJFI7IRPRMLA NS
9k03gik01jt7aesr3rjlvib3l7j16ved.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. zdl0ZmenI4uwHkuaQNQ+lbcKvD5PjS8npQqxVFN1EsY2JABDfnsirVzHI++xCN4tWZZcLlrxhr5lmFCno13m2/rTzPzug/R1013Xu17KeSrWV181wZZaH2eKwfW2gambRQtY9hEL+NOptsfocXpkheJo2yNX1YJrb4VO1d7BjA6pMrBbRoPZfGOCaGDM0fJbjkRh6lM2D7v0P8xKxNje2w==
9k7qubsis53q95ehrdcodjfi7irprmla.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9O3UPUN4OG3GNL6CGQ9G386QD54L5AMJ NS
9k7qubsis53q95ehrdcodjfi7irprmla.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. PPcMUUDHGanfB4ynmvJQRbo2foVkYJKIlLQMI+ZrLoV2WMEU7JKzcUX/SgM6Hiy+4soEIZCOHHKrqNq5H4vbfAQQVFTL2Vwqo/BSuK/bLdynxbvmPyCL3fSTeGOmpfNdG4El8KiVJpJi/YV/hoeBEDggZ4w4jLUnTNWXueyLdgQ9e+60z0QYWcWKCOawRJ2QsnWIb7fV50BfNY95fvlZDQ==
9o3upun4og3gnl6cgq9g386qd54l5amj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9OF3V12BHHF1R15SK0NHHJ6GAPPIG89V NS
9o3upun4og3gnl6cgq9g386qd54l5amj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. gSz50CCCcyankXXcEM2JEEiyUV1RzrCKZFbY+qYQw33WJFVHHfnpwAH3QJFeokX6JT91PZbJFGIGJA2KcO1KblugaGM73UO5ZfwGQC4XvnAiBgh1mBqbBv1LsqXahbGnwKf4T+OptVyapwbKuHSfEeAx+81YzjLu02T1VuiagwVwfpzcYQiEMYG18QrKl2MLgUme2ekljmmaaLfp4M/gaA==
9of3v12bhhf1r15sk0nhhj6gappig89v.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9OHL18KQ5UTN8RS4JR7BON2N10MEQFCS NS DS RRSIG
9of3v12bhhf1r15sk0nhhj6gappig89v.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. ykG0U+p2xj9Z9lOKefyw2Qu1+xyZO0pp0mQK5S7v6qai8/Bl/OmO6kGuCCO/kUoEu3goTCZEcCht8CakIEP0NUIjaCZnEXRaegL5tiuy3e3Vn+s9bs3xeejMUSlobuI30drd7KYZxc1LIzoFFPAQ+6sQTHZCKshshU4PUlyUoduPMF8lOlGFNGYXKcFHYFfwZAimxvpS0dEm9dHtx0c9zQ==
9ohl18kq5utn8rs4jr7bon2n10meqfcs.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9P3G0QFA2NUM6IJACPA0NNG489F9O7CC NS
9ohl18kq5utn8rs4jr7bon2n10meqfcs.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. bHo7WNS9NjwCqSNLD8gvDpKB61NC8kk32itNV4XSGar7JxuLZNHPXXuBwTEv+BmHvGhv/qJ4FuPCyxqe6OJ4b29jXY68hEGWqllN5zAm+HbcgNxsKM7jvwZ885Rh12ml+eF6lYkkNZSQ0pXLJTpqNfdtCR7SwwQRVM/uMV3wvkT6S+Ei1NYFRJBggCXtKTAX+CGkMQNGP4U3xhEnz8x3Rw==
9p3g0qfa2num6ijacpa0nng489f9o7cc.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9RKLNOV0FNG5C8SF8ALM7KGGL1E4CMA7 NS
9p3g0qfa2num6ijacpa0nng489f9o7cc.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. sa0ZMHjt+0+Cd4kvthZYitDFhHuDGUWt44Ki+N1yg3nSWBU+j1vxG9iv+xQEhhpAhd7cMniKJxNXRMNksz54OYlNGvi0dKf7hNyHBDDe/5NTrxlef8Bv+peBuE2VZAoX+oKHDr4oQf0CMoEx8WxGQDy3t8ZoUQr8leq8btwByqnjBn7oN3ZlN+LhyRpFh/C8eJewfZQm0i+7uz3KYa+4lg==
9rklnov0fng5c8sf8alm7kggl1e4cma7.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9U49KLSCBLK05NFQOBU5NQ4KN2RSMC8V NS
9rklnov0fng5c8sf8alm7kggl1e4cma7.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. jK3v1hh+FfV5uJtbv35SAGjwTksZfdzBRLljVrUa96mhNH9blD3vNKVSFoP0HhFtQTBeXTO/10EguTIAyVuD04R1DC+ljPJGQRxWr0TzkPgtUB57cTXS2NSmJaShys9B/ipO915suJ0kDnovJi6uUTocQslcgOlkiqMi+TsZk/CJb7QDYJcrLQwtwr5aMZ/HDW3CB/UJc0XoFirltS2VBw==
9u49klscblk05nfqobu5nq4kn2rsmc8v.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 9UVVD265F7MMCTDH9946GSFHHK0DAJPI NS
9u49klscblk05nfqobu5nq4kn2rsmc8v.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 3YAwVSsm4abz+NrW1vz+ePy/HxAN+mjr3NRQlHNxCX/bn7aRPpCPcovCuwr34Vw7TT/31fG6yxhkJJQk7CVm9qggBoCsCoRLZyiUVVHwfhFVEJ0cOUjr4QoKFmhvG+qBggXyGCl8P/z05BkbK71YR88IyObermFV/6A0c1YzYyXcVoQFY6FRjixiL8gKE/S4NhGx07YgM3vFG39MsegrQA==
9uvvd265f7mmctdh9946gsfhhk0dajpi.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - A1Q3UI9HITOBQMNR2AR37EVBL0UMHRV8 NS
9uvvd265f7mmctdh9946gsfhhk0dajpi.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. duUOVjAJ7YAnkt4TttKyKycgXZel6nzBjtIN86DgP7Y+vOSs56E/qUB2tlLqi0kAcbB527Bgb3+pBhpzV/Ox52pnU5gyY2BKFMF/jrxbF4i6kBoiiM8oXXxaYId4Z9WNFLcl678Gb8xlWFIliDzvXr/fQ1Y4mYeWr5BIGveYKSfNP5RNorzqlri+R6wBn1RUh3wCUDHxckgxN9dcLnVl7w==
a1q3ui9hitobqmnr2ar37evbl0umhrv8.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - A2RTLTAHGPNSOS1GFPL5I79OAO4K020M NS
a1q3ui9hitobqmnr2ar37evbl0umhrv8.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. UcL4497pcqNi6V4FU4k85jk1xRbNZ03D6FqLLibW4ubsu1u4hNaUJfprngBLyR81oVylse2CuLO6nG6Ftbf0gT7kqXvHGDR6FRFbXPWSn675eVFOVG8zY/f2TcbZvmCNlfUGwKpaiOOoZM1uJF1EdkNHPb7dmDCl2MRndwURHnurfumrvu7bD1t3Hu0MAa+zhK4mb6REye30JGeqGmvttg==
a2rtltahgpnsos1gfpl5i79oao4k020m.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - A33CAC50E9C0JKVFQEQO68BHOEQQ2TIE NS
a2rtltahgpnsos1gfpl5i79oao4k020m.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. wVs517rN60ePWwSw5Zc1TONs1z7CVE0MpfK+TiUYerjuDKG9YBIDFDjw8DmDBSwSQLcWry20JpsWNAI1xzOCrNBteqUX8ywYBABrNmp8y0yhx7KGXXJKAwQ0n7fl16zBWIczZbfQMBQprUYEalHuamPTahVi1egISJXsL77RiSQKrAeXv93DOS1+fnOB6HkgQtFI7qeu9QTltmPggsYSxA==
a33cac50e9c0jkvfqeqo68bhoeqq2tie.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - A4F3FDMCLEJSKEOLCQVSMPJLI5KVPRSB NS
a33cac50e9c0jkvfqeqo68bhoeqq2tie.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. dcVUFoHJ00eCC5HyxLrUZvR2lWuy6pd8I+Z8M3IKV4nakUmBotJQy292286FtAv+Jyaw5iIvHndApWcyQocqo9J+GzA88x2ELS24cJp6lPYaOE6Qt/BZbPFkUCh8fDJr2VXY2bIcb4on2+Om9enNnLUjISS54WbRZYrdx6YiaByLnQAO/XqDlZR+dU2kAIFkF9orMcIbNaegX8RqPvjqQw==
a4f3fdmclejskeolcqvsmpjli5kvprsb.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - A6NV1MPIE5E76K1RSTFU8OT8A2J3L3BG NS
a4f3fdmclejskeolcqvsmpjli5kvprsb.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 4MAnIrhTxMCK81lamqnXaeEsB2HCByOTmwEg0sGKbDwi42ehEyGDfTXrm2H8yn6BvEV9MNusu0HIC82Mcn6VmZSXvgZ80jUEnfmXOJ+SESRJD5ZIeZkQ/w+L3P1xV4ha2vlrTvD0JPMMnKFTnAEM0lyfzGxY6xe0/FnKk33ZikNAt/On3YHeeVNWyEmij2R8XIqme21pmGFutKUWXm0AGw==
a6nv1mpie5e76k1rstfu8ot8a2j3l3bg.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - A7BK5GVRJ4CRJ8PBIPH5UJIHQ9067L0O NS
a6nv1mpie5e76k1rstfu8ot8a2j3l3bg.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. xo49ada5nIQIvHiupb0zfJex55wYRfhuB3PVZ+GhpJPg7qsD4FzLVzGyKW+A3GHCNQxSczJdv4pELiTUXOedFK9b7ZJmJzkg4N4v5KgkEAAicJsoeqLFpA94EX/QVb2Rnsl/hTX6RxeGFz+h2FIY/z1uMA8xAUnpR58wM76E9bBKtm7Lz134Pxyxr6O2PK+XAj7g/RtLp/gQ54K3sVRiAQ==
a7bk5gvrj4crj8pbiph5ujihq9067l0o.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - A8BTL66IA7VJP7MLHJI4GFPUTAEV0F9L NS
a7bk5gvrj4crj8pbiph5ujihq9067l0o.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. SPKaoUfaRVDLmmReyoDEcMSxLmtx5nmFkafydd6udnRxluMDfd6seSAivJJ+2pI0H3lN0sCXhuv2Zo4e6JNAUlpEaH0AqBvhq7k7Z7JNdJh47LGDr8bb9ReVuggAYNrlvwjusa5+iMw0rHt0jNPnSM/b35+fu3nzaWjCBqvJxc/o8H9HTOHetJV+ZlCu7s88sJxOojycahBin9YWMMx9Dw==
a8btl66ia7vjp7mlhji4gfputaev0f9l.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - A9R9PCS2E29U33EILQCCDIKRRREBUSUP NS
