archi.	3600	in	soa	a0.nic.archi. hostmaster.donuts.email. 1757033616 7200 900 1209600 3600
00mru16v7s220783pdea86urpfl8tn4e.archi.	3600	in	nsec3	1 1 0 73 01A3GJJGI4RF3E37O3P5RJS448UQ5F40 NS DS RRSIG
00mru16v7s220783pdea86urpfl8tn4e.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. zIk+tTSiUksFyR4rK1xIJ2LcGY9m5kBesP4MDuAUULRbqgvPkbLEKLoTjNt2mslmAiN+GjTgfTmdrPtyiMDi0Ocg18DBMcUqyq5VBaKsa2Adozqd1xnjTaa4iArM7J5JwR+vVm+ikvMEoPug67wWf5NDXhwqJ27YikJLVCmlFms=
0101.archi.	3600	in	ns	dns18.ovh.net.
0101.archi.	3600	in	ns	ns18.ovh.net.
01a3gjjgi4rf3e37o3p5rjs448uq5f40.archi.	3600	in	nsec3	1 1 0 73 01D0RF225NRIF0JKRCN613LE2GCKEVKR NS DS RRSIG
01a3gjjgi4rf3e37o3p5rjs448uq5f40.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. icm+PnUDlr8FWR0WOKdLKLZXXGTxemGnoDZClM4jxerBfXC7jol8sLYnWydFgjK9LkpKhMb9kzOsWcYzisAOqX34zlEhmi83y7LBAYPJI7TewlIIKBxfyZE7rLtWV+VFTuEASfAFfyPkXyoBbJWFLcfGCNnOt7gk7VSXQJjvGAA=
01d0rf225nrif0jkrcn613le2gckevkr.archi.	3600	in	nsec3	1 1 0 73 06GKQUQOPG50FKJL5D811BD1EGPODED3 NS DS RRSIG
01d0rf225nrif0jkrcn613le2gckevkr.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. OkqSKJFABKLw+9r6y+Y0hakCY5mKE79bxoaU+l1BNn5/L+9fKV38z08ePmz7zteJADld5Fd8oIRmAwsOPsFVau5C4l48VDk0QmLzRab/aPY401q48ld8MThK/511LYm7umD4Rshnx+nKl6lEwl3Esh9sqnYar2+51tw6euueB38=
023625.archi.	3600	in	ns	ns1.dyna-ns.net.
023625.archi.	3600	in	ns	ns2.dyna-ns.net.
035146.archi.	3600	in	ns	ns1.dyna-ns.net.
035146.archi.	3600	in	ns	ns2.dyna-ns.net.
057556.archi.	3600	in	ns	ns1.dyna-ns.net.
057556.archi.	3600	in	ns	ns2.dyna-ns.net.
06gkquqopg50fkjl5d811bd1egpoded3.archi.	3600	in	nsec3	1 1 0 73 074MEA2QC2JOH375UDAERNPQPET4KNER NS DS RRSIG
06gkquqopg50fkjl5d811bd1egpoded3.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. TKaZbidsglCN5pLtwLm+k0R4Hmqr/MMAG3L8Wzgm4fn4Bg4zH60uwi5p9M7IUHb0GyV1oc7E2OhRlLUnP0S4Bu2RUjJZuKNzLYW1BsTd02+CjKgea1OW0YeSQVRUqriA52wGyJvpXFa/0Ipze8HH4hlTBlsDluCYBFW5+NoSt1I=
074mea2qc2joh375udaernpqpet4kner.archi.	3600	in	nsec3	1 1 0 73 0843QDJ0BIMJDPUGAAAFDQ785CCGFF1L NS DS RRSIG
074mea2qc2joh375udaernpqpet4kner.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. e3xnwEmIirww0hrXn4uTeKEoWYcwz6OvbYQZl4Esq7NiB4Wuzf9Tt9pGndKXdrYPwHz7xzXzwd4dEwbtHMfQnSCr2vXrIU5HWvf1I3BUTjbhTM8L//oky3UYY/p1UlDIdeYrJpCxlPQ8J2d4viiu/wfkALbNPZoVa3ND7rgyIqA=
075693.archi.	3600	in	ns	ns1.dyna-ns.net.
075693.archi.	3600	in	ns	ns2.dyna-ns.net.
0843qdj0bimjdpugaaafdq785ccgff1l.archi.	3600	in	nsec3	1 1 0 73 09QQ83OBNCFHC24CPFNKL36J754HN844 NS DS RRSIG
0843qdj0bimjdpugaaafdq785ccgff1l.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. HT0afgx+MrgwOU1J1hlAJqgsEr0pHjTE4desTsFcL4fssh09JjZXQSYxsESJcJnh8SCBTEo6ueyeaeVZlhbp6qgVG++0hjs8/TAlC83zMXOEGkDQKOopfyhJwuORIfTB2lpt8jk+1EyMGZG1MyTX6KtZc0LaoPW6bftr5xe/APo=
09qq83obncfhc24cpfnkl36j754hn844.archi.	3600	in	nsec3	1 1 0 73 09U4BKJU3FML425SAL51Q37S14VMKLJ5 NS DS RRSIG
09qq83obncfhc24cpfnkl36j754hn844.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. xYt/fq/FpYH2+qK002UmiL5Gm8ulXmwHw996M28d8ELtf4+38ii8yNDkqDF8F0xOpa6s3tOFA/9rwkZuF2XUFZ4z6fRhJPu0bTp7Fz8ck54F0pWQ2gq9ENRrYUFuDK03/b+VX5DP1FP2ha1Gsd7tipunPHyPRcaV+XDAFPapdHc=
09u4bkju3fml425sal51q37s14vmklj5.archi.	3600	in	nsec3	1 1 0 73 0AK6S397AQRD13PV6FRCEM1C931FBP11 NS DS RRSIG
09u4bkju3fml425sal51q37s14vmklj5.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. GRlUMefjJ2vg0BwOQ3uxc4mQZi/7pRHWNirY2qbIuepRDksbrtxpQZ+0o+Kx7T9xLmWaREtL+FfhrhGjO9FCcv5JAY9OLAT4gXe4+GKYG7w2ERDhl7WX7URffgIz09JLuy9u9T7/yLeddQWJPEqCumdEqSLF4CkxVyndpLmta8g=
0ak6s397aqrd13pv6frcem1c931fbp11.archi.	3600	in	nsec3	1 1 0 73 0CN4G59V4H89VC8LSU627SJ9Q53O8SMI NS DS RRSIG
0ak6s397aqrd13pv6frcem1c931fbp11.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. fWlQwLMsezOKfBqc0kzX1Xe66mmraGlg/ffr9fLdUWaHDxcQ+ptPS094t/6+gl9eKcvPUZxJN/l1zm7wM8PfridFiOamsVwc5fnhD38GOfc27iCPfADn5b+peJImHMvIBZy7MVLZiRzgX85iVQCFci3Wh8ToyNrwpGkj+871o3M=
0cn4g59v4h89vc8lsu627sj9q53o8smi.archi.	3600	in	nsec3	1 1 0 73 0CNKS9FR3OGEFMBDCOU3J5LGM47F5B1E NS DS RRSIG
0cn4g59v4h89vc8lsu627sj9q53o8smi.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. QU8jAUnw/iPl+SmXJjtGFPwVLtZkdIsMu5K3couLDU7WPpM8W2LvfmzccC41BOiv6Udws+fVK3xGVbSScRhh97OCuJh+/IlgcpVI8EV+a3KYr0eZAwczTyeYgpv3SlJkkBEzXf3dee9fxkIGVauH8Uc1WFlD2lXvcwDl/HxlOuY=
0cnks9fr3ogefmbdcou3j5lgm47f5b1e.archi.	3600	in	nsec3	1 1 0 73 0DELRH1HEJM934KUQDJ5H7VF0D53318H NS DS RRSIG
0cnks9fr3ogefmbdcou3j5lgm47f5b1e.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. trlLJiyXBfwVT4i+0Gh/Sv7X5tKqqT+YX380Jh1t52+L5s5oK3Tt6wiUlopFDEpwBQmC/95vaJucvK2J88YZYdSqybqKm1gAUWpmdOrIpwFrF25VtJsD+nyhSh8ndBBR5QDvuwXw8mNaN/8ECGk4jzA4rp87B6+4oukH56/4U9k=
0delrh1hejm934kuqdj5h7vf0d53318h.archi.	3600	in	nsec3	1 1 0 73 0JFCC3GSLM4B3M69FA7IHENG8LCFF3TG NS DS RRSIG
0delrh1hejm934kuqdj5h7vf0d53318h.archi.	3600	in	rrsig	NSEC3 8 2 3600 20250922155003 20250901145003 45630 archi. QHw+L5V0Cxn+EL5y9N14bFO92dL7B5uXVyYaEiRBEFzUDIgYwIUjWg9ehp2QdydsTQgXYREZfDPQ8Hs6mbYq2/D90RSfNGzNeQfSuXpFIqA++obEok5Iu6WxhYEK3fUq32teNS5q0xLMxkGLkWiuLx7VV8Cpm5f3rVjqf/rQAnM=
