country.	900	in	soa	ns.trs-dns.com. trs-ops.tucows.com. 1756256885 1800 900 604800 300
cb.country.	900	in	ns	ns1.hiddenstate.xyz.
cb.country.	900	in	ns	ns2.hiddenstate.xyz.
cb30.country.	900	in	ns	ns1.umusic.com.
cb30.country.	900	in	ns	ns2.umusic.com.
cb30.country.	900	in	ns	ns3.umusic.com.
cba.country.	900	in	ns	ns1.hiddenstate.xyz.
cba.country.	900	in	ns	ns2.hiddenstate.xyz.
cbj.country.	900	in	ns	ns1.hiddenstate.xyz.
cbj.country.	900	in	ns	ns2.hiddenstate.xyz.
cbn.country.	900	in	ns	ns1.hiddenstate.xyz.
cbn.country.	900	in	ns	ns2.hiddenstate.xyz.
cboldcountrystore.country.	900	in	ns	dns1.name-services.com.
cboldcountrystore.country.	900	in	ns	dns2.name-services.com.
cboldcountrystore.country.	900	in	ns	dns3.name-services.com.
cboldcountrystore.country.	900	in	ns	dns4.name-services.com.
cboldcountrystore.country.	900	in	ns	dns5.name-services.com.
cc.country.	900	in	ns	ns1.hiddenstate.xyz.
cc.country.	900	in	ns	ns2.hiddenstate.xyz.
ccbrooks.country.	900	in	ns	ns1.systemdns.com.
ccbrooks.country.	900	in	ns	ns2.systemdns.com.
ccbrooks.country.	900	in	ns	ns3.systemdns.com.
ccv.country.	900	in	ns	ns1.hiddenstate.xyz.
ccv.country.	900	in	ns	ns2.hiddenstate.xyz.
cd.country.	900	in	ns	ns1.hiddenstate.xyz.
cd.country.	900	in	ns	ns2.hiddenstate.xyz.
cdc.country.	900	in	ns	ns1.hiddenstate.xyz.
cdc.country.	900	in	ns	ns2.hiddenstate.xyz.
cdn.country.	900	in	ns	ns1.hiddenstate.xyz.
cdn.country.	900	in	ns	ns2.hiddenstate.xyz.
cdr.country.	900	in	ns	ns1.hiddenstate.xyz.
cdr.country.	900	in	ns	ns2.hiddenstate.xyz.
cds.country.	900	in	ns	ns1.hiddenstate.xyz.
cds.country.	900	in	ns	ns2.hiddenstate.xyz.
ce.country.	900	in	ns	ns1.hiddenstate.xyz.
ce.country.	900	in	ns	ns2.hiddenstate.xyz.
cee.country.	900	in	ns	ns1.hiddenstate.xyz.
cee.country.	900	in	ns	ns2.hiddenstate.xyz.
cel.country.	900	in	ns	ns1.hiddenstate.xyz.
cel.country.	900	in	ns	ns2.hiddenstate.xyz.
ceo.country.	900	in	ns	ns1.hiddenstate.xyz.
ceo.country.	900	in	ns	ns2.hiddenstate.xyz.
cep.country.	900	in	ns	ns1.hiddenstate.xyz.
cep.country.	900	in	ns	ns2.hiddenstate.xyz.
cf.country.	900	in	ns	ns1.hiddenstate.xyz.
cf.country.	900	in	ns	ns2.hiddenstate.xyz.
cfo.country.	900	in	ns	ns1.hiddenstate.xyz.
cfo.country.	900	in	ns	ns2.hiddenstate.xyz.
cfs.country.	900	in	ns	ns1.hiddenstate.xyz.
cfs.country.	900	in	ns	ns2.hiddenstate.xyz.
cg.country.	900	in	ns	ns1.hiddenstate.xyz.
cg.country.	900	in	ns	ns2.hiddenstate.xyz.
cga.country.	900	in	ns	ns1.hiddenstate.xyz.
cga.country.	900	in	ns	ns2.hiddenstate.xyz.
cgi.country.	900	in	ns	ns1.hiddenstate.xyz.
cgi.country.	900	in	ns	ns2.hiddenstate.xyz.
cgo.country.	900	in	ns	ns1.hiddenstate.xyz.
cgo.country.	900	in	ns	ns2.hiddenstate.xyz.
ch.country.	900	in	ns	ns1.hiddenstate.xyz.
ch.country.	900	in	ns	ns2.hiddenstate.xyz.
cha.country.	900	in	ns	ns1.hiddenstate.xyz.
cha.country.	900	in	ns	ns2.hiddenstate.xyz.
chaeyoung.country.	900	in	ns	ns1.hiddenstate.xyz.
chaeyoung.country.	900	in	ns	ns2.hiddenstate.xyz.
chamber.country.	900	in	ns	dns101.registrar-servers.com.
chamber.country.	900	in	ns	dns102.registrar-servers.com.
chancey.country.	900	in	ns	ns57.domaincontrol.com.
chancey.country.	900	in	ns	ns58.domaincontrol.com.
change.country.	900	in	ns	dns1.registrar-servers.com.
change.country.	900	in	ns	dns2.registrar-servers.com.
chart.country.	900	in	ns	ns1.hiddenstate.xyz.
chart.country.	900	in	ns	ns2.hiddenstate.xyz.
chat.country.	900	in	ns	dns1.p05.nsone.net.
chat.country.	900	in	ns	dns2.p05.nsone.net.
chat.country.	900	in	ns	dns3.p05.nsone.net.
chat.country.	900	in	ns	dns4.p05.nsone.net.
chatbot.country.	900	in	ns	ns1.hiddenstate.xyz.
chatbot.country.	900	in	ns	ns2.hiddenstate.xyz.
chats.country.	900	in	ns	dns1.p01.nsone.net.
chats.country.	900	in	ns	dns2.p01.nsone.net.
chats.country.	900	in	ns	dns3.p01.nsone.net.
chats.country.	900	in	ns	dns4.p01.nsone.net.
chatter.country.	900	in	ns	coco.bunny.net.
chatter.country.	900	in	ns	kiki.bunny.net.
checkerboard.country.	900	in	ns	ns1.hiddenstate.xyz.
checkerboard.country.	900	in	ns	ns2.hiddenstate.xyz.
chefskiss.country.	900	in	ns	ns1.hiddenstate.xyz.
chefskiss.country.	900	in	ns	ns2.hiddenstate.xyz.
chemours.country.	900	in	ns	ns1.markmonitor.com.
chemours.country.	900	in	ns	ns3.markmonitor.com.
chexmix.country.	900	in	ns	ns1.hiddenstate.xyz.
chexmix.country.	900	in	ns	ns2.hiddenstate.xyz.
chi.country.	900	in	ns	ns1.hiddenstate.xyz.
chi.country.	900	in	ns	ns2.hiddenstate.xyz.
chimchakman.country.	900	in	ns	ns1.hiddenstate.xyz.
chimchakman.country.	900	in	ns	ns2.hiddenstate.xyz.
chooza.country.	900	in	ns	dns1.registrar-servers.com.
chooza.country.	900	in	ns	dns2.registrar-servers.com.
chrisstapleton.country.	900	in	ns	ns1.umusic.com.
chrisstapleton.country.	900	in	ns	ns2.umusic.com.
chrisstapleton.country.	900	in	ns	ns5.umusic.com.
chrobinson.country.	900	in	ns	darwin.ns.cloudflare.com.
chrobinson.country.	900	in	ns	tricia.ns.cloudflare.com.
chu.country.	900	in	ns	ns1.hiddenstate.xyz.
chu.country.	900	in	ns	ns2.hiddenstate.xyz.
chupachups.country.	900	in	ns	ns1.hiddenstate.xyz.
chupachups.country.	900	in	ns	ns2.hiddenstate.xyz.
churchandstate.country.	900	in	ns	ns17.domaincontrol.com.
churchandstate.country.	900	in	ns	ns18.domaincontrol.com.
chw.country.	900	in	ns	ns07.domaincontrol.com.
chw.country.	900	in	ns	ns08.domaincontrol.com.
ci.country.	900	in	ns	ns1.hiddenstate.xyz.
ci.country.	900	in	ns	ns2.hiddenstate.xyz.
cif.country.	900	in	ns	ns1.hiddenstate.xyz.
cif.country.	900	in	ns	ns2.hiddenstate.xyz.
cig.country.	900	in	ns	ns1.hiddenstate.xyz.
cig.country.	900	in	ns	ns2.hiddenstate.xyz.
cil.country.	900	in	ns	ns1.hiddenstate.xyz.
cil.country.	900	in	ns	ns2.hiddenstate.xyz.
cim.country.	900	in	ns	ns1.hiddenstate.xyz.
cim.country.	900	in	ns	ns2.hiddenstate.xyz.
cio.country.	900	in	ns	ns1.hiddenstate.xyz.
cio.country.	900	in	ns	ns2.hiddenstate.xyz.
circle.country.	900	in	ns	ns1.hiddenstate.xyz.
circle.country.	900	in	ns	ns2.hiddenstate.xyz.
circled.country.	900	in	ns	ns.inwx.de.
circled.country.	900	in	ns	ns2.inwx.de.
circled.country.	900	in	ns	ns3.inwx.eu.
cirrus.country.	900	in	ns	ns1.markmonitor.com.
cirrus.country.	900	in	ns	ns2.markmonitor.com.
cirrus.country.	900	in	ns	ns3.markmonitor.com.
cirrus.country.	900	in	ns	ns4.markmonitor.com.
cirrus.country.	900	in	ns	ns5.markmonitor.com.
cirrus.country.	900	in	ns	ns6.markmonitor.com.
cirrus.country.	900	in	ns	ns7.markmonitor.com.
cirruslogic.country.	900	in	ns	ns1.markmonitor.com.
cirruslogic.country.	900	in	ns	ns2.markmonitor.com.
cirruslogic.country.	900	in	ns	ns3.markmonitor.com.
cirruslogic.country.	900	in	ns	ns4.markmonitor.com.
cirruslogic.country.	900	in	ns	ns5.markmonitor.com.
cirruslogic.country.	900	in	ns	ns6.markmonitor.com.
cirruslogic.country.	900	in	ns	ns7.markmonitor.com.
citizencanine.country.	900	in	ns	ns31.domaincontrol.com.
citizencanine.country.	900	in	ns	ns32.domaincontrol.com.
citroen.country.	900	in	ns	a.dns.gandi.net.
citroen.country.	900	in	ns	b.dns.gandi.net.
citroen.country.	900	in	ns	c.dns.gandi.net.
cj.country.	900	in	ns	ns1.hiddenstate.xyz.
cj.country.	900	in	ns	ns2.hiddenstate.xyz.
ck.country.	900	in	ns	ns1.hiddenstate.xyz.
ck.country.	900	in	ns	ns2.hiddenstate.xyz.
cl.country.	900	in	ns	ns1.hiddenstate.xyz.
cl.country.	900	in	ns	ns2.hiddenstate.xyz.
claredunn.country.	900	in	ns	ns1.umusic.com.
claredunn.country.	900	in	ns	ns2.umusic.com.
claredunn.country.	900	in	ns	ns5.umusic.com.
clc.country.	900	in	ns	ns-172-a.gandi.net.
clc.country.	900	in	ns	ns-244-b.gandi.net.
clc.country.	900	in	ns	ns-84-c.gandi.net.
click.country.	900	in	ns	curitiba.ns.porkbun.com.
click.country.	900	in	ns	fortaleza.ns.porkbun.com.
click.country.	900	in	ns	maceio.ns.porkbun.com.
click.country.	900	in	ns	salvador.ns.porkbun.com.
clu.country.	900	in	ns	ns1.hiddenstate.xyz.
clu.country.	900	in	ns	ns2.hiddenstate.xyz.
club.country.	900	in	ns	ns1.hiddenstate.xyz.
club.country.	900	in	ns	ns2.hiddenstate.xyz.
cm.country.	900	in	ns	ns1.hiddenstate.xyz.
cm.country.	900	in	ns	ns2.hiddenstate.xyz.
cma.country.	900	in	ns	ns1.101domain.com.
cma.country.	900	in	ns	ns2.101domain.com.
cma.country.	900	in	ns	ns5.101domain.com.
cmaawards.country.	900	in	ns	ns1.101domain.com.
cmaawards.country.	900	in	ns	ns2.101domain.com.
cmaawards.country.	900	in	ns	ns5.101domain.com.
cmafest.country.	900	in	ns	ns1.101domain.com.
cmafest.country.	900	in	ns	ns2.101domain.com.
cmafest.country.	900	in	ns	ns5.101domain.com.
cmamusicfest.country.	900	in	ns	ns1.101domain.com.
cmamusicfest.country.	900	in	ns	ns2.101domain.com.
cmamusicfest.country.	900	in	ns	ns5.101domain.com.
cmaworld.country.	900	in	ns	ns1.101domain.com.
cmaworld.country.	900	in	ns	ns2.101domain.com.
cmaworld.country.	900	in	ns	ns5.101domain.com.
cms.country.	900	in	ns	ns1.hiddenstate.xyz.
cms.country.	900	in	ns	ns2.hiddenstate.xyz.
cn.country.	900	in	ns	ns1.hiddenstate.xyz.
cn.country.	900	in	ns	ns2.hiddenstate.xyz.
co.country.	900	in	ns	ns1.hiddenstate.xyz.
co.country.	900	in	ns	ns2.hiddenstate.xyz.
coast.country.	900	in	ns	ns1081.ui-dns.com.
coast.country.	900	in	ns	ns1113.ui-dns.org.
coast.country.	900	in	ns	ns1124.ui-dns.de.
coast.country.	900	in	ns	ns1126.ui-dns.biz.
coastarica.country.	900	in	ns	ns1.hiddenstate.xyz.
coastarica.country.	900	in	ns	ns2.hiddenstate.xyz.
cob.country.	900	in	ns	ns1.hiddenstate.xyz.
cob.country.	900	in	ns	ns2.hiddenstate.xyz.
cockedandloaded.country.	900	in	ns	ns1kwy.name.com.
cockedandloaded.country.	900	in	ns	ns2bkr.name.com.
cockedandloaded.country.	900	in	ns	ns3cqz.name.com.
cockedandloaded.country.	900	in	ns	ns4cpw.name.com.
cod.country.	900	in	ns	ns1.hiddenstate.xyz.
cod.country.	900	in	ns	ns2.hiddenstate.xyz.
codex.country.	900	in	ns	ns1.hiddenstate.xyz.
codex.country.	900	in	ns	ns2.hiddenstate.xyz.
cof.country.	900	in	ns	ns1.hiddenstate.xyz.
cof.country.	900	in	ns	ns2.hiddenstate.xyz.
coffeecapsules.country.	900	in	ns	ns1.hiddenstate.xyz.
coffeecapsules.country.	900	in	ns	ns2.hiddenstate.xyz.
cog.country.	900	in	ns	ns1.hiddenstate.xyz.
cog.country.	900	in	ns	ns2.hiddenstate.xyz.
coins.country.	900	in	ns	dns1.registrar-servers.com.
coins.country.	900	in	ns	dns2.registrar-servers.com.
cointelegraph.country.	900	in	ns	ns1.hiddenstate.xyz.
cointelegraph.country.	900	in	ns	ns2.hiddenstate.xyz.
col.country.	900	in	ns	ns1.hiddenstate.xyz.
col.country.	900	in	ns	ns2.hiddenstate.xyz.
collectable.country.	900	in	ns	ns1.hiddenstate.xyz.
collectable.country.	900	in	ns	ns2.hiddenstate.xyz.
collectible.country.	900	in	ns	ns1.hiddenstate.xyz.
collectible.country.	900	in	ns	ns2.hiddenstate.xyz.
coloradorapids.country.	900	in	ns	ns1.hiddenstate.xyz.
coloradorapids.country.	900	in	ns	ns2.hiddenstate.xyz.
comfortplex.country.	900	in	ns	ns33.domaincontrol.com.
comfortplex.country.	900	in	ns	ns34.domaincontrol.com.
comic.country.	900	in	ns	ns.checkdomain.de.
comic.country.	900	in	ns	ns2.checkdomain.de.
comosedice.country.	900	in	ns	ns1.hiddenstate.xyz.
comosedice.country.	900	in	ns	ns2.hiddenstate.xyz.
concept.country.	900	in	ns	ns1.vercel-dns.com.
concept.country.	900	in	ns	ns2.vercel-dns.com.
conflux.country.	900	in	ns	ns1.hiddenstate.xyz.
conflux.country.	900	in	ns	ns2.hiddenstate.xyz.
connect.country.	900	in	ns	ns1.hiddenstate.xyz.
connect.country.	900	in	ns	ns2.hiddenstate.xyz.
connection.country.	900	in	ns	ns1.hiddenstate.xyz.
connection.country.	900	in	ns	ns2.hiddenstate.xyz.
connectto.country.	900	in	ns	ns03.domaincontrol.com.
connectto.country.	900	in	ns	ns04.domaincontrol.com.
consensus.country.	900	in	ns	ns1.hiddenstate.xyz.
consensus.country.	900	in	ns	ns2.hiddenstate.xyz.
consensys.country.	900	in	ns	ns1.hiddenstate.xyz.
consensys.country.	900	in	ns	ns2.hiddenstate.xyz.
continentalarmy.country.	900	in	ns	katelyn.ns.cloudflare.com.
continentalarmy.country.	900	in	ns	tate.ns.cloudflare.com.
converse.country.	900	in	ns	ns1.markmonitor.com.
converse.country.	900	in	ns	ns2.markmonitor.com.
converse.country.	900	in	ns	ns3.markmonitor.com.
converse.country.	900	in	ns	ns4.markmonitor.com.
converse.country.	900	in	ns	ns5.markmonitor.com.
converse.country.	900	in	ns	ns6.markmonitor.com.
converse.country.	900	in	ns	ns7.markmonitor.com.
coo.country.	900	in	ns	ns1.hiddenstate.xyz.
coo.country.	900	in	ns	ns2.hiddenstate.xyz.
cookie.country.	900	in	ns	ns.cookie.country.
coolcloudhome.country.	900	in	ns	ns23.domaincontrol.com.
coolcloudhome.country.	900	in	ns	ns24.domaincontrol.com.
coolcloudhvac.country.	900	in	ns	ns23.domaincontrol.com.
coolcloudhvac.country.	900	in	ns	ns24.domaincontrol.com.
cop.country.	900	in	ns	ns1.hiddenstate.xyz.
cop.country.	900	in	ns	ns2.hiddenstate.xyz.
coq.country.	900	in	ns	ns1.hiddenstate.xyz.
coq.country.	900	in	ns	ns2.hiddenstate.xyz.
cor.country.	900	in	ns	ns1.hiddenstate.xyz.
cor.country.	900	in	ns	ns2.hiddenstate.xyz.
coral-cantabile.country.	900	in	ns	ns1.hiddenstate.xyz.
coral-cantabile.country.	900	in	ns	ns2.hiddenstate.xyz.
coro-la-acerita.country.	900	in	ns	ns1.hiddenstate.xyz.
coro-la-acerita.country.	900	in	ns	ns2.hiddenstate.xyz.
cos.country.	900	in	ns	ns1.hiddenstate.xyz.
cos.country.	900	in	ns	ns2.hiddenstate.xyz.
cosmic.country.	900	in	ns	curitiba.ns.porkbun.com.
cosmic.country.	900	in	ns	fortaleza.ns.porkbun.com.
cosmic.country.	900	in	ns	maceio.ns.porkbun.com.
cosmic.country.	900	in	ns	salvador.ns.porkbun.com.
cosmos.country.	900	in	ns	ns1.hosting.reg.ru.
cosmos.country.	900	in	ns	ns2.hosting.reg.ru.
cot.country.	900	in	ns	ns1.hiddenstate.xyz.
cot.country.	900	in	ns	ns2.hiddenstate.xyz.
couch.country.	900	in	ns	dns1.registrar-servers.com.
couch.country.	900	in	ns	dns2.registrar-servers.com.
country.	0	in	nsec3param	1 0 0 -
country.	0	in	rrsig	NSEC3PARAM 13 1 0 20250926000809 20250827000809 9551 country. I1cisamvwSGp1nsA8joWKkG439JKpk4ieO6UeDlApCA4iZL+j2ygTxxNks2kDTrimKMcDmdS3AxHhtPYZdDVHQ==
country.	172800	in	ns	ns01.trs-dns.com.
country.	172800	in	ns	ns01.trs-dns.info.
country.	172800	in	ns	ns01.trs-dns.net.
country.	172800	in	ns	ns01.trs-dns.org.
country.	172800	in	rrsig	NS 13 1 172800 20250926000809 20250827000809 9551 country. NaUaXbdpfUZZVdDyksaW0qMUJiNcAn+c6F321I5lgV80PEDLpMKQVq5XVL5lkQ5fElOSaLYMY8Ca/URvPJngJA==
country.	900	in	dnskey	256 3 13 b9lx3RU4zSOXQ56kGM8NFMY5yXaExhwLtU0r4aCsR29uS/ugH6UGNhRCfT9NVmpWH8/pFjqixWqb8QetuLrJVA==
country.	900	in	dnskey	257 3 13 nQFBzv0lwVlSYcARv6pBhk6mkFid1BYzYaLVC28pD1YDU3S5EqWqZ7RaGaNeDPA1DNUe7k1dJ9PjS+T1aN1Ocg==
country.	900	in	rrsig	DNSKEY 13 1 900 20250926000809 20250827000809 28436 country. l8LGTWrDBgmcmDCVGxrK1E5tCWG5wBVV8uYWtVuJC/DoThQ0ZR63H+NdU+2KR0FdxSQPVgVFRwnJuI4mR0paMA==
country.	900	in	rrsig	DNSKEY 13 1 900 20250926000809 20250827000809 9551 country. xTfKitnjIkUf7bgra1KAUslUY8dIRH33uxRStNmp+GBU1Xgib60ALL1F0sSEtzK0O1svg3O/yzg8ZfHWDiPegw==
country.	900	in	rrsig	SOA 13 1 900 20250926000809 20250827000809 9551 country. P2hChdyeWB5zX6GQsK52L8BwS07/3XQTaFsoQ3/vz9X6Qj5Ll0WujCZEj1savCYZ2NASMNmkFG0RQugx3Y0BcA==
countrycruise.country.	900	in	ns	ns.udag.de.
countrycruise.country.	900	in	ns	ns.udag.net.
countrycruise.country.	900	in	ns	ns.udag.org.
countrymusicassociation.country.	900	in	ns	ns1.101domain.com.
countrymusicassociation.country.	900	in	ns	ns2.101domain.com.
countrymusicassociation.country.	900	in	ns	ns5.101domain.com.
countrymusiccruise.country.	900	in	ns	ns.udag.de.
countrymusiccruise.country.	900	in	ns	ns.udag.net.
countrymusiccruise.country.	900	in	ns	ns.udag.org.
coupons.country.	900	in	ns	jocelyn.ns.cloudflare.com.
coupons.country.	900	in	ns	kanye.ns.cloudflare.com.
cow.country.	900	in	ns	ns1.hiddenstate.xyz.
cow.country.	900	in	ns	ns2.hiddenstate.xyz.
cox.country.	900	in	ns	ns1.hiddenstate.xyz.
cox.country.	900	in	ns	ns2.hiddenstate.xyz.
coy.country.	900	in	ns	ns1.hiddenstate.xyz.
coy.country.	900	in	ns	ns2.hiddenstate.xyz.
coywolf.country.	900	in	ds	2371 13 2 1AFB1B2C076C6675FD1445F494BC1BB4DCC9F9EE5C77F2DAF8DAAF989DF8E403
coywolf.country.	900	in	ns	abby.ns.cloudflare.com.
coywolf.country.	900	in	ns	jerome.ns.cloudflare.com.
coywolf.country.	900	in	rrsig	DS 13 2 900 20250926000809 20250827000809 9551 country. vUWb1xBnr7uHv9svkXj5fSEfGFWR5ofcb5hylc8agZmO4GAvtT0xCTo7NuoogasFAE0gflfxlKDJ5DJrqjt+MA==
coz.country.	900	in	ns	ns1.hiddenstate.xyz.
coz.country.	900	in	ns	ns2.hiddenstate.xyz.
cp.country.	900	in	ns	ns1.hiddenstate.xyz.
cp.country.	900	in	ns	ns2.hiddenstate.xyz.
cpa.country.	900	in	ns	ns1.hiddenstate.xyz.
cpa.country.	900	in	ns	ns2.hiddenstate.xyz.
cpc.country.	900	in	ns	ns1.hiddenstate.xyz.
cpc.country.	900	in	ns	ns2.hiddenstate.xyz.
cpr.country.	900	in	ns	ns1.hiddenstate.xyz.
cpr.country.	900	in	ns	ns2.hiddenstate.xyz.
cps.country.	900	in	ns	ns1.hiddenstate.xyz.
cps.country.	900	in	ns	ns2.hiddenstate.xyz.
cpu.country.	900	in	ns	ns1.hiddenstate.xyz.
cpu.country.	900	in	ns	ns2.hiddenstate.xyz.
cq.country.	900	in	ns	ns1.hiddenstate.xyz.
cq.country.	900	in	ns	ns2.hiddenstate.xyz.
cr.country.	900	in	ns	ns1.hiddenstate.xyz.
cr.country.	900	in	ns	ns2.hiddenstate.xyz.
crackerbarrel.country.	900	in	ns	ns07.domaincontrol.com.
crackerbarrel.country.	900	in	ns	ns08.domaincontrol.com.
crackerbarreloldcountrystore.country.	900	in	ns	ns31.domaincontrol.com.
crackerbarreloldcountrystore.country.	900	in	ns	ns32.domaincontrol.com.
craps.country.	900	in	ns	ns1.hiddenstate.xyz.
craps.country.	900	in	ns	ns2.hiddenstate.xyz.
crazydomains.country.	900	in	ns	ns1.crazydomains.com.
crazydomains.country.	900	in	ns	ns2.crazydomains.com.
creative.country.	900	in	ns	ns1cmt.name.com.
creative.country.	900	in	ns	ns2fjz.name.com.
creative.country.	900	in	ns	ns3dgj.name.com.
creative.country.	900	in	ns	ns4fpy.name.com.
creekroad.country.	900	in	ns	ns33.domaincontrol.com.
creekroad.country.	900	in	ns	ns34.domaincontrol.com.
crm.country.	900	in	ns	ns1.afternic.com.
crm.country.	900	in	ns	ns2.afternic.com.
cro.country.	900	in	ns	ns1.hiddenstate.xyz.
cro.country.	900	in	ns	ns2.hiddenstate.xyz.
cross.country.	900	in	ns	rob.ns.cloudflare.com.
cross.country.	900	in	ns	sara.ns.cloudflare.com.
cru.country.	900	in	ns	ns1.hiddenstate.xyz.
cru.country.	900	in	ns	ns2.hiddenstate.xyz.
cry.country.	900	in	ns	ns1.hiddenstate.xyz.
cry.country.	900	in	ns	ns2.hiddenstate.xyz.
crypthulhu.country.	900	in	ns	ns1.hiddenstate.xyz.
crypthulhu.country.	900	in	ns	ns2.hiddenstate.xyz.
crypto.country.	900	in	ns	george.ns.cloudflare.com.
crypto.country.	900	in	ns	jule.ns.cloudflare.com.
cryptocowboy.country.	900	in	ns	ns07.domaincontrol.com.
cryptocowboy.country.	900	in	ns	ns08.domaincontrol.com.
cryptoinsider.country.	900	in	ns	ns1.hiddenstate.xyz.
cryptoinsider.country.	900	in	ns	ns2.hiddenstate.xyz.
cryptokitties.country.	900	in	ns	ns1.hiddenstate.xyz.
cryptokitties.country.	900	in	ns	ns2.hiddenstate.xyz.
cs.country.	900	in	ns	ns1.hiddenstate.xyz.
cs.country.	900	in	ns	ns2.hiddenstate.xyz.
css.country.	900	in	ns	ns1.hiddenstate.xyz.
css.country.	900	in	ns	ns2.hiddenstate.xyz.
ct.country.	900	in	ns	ns1.hiddenstate.xyz.
ct.country.	900	in	ns	ns2.hiddenstate.xyz.
cto.country.	900	in	ns	ns13.domaincontrol.com.
cto.country.	900	in	ns	ns14.domaincontrol.com.
ctr.country.	900	in	ns	ns1.hiddenstate.xyz.
ctr.country.	900	in	ns	ns2.hiddenstate.xyz.
cu.country.	900	in	ns	ns1.hiddenstate.xyz.
cu.country.	900	in	ns	ns2.hiddenstate.xyz.
cua.country.	900	in	ns	ns1.hiddenstate.xyz.
cua.country.	900	in	ns	ns2.hiddenstate.xyz.
cub.country.	900	in	ns	ns1.hiddenstate.xyz.
cub.country.	900	in	ns	ns2.hiddenstate.xyz.
cuc.country.	900	in	ns	ns1.hiddenstate.xyz.
cuc.country.	900	in	ns	ns2.hiddenstate.xyz.
cud.country.	900	in	ns	ns1.hiddenstate.xyz.
cud.country.	900	in	ns	ns2.hiddenstate.xyz.
cue.country.	900	in	ns	ns1.hiddenstate.xyz.
cue.country.	900	in	ns	ns2.hiddenstate.xyz.
cuevana3.country.	900	in	ns	dns101.registrar-servers.com.
cuevana3.country.	900	in	ns	dns102.registrar-servers.com.
cultdao.country.	900	in	ns	ns1.hiddenstate.xyz.
cultdao.country.	900	in	ns	ns2.hiddenstate.xyz.
cum.country.	900	in	ns	ns1.hiddenstate.xyz.
cum.country.	900	in	ns	ns2.hiddenstate.xyz.
cumulus.country.	900	in	ns	dns1.name-services.com.
cumulus.country.	900	in	ns	dns2.name-services.com.
cumulus.country.	900	in	ns	dns3.name-services.com.
cumulus.country.	900	in	ns	dns4.name-services.com.
cumulus.country.	900	in	ns	dns5.name-services.com.
cup.country.	900	in	ns	ns1.hiddenstate.xyz.
cup.country.	900	in	ns	ns2.hiddenstate.xyz.
cupraofficial.country.	900	in	ns	ns1.gedas.es.
cupraofficial.country.	900	in	ns	ns2.gedas.es.
cur.country.	900	in	ns	ns1.hiddenstate.xyz.
cur.country.	900	in	ns	ns2.hiddenstate.xyz.
cut.country.	900	in	ns	ns1.hiddenstate.xyz.
cut.country.	900	in	ns	ns2.hiddenstate.xyz.
cv.country.	900	in	ns	ns1.hiddenstate.xyz.
cv.country.	900	in	ns	ns2.hiddenstate.xyz.
cvt.country.	900	in	ns	ns1.hiddenstate.xyz.
cvt.country.	900	in	ns	ns2.hiddenstate.xyz.
cw.country.	900	in	ns	ns1.hiddenstate.xyz.
cw.country.	900	in	ns	ns2.hiddenstate.xyz.
cwm.country.	900	in	ns	ns1.hiddenstate.xyz.
cwm.country.	900	in	ns	ns2.hiddenstate.xyz.
cx.country.	900	in	ns	ns1.hiddenstate.xyz.
cx.country.	900	in	ns	ns2.hiddenstate.xyz.
cy.country.	900	in	ns	ns1.hiddenstate.xyz.
cy.country.	900	in	ns	ns2.hiddenstate.xyz.
cyber.country.	900	in	ns	aaron.ns.cloudflare.com.
cyber.country.	900	in	ns	jo.ns.cloudflare.com.
cyberstar.country.	900	in	ns	ns1.hiddenstate.xyz.
cyberstar.country.	900	in	ns	ns2.hiddenstate.xyz.
cym.country.	900	in	ns	ns1.dreamhost.com.
cym.country.	900	in	ns	ns2.dreamhost.com.
cym.country.	900	in	ns	ns3.dreamhost.com.
cysmos.country.	900	in	ds	51082 8 2 6C8213A79DB8140351905BFA6A81878635E9EE033EB702C3DE0AEA8BF5752216
cysmos.country.	900	in	ns	ns1.netim.net.
cysmos.country.	900	in	ns	ns2.netim.net.
cysmos.country.	900	in	ns	ns3.netim.net.
cysmos.country.	900	in	rrsig	DS 13 2 900 20250926000809 20250827000809 9551 country. kjDFkUSlYdqfFwl1XW05D1JkGISvRUFw6I19T9DLaMCw1ZPHMoPoTwz6FKOHliB1XFGTjRewMda5yLbc/QYpTA==
cyza.country.	900	in	ns	ns1.netim.net.
cyza.country.	900	in	ns	ns2.netim.net.
cyza.country.	900	in	ns	ns3.netim.net.
cyza.country.	900	in	ns	ns4.netim.net.
cyza.country.	900	in	ns	ns5.netim.net.
cz.country.	900	in	ns	ns1.hiddenstate.xyz.
cz.country.	900	in	ns	ns2.hiddenstate.xyz.
czechia.country.	900	in	ns	ns1.atom.com.
czechia.country.	900	in	ns	ns2.atom.com.
d.country.	900	in	ns	ns1.hiddenstate.xyz.
d.country.	900	in	ns	ns2.hiddenstate.xyz.
d0.country.	900	in	ns	ns1.hiddenstate.xyz.
d0.country.	900	in	ns	ns2.hiddenstate.xyz.
d1.country.	900	in	ns	ns1.hiddenstate.xyz.
d1.country.	900	in	ns	ns2.hiddenstate.xyz.
d2.country.	900	in	ns	ns1.hiddenstate.xyz.
d2.country.	900	in	ns	ns2.hiddenstate.xyz.
d3.country.	900	in	ns	ns1.hiddenstate.xyz.
d3.country.	900	in	ns	ns2.hiddenstate.xyz.
d4.country.	900	in	ns	ns1.hiddenstate.xyz.
d4.country.	900	in	ns	ns2.hiddenstate.xyz.
