quebec.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2512271737 7200 7200 604800 900
019vi77jes52mh3h7uplhsaqb7ptc83i.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. jrxyvb+5+7FN9ovtfuQk5uHL+J/EJas0DxIv1TbVn+Vdoa1WJA/+Mv2tQ6x7lYRHBJcloC31c/5t1GerfmGVY0+DmgWAcpSoosQHw4Y51NVDK9v3EIzHVmx91RZnYdsAdjS+Lbod080NY3rcLVpIXaSe0INwqvTiwlejaoiol4lxYoiB+QXu0Pmz7PGKX+avgMjb7oYgCyIDqS7D4yHQ6g==
01jlq566f75t9cfbbh1u3d4r7khv3mp0.quebec.	43200	in	nsec3	1 0 0 - 01QSS0F32HR6BGT6UJSNE4SDQC560E6L NS
01jlq566f75t9cfbbh1u3d4r7khv3mp0.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. 0UPqzWNwG0jzr8fPVyIOUOTZ4oRxUIV0Xh0T0q4c7gEedtQKFeEJcR+TZFgWGpO2hly/Hq2a77+aMTs6Jn+I6lZKqXhLy6WOMBPXfyoOL9GeX+A+CPxMTjeBSAqDHJixXaD7DP/bJiFDTW0I0RR5BhzXwYGic0SKK7rzmfGI5IcZIg2Xv0JERmQdLmptbm/cxf9oPh4fsDlixvoTrqrg6w==
01qss0f32hr6bgt6ujsne4sdqc560e6l.quebec.	43200	in	nsec3	1 0 0 - 025M539FI3GI75EC8FIKBL0FUUTSCFPI NS
01qss0f32hr6bgt6ujsne4sdqc560e6l.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. Ca2xM1NaDrPfWXDizB6ZPAaevOwdH/GCshQagPBzTP+zRpTWy0H6qMXLlKzytnd/OYwNeMi5IKqIPbHyxdJJOE/Zyta1rSleTPlNkZ7vJncluJpj9dkbXBkDO2ph2HQHZY3zuDSiZjIqLF33JRr15tNgV949Yv3G2qAtelIGeM6PJVdiSEa9x9xbxbHn3YA6UB0pxHeWKHCgjPWHW0IneA==
025m539fi3gi75ec8fikbl0fuutscfpi.quebec.	43200	in	nsec3	1 0 0 - 02687NIEKN4GJQSLFC1F57A8FN0Q79UO NS
025m539fi3gi75ec8fikbl0fuutscfpi.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. n8YxmQY9kZywCywWnC6PCm4LDtiZ5Byt52WJ8vTeD2lSQYE2tfMOHTEtAx1IYGfVmHHv8PcLfZz++IAkVQGXUezEqp289NFD4Q+jrAXhvZF6y6E1QJyfllryQLBkMKeDaDBGZOVjU7ou/QIcnoFzuWsdSFT/X4i7ZFFFwak5Jay0DX6d2GRZ87KfHBU36G1aKAMXFZWFCae+5dS3rTm4Mw==
02687niekn4gjqslfc1f57a8fn0q79uo.quebec.	43200	in	nsec3	1 0 0 - 026F7PM9DE5KALMHKF41DE1912AVTNOU NS
02687niekn4gjqslfc1f57a8fn0q79uo.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. pmLWCVPqi39s+S55Zq5Zl1y5dO3dMrjS6bG6AqtVTrzJw/iDNAISzv/EXHDfLGCrgAkf8dh/ASIbM6Qs7HUpMYG0iJ1nRG7WRb1DNYiUHXVoy8jh4vqEwgSPrcY1p88cRs9cJ0PqzdGsTn5YKTwwymRx1VQA8QymMEehbftVWX5317vpYQS1D1GT6DJFhSm0lbM5Hj5nVsiRC6/rzWgBIQ==
026f7pm9de5kalmhkf41de1912avtnou.quebec.	43200	in	nsec3	1 0 0 - 029LISAHDTP14SIVDP327BNG8JHSBJDH NS
026f7pm9de5kalmhkf41de1912avtnou.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. MI+xthsextPGK/IihX7uiUh5YEoaxg3ADckm5WWhGPMadbiEif2KCaJJCORsUpyXj85HyEQXBhv4rBNYavOVhgWSreIW6IxYTqKZCHVrZ4tNHob6oLqEOeHnDnTGoDBpGmNlb4RXO0rNX0cUP3Gdv3sJBdCzuQ+miOVfdRUmlJKTCz4LZuZDAY4jWGlC9RKhbgtymLCi5vo0Bh2iOB5ceQ==
029lisahdtp14sivdp327bng8jhsbjdh.quebec.	43200	in	nsec3	1 0 0 - 02B5E4E1S3OGPSRVR8RP9D5INN2H68MS NS
029lisahdtp14sivdp327bng8jhsbjdh.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. sdcRHKsyeXHN+zlohr+TNDtQLuFlvs0BYNt/JUM0xXzS7+B6Qks9PZVqmGuTFfPaySd2iwNW0G6UkQsF9Jea2uEMXJ7BXDyVWqMhdchD/fRJHFpHOYhyTkDrhVgHa8cwToMMrGrE+FpC8LggrZu9yOs0wVSmIhRuB/Eqq54hTyG4HkiNO0KkJkiPfFERpO9uynliruoGbav5hgmvOyf1SA==
02b5e4e1s3ogpsrvr8rp9d5inn2h68ms.quebec.	43200	in	nsec3	1 0 0 - 02BEDRIP56CTQP89LNH79SO5RUM0T4KD NS
02b5e4e1s3ogpsrvr8rp9d5inn2h68ms.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. bo/+zbX6yByW7QTeUjRmqJPZgs5A7gCTRvVo6kE8Hvo7upWrfl3DbxUCSpsxf1CC0XWHuzTnFmGlciYrwCCgifwxhG7itjSFFrR9C7RXqQpZScmJFQZXocKlXqYegAFfSvusK5hPgHuwWd01Wccso49m7TUkjnVsV251HiHyCk4gsb6s2mrCD+Lj+88/MByJAnSudOubF3FjDZd6vkmX2Q==
02bedrip56ctqp89lnh79so5rum0t4kd.quebec.	43200	in	nsec3	1 0 0 - 02DI8U779FQ1QJACNI3BI1IPPP3LOU50 NS
02bedrip56ctqp89lnh79so5rum0t4kd.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. I73sGJCOVxpS2unkshsVInMaOtiEa8YuprylM6JZNwsw9KJgW3czxq5uwK96IZiuGq9EDvUNHbrn84zK1RkYXKLg16SKpNluxWdZOTnh8OgTXCjyXH7a4xsIJL7fVQWjvIuBZyY6ZZNFYboxb4tI//c9hNdq2qzVm3WP765bAvyHlEXRprpRVJR+v9bgsoGK5g0OyWu5CJlZeKKuGgj7qQ==
02di8u779fq1qjacni3bi1ippp3lou50.quebec.	43200	in	nsec3	1 0 0 - 02EVMULCABPN2L19S7PSNRIPGTK3TQ6G NS
02di8u779fq1qjacni3bi1ippp3lou50.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. kjB8MXlELiVeTzQrsJgecUAAIuyvWuuGMfO1ZlRC9hrgoeOazUexBeXKeA7hjKJIoBiEPZrdIflmsHpRJhZpHBjB4WUvZ64e3KtMIpGhvWq85qH6ZA9Xi5ZzajcnXMuWIJJzj16qq9s2Ur/dJU4vjHiogg5i70uL0LtVch7GtHnIxy1gCY8ltrCmkLfIcW1xq1wElpOr0DWCVUdXecLxDw==
02evmulcabpn2l19s7psnripgtk3tq6g.quebec.	43200	in	nsec3	1 0 0 - 02JH5PC3GL3BO167POHKR3J6BLFFCKN1 NS
02evmulcabpn2l19s7psnripgtk3tq6g.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. QkK5wCSjXNLhGImc3/fHhiiNDR3fJfkpUgMb+ZpcijnsTAIbSorL+OT2KN1JH6sJi6a2gjbQO78RkPEmU4Jz8UJsM6BTFS7p4eNSe+sB4ktWRyuwGbzZWxSmX0hJgpftiX3HT1yH9nMymXZu2ct61rbC9odeYA7JPsQdL71Sq0FFP8AMbeRNol3/59TCpEBDFciXQAZWE5XLn8qeWxYeog==
02jh5pc3gl3bo167pohkr3j6blffckn1.quebec.	43200	in	nsec3	1 0 0 - 02KPOLNJRL0GAUFJCIP7UO3EO2RT8UMB NS
02jh5pc3gl3bo167pohkr3j6blffckn1.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. YS44cu+9OI1WbJhfBpy/cvCxRpd2NyVEdu2RVclkuOCWhwNkws72KUr0ALJqeK7dY7MNsHM2eZw4gwn3gCGUUH4SQ4K5LSHE7NJ8ukJATFxU1bOnExjkPtdkbI/Hepdr6GSNEUV9PRCOcjNnrORzf98vHMvrbnwCCxVqYRf1FLQg0Ml/4J7bGB8W6rxIk70MiaS8tg6G67nvsepycbMTJA==
02kpolnjrl0gaufjcip7uo3eo2rt8umb.quebec.	43200	in	nsec3	1 0 0 - 02L35K8S0CJCJ21E4CSDV1V41M6244MI NS
02kpolnjrl0gaufjcip7uo3eo2rt8umb.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. x9y7DNbpDCrMq1ILOsmX1NLLpsyIYC4KpSv4bsz5ixZMlZiKw3muwRBfaTWpvZaU9PSXpoKV1eGUMGUH7kzE0Up1PWBRilUdsicU/Rdk9g5hkhK/A/aF+h1qc5zO0khEnBQI8NCH1MYpRthMNrGW40jki5fIDajLhpSXJ6BTbi4sblsosbkF9O4UJ6e/dqfcck/VljndGMXnG+7PCEO+og==
02l35k8s0cjcj21e4csdv1v41m6244mi.quebec.	43200	in	nsec3	1 0 0 - 02TF5PF44ESMAUDQDKBTIU8U949AN0L8 NS
02l35k8s0cjcj21e4csdv1v41m6244mi.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. Xpk/2Te1IZpC2sN/Ozr+T8BcSWaLAZAr5I11GOoJAkw65obY23GtubQS/47/KbQkqQZ/eYdreno/4G7erPCeb5OZaMlxyyaHtLUWc8oIA/HWdHYaQCGDtWEuxbs0GFdcE839hjZkrCX9nivvhwyC7XCbk88B4V7Pz3/gY80rtiuC7Hyadybj2zAJ03K60KayshkWPB0qDa/y13yjay6NdQ==
02tf5pf44esmaudqdkbtiu8u949an0l8.quebec.	43200	in	nsec3	1 0 0 - 03CM71A9RPGK5KAH9O9I3AD5RTQ0AL7D NS
02tf5pf44esmaudqdkbtiu8u949an0l8.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. wSQDhDMpdwQgdn1H9hYH8NnT1ll2f6qzO+4noVdMW1/RilVrtitpSZ09TwhBjA5D3/Zip4nE9CED6Bwm5Jv58/wOYuvcqmJQ7lic6o4vfaNgtCTtFbyqsF/bZWQrw2N4S9KG3Jasc1IVbVqcGi+xZlPfC1DzYpNBiRd8z09aTx/KLsIb2cbKwjk0POX/AiNd8aWakJ1oLNeJaBij+jifzA==
03cm71a9rpgk5kah9o9i3ad5rtq0al7d.quebec.	43200	in	nsec3	1 0 0 - 03DT14OJOMTUETMH633Q4LKTMPGKMUA1 NS
03cm71a9rpgk5kah9o9i3ad5rtq0al7d.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. oIoHALT9/lVvyxcbbjQNrSGrxwovw74UAz5rp8BDjzsCZvCpNNEJxqCo+Z30yqHEOSF7jezsEu7WTvDKSG7y3lH0SCi8gdueCcNLBBJbdTgkZ5Or0DDDfkWV0VXDurteQ+gVm6rBC20PFz6e4hK/99L8KOfTalGgYOw/xz3Aa50YE2YgeKzoVb3G4IEI+wSERsBveg17HIyNDsAhDswW4g==
03dt14ojomtuetmh633q4lktmpgkmua1.quebec.	43200	in	nsec3	1 0 0 - 03ERUSGBDC2CBN7OD05AHINT1MMSE9RS NS
03dt14ojomtuetmh633q4lktmpgkmua1.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. sXPAAbwgKuFMQLJC2b6HbidPI8iDHKdfqxxh+ovL9EqSDyawsUPfj8STpRV3hUlUqKjq/kkt72Fuy5rfAUeZ+0O41a1pZD6ZrWZ0EHf3dDccqY9sFISUmSBwb4GiEmVyE6Q2uPgrOMAsb0DptYxmH6Uq106D3tOHRuHlk///VhOHHSMRWgdhG4fmqbqavBjZ2THBfkUxuG3N2Pc2oUOBFA==
03erusgbdc2cbn7od05ahint1mmse9rs.quebec.	43200	in	nsec3	1 0 0 - 03NE3BDS8GSSTDHC958GC67ASU0JTO3T NS
03erusgbdc2cbn7od05ahint1mmse9rs.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. jCjBCENeV/1+Hm9lnlSQMsipF7doP3SJ5hJgKh9evCk59YnzyNSBs4spB3sWVDsBF3H4IYIuhI8ZHaLKbOy/wcUmUP/BA3jUF3EyGWqYCbsZ8lIgWP1X36oogjj9axc8e2RwStgnx2DFT3pYQUFsSVLqQOy6yW25fdrv6NE/oFRSfYSZtm2g8Amm2fq1Eo4iTnzPDtboc0b+TXtYLfazKw==
03ne3bds8gsstdhc958gc67asu0jto3t.quebec.	43200	in	nsec3	1 0 0 - 03U1ILTA58UOTMDCCTNU8SEPUPCLA7G0 NS
03ne3bds8gsstdhc958gc67asu0jto3t.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. vXe2ZE8GvEUgpW9vCxXinSe/vb/uY6D0fUQu33r1yYECFg02nCsdaAKVKYkTRju+Ezr4sMaP8EoLDctdB7aRm9DKZeZ/w6MtPQAspsqcgboap0ZQEcRs/br2oRuzr8JUIH+t5JkVpfCTkMnBrGa8IwlupX0BmNUgSXHmYkfK3ldP75UaEK2z3X0mIm24A6DE3ejwLMjoDj66ppTd6MmOFw==
03u1ilta58uotmdcctnu8sepupcla7g0.quebec.	43200	in	nsec3	1 0 0 - 03UTVBMKV8O0ERDSD7IMDHRCAT399FKD NS
03u1ilta58uotmdcctnu8sepupcla7g0.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. zPlxk4exIfGGnO0F1U7rdaDvsWqi9FH+rOGqH/6OB6bV+oXUbS8lDbIxi6stppQ4r7t4JGZKbSiEC7VkhUhqqxFsLb4YDNpiiFS4HgbG1bay2rZ8l5I+0Y8DSxMHp4yCOXTERHVXbBea6mtmG6ccqhU3/oH7VlEWgGytI5yDhfUDoHtk49sbR1EE77tDVBy/c81nbmuaFfh/5n4vlbSm2w==
03utvbmkv8o0erdsd7imdhrcat399fkd.quebec.	43200	in	nsec3	1 0 0 - 043G5NEUREVED1FTPPURVB5OD13G2APP NS
03utvbmkv8o0erdsd7imdhrcat399fkd.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. TWeApi5rIeK2FA4QiXHed96pkeo89ng/4PwqYOY6DXX6ZjSkOOJrO8dYpn/kdazyEKi858PWDtZffT/Ex1ombyd9js+hvMQ7eEGIaRw7Dv3WxT3mAEXIDt655C5cOhEbzpOcbNGZ6gZPGT9QucwEXzT1CPiquk8brTH1DW9w60ZJVcJqOUaojUz9G2HKJgjFIgGOc4klydKhOAau0Cgs0g==
043g5neureved1ftppurvb5od13g2app.quebec.	43200	in	nsec3	1 0 0 - 0456K99LNSNQIIO76368H7BGSO1QL3UV NS
043g5neureved1ftppurvb5od13g2app.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. KgdkWKUhgLsppbRNAg+70QaLy9WGo2o62kMai1sbJStzldQfBw17Ct1KiMPxRoiJltzPYO30+ofgY3toqPu1pV5EEFjxcwurW4SA9VXbVqwDgF+TYcFqQpkyAkUU0ZplZ6tSioU6C81lqC7wnjmTkKik7VARWvukjW/YgI4IHY9rW2+PM/cDVwXXmi9uM0vhawNVU6E8P2yVcFbdGbXQ0w==
0456k99lnsnqiio76368h7bgso1ql3uv.quebec.	43200	in	nsec3	1 0 0 - 04CPCF3EI1TOFRL9TENH9FO5CRAHSG6C NS
0456k99lnsnqiio76368h7bgso1ql3uv.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. oBUMuXm4oPncoLS/JX8Ddv5EAoJWxnFsA7S3f9IODozPReguZaB7N/b+z4BDoW5muqU1GV9uF6rqWjt+hZOum49gkOdkRczkTwf3cD5Lanx5R2bDeBPV1nJcrWa7MJp+e0cHsnjagmM/k9fH2BMDgtC7xZl/R2HQdJ85oyY8BgZnM6N8ZS5661BHB0GqvyWj48yod2Xss9p+US5MjZY/hw==
04cpcf3ei1tofrl9tenh9fo5crahsg6c.quebec.	43200	in	nsec3	1 0 0 - 04EQSJQPMA5DK5I5MAEOTK620C66S85D NS
04cpcf3ei1tofrl9tenh9fo5crahsg6c.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. J2IAnEOzuovKh0epaUAh6ZiiwPlkW3yfrPKcTspwdxz3LRxyTJzI02J5ufwgiLPqJCGmftIZNW5Kxag4jcHfl5UqmgAEs60eyfKxVpe07oodxZa+jtWDgAp0JTwzzNjJsogLVno5+LfUcUxqpVtCjBsj6F/aQYC3T7hPRpo4PgkanCf99dH7b6NU97JSE5gzW7SWLuNkveur+CCMZk8mtQ==
04eqsjqpma5dk5i5maeotk620c66s85d.quebec.	43200	in	nsec3	1 0 0 - 04ESL4E0B3CD5ICRUS31C1OHDON3QESG NS
04eqsjqpma5dk5i5maeotk620c66s85d.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. CDwkCJp0iFd4XDlUXtKEssR5Vh6mkzC6dqE2ffI01kaqRFuxKECmdQVQeR1Z6tqyOEkx1Z8AzCVDdolWddnqxC28iET6Y2BXZ8kKvyegiE6rNeiwdUrjS03kEt6pc20qw04Dd9xzzztMhg8ay6e8XaSNEfO8H57eDK/U9+z1U0ZYnO/B87buYe6AxpQhgjFcbalNa/kjvX5VShlAYBAD5g==
04esl4e0b3cd5icrus31c1ohdon3qesg.quebec.	43200	in	nsec3	1 0 0 - 04FPFKHBF0MPHPKAKRJ3OLCEATVEIQSC NS
04esl4e0b3cd5icrus31c1ohdon3qesg.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. Eic8maIvunznEynZDGcTSughbRUJXUlPLVwQyW/JVAbU9+SaXwj8moSpMn/dk14L7W33CywFiCWpCesGr7owWdQJxeBYScu1F60qQ6N9nB+b804r6lWnIsBDBD6nNMaISgAGASdCF3BDO+b8YhEh2K+cArnBlAO/qJ4BA2z14aflkl4BCAvN+55HmvEBcQaqkK9PCG7pXaUcxpYS8UZOUw==
04fpfkhbf0mphpkakrj3olceatveiqsc.quebec.	43200	in	nsec3	1 0 0 - 04MA0B2KBKF1A8LSU1SAFB6E8MMCFLMT NS
04fpfkhbf0mphpkakrj3olceatveiqsc.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. lzQRBmMRxRbH9zsuNfFVhNaTisIRr2WlA4WJNoeg6iBGrT8o/A5ziqB1uB+g/WEldmxbJEcDArBCaoTPmAD7R8q9v0BUcSSFMLnC2XP3UaUKzxZvH5PT2NjpuxDmDCCSuZNQgYNxaZi/UH8eQpsDoMIdKIEllJtku2tghxD3ndX+hKSxlBRPJxZD00GlFFKUfsxo4PgvhUxeRM4kYa5LrQ==
04ma0b2kbkf1a8lsu1safb6e8mmcflmt.quebec.	43200	in	nsec3	1 0 0 - 04QHUTTMQ3GTIRNLTFSAUUBVIS9S0H9F NS
04ma0b2kbkf1a8lsu1safb6e8mmcflmt.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. VK+ljk2+V1TfL2IdHfvmT73ss5YIrKWdqUerHZdGqjF9K5Dg6S/giRAhVY9WJnlIVLV33S+6qAOIWAbWRR2u/3Flk5yqGQ/0bfXPfZrpLTpGgSHZoaT62HThE9uZUM44w9MBgs4GEM5koTp5MB7Gy0uUwS+Fnz9hzx+JVZLk9YBt0wA9duOKm0tMEJHVQkk9UADXaCJzgL4loUT6NWX2nw==
04qhuttmq3gtirnltfsauubvis9s0h9f.quebec.	43200	in	nsec3	1 0 0 - 04U1JQ6271BSG7NSINK8N4E9R6SISN4L NS
04qhuttmq3gtirnltfsauubvis9s0h9f.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. IkyZAv89jlKvRQMV08ZZXjVEDTq0RhSimbZ/hZ0GXsRRWKEnj4PlaoFg0GVRczbOyqttjEWGw/KGX78qqNhhCuMYXpxbmJAt6RjbiXZGhFf1FtMI6RjB/AaI73+YbN50NNra+u23PFwQVkOy+XU6WFarbS6JHxIu8pz0aq7G2DED84aM3kRqV+gDFIS7+xcZQoZKgVmPHHzYKp86rI2U1g==
04u1jq6271bsg7nsink8n4e9r6sisn4l.quebec.	43200	in	nsec3	1 0 0 - 052M67GGTQVI966L307IKCDGIITFO6QL NS
04u1jq6271bsg7nsink8n4e9r6sisn4l.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. BIN/1hDKjYZWj8DoiVQwtMaRQSGtOXfKuFoGnyVR73sC96KMaNmrRabY5JnRE0YwHEXukrwI5fvhfiEvvW+373Mqnc8DQ06/BjhMPFCDDg6KvpUJSSPyPrSUhQ2eZu1iNNrdYBxC4g1dhhSDIyLDkmnCs26W1F6coRN3M5XsJkcXG3WARujGfn++uIGM+hrG7PpHNkN50BYaJ7p2+sdjaA==
052m67ggtqvi966l307ikcdgiitfo6ql.quebec.	43200	in	nsec3	1 0 0 - 056NC4UJ19A67E7BEEDJJ8EVUACV94SD NS
052m67ggtqvi966l307ikcdgiitfo6ql.quebec.	43200	in	rrsig	NSEC3 10 2 43200 20260105003046 20251222003046 33447 quebec. O78xRSZ7RtSr0/oOMt+plmV6DHt+ZerzzSLGCE1fl1BB0/yr5s56jUdjNYKkIR+HvIhi6IIgND78AEL4q+KWOdhul0aHwoZLlJBZNUB/hMKPxIu7V9lOA7ihTuuXuuRinYKEmfWqGDLmqTemX4gCaU29H89/L8SDYjYj0I7mw9sZSGvmQfSRFhRrJDExf4SIu0koO8ZMxZRjbRHkDZy3qA==
056nc4uj19a67e7beedjj8evuacv94sd.quebec.	43200	in	nsec3	1 0 0 - 05Q8P9JIA54NRC38PSNCQC6H0OUVLFF6 NS
