zuerich.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 2019132140 900 1800 6048000 3600
0o8e962go4ia9ljq50su5nk54ebrr4ru.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. rrxbdpYFU4eYdPkf2NIjRnWM0jNe/IYn1bvlDnz8LhPLjheoqtBT6cwkkR74rVAo3q3XVhoBuzK78dyI09aneD3JcnMi0HFxXzZhtjmgdA0C4VtCQLx+zzvjmfbZIROYGvwwkl5s8cAlqRzR8HfHGVe1tHoE2zD9mS7QFvGXSbM=
1.zuerich.	3600	in	ns	ns1.dns-parking.com.
1.zuerich.	3600	in	ns	ns2.dns-parking.com.
138uu30rqi4933qorivqdotmdj7fo9v4.zuerich.	900	in	nsec3	1 1 0 - 14HSIDOCSFAP22AKDMUFNIMK84342ADM NS DS RRSIG
138uu30rqi4933qorivqdotmdj7fo9v4.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. lY/37g7zkviVZZ9JpKiLqMgX72TfVqSCIX03E1gWNFWNqSg+ja5s92sL2Wp3c9oRWPMobFdTQ3KK2QQprjkxzN2a5d2IEN0Zai8hAicpmCoNhPXd8ddmaxPtuzb5RdhJL+8Yc/QFcdD7p4RV/40DwoGTWXpHCAQnYutvM7M4xoE=
14hsidocsfap22akdmufnimk84342adm.zuerich.	900	in	nsec3	1 1 0 - 18VGNP1JE183OL5MF1L0L1O2BTSOTBJP NS DS RRSIG
14hsidocsfap22akdmufnimk84342adm.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. W6fru8/U3lGmaTPuVt+NXfDvRW5j+QiunSPdUOCGu9VbWIgKlKe6oVvOQPYfE59yFbWWjL3at8hUEbW5+flJsCxhORS0cYKj5XS9Kwi/uUpslkmkWwMZlA2xrXqrMT0Sas6ikUcu5Fo6s99aRoQzL2kwwA9/LdnnjAb0Y8oPov8=
18vgnp1je183ol5mf1l0l1o2btsotbjp.zuerich.	900	in	nsec3	1 1 0 - 1BNTMI2FNICTHHPPDCAVTO3I39VRE3FJ NS DS RRSIG
18vgnp1je183ol5mf1l0l1o2btsotbjp.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. QQNAaJDk61Lb6DYsq0VsQFMgLJmDSzVRS6SxmCdqY1ByKUWCYQ9A1fx2QaU8wr5vH00487SPm2jPN1s21GQ53vLxZsHVqNrQ/GxmzPf7wdVSrC43GOedCd1WKrD8PD56RK+qu1P0Knk1Yas++E/rwUwxGZm5pZ6xG7mrJMufmRQ=
1bntmi2fnicthhppdcavto3i39vre3fj.zuerich.	900	in	nsec3	1 1 0 - 1HJGH1F6GIBC4DO4TBSCR645I9HHFEGI NS DS RRSIG
1bntmi2fnicthhppdcavto3i39vre3fj.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. wLBOc9QoM5JVVTYI4Xy8t566vxU4ikDo20qUxLr7wqFcu8vnd6PGZSQSLXlE9SYhlHIZbQl7bZCs3WGvPwOd8wKDqFaEAwFH1/yRCpy9JggnpmOlLlb/baVI6HmUGOZMmY0hGGLUYwPIQ7MshpY3vrmfclDAPeLfWyYH1uMh8w8=
1hjgh1f6gibc4do4tbscr645i9hhfegi.zuerich.	900	in	nsec3	1 1 0 - 1HKLC0GA1S0OCC45UT5KF7H9E286G2MA NS DS RRSIG
1hjgh1f6gibc4do4tbscr645i9hhfegi.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. b3H0YnR2I9MzdWk25yl3Id/gj7OsTAHqPgzt1kvo4A/W/5mGIoNlisprosuhTdEyIznmmlHdY7khrYea0hmqxc861udhXJevlLEK07HrJDFC3sgtqXgaRIaQgXmvnyabiF0tMZGl4kK174uVXaHXIgJPJOgiqtzaV3k4wPwX5IA=
1hklc0ga1s0occ45ut5kf7h9e286g2ma.zuerich.	900	in	nsec3	1 1 0 - 1J9H7VCSFUDV9ST8KVKBI4C0I53F2IM5 NS DS RRSIG
1hklc0ga1s0occ45ut5kf7h9e286g2ma.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. v8j+lz6LwzV36tWCn+JhQzwITiC7MThqhWcairNxqccddFLbtyvI5aNtTqxSuCdAEFUQJurPgV/ZnTsMDEjQ5xT74SER696PwN7psStTBxGzKfZc/KQAtd9EEfbmuAE0EbiknRuR4s99jGoj01FP7yPc4covDW9v0R62NFKshJQ=
1j9h7vcsfudv9st8kvkbi4c0i53f2im5.zuerich.	900	in	nsec3	1 1 0 - 1LOGCB9K6GSB1VJSMOI7QG35TJORJ98T NS DS RRSIG
1j9h7vcsfudv9st8kvkbi4c0i53f2im5.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. s09t3cM0KyAX/WnUo5ub3ETHL+wEXJoegqol22vtCpESDKCNhd8OzSUKxhTlSDMc2QMzRv/hWd7wIeA1/beuqwtC4RH2CCTKz82Stjge1dIBe8NAM9PGJY6mKzRzQmBQy9fBm36cXWEFtdRYchIhFsAiHVEtSaikX4KyK0DAT9w=
1logcb9k6gsb1vjsmoi7qg35tjorj98t.zuerich.	900	in	nsec3	1 1 0 - 1M9QBFOIQO8408R0P002NE2PLQONKPLN NS DS RRSIG
1logcb9k6gsb1vjsmoi7qg35tjorj98t.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. Gc1cklFXWCXVvKmGmgfbGSWcibUMAFD10zGVHgh6X1kmBysdOEjpzX3JF87j/PNKuhaisvIwq7AH8YWH51eFH0cV3WORGFcRmuhXYiLm7q5odVrMPdRaSY91TxXsyEynTwObxn0IUiRMcBnqWkg6VzBlRlSH3uBH9s1CPkU5zNQ=
1m9qbfoiqo8408r0p002ne2plqonkpln.zuerich.	900	in	nsec3	1 1 0 - 1NAP62R2R5RTEFQ41RCDOOFO9A9ODHN3 NS DS RRSIG
1m9qbfoiqo8408r0p002ne2plqonkpln.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. oAhpOIgeoPTiQpTrrrYpoibp/v1j2grBcQePjF3IHMzyF8JiBna2lBQpa7L03VLSGVWBJFAIv/arsRXXnaEvY4E9CpX7h/rsIxD3ThY9X+kh+F8N2CKm4G2LEjbwtOBuOkbN1rjrMXGh+A8IdDwyNs5CpteiUriA7GNYg7exY6g=
1nap62r2r5rtefq41rcdoofo9a9odhn3.zuerich.	900	in	nsec3	1 1 0 - 1NPAR299V9TK30OONKAEDIG4JU3LF700 NS DS RRSIG
1nap62r2r5rtefq41rcdoofo9a9odhn3.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. Oqq0SX6+nSGkZlWcB+aBMOz6RmvrnD+Y2REtKjzGpA3aGp8Kx3flPcDqFIlLIClX95gWbzRcioDSAK17n+jOmlaVrYXSZGliIidTMOdoWml7FRcY0HCJQq/5EatXQMDWbLZME4Pv2asM0edANzBcYA6iUoy8t/8Ran4HzikVx8w=
1npar299v9tk30oonkaedig4ju3lf700.zuerich.	900	in	nsec3	1 1 0 - 1OOCUT90OBMUFMD3C7NDVAILB86821UA NS DS RRSIG
1npar299v9tk30oonkaedig4ju3lf700.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. a+9d5FRJ1h0Rf1DrISS1Qin5/PAbPTpJqCXCpiz5mQIznVCMUowAeZI71qT0XW0lLfLTFXjQCf93BMJkL7KjD3aLMmcym5bykJvwXNNXtek0Gl0xrZxSXqh+5XabX99zvOhsi2sGAQtZUnrMszjzDcJni/FP4/fqbzmLYL1Lm90=
1oocut90obmufmd3c7ndvailb86821ua.zuerich.	900	in	nsec3	1 1 0 - 1U7DB1325R3BG55R6S71OV2KD3J568I4 NS DS RRSIG
1oocut90obmufmd3c7ndvailb86821ua.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260211090846 20260112073846 52075 zuerich. DDy6zyRBEcH/ZFcnExS6TZPdoj3gn7dqobuul3FeToXRNaeyDHx5pD+q0ImYVFp47TdDeyqD7Wf1gidzvGycSJX78oS9UO0UZsbhcEgUN7Dd3BUX9ueHit+C9iJF/xY/iOd0eZrxmt55vrd+1yxzwfWUj7X9prjCa/waLVqogV4=
1u7db1325r3bg55r6s71ov2kd3j568i4.zuerich.	900	in	nsec3	1 1 0 - 23KI29O24ENCJ1AMN5R2AFDU314E3K3D NS DS RRSIG
1u7db1325r3bg55r6s71ov2kd3j568i4.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260211090846 20260112073846 52075 zuerich. coP9yUJeNgHGFf/liKEUuKp4bl9z8Udum0ehbVZrK6hv75j7ZwHI1joKoAVgTKskipjQmtvyj4pba7bVsPgGysys8c5+/fOI8Kku547nTjIAUsNAqmeUSXwcdEAaoaWd4R422PQKZ9lTQ8AdFCBviudHQmjR+/TTmC7FPsjc7NQ=
23ki29o24encj1amn5r2afdu314e3k3d.zuerich.	900	in	nsec3	1 1 0 - 276MGRUNCP01OV1VU3GKVVAKFEOU382B NS DS RRSIG
23ki29o24encj1amn5r2afdu314e3k3d.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. a6laLNNf6DoauohRpb6W/cBqIilQdBBYLSRao/0oJe2Ah5iqmd3vpn9B6jDlZItmTVquLRK6sUhKwPb0x8aIAcB71PQA6gIExWeWMekCMPc9uLmZA09DvhP5ojWIENLRmI0UkNKpf0RLMSgh+3n/D4azOcyXOXL3Nqv8+8MVgjs=
276mgruncp01ov1vu3gkvvakfeou382b.zuerich.	900	in	nsec3	1 1 0 - 2BN9DF21Q0OC9GRH98P6QGOAP4F6L9M0 NS DS RRSIG
276mgruncp01ov1vu3gkvvakfeou382b.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. nZGpzGz54ABZTzsk60hzFu3uq4DwKJvUTF5FMpo1Qv4yj1ckRtNxrQUsLG8NniDgKVbFDW0GBrL9lRWy5n1LnHdzmRgAriluMiFHE616sgqRHyUCosp44YbJr/4Jm4MTi4QuxmgK8tHOEMRQPIC3buE8vMrDo/mUzcLFWURY6ZI=
2bn9df21q0oc9grh98p6qgoap4f6l9m0.zuerich.	900	in	nsec3	1 1 0 - 2DKTLKJIRFENBSS9NP3FF0GPVHU7END6 NS DS RRSIG
2bn9df21q0oc9grh98p6qgoap4f6l9m0.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. C2KkCAhgGdtZ8FUsPseJPQVfWvID5/ZkQPAAkLvLAWVPfOYxlDW5k3WsSU1fUMSeGiO3kX+xXSVu//HbdZ7+M1x3IvAHdCHGdh0en9FdtEWp2uU/H7WT+0VoXTT0atDX46YJCAMUjTLcCwZcyVYQAZA1A9J1m1/N0KxYCzzqML0=
2dktlkjirfenbss9np3ff0gpvhu7end6.zuerich.	900	in	nsec3	1 1 0 - 2L1ST8UIOTCRM2DHJ6FFEBMO9QNK7RND NS DS RRSIG
2dktlkjirfenbss9np3ff0gpvhu7end6.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. Gp1Cf3KIATlkh6Zd0S1+mXBa4WF1B+P/m4uUrhHusmeErwXL4YA+/vdEcNjgp2weionYTunKoVm0rNZfw1HNHUBodGLbCnnK4c9f94bkDQhFRERozqTx0q3rdJpSk6tmg9PSK/Bf9XB10AGhYpmzQxVwPtKzzq1Nz09h91lsu6k=
2l1st8uiotcrm2dhj6ffebmo9qnk7rnd.zuerich.	900	in	nsec3	1 1 0 - 2LUPIMHM401DIFU73Q402C80IE442L52 NS DS RRSIG
2l1st8uiotcrm2dhj6ffebmo9qnk7rnd.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. efm+sQBPAr7yRXMboSqlsMysh/XpqBJtEy3eL4lU660FHze3RSi/zR+PeZPMjIzsPUMpmavy1Z/AQqtqueoewXjXiFuBkngeLRIfpX0DnXjY4r6qQSU//fLRenBIlk1jU3jTG5JGcWgn6rpZ/MVLxSw7UnIQmodsXoFIKucN1K0=
2lupimhm401difu73q402c80ie442l52.zuerich.	900	in	nsec3	1 1 0 - 2RSH6C9F7358TALU71Q48M5880S2IDOS NS DS RRSIG
2lupimhm401difu73q402c80ie442l52.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260206101543 20260107084543 52075 zuerich. h3MCRh3NtELEocRhuX/GoxGZhmgUEOVI9QPkfQZylrdJmVJcUclP28bDvvgng2RztqMpxSPVC5D3pfy0d/2Nm4PCJKMm/dtIUB0EpkYZYLF1a4k23bNkmS8CP9MR8QilYvltMid8q2ecT95d8L89MITyIMjfHB3jv6JQSC+61M4=
2rsh6c9f7358talu71q48m5880s2idos.zuerich.	900	in	nsec3	1 1 0 - 347IBUVHJM5LS1LUJS14KE8CSDOGHQKP NS DS RRSIG
2rsh6c9f7358talu71q48m5880s2idos.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260206101543 20260107084543 52075 zuerich. KuDmjUY/eKcuLO9ZuDhvz48mOv4CRzoFJazzrFGq/prFbfWetfx/Oym9IwMfzyE03RpOQZFu0FckeiGpmFulaU/ZKxxOPyCua7GCeXnsrQipKJlcSzlDrpGxr7pplrvJt1gJvsvbWi5Tj0TxZ9gmQpjH6ctNWnv35Sk9NlyQIMQ=
347ibuvhjm5ls1lujs14ke8csdoghqkp.zuerich.	900	in	nsec3	1 1 0 - 35RG84UPJQ1LUAH0NRVOKVS2R7K4QV4I NS DS RRSIG
347ibuvhjm5ls1lujs14ke8csdoghqkp.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. sb2yWP48OZPJz3pNQjnf2Am0wt/Xhe+HjzhuXcrDmzHlaYUABYSeiQpiR7/hjsaz53LRqELlx7Mlq25Bb2PI8LLc0rFKezzg+5TDfknKtoQoYy02jS/JcGL2TAZBRlMQPK++Rbw+zn0OTxtSd3r0tQYllTVXREBJJ3lYIQMXz+Y=
35rg84upjq1luah0nrvokvs2r7k4qv4i.zuerich.	900	in	nsec3	1 1 0 - 36OAGNEEK0O90HE2RM7LT1KLFG326GEN NS DS RRSIG
35rg84upjq1luah0nrvokvs2r7k4qv4i.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. GG4vRWCm+5+aPdApLwUYvhG0i/1raVZ/pmujyyuogo8ueCDUfeWjuV9HQV7tJ7d91PBPr3CFt36Ho1cCMc2E8iLPXi5fIJoZ6Zpp2oC/fnlxXS7knK02tAYB01rQ6iFSZKHeKHSYGsNXt1hdmxUnbxU/LVmw9pPqmc+3cGpRr84=
36oagneek0o90he2rm7lt1klfg326gen.zuerich.	900	in	nsec3	1 1 0 - 3BHNBT6LJG35R3UBN62LAANBN0487TBG NS DS RRSIG
36oagneek0o90he2rm7lt1klfg326gen.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260217095424 20260118082424 52075 zuerich. QrVVCXfjc6JjPxPEp5VTN7ecoYakLSV9ZEUpqkkRoWTIMDsDTAs4ePGEZ63QPTwjafqhJrMu7uSLhMsdYxAEqrRh4FBI0gY24sIdfmd9yw7QwhOmvzMsFYN32Q069SWGIJnQN9J1Vjkvt8ClBEiGgsLenNzWhBna/2aGKCxz6aY=
3bhnbt6ljg35r3ubn62laanbn0487tbg.zuerich.	900	in	nsec3	1 1 0 - 3F5BJJMK4K6R0E2K7HMOVLF12GG32UPH NS DS RRSIG
3bhnbt6ljg35r3ubn62laanbn0487tbg.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260217095424 20260118082424 52075 zuerich. rvo/7c4Ii+z9lkiIE9Cloi9LzFkF4p7BJ1KKZ8+lG3fMFrUApQXg/P4+dnVE856LjFu3T4Pu9p69dE55fAA/tTEf9RUfG0JXp/KRvJMAd/4LNRos3+6yQG5JLYZd8m7wBlEoGljMgh9czuMZz+jOn6t5gq09K9b36w7SS21Vk2c=
3f5bjjmk4k6r0e2k7hmovlf12gg32uph.zuerich.	900	in	nsec3	1 1 0 - 43OBK4SHVEDLL92FTDJD2LCMRURIJLHT NS DS RRSIG
3f5bjjmk4k6r0e2k7hmovlf12gg32uph.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. JPDe3OUz/gJtsw6gnniWkKFZE0xmzHP0cEi9m6rR+AukQMz9iCGYlCUFIbqChTF2tFwyIJA25dfCwrxJIAfi2QlO1fzJ7nHl8h2Tv3lo3PiXfsR06PElXKwMfwvVEYcBwnKq0mFBNUc1i7rP+HvWp6Wbzg5RHUSvuJ6Nv7EiPyY=
43obk4shvedll92ftdjd2lcmrurijlht.zuerich.	900	in	nsec3	1 1 0 - 497A1LH6C55UJKTCOVNOP5K3CB7E1N05 NS DS RRSIG
43obk4shvedll92ftdjd2lcmrurijlht.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. TeGxl7JHVR+SJFg2Ygapeh74gtEa8BSKG+Uy5lwN3YOCae+aw0NUllg8xY1yx/rdpt8qirKwLAq9ELGS6ualgbehT3aXGIjnXLA8fMPASIGN7zNiAxkpU/OWOgMVAbwt6hgMIdDvvrRSSq4OPpbMwfr03ZDPUQ4OBMn2YP43yuw=
497a1lh6c55ujktcovnop5k3cb7e1n05.zuerich.	900	in	nsec3	1 1 0 - 4KFE0K8BDK7KNP1VUFNTFFUVL4GE8N8R NS DS RRSIG
497a1lh6c55ujktcovnop5k3cb7e1n05.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. IaiTLJJH1Hje9vZ95BZGTs0Ssj3WSmRs1w8DfKtM5qZvezblntI+4jFXWJiukbmh0GPjBmfZFBjsncj3vpHGDdPUoNqMbjmmUIgLnCDfXOonUmnSrVUceNVYirr9ngWYei+tV4mWUoKSkV1HRWE8RoSJNoPYCUBHO9NEXLaRrf0=
4kfe0k8bdk7knp1vufntffuvl4ge8n8r.zuerich.	900	in	nsec3	1 1 0 - 543VKU5NUU73A2JMO3MA1P99L8M0QAN6 NS DS RRSIG
4kfe0k8bdk7knp1vufntffuvl4ge8n8r.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. QmiZ4n3M8zHYboGVMTh+MsjiEKTUoFDdJytP5p6m9EyRf9SzQC/tV3l64L0k29rcuF/dzLdhQiCDIatCHAli6v/4OUQJVjglooQACCoV04qYnS2R8Rgfm7LsvusTAq6QnVuXeRdo0W4A9jHXjmCp+GWalNMBr4myF2NfnbaFpfw=
4quant.zuerich.	3600	in	ns	ns.hostpoint.ch.
4quant.zuerich.	3600	in	ns	ns2.hostpoint.ch.
4quant.zuerich.	3600	in	ns	ns3.hostpoint.ch.
543vku5nuu73a2jmo3ma1p99l8m0qan6.zuerich.	900	in	nsec3	1 1 0 - 5C18PVFK8ALG8PPMBSGMKSDJ3IPJ6FLC NS DS RRSIG
543vku5nuu73a2jmo3ma1p99l8m0qan6.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. FB7Mtu7jLLh/T7FDGuugZ5NJxPV1WtEWSpUDo0TJMaGWSoqljdI/XaSyJcF9E7TfiFGpy2qkMxC9jIRu/9bdemjtXa+BaViYsRD/GUbG8qluEHUuIh5pdiM0iQBQllv2khNW1Qp6FXczvFHwvUAy5Kg//8k9deqpTNLN6GcR4RU=
5c18pvfk8alg8ppmbsgmksdj3ipj6flc.zuerich.	900	in	nsec3	1 1 0 - 5H17CBO06M8F2JNBTJ60M9EHP34L2OSJ NS DS RRSIG
5c18pvfk8alg8ppmbsgmksdj3ipj6flc.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. ab5EgQKUXEIkJUf2XZzvQPqMqWJue/6yYiv/WFHDnKXZ5aFpEZS7SO7QrimHHd26Yy0Ic+vcR3pmXaLK2r0cWewzsoOYkrQ517KKb7W0qmXsOsVCENfcH4TDqVlJHT1fxSQ8qz2J8bDElKqYDcu7+uAj/aL55986SOZt/516hx8=
5h17cbo06m8f2jnbtj60m9ehp34l2osj.zuerich.	900	in	nsec3	1 1 0 - 5I0G13QPO82DRSVGFDNATUNFUH60R5DH NS DS RRSIG
5h17cbo06m8f2jnbtj60m9ehp34l2osj.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. huSFvpt/eDfma84V7CEOambu2l6eEWqk6b9WfURA/eSuvlJFBOSnYajtt/OeNtD854YWbZaCiLSwyjiQssaxAcE0ukjZeNGUs/Bw0nZmcMvMG/9z8ciy7DYqZRr4S+3QsGDbh08krrppJLKR2M0I0ISGPOhf8J6FjtRXCWIY+ok=
5i0g13qpo82drsvgfdnatunfuh60r5dh.zuerich.	900	in	nsec3	1 1 0 - 5Q3LPD7299U953SB6LEGPTUPDBFO6T45 NS DS RRSIG
5i0g13qpo82drsvgfdnatunfuh60r5dh.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. kCUgOKMN/9epnMGLYsIAQhgB9PPpEtFHPgsgkMFJS/O4yKxXbEcgyol/Q4d/UiqrvCBXaq4OADLqQwqUSjwiDqMpuufDbhUCkvhGvuJvlQWo5GzZ4An32/I8iRu5R4pPN+wUlsHbNtw64e+8yO/lbHUnqHq8E0FoRzarErMVntI=
5q3lpd7299u953sb6legptupdbfo6t45.zuerich.	900	in	nsec3	1 1 0 - 5RKAKI8PGV3K3FRLQ0DN2GOGM20Q5LNA NS DS RRSIG
5q3lpd7299u953sb6legptupdbfo6t45.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. vvl9v78Ffrj5JHbrRWwy+pXALpKYQ0F4k2PZBkO+0iHJggvbHPWqvkqTSp1NIvVWx/61zzIT1EhjEMAU4KOQ8SCVzYBxf/aTTWl7AEdO0z6q3Q/C6Aa4tKWX8Bn7uAwsWEaNM4e7zQaDHVNBIK7dCe5zEJYSTvrUkJdb0dWL/II=
5rkaki8pgv3k3frlq0dn2gogm20q5lna.zuerich.	900	in	nsec3	1 1 0 - 6HB28LE88EBPB9EHU963728VMBKR1VTS NS DS RRSIG
5rkaki8pgv3k3frlq0dn2gogm20q5lna.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. JFQPCW4lIpsFdxsvytzxolKePbYiSqr+OmQ3fQEJNEktc7rdhM+NB8dkD1ZZEhDM507+1QBPtCdAWGopo/WMrHMGhkfaxIGtnkkgKefHo3NPCvcLhI40+vtKDOvxQW0mktw30mhjJCTHN1ObYjYj4lps0lIqmQkr1pgFif0LPwo=
6hb28le88ebpb9ehu963728vmbkr1vts.zuerich.	900	in	nsec3	1 1 0 - 6QN9OS4PVVHB3PPLA5NE2GGPR9FBMH8O NS DS RRSIG
6hb28le88ebpb9ehu963728vmbkr1vts.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216102518 20260117085518 52075 zuerich. Dom82QPX2nNjXEXi6Qh9pOTO7rQ3//Rx48Dok6rcSY5zlihjKZCOdk9YL2QsDro+3XzuD3lpuIQiBd/bIdXljeC9FRfzZBXZsDKuT06xQ//vqRt6fJP3fVcrQqW0kOztxtyQT8E5DIQb4GCwzyUFkPVKJkpGzeeBkXaU8xtPuHM=
6qn9os4pvvhb3ppla5ne2ggpr9fbmh8o.zuerich.	900	in	nsec3	1 1 0 - 7G2BM2N7S8KK1E81O7MFKEA2RVMF4IPK NS DS RRSIG
6qn9os4pvvhb3ppla5ne2ggpr9fbmh8o.zuerich.	900	in	rrsig	NSEC3 8 2 900 20260216132941 20260117115941 52075 zuerich. l6K2wDEIcTPk+v2Ra6sOxgdq3l0ceGFhRjNpqg/Yz9GxdvvqVetieTi5MQaPtodTmO8f9VQAg4IutiOH9SXvxY+TdbFHc1dR7w+TXSbKnwfSM0riC9l9NTr31/+K4xltq+4T+AKIr1tOcGOH1qg/INAC2Exh+FY12baw1iREVL8=
