swiss.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601060059 7200 7200 604800 900
01k2jqlt1id28rg94i59nvls48clpaqk.swiss.	43200	in	rrsig	NSEC3 10 2 43200 20260114215222 20251231215222 11583 swiss. FuHg7njAYzmOO4sFwnnPY7GdfW/FuMOBBVSb99zCFjCCripQ9F3fL/g44ix/rFXE3OjzrO/jREjcfTbNTvMo1IrYlhNJgUJiE6J4tWzMHf1+uhWdWOC42AG+HjIHOHTNbgZLZZrSEyQvSkm4tu4vsDzaYBKC9Zy/xQkpWcfn5HqZuwM9MZcSshiPgFntuW+eKMdMeIjBAeRDNB7vrIVxug==
01kcgmrriu2uogunfkjuttnkgubmmfdo.swiss.	43200	in	nsec3	1 0 0 - 01KG1VU6F2AS84HDKVE4S9EN1PHQT15R NS DS RRSIG
01kcgmrriu2uogunfkjuttnkgubmmfdo.swiss.	43200	in	rrsig	NSEC3 10 2 43200 20260114215222 20251231215222 11583 swiss. CyfgE2+iJB5N118A7P8HHKqeUCND34/Ni6qMqiblF0b8WJGi2gTNjwvPntyXbgN3Pf2vkhE4HpGXZgSlr8XWV3q7720K6f4syjeEYVtwtv4Mp6tnaQFld+9UN2N2k+z7j5pwY7E89DU4TDtt8x3AsSFdsM6EBlzfNLzbWp/5wBz4utPYeOmHKbq2YQpn/J1mOuymAJl4D3C6cUWNkyorlQ==
01kg1vu6f2as84hdkve4s9en1phqt15r.swiss.	43200	in	nsec3	1 0 0 - 01L5CKUTOA3J47KTTRBP7175GKFJR0T5 NS
01kg1vu6f2as84hdkve4s9en1phqt15r.swiss.	43200	in	rrsig	NSEC3 10 2 43200 20260114215222 20251231215222 11583 swiss. UcHx/i5sKL9X3Wf2f0aOmzlvmaUT7oDMHG+T3tFWqz7SfS0LvFH8HkCfMb3evJY3ew1+zxjalRlnNf0VbBOuKGeHhUpgaOonE0GKvlaUQl8qk3ziKMcXGfmTWLXaICma8yS3Z4Y8nGQoP3V/E9FQ+3O9LWdb6vuzITUUHBlZZ/GKLh7OgPnazXMCP0WJaDm4xNtg7FV00EOGq/nrPbs6xg==
01l5ckutoa3j47kttrbp7175gkfjr0t5.swiss.	43200	in	nsec3	1 0 0 - 01LGGK06O7U5R04J3426AGGRHO5TGJST NS
01l5ckutoa3j47kttrbp7175gkfjr0t5.swiss.	43200	in	rrsig	NSEC3 10 2 43200 20260114215222 20251231215222 11583 swiss. Dz4Bwp7oVlFUjgg1nZq0NIokrRRV3Jg/Wh7XvvZwA0Ydf7J3VwL1rIzn4UMRHydeBGtnmM0o5+yN9t0FvniBfBveb2EdrP3Shtt4h7GA8oUMr+zHIfYGkzT68wvho1ROnIyT7882VFB4l2wKTk4Yg7hD7mZw+jQ2evPHHAsT2rCCgSMeM8TbwBfHU12QSkSC+oc4uS3pvxTjD8D0seuJEA==
01lggk06o7u5r04j3426aggrho5tgjst.swiss.	43200	in	nsec3	1 0 0 - 01LNDADAUE8ATP9O62PQHFN57DDE10UU NS
01lggk06o7u5r04j3426aggrho5tgjst.swiss.	43200	in	rrsig	NSEC3 10 2 43200 20260114215222 20251231215222 11583 swiss. GQA/RYLJCRkpG8HZlrm34b9oixsHMcZcLydvN6HeKgWq99BRsIMn0JRXqhNiIR6P3FGRbP7ZzhvXaYXRv4cuR81GKo7Sf2WA2sGGtDd1GE+xzbdzAaqkm9Bjyg9xeGgPPgkZeHoypHzjIxYcxKLhr6e8Glr0jmNCFAcgIB7ctTDg87Y0fM8hPBWSu+8HR4MbbwBAwaqu2YzY25woFNgBNQ==
01lndadaue8atp9o62pqhfn57dde10uu.swiss.	43200	in	nsec3	1 0 0 - 01MUKSQUEV319M961QC7ASR5N06LKA94 NS
01lndadaue8atp9o62pqhfn57dde10uu.swiss.	43200	in	rrsig	NSEC3 10 2 43200 20260114215222 20251231215222 11583 swiss. bHv38fi29iGIsfaXglkAh89/8aXhUgaFhlx+ZAWFH2fgb3PK53L/45oRE73QMo14bG6++9b7KeXXUteh1KkSxqqwNXb0BVR3uJmDWJy4kfiD3fktKc06Tk7PXOrNftJTqBmo7d/vHcZ3cALvsnd374Igqw3O+c5V6eSiC3gDLosn3f5snE2WKtKK5aMc3clLLJs2NuxaHRqabeRDcVXfDg==
01muksquev319m961qc7asr5n06lka94.swiss.	43200	in	nsec3	1 0 0 - 01PIBUML05GB7UO9BVFNP0UQAOSQNS0K NS
