fox.	900	in	soa	ns1.dns.nic.fox. admin.tldns.godaddy. 1756222625 1800 300 604800 1800
revu.fox.	3600	in	ns	ns02.dns.fox.
revu.fox.	3600	in	ns	ns02.foxdoua.com.
revu.fox.	3600	in	ns	ns03.dns.fox.
revu.fox.	3600	in	ns	ns03.foxdoua.com.
revu.fox.	3600	in	ns	ns04.dns.fox.
revu.fox.	3600	in	ns	ns04.foxdoua.com.
revu.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. SMMd91iv99MFHmqn4CGraKvkhEGAtLrMImEjL+sS65MbBQkoMbBu6OL//9WUpIxhaarwLL0HXrWzQGGUIvckIfUJBGzjHkUHOLX8Afp2xTeTU01wJKuS7YKaypO3ZE8elHG7wVF9xTSoTe3/jhCZUaKdfPKthet6UxQcMvFcByOX3m4ACXOIY8n3N9f4WsWVJ7aJQpcdhN+X8OUKpyA24Q==
rhs96vd7pfroqn1b9p75oif59fq21mtj.fox.	900	in	nsec3	1 1 0 - RLUL4PUF0EE52GGU4I421KO15RK35V9Q NS DS RRSIG
rhs96vd7pfroqn1b9p75oif59fq21mtj.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. oTaUm79m59irFHX5AHXubwMUkvyiE1WOAAEfyM687y0zDBOvT0OVS6LI5DYDtu99ZzsqwjUgUTVZSfD+rwq/cCf0aZgZPPl6YhQa7FHs4MeTg4xdWkdwcqiYpqIXB2GSLgItIHJtricmbf/yBZF9dR96HGZayRGHNybXOKHBx0bSCyEjg6l9dK4+HwkxLqxYdQgN4kXQGvry/E59FPK7xw==
rlnsdelivery.fox.	3600	in	ds	48553 13 2 9946985D9D38C78D07953E5F4BC7C2EADE7C64204EB196051F1CC52CDB69B1C3
rlnsdelivery.fox.	3600	in	ns	ns01.dns.fox.
rlnsdelivery.fox.	3600	in	ns	ns01.foxdoua.com.
rlnsdelivery.fox.	3600	in	ns	ns02.dns.fox.
rlnsdelivery.fox.	3600	in	ns	ns02.foxdoua.com.
rlnsdelivery.fox.	3600	in	ns	ns03.dns.fox.
rlnsdelivery.fox.	3600	in	ns	ns03.foxdoua.com.
rlnsdelivery.fox.	3600	in	ns	ns04.dns.fox.
rlnsdelivery.fox.	3600	in	ns	ns04.foxdoua.com.
rlnsdelivery.fox.	3600	in	rrsig	DS 8 2 3600 20250905092123 20250822090343 39369 fox. FD14yMEHaE+DgHhGs0XthDGvfA5UFHhkeP32Bje7jzaL4yewWA7qJ2ho6lyeTtWJY3DZ7Iq42g+IVB4mQ1q77J1P9YOV/Isb622qpRJ6ZJWe3Zu6kY/8Jw3YL9+MFKEU3Dj/56nwfSfLz2O3n7rgd7Y8beW7nKVTuwVqbi01AsMCaNgJxYFhEgud6VdbT3rr5nXa65+tmqYcwH06BRdahA==
rlul4puf0ee52ggu4i421ko15rk35v9q.fox.	900	in	nsec3	1 1 0 - S36P0KPKMJ7C8923HL9UVOK78PD6O4E1 NS DS RRSIG
rlul4puf0ee52ggu4i421ko15rk35v9q.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. XiQV1vAF/TJMe8OW49UVuZCDL82rtRfICwcFCiJAFVmhDV12oilFtXMX+vw9nRZ+Ju914UmkRRjxn8KwLQslQme0OWASDwu3XOK5VuCbNRAWGMlV+ELoY52f0NgioQNNjTdfIOfuBYq07wvrQXe9cUzxuWFFnczlGUHzGAfj/kAeCP/+zS/+4hVk9MePWxO+1oBodQy3gqrnj7wjdlf+gw==
rs.fox.	3600	in	ds	48553 13 2 1B7132343A41C385C50F0BADAEF8F44D6152A465EC38C6636E1744F0E8D636CC
rs.fox.	3600	in	ns	ns01.dns.fox.
rs.fox.	3600	in	ns	ns01.foxdoua.com.
rs.fox.	3600	in	ns	ns02.dns.fox.
rs.fox.	3600	in	ns	ns02.foxdoua.com.
rs.fox.	3600	in	ns	ns03.dns.fox.
rs.fox.	3600	in	ns	ns03.foxdoua.com.
rs.fox.	3600	in	ns	ns04.dns.fox.
rs.fox.	3600	in	ns	ns04.foxdoua.com.
rs.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. Vwoi+outMbqWvF3rzoAtH3jqwrkX9TKVfjCbOj+Kgj5SZlt3gnf0O3KSOfNcG/eyxXqiEbRYPy95G4rRWxrqkngFGGQmmbzN2SOyAtj4w/EQHQxR1zaFC6BhfFJiWtPix8sZQrLvwc/5G+SA/5gFrQwBE2lKRqW8PnY+fDyhoCzTIE7cjTyfmz9OieSewZVZLpOCaiCPnpnAW6Ed2n2Q1w==
s36p0kpkmj7c8923hl9uvok78pd6o4e1.fox.	900	in	nsec3	1 1 0 - S6KL3RC1LAU8MB3Q8SHF22FV902MSULT NS DS RRSIG
s36p0kpkmj7c8923hl9uvok78pd6o4e1.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. nKRDLa3ZVN//VmbXXoBDPixSHoAq/zH8+0TSI1vG6VGiInOJoEzYB4ppoCCXaTFYGPQUEx847p6Oe935L8pVYif9/V6TnqCkoixy0zoHmOdeosCYufTnyBMV/RIpqVY4yfugh9iSYfk09Y6zkTaAaHfe5qaygKhSU2f6JWJoEXOE/8GUj5tgCsEt3YijelVvXtLZ9Iwr78OaxIntOJKemg==
s6kl3rc1lau8mb3q8shf22fv902msult.fox.	900	in	nsec3	1 1 0 - SC3CMJCJ9TI8IF43UCTVDCDE7TBARNG9 NS DS RRSIG
s6kl3rc1lau8mb3q8shf22fv902msult.fox.	900	in	rrsig	NSEC3 8 2 900 20250905092123 20250822090343 39369 fox. iUMwc0ezuFBp3vT1GJzdp2ZVLeCKz0uhIjAyfBNSSym4DbTyUQlTUcNz770rEHbJ206EZQrnyy5dUlRxg63i4ZMldW0gyWfJ2yuy2EZReF3EDDlLcN0IclKFUvQ1NloYtXrmOS/Wa+TTmRlHn6ghtTz/f95Mst3qEua8nTj+d1qxbuiVvqZMjYqk+FNvIA0Zkob6cULewsf6HlBvc3OhnQ==
sc3cmjcj9ti8if43uctvdcde7tbarng9.fox.	900	in	nsec3	1 1 0 - SCCT9JE4UBF96LK0M6IMRROQDVIE928V NS DS RRSIG
sc3cmjcj9ti8if43uctvdcde7tbarng9.fox.	900	in	rrsig	NSEC3 8 2 900 20250905092123 20250822090343 39369 fox. pFnbyOrZtgAlQdxVAq4QBwV2ZZrDz8BP1/nyUyuB1XLjqCthrOaD8KjjTEWTUwdHKQMwUmNgNotUI1DZgZQtpfIJYv/trIZm/GfRFcGy7stEaTY57zvbEk1BOpZT74ywH+NT+R+kYCqm/m16XPiX1a3ne2liCHh47aM1mK5jZBVdd9HRyiZDETjfmorrw1diqk9x6gUmktBJbYOYxHsn6A==
scct9je4ubf96lk0m6imrroqdvie928v.fox.	900	in	nsec3	1 1 0 - SCNQ40COQ08UPLL7HRNE8GMN18UCG5M0 NS DS RRSIG
scct9je4ubf96lk0m6imrroqdvie928v.fox.	900	in	rrsig	NSEC3 8 2 900 20250904225714 20250821220848 39369 fox. dLbVk8DKOlSfUpALSo1lkEOgBLDfFNSUcRuS4Eyjs1sSGx1xsXWXlAI8tfyuHj5319TeRia10bDFiJF9c/WGZQ51NB+4+DKCBHAfeU16EbSBXiw6TMm9AhBdnNm0rNyTXGYCE9t0PULlX9dYfCvd6xsDpwA26BooILcxGqgYB7hVlDCuMVKSEvHx2KyIyUx0pttZMPTFxE1cfEPUXfmE8g==
scnq40coq08upll7hrne8gmn18ucg5m0.fox.	900	in	nsec3	1 1 0 - SD13HKQ5SEEVM88BAPMAFF1FHJ1B1MAQ NS DS RRSIG
scnq40coq08upll7hrne8gmn18ucg5m0.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. XxvnW9Eoiz8+EiilRHVtGCm/E+t5kaiNOT8GqDK4+ttjwmlf4rc0tpjO7jDvLkgYTUzx+Q2hHxzTfKAgC2fu8fOxbsSEYp+h2qWr/04tEUQ9NzJ/lw71Ja1i1ZGJDXNeuw1j4GuTTtjMyfVaXYXzrger2k6uVR4LC4Wp7Na/ybGiUCH1xacSY9nW8OdpGU5XNF04xt3sNzlMVuEa14iWbQ==
screeners.fox.	3600	in	ds	48553 13 2 5531747492F91723AF7C099B446BF3491F77FDE79A5AEFDC5A0BD5417DE6F1AC
screeners.fox.	3600	in	ns	ns01.dns.fox.
screeners.fox.	3600	in	ns	ns01.foxdoua.com.
screeners.fox.	3600	in	ns	ns02.dns.fox.
screeners.fox.	3600	in	ns	ns02.foxdoua.com.
screeners.fox.	3600	in	ns	ns03.dns.fox.
screeners.fox.	3600	in	ns	ns03.foxdoua.com.
screeners.fox.	3600	in	ns	ns04.dns.fox.
screeners.fox.	3600	in	ns	ns04.foxdoua.com.
screeners.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. epaapQr6k5m0GKmuDqFfYzKO5jDzom19TWtmdUq0+jFEjGn1UKjTvLcnswEPtLss1gvzEtZ1/+1kI1mgNwQBLO8Mk1Vq1ltz0ew98vBG0nq+qdKZiIrrAITT5PL1UqY3hINeKA0IuBkSQHJl/i8mNrHkMtk+aQMpsXXerIzYLFG7ChNOt74VVUh+CuG7xunSDJPsjM0BO2HfEVxc5WGOZQ==
sd13hkq5seevm88bapmaff1fhj1b1maq.fox.	900	in	nsec3	1 1 0 - SFBAJ9BNTDNSVD4S6T0PPNEMCDOT5HIT NS DS RRSIG
sd13hkq5seevm88bapmaff1fhj1b1maq.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. e4GMCeRHzfhDyfzWvfAxWYdlQ1NE8D/FdgS7QEfdZJSNTlX7WDhMFs4b8Nvzgsr7oR8uUlzam/jElsxChPzx0FBx+yg+fh6O9nTC3MSq+kNQHrpBJBDlsEaHHe3/4AmkLfDrI9rOsOAcmWbYE39U2yqgevfyABj2tQWDxjGgb654mJGdbJ0iilBOmCbbsz6rbAk2/MjFp+fOExlL+Hd7UQ==
seeview.fox.	3600	in	ds	48553 13 2 702EBFC6B06404B1CDEB48BD5F01CD203DA141C8A016B4439E24B5D9C3347463
seeview.fox.	3600	in	ns	ns01.dns.fox.
seeview.fox.	3600	in	ns	ns01.foxdoua.com.
seeview.fox.	3600	in	ns	ns02.dns.fox.
seeview.fox.	3600	in	ns	ns02.foxdoua.com.
seeview.fox.	3600	in	ns	ns03.dns.fox.
seeview.fox.	3600	in	ns	ns03.foxdoua.com.
seeview.fox.	3600	in	ns	ns04.dns.fox.
seeview.fox.	3600	in	ns	ns04.foxdoua.com.
seeview.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. gCx1Ux8kUiDRcIg8uaNV75i2FFuMJNdCUol2d/Oz0cDcxlYt5ywNa9N8a1yLdhbawmgQYP9lY5nG/UDJXEY6D/R10PBWaRe03zEu9SkAnWJY4rYAAKAmzxZgBqNV/+yvGD4R0css5rn31FR9OEH2HCieHktOd7aSUPj1EKT0PiSxpCM+n6ZrI3qpiYhUJ7LzDhRiH5TczKh7Drlg4DWLbw==
sfbaj9bntdnsvd4s6t0ppnemcdot5hit.fox.	900	in	nsec3	1 1 0 - SFSNV3454UDKH3J63FPLVPBJ11KUKV2E NS DS RRSIG
sfbaj9bntdnsvd4s6t0ppnemcdot5hit.fox.	900	in	rrsig	NSEC3 8 2 900 20250909084244 20250826080214 39369 fox. Zb7Ill4k2VirXptcemIJoZvIELFPMzhKdszZ6WlfQ1eoAimkTuIhYgWTaYVSxzrtvuxhfs/mbUGas7h+E+q5zpvPqA+HvruGwRlNw44edY6QAkmuJrImN4+lxwmFCp3A9P6QDscQOm232aJRQm8hHuMuhgxhNzKr7wvI7jAoGj7I77h8JAytkFO3VeTBED36pGMHtAcVUGZVX1Ql+ZjF7w==
sfsnv3454udkh3j63fplvpbj11kukv2e.fox.	900	in	nsec3	1 1 0 - SGB4UKBEBGJVU08MMCEHN3F6OSFDJDOC NS DS RRSIG
sfsnv3454udkh3j63fplvpbj11kukv2e.fox.	900	in	rrsig	NSEC3 8 2 900 20250909084244 20250826080214 39369 fox. Fvo5AzUUPYvzJ1QjYvPBjWKfZOWhhagHt4xcMgFlULtw7w15eyi0qc1YhZEmp3tXCqNx1MUmopfTLFM4sjFl2mnwAg8F9R4M09yGw963BtND6UYLMCwWL6KqCHP6QM2vw5Ny55bbMAz27XuK92THPGtpOOwv2qCJtK+ApFBOxCcPJQSm5MACNUuGxgryc0yfTuwdOAQExK8azwhWR1fFWw==
sgb4ukbebgjvu08mmcehn3f6osfdjdoc.fox.	900	in	nsec3	1 1 0 - SH8VFMUSIELE9H34RN23HK90QUM1KTJF NS DS RRSIG
sgb4ukbebgjvu08mmcehn3f6osfdjdoc.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. dgbVYGK4GQdtx8dgrNUrtz4viHkzgMxjCWhrhS3/v0HhMaB660musYulIT6Bvc+iQNOYkl8wPmB3SWfZckTAuelL0zZnQNQwzzXmihQ1yE1BUVCvUvYY8BBIyy4yiQCqhrbx78qRW9YJDK8uR4ZoR91bK+QqkBwFCyATbolSOf+vfJ+5trUBoJEGyDfZKKrr6y5JFP9cit9asH9ejZiu2A==
sh8vfmusiele9h34rn23hk90qum1ktjf.fox.	900	in	nsec3	1 1 0 - SMNPBT12156NKE6B4A8CR0K5GOF3BMSO NS DS RRSIG
sh8vfmusiele9h34rn23hk90qum1ktjf.fox.	900	in	rrsig	NSEC3 8 2 900 20250905214907 20250822205017 39369 fox. HdIx4huwj+hS9Y6Wu2ecDYQxfgXhDUtDWH3v5BewQEPTyq4pHWUeA4533LPtVi7XKRTpxggyktr/0OT2ho2Nn3e7JCu8N4KJggoam4khptX3Ly4bbmphEMe2j2MLReUbJMY+xFqXXk5oPNr1SEG5IHikHlhRnmJNyUfCK1NNns+wMjPXDNRqgIQxLmDjFX/MuQYoWPf/KnOTPmoTY1cYhQ==
slateview.fox.	3600	in	ds	48553 13 2 5916176D5A1EEF4ABAB1C37519902CC882A8DA8688F2A5F1F0CE54CE2436798C
slateview.fox.	3600	in	ns	ns01.dns.fox.
slateview.fox.	3600	in	ns	ns01.foxdoua.com.
slateview.fox.	3600	in	ns	ns02.dns.fox.
slateview.fox.	3600	in	ns	ns02.foxdoua.com.
slateview.fox.	3600	in	ns	ns03.dns.fox.
slateview.fox.	3600	in	ns	ns03.foxdoua.com.
slateview.fox.	3600	in	ns	ns04.dns.fox.
slateview.fox.	3600	in	ns	ns04.foxdoua.com.
slateview.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. XB1tQuk9SXacz8hPyn+Dy39kHgeMHRBKNSCFeQsqczVCE/i3I/+/xUeYzD7mHRizUwfELPq1KvY+Pbg5DvkrLgtRif1qEgLVl+lfWLaitKkGySXwKu5vg2YTH4dMeta8jnpYafiAr+1hTRDzmGGB8GLWZ0qBwQHAC+K09FfPjMv37j3vWRgpb/xGcpPtHmPPOw7ZghmNPDamXrh+uNSvaA==
smnpbt12156nke6b4a8cr0k5gof3bmso.fox.	900	in	nsec3	1 1 0 - SN2NBOP3F45LHVUKQNUJ1FHFIUP8BCID NS DS RRSIG
smnpbt12156nke6b4a8cr0k5gof3bmso.fox.	900	in	rrsig	NSEC3 8 2 900 20250905214907 20250822205017 39369 fox. TH5nmEYH8lqrDxSQVpejQvs7uje3Ldy/2jtAheZnUAgCrS2jVpEFEXz3D7rr61cHAKVDsN2YamUFCugviZLdqCFSPDjJC1mL6BZWgEK3Je0xp7MVX2sE1FXBt+ADYooYXD3Rs3Jl2lnfKkVQBjHcmrun/AjRlQX3aLBEAWLAwmsqctlQPjymHt7KP0FWJ79eypXXkLzcw0d3FyDU0o7pIA==
sn2nbop3f45lhvukqnuj1fhfiup8bcid.fox.	900	in	nsec3	1 1 0 - SOVSM0C7IVRL3QG3NNKBEK2LOJ1GSD09 NS DS RRSIG
sn2nbop3f45lhvukqnuj1fhfiup8bcid.fox.	900	in	rrsig	NSEC3 8 2 900 20250909173705 20250826173057 39369 fox. Dv3umYmUkDW+n/LTZPHz5mGQmfh5zWLQ9+4sNK1Ih3pF+yZtw0hR/jx5ZmmMfTfjmQ5nSVymOOP+CNPmxsq9sCo2Nd1TaVFzVHJrIdWdrTjT2QKgesPj0BBWRFU+ndLlrpLFypKSrrWnjPAJ235ri6lCGtK3PvbpY8RlbQ1MrnvgSGJWddviA8OC1OBcEqCYoLTVCdWeUrQHQjMfActHQg==
soapfaces.fox.	3600	in	ns	ns09.gcd-dns.com.
soapfaces.fox.	3600	in	ns	ns10.gcd-dns.com.
soccer.fox.	3600	in	ns	ns09.gcd-dns.com.
soccer.fox.	3600	in	ns	ns10.gcd-dns.com.
source-ci.fox.	3600	in	ds	48553 13 2 725195A2FF0C0BC2E0FFC9931A0C561FFA8AAC971B38D9B1EB113560635B5451
source-ci.fox.	3600	in	ns	ns01.dns.fox.
source-ci.fox.	3600	in	ns	ns01.foxdoua.com.
source-ci.fox.	3600	in	ns	ns02.dns.fox.
source-ci.fox.	3600	in	ns	ns02.foxdoua.com.
source-ci.fox.	3600	in	ns	ns03.dns.fox.
source-ci.fox.	3600	in	ns	ns03.foxdoua.com.
source-ci.fox.	3600	in	ns	ns04.dns.fox.
source-ci.fox.	3600	in	ns	ns04.foxdoua.com.
source-ci.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. A0OyXY9Qj9vlk0IYIIHoVWEnjgM4D3HYPj/GnwgwUyRnlp25u+J8aQuIA171a/80Ln4IEV9OLeVe9+hy9mdW5+07/7x7AuJB1s2/GAqMk5SEg1WfF4jTRWCBmFYuLT63nBUqTt0z3eIxVCSxyBKveW4TWMFq4KR+mt/rYMSVYNJd42KiAfomrnffqBA2hKMjriFvH1nOHElu7A3aZ5Xk8A==
sovsm0c7ivrl3qg3nnkbek2loj1gsd09.fox.	900	in	nsec3	1 1 0 - SSHV86S962GQSKBDTUS4CONKKHHAQIQF NS DS RRSIG
sovsm0c7ivrl3qg3nnkbek2loj1gsd09.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. UOJa35aOiPY92h0ZR+ru3t9pCgoXTXHAoJ89hll6YxWklwD6ifcAyQ/bfAMSLzW74D6O/Ln8MCu5PWbJmi4l5NZT9Vebq2vikUO5SMzHR8Pb6bqPyqRjjOtnLSBIuy5MJBihxPxdT8IBYIrr001xPn2T8cCxCAyEhn/GB2bwTnWVyJnhGK46cCBc80Z31xf6rBgyacC04aTPyIA+x9VyYA==
sparkhub.fox.	3600	in	ds	48553 13 2 57F77F99ED9CBB36C03BD5E50F613C06D795773F84F92648AB120EA3A0B0A637
sparkhub.fox.	3600	in	ns	ns01.dns.fox.
sparkhub.fox.	3600	in	ns	ns01.foxdoua.com.
sparkhub.fox.	3600	in	ns	ns02.dns.fox.
sparkhub.fox.	3600	in	ns	ns02.foxdoua.com.
sparkhub.fox.	3600	in	ns	ns03.dns.fox.
sparkhub.fox.	3600	in	ns	ns03.foxdoua.com.
sparkhub.fox.	3600	in	ns	ns04.dns.fox.
sparkhub.fox.	3600	in	ns	ns04.foxdoua.com.
sparkhub.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. AtV2EDIkKVrKXg5eLu6QkxbHcH43kfcvrUCUgjikDsb8mkDSvo2fULIbkQr0bOiBuzOXFVvaL92Wq+pLKZlM6BNODSlBP62mar3eowsXYaChRgJwrMDNBbV83IrVhx5wOq5k7ROI2LxSF/qNWW4jeGrvCqT9F5gOjHYH9wfqQqHZJyVCi/R1CJt9KYVPl1sGcN2Bbc9hFBKtai+zOVlMcw==
specs.fox.	3600	in	ds	48553 13 2 47246C3F3C6171B6E994C2E0CC20E925C47FF5052FBCCC5E83D6836F25C0E38F
specs.fox.	3600	in	ns	ns01.dns.fox.
specs.fox.	3600	in	ns	ns01.foxdoua.com.
specs.fox.	3600	in	ns	ns02.dns.fox.
specs.fox.	3600	in	ns	ns02.foxdoua.com.
specs.fox.	3600	in	ns	ns03.dns.fox.
specs.fox.	3600	in	ns	ns03.foxdoua.com.
specs.fox.	3600	in	ns	ns04.dns.fox.
specs.fox.	3600	in	ns	ns04.foxdoua.com.
specs.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. JdjC7rz3rkB7l5KWAhtGZat4bPqDO3ep1J50OQ1Zti1wMcWKqpjJ5QmFVx+dVEqk7Ox+Q1hu2vwtn1Fxl3J154JJNPLUVzJ0lVZafCVfBpvsd9xqYjFMymLB5pWlQ94v+DUrVlG8Be+L5rnyayu2H+o3nVSly12LH8RPU/iRIEUU7lR+RPHr/BoR9lCxTM9gqpgKjhT0JH2LbdGNUit7qQ==
sports.fox.	3600	in	ns	ns09.gcd-dns.com.
sports.fox.	3600	in	ns	ns10.gcd-dns.com.
sportsbet.fox.	3600	in	ns	ns09.gcd-dns.com.
sportsbet.fox.	3600	in	ns	ns10.gcd-dns.com.
sprtspod.fox.	3600	in	ds	48553 13 2 536C18E0DC91231747E27217CEAA833FCE00392DCD19246D2FEE37177F9DD930
sprtspod.fox.	3600	in	ns	ns01.dns.fox.
sprtspod.fox.	3600	in	ns	ns01.foxdoua.com.
sprtspod.fox.	3600	in	ns	ns02.dns.fox.
sprtspod.fox.	3600	in	ns	ns02.foxdoua.com.
sprtspod.fox.	3600	in	ns	ns03.dns.fox.
sprtspod.fox.	3600	in	ns	ns03.foxdoua.com.
sprtspod.fox.	3600	in	ns	ns04.dns.fox.
sprtspod.fox.	3600	in	ns	ns04.foxdoua.com.
sprtspod.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. B4YBxytL/qoxzDUnpr8AxRW8nXcRyoQaJw8NRX5FzyC/YZx3VK+LqzF12BWZXBu4XaHDMnFDMBMgNFdUQWM5xffJRCH9qsGjyv4XSxn4lg9CWUUCkb0Uvf1fCMuNOhTRcWHmWZSMQ6tY+3klSl3mnAVvA1vo54iNqSV63D2iDedyscusyhOSN3xCdCTMFm7zbYaIoVETaKt7dj4LSCXY+g==
srm.fox.	3600	in	ds	48553 13 2 50C0F42C6A7C5B4B191BA80380D136B618846CEF188913D27E45476B3CAC23A3
srm.fox.	3600	in	ns	ns01.dns.fox.
srm.fox.	3600	in	ns	ns01.foxdoua.com.
srm.fox.	3600	in	ns	ns02.dns.fox.
srm.fox.	3600	in	ns	ns02.foxdoua.com.
srm.fox.	3600	in	ns	ns03.dns.fox.
srm.fox.	3600	in	ns	ns03.foxdoua.com.
srm.fox.	3600	in	ns	ns04.dns.fox.
srm.fox.	3600	in	ns	ns04.foxdoua.com.
srm.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. XV0aUOwRMI5wH1dKrL+/VKq9gKwSnB1WkKDsbSsBysGluuHbKl9B7peywwEUFFgjafF7T6kXx3rpBwtC2T7f7j1a2Q4s9mwWSnp9HkM8wpKKvDoKrMKla4jU0CPtLgy8RNgrg7yoQn2GUrDIZg8fst9k2Qoo/FBdbhraFJ5lOv/NghCRwCdfPA6vrUE1kLerjSA2tBkSAxOV28ulRdbOZQ==
srmpoc.fox.	3600	in	ds	48553 13 2 C145027349B25F87699034A21DEEE39BA669B9B0AA8EFAED7042762D44755F46
srmpoc.fox.	3600	in	ns	ns01.dns.fox.
srmpoc.fox.	3600	in	ns	ns01.foxdoua.com.
srmpoc.fox.	3600	in	ns	ns02.dns.fox.
srmpoc.fox.	3600	in	ns	ns02.foxdoua.com.
srmpoc.fox.	3600	in	ns	ns03.dns.fox.
srmpoc.fox.	3600	in	ns	ns03.foxdoua.com.
srmpoc.fox.	3600	in	ns	ns04.dns.fox.
srmpoc.fox.	3600	in	ns	ns04.foxdoua.com.
srmpoc.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. GRi43kskUzbarzKjlUBaK6JI0Jn+CJQkV6JygVgQSYHH5TQXANLfBY3Yex+T0IOI1kKH8tmrdo1oXLAkP2nq8NBA6lu5v+2Hz7/HvozVS9+maTD17Y9Rty3vonlUHAnDlIc6EoyGNU6a5ANeASluE/03pqggC7W30/IwrDloTZNsHNDwuiSQ1qfr6RVuetTxhPm0DplEFJCRWYCjKgYuDQ==
sshv86s962gqskbdtus4conkkhhaqiqf.fox.	900	in	nsec3	1 1 0 - SSTL9UR0KKF5QCFQDE3A6NNCAPONJ1MQ NS DS RRSIG
sshv86s962gqskbdtus4conkkhhaqiqf.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. KDpM85kMHhYYXX/kG2lNv+zidznEcOEyyL4hoqewEzamDH3mTPoc7GhOfaAi2iLlQglKnIAJHuvJH+xRfs8+1faiJCSp2EcZhnDRnN4HvYzvWqlSGGo+1OE3y2fQXm+4auKSXpVnDeIlfQKC4y2q0UoJ8pjm/YSLIqvKfDIyTq/zhVn5rro4zrdXWh2QzV5doDUB9KrBptfKBOUPL+DkXQ==
sstl9ur0kkf5qcfqde3a6nncaponj1mq.fox.	900	in	nsec3	1 1 0 - ST006R5BH4VQ8R3SIMI57JDAVT1H2MNH NS DS RRSIG
sstl9ur0kkf5qcfqde3a6nncaponj1mq.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. TICIC8oQwKpUdkZgqkV4YOrZJpzgR4g9EBDvpZ0iltNpGBYAB8icVSLj4kr0NxJ6qsCNgs7BZUAVVphuKYgjoc/t3BusykDw8xx6W2YiMzIY2BcpiYNzXkZD2H4g6wNMFM249rnmbdglCLQG2PBvmBGVwz9sXvH3NMrp1f4UpswcON37tgo8hdKNhO92UVyFQElXQPGu70g+1dfbYIn+nA==
st006r5bh4vq8r3simi57jdavt1h2mnh.fox.	900	in	nsec3	1 1 0 - SUDEDNQPG9UL6SAJLFBVH8TL4ON5618Q NS DS RRSIG
st006r5bh4vq8r3simi57jdavt1h2mnh.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. Jm7wsVnILIW8IZCJ8TuGTPQBoKRtdRLwSviYc03YbDmSxzKF3z8nlikpEnmMwDOkV1wk5UBx+6FBkvQZvHYDHOq4XaurhIP6Winur2Tl6fpVvy4qaEE8A41UYOzy5XJI/UiuArDobMMESSZx2dIk/0vpoA+twAuDiboKDy5OqyYDs9KXCQORQSf5bOqi9TmnPgmjhIAHIW6+Yb9RPDoW8w==
staffdiscount.fox.	3600	in	ds	48553 13 2 DD710A7FD6467D3B025506375F005227FBFEAD46D8785DD06B9A259D2C7C27F7
staffdiscount.fox.	3600	in	ns	ns01.dns.fox.
staffdiscount.fox.	3600	in	ns	ns01.foxdoua.com.
staffdiscount.fox.	3600	in	ns	ns02.dns.fox.
staffdiscount.fox.	3600	in	ns	ns02.foxdoua.com.
staffdiscount.fox.	3600	in	ns	ns03.dns.fox.
staffdiscount.fox.	3600	in	ns	ns03.foxdoua.com.
staffdiscount.fox.	3600	in	ns	ns04.dns.fox.
staffdiscount.fox.	3600	in	ns	ns04.foxdoua.com.
staffdiscount.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. ob3XZfBV0L/qloQYBbHFfUDcg9uuI5xO/H7/gLhBgzl/pcKJXNkd4aL/EC47BJvpKtkiZXxghizL4rESEU5LyjRZxox7m9+eQ/B588zYM0X+5X64kBXytvY5SXaSworhDXhYqUSMQnJcyjWA/nKGyOdTI23I58WUiQxGSU1pqMcwoEKx+BoXKejSkblFGCVH31NR4Y57CBmCk4cyZaHcyA==
stream.fox.	3600	in	ds	48553 13 2 A3B88C9408E51C0C68A2D9240B98BADBF53EB6663B92BBECE24EB7E61A0B569A
