place.	3600	in	soa	v0n0.nic.place. hostmaster.donuts.email. 1757034845 7200 900 1209600 3600
1238stjames.place.	3600	in	ns	ns2.dns-parking.com.
12728ellingtonwoods.place.	3600	in	ns	dns1.registrar-servers.com.
12728ellingtonwoods.place.	3600	in	ns	dns2.registrar-servers.com.
12bet.place.	3600	in	ns	ali.ns.cloudflare.com.
12bet.place.	3600	in	ns	kai.ns.cloudflare.com.
12grimmauld.place.	3600	in	ns	lars.ns.cloudflare.com.
12grimmauld.place.	3600	in	ns	rosa.ns.cloudflare.com.
12h3t6qcgh33d007ikbht08t36pb70jk.place.	3600	in	nsec3	1 1 0 73 13BTR6199UTK69FPTLA2HEBIOBPC80U9 NS DS RRSIG
12h3t6qcgh33d007ikbht08t36pb70jk.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. KKfcZZd3Zh0x7zGliAlUFXFMiYbat8R+v3b2xlO+WpliY8TSXmU4BAX3vZpJJABrevkkO9An7mWZ+fsjE5BED+NhpWW8cvj3znglytnkhZSf6t+ij+OBX/Y1/nORYjpDspF8stJgg+Bt0GzBC8PbISGxd/m6yK7huHNNtAA2uco=
12th.place.	3600	in	ds	3031 8 2 BE7712762D0FD9B8AE7DC501B4C09BF5B14768FD33D3C00DB7EB49B489D3859A
12th.place.	3600	in	ns	ns-cloud-d1.googledomains.com.
12th.place.	3600	in	ns	ns-cloud-d2.googledomains.com.
12th.place.	3600	in	ns	ns-cloud-d3.googledomains.com.
12th.place.	3600	in	ns	ns-cloud-d4.googledomains.com.
12th.place.	3600	in	rrsig	DS 8 2 3600 20250922152622 20250901142622 65154 place. QnVrXGlw7fZ2IYjAXpKV7TLCWOgytwBLhUdZIHrVWx3soSeZCssAE8VU+0psAKz6AXdY28pmTxJZeHOYygBSM/asGSgfx6uDO/agfV7iyg+Dd9UgO9NDMaCHvhf/XA+gdTiTkwNEaKdS9s2KASurVOV/qWUZUUpkM8Y73yuRGeo=
131broadway.place.	3600	in	ns	kanye.ns.cloudflare.com.
131broadway.place.	3600	in	ns	meg.ns.cloudflare.com.
1337.place.	3600	in	ns	gabriella.ns.cloudflare.com.
1337.place.	3600	in	ns	george.ns.cloudflare.com.
1365prospect.place.	3600	in	ns	curitiba.ns.porkbun.com.
1365prospect.place.	3600	in	ns	fortaleza.ns.porkbun.com.
1365prospect.place.	3600	in	ns	maceio.ns.porkbun.com.
1365prospect.place.	3600	in	ns	salvador.ns.porkbun.com.
13btr6199utk69fptla2hebiobpc80u9.place.	3600	in	nsec3	1 1 0 73 13S2BBMBBAMG27IB5ICFCI9M1TGH2NSU NS DS RRSIG
13btr6199utk69fptla2hebiobpc80u9.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. XPiRtGkqUGOaj3gbRQFRekqXSqhIVVcr4Di32NZBck6qqi4Im9V2Z1bvrnZCLEUxfpjLP6AlCVcH4uCHMeAlSmuyV01oWHUAVpWxOoB6l6zc82AquZCwO9hfsZzBBUci0uTWwXL2GeZO8y63A0TbkAA9b7EtcUCIXBanOuM+5qM=
13s2bbmbbamg27ib5icfci9m1tgh2nsu.place.	3600	in	nsec3	1 1 0 73 14KBHPMVCET8J3G29BA095FCTG3U9RQJ NS DS RRSIG
13s2bbmbbamg27ib5icfci9m1tgh2nsu.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. VvBZ8BQUyfNqVqqHNS1Zb8pa3jYqyvj8btFjtAg+GxWmo0Pbr/3XsCheO9RTUIn8AXLD1XVFlSvuvCAM+obrrb3+6iZovBwWPza7RizzV0bdnFe0UwmcuONRohokTz551uD7Qsecop3XpXnCVcAHONQAq0+P3Wqv+mVqjLQ25Tc=
140eastwalton.place.	3600	in	ns	dns1.registrar-servers.com.
140eastwalton.place.	3600	in	ns	dns2.registrar-servers.com.
140ewalton.place.	3600	in	ns	dns1.registrar-servers.com.
140ewalton.place.	3600	in	ns	dns2.registrar-servers.com.
14kbhpmvcet8j3g29ba095fctg3u9rqj.place.	3600	in	nsec3	1 1 0 73 1569OJ119OFFFJ39S108H2MAK52AVCUL NS DS RRSIG
14kbhpmvcet8j3g29ba095fctg3u9rqj.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. VHLf+g2/Zw3aGjuo+9MyOmg0lLop1pe2C+wjX1rwWMxphbmgJWvWejh8j4sCwvB2muVmy70OFYNpFfEIRVox/gyq5xiJzt0lfine43MiIOB5RQt2NLqh1TihJRIbg96vk+Bi3urgmlIL4gXf+Kqy6P0yujkUCSJ0l0Ne+rs+nnI=
1569oj119offfj39s108h2mak52avcul.place.	3600	in	nsec3	1 1 0 73 16QP3SU71GD41TP33BO58RGEILLH6247 NS DS RRSIG
1569oj119offfj39s108h2mak52avcul.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. bj3U34WyNUYxrw+lCbF9oO3Rw7DruXc4XqFbWtsYjAJxrE1CBb04hyddOY2AENuKdHeJXdSWpjuWhg/56hxp7yHvNfB06bjFe3F4y51Kvs4+7MV89aV1ASAj6I9c7DXXF4BUqA45a1f1tgtHN2HKI4T/7KQKVUIVh2GEWRCa8r0=
15guy.place.	3600	in	ns	ns-cloud-b1.googledomains.com.
15guy.place.	3600	in	ns	ns-cloud-b2.googledomains.com.
15guy.place.	3600	in	ns	ns-cloud-b3.googledomains.com.
15guy.place.	3600	in	ns	ns-cloud-b4.googledomains.com.
168.place.	3600	in	ds	31507 8 2 6861CDF9AB31CC811387440AA004EE13208927F742B1AC37EB5D1FA50F17CE84
168.place.	3600	in	ns	ns-cloud-c1.googledomains.com.
168.place.	3600	in	ns	ns-cloud-c2.googledomains.com.
168.place.	3600	in	ns	ns-cloud-c3.googledomains.com.
168.place.	3600	in	ns	ns-cloud-c4.googledomains.com.
168.place.	3600	in	rrsig	DS 8 2 3600 20250922152622 20250901142622 65154 place. j5nadzR57olcS8ei6SDgzeH19ajzjqZf++BTDcqqQGlhMCIU7FwNdFApKYDm/i6Rusduh9e+klMp7I5AXy3VswXScUyblTDKLSc3NAVSWiknCuJH28ZGFrwnnWKRd4ISlL4oUu9Cua9c7HF1O4cwhx+YoW7OjvQSunatSARpW64=
16943.place.	3600	in	ns	ns1.dns.com.
16943.place.	3600	in	ns	ns2.dns.com.
16qp3su71gd41tp33bo58rgeillh6247.place.	3600	in	nsec3	1 1 0 73 185OPCH0VLOSO18Q0LGOMR5DDFQICTS0 NS DS RRSIG
16qp3su71gd41tp33bo58rgeillh6247.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. dNp+ybZpWtEegxaIbUV0RbVjVgCS5UUCrVyFuQNU9TCv+T2jFgRBC8HANFU4uDG+gtS1negnwin8ClQriqliUr91J8w+pIJhi54/6PZCn3n/Fqbf8CUTsDMtoGJDVg/LCa4zSwnB3lhmGF836Q34i3D6ODxx5nWBtZedQ7Qv4Bw=
1789.place.	3600	in	ds	49904 8 2 32E107099D360A08065416703CDA69ED6119F9543EA3D6726CB8009AEC59CD14
1789.place.	3600	in	ns	dns107.ovh.net.
1789.place.	3600	in	ns	ns107.ovh.net.
1789.place.	3600	in	rrsig	DS 8 2 3600 20250922152622 20250901142622 65154 place. BXMkNDG6fRJKadZw2H014ooFVZRTbCSKfMQ2ok6YVhoPEi6FR5J7IPPYzjY3EIfX07rShOBN3Zb6baWlFVEPevg519yaSkClKk4QxqTkauvoaiVZ0vNPow33qHzhygN+NCD7fBRp8GvyYECtuHsMlwgOWKosNUnLZLyvY7q+aNU=
185opch0vloso18q0lgomr5ddfqicts0.place.	3600	in	nsec3	1 1 0 73 188F0CRU33E990N3RPNM3RD91973PKD9 NS DS RRSIG
185opch0vloso18q0lgomr5ddfqicts0.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. FtkARW7nGWTAkzA1vB4hHE3A8J0DMkKQ1DMGcEl24KAKT+RxEBpA3Ra73DCXXNmp7AXeYBXV5zJm3F13DE29rTiXN8KjWiDmUJk3u4TnFBzLxmuwYp4vPQHBZb5FC+GR1C1tZCBGxgzDsmPPywU7kDfL1/J34RA12o3FtlB4f2k=
188bet.place.	3600	in	ns	pdns95.ultradns.biz.
188bet.place.	3600	in	ns	pdns95.ultradns.com.
188bet.place.	3600	in	ns	pdns95.ultradns.net.
188bet.place.	3600	in	ns	pdns95.ultradns.org.
188f0cru33e990n3rpnm3rd91973pkd9.place.	3600	in	nsec3	1 1 0 73 18NSIOOEEMSLV87B3SRE0KT5KTG4INPD NS DS RRSIG
188f0cru33e990n3rpnm3rd91973pkd9.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. bbJMWlinQbwvuWzZVY1IWczcfAGQFBG8ygQY/NXHrplox/2hGuifz3lhVTWPVJ6xno+YZCAXNi1RqiiCfU3cZK2sGXheA6qu7Sfx+xZSM6AeZd08gbG5eG6Lfaq7PcnWhGF1wOe6XNZy/wmw/77o5oUyjCT0hb4BrZKUVJuVxIM=
18luck.place.	3600	in	ns	ns-137-b.gandi.net.
18luck.place.	3600	in	ns	ns-238-a.gandi.net.
18luck.place.	3600	in	ns	ns-81-c.gandi.net.
18nsiooeemslv87b3sre0kt5ktg4inpd.place.	3600	in	nsec3	1 1 0 73 18ODKN0C24M9H6E1VG9V360TUQ8MEI9F NS DS RRSIG
18nsiooeemslv87b3sre0kt5ktg4inpd.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. B98xvesn+dV/oxPGAc6tQIe+hGoWGl12HUcoYA0pTPxqEnLorRy0oMFln0A+pWwaZWfPbafbogBbIC00P9r3JVrfWEBYOJWsMVnTq7Gfp4fJnzKw7xAjsAWOHRGAskHM/0gZ64oVUm3I7ek7wGY3i0VP2i8VL2j7wyMuL00CS1Y=
18odkn0c24m9h6e1vg9v360tuq8mei9f.place.	3600	in	nsec3	1 1 0 73 18POVB0GABNKLNHIGB8FLH57B8ADCGGJ NS DS RRSIG
18odkn0c24m9h6e1vg9v360tuq8mei9f.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. bOfQ2DDrrvAQHyEF9vGpoo4wdpuvYD8Vb0uX0l62yy0TM5+gvN7vK1MlBu1kCd0ayEp/cfB1GpFO4blvBeaFrqBBRl18BUZ0WTonOZ6awP49XNkDm6Yr4uQrPnBzfT8fUXOZB2avcn2kLjzbSnJD/eNW3x09LN9wQXDLuDfAbSM=
18oofdawnphotography.place.	3600	in	ns	ns1.wordpress.com.
18oofdawnphotography.place.	3600	in	ns	ns2.wordpress.com.
18oofdawnphotography.place.	3600	in	ns	ns3.wordpress.com.
18povb0gabnklnhigb8flh57b8adcggj.place.	3600	in	nsec3	1 1 0 73 19LCA0VOMHHD4SKCA2IUHK10GCK22E4R NS DS RRSIG
18povb0gabnklnhigb8flh57b8adcggj.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. KhN/mJIcG4CqGlHc4VC07rVD+SAk5+DbFEk9H0rkCyUUmjzrnIy+jeAlquJdYpw3Q3oSOOSvGleKRKp6b15unMQ8JAt6rtvl6QydTOKD5ARZSGkU6jMC50LQVbD1UZHBJUsfsNeM3OkrtIC17wTLHhNjRG+C07EwuZlShteuzZ4=
1991.place.	3600	in	ns	ns33.domaincontrol.com.
1991.place.	3600	in	ns	ns34.domaincontrol.com.
19lca0vomhhd4skca2iuhk10gck22e4r.place.	3600	in	nsec3	1 1 0 73 1A7QLENG36HGFGEE59F3B6M4LJ4K3VTN NS DS RRSIG
19lca0vomhhd4skca2iuhk10gck22e4r.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. WSkJaFPK+FhbZGeg7rnA0iGpadcGOBJqNM0136HuSXduaBsXrcTgjvxPJsuHf8P4eCEwcENwAV8feCClQFlG8sFkrztiPHFMEOa0clhOptI+9LtJxR8WcxvwvEkXVY+5EmJSU+kIwJjyKRXrogX31aTEPLKCMi/dP57f+on+qdU=
1a.place.	3600	in	ns	ns.udag.de.
1a.place.	3600	in	ns	ns.udag.net.
1a.place.	3600	in	ns	ns.udag.org.
1a7qleng36hgfgee59f3b6m4lj4k3vtn.place.	3600	in	nsec3	1 1 0 73 1AKUN9S8F2DHT50B6TP3O54SCG00LP9B NS DS RRSIG
1a7qleng36hgfgee59f3b6m4lj4k3vtn.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. Y23UV++pUpeS7LKKUNi8iGQpSf4PaF4nFYfjSn9+ygzv/jk5u49BhbOhDY7g5ciKEXVj4ewYVWN2sBA3rqDY9hcOq/C21bZa1Emrvxpqy3g4iXXp0POfK+GKAE072Y12AnZLJxmxLt+tcCwJC8bFvetiPXavKijVXuY0bV3H6kQ=
1akun9s8f2dht50b6tp3o54scg00lp9b.place.	3600	in	nsec3	1 1 0 73 1C3M70IR7PQCO0KV0B00139MLA0AFOJ2 NS DS RRSIG
1akun9s8f2dht50b6tp3o54scg00lp9b.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. RGEQuGhSc2Z3W/Hjynpcp41hVKcTrwAdC0W7fcoqZqW7gybUy/9VsFZGuzM1i0dsX8/tt2592CP04KGBYeFbCT89e0ylZhb+rdM0rdoCX1jS4ClJMiRf/oo1uPnzvCGeE8b2vnJ9UwpWrn9s7a+xpUMpENSr/PlDgcJfbDffKTU=
1btc.place.	3600	in	ns	dns1.registrar-servers.com.
1btc.place.	3600	in	ns	dns2.registrar-servers.com.
1c3m70ir7pqco0kv0b00139mla0afoj2.place.	3600	in	nsec3	1 1 0 73 1CVVR5AQA8A3DKBK04P8DRJ2PNHGC5BU NS DS RRSIG
1c3m70ir7pqco0kv0b00139mla0afoj2.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. lxPP6QRhDqZjJc90llxhR5M7/xAi8xaVWjB75KX4e0wmIuQq7M3nwzghSQCmuBig7Hr8/KjnuYc+1SLGeCEmaJFW1vbxroM/0kmmccZxy3Z6EQu+493Q3gW8xSYUSuFTUNioL9R3iRntcc98IKyP0zCcgg9F3L2zUJN0tdK+KKk=
1cabura.place.	3600	in	ns	dns1.registrar-servers.com.
1cabura.place.	3600	in	ns	dns2.registrar-servers.com.
1central.place.	3600	in	ns	ns61.worldnic.com.
1central.place.	3600	in	ns	ns62.worldnic.com.
1cruisersblvd.place.	3600	in	ns	curitiba.ns.porkbun.com.
1cruisersblvd.place.	3600	in	ns	fortaleza.ns.porkbun.com.
1cruisersblvd.place.	3600	in	ns	maceio.ns.porkbun.com.
1cruisersblvd.place.	3600	in	ns	salvador.ns.porkbun.com.
1cruisersboulevard.place.	3600	in	ns	curitiba.ns.porkbun.com.
1cruisersboulevard.place.	3600	in	ns	fortaleza.ns.porkbun.com.
1cruisersboulevard.place.	3600	in	ns	maceio.ns.porkbun.com.
1cruisersboulevard.place.	3600	in	ns	salvador.ns.porkbun.com.
1cvvr5aqa8a3dkbk04p8drj2pnhgc5bu.place.	3600	in	nsec3	1 1 0 73 1DN0RMNDR8O7IDVJ6E2GSTFCQNK8ER27 NS DS RRSIG
1cvvr5aqa8a3dkbk04p8drj2pnhgc5bu.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. UwiapwDDkr4+IaTqcXQoIeShZCcPk9vAlZ282YbTRVUgW1UHG2GdaDzXh01YXha0gPRFPYRHiOos9L+IRdTCQ29ncmGed6tk7Gz60+aobiCaMgadTq2ti4DT7du9LFl+QuJueCSvULahgBOi1KK3vSrfmAEbdU9ZZFbewOvAf2o=
1dn0rmndr8o7idvj6e2gstfcqnk8er27.place.	3600	in	nsec3	1 1 0 73 1HBIHDDFPD2MLSD1VSB48IL9MA6GLFAM NS DS RRSIG
1dn0rmndr8o7idvj6e2gstfcqnk8er27.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. BO8ixBSc5FbESZt9YOH6wUsB4ttDuNhL+qyvOx1p20GHhauCUWVdOiqpVXluW3jR7EKp9A3xGqcEUxvOHrr0Nj/2eQBFdTUFGjJhWC8I65RYkBkvdIAme/UsQgxuLSwFuHKYJ9QjX0KvyuQQqStPo4zMugSqlx3b63JJ0AyHCJQ=
1hbihddfpd2mlsd1vsb48il9ma6glfam.place.	3600	in	nsec3	1 1 0 73 1J8TQQICF336U381T624V2G4H0VCHGBC NS DS RRSIG
1hbihddfpd2mlsd1vsb48il9ma6glfam.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. fGeFu6BrOKbOEyGR6kqPF3LA3bApfXRBEYaGXXohl8bpFEn4vqwnsVNrymoSzTxfw/WvgHvd9zh8zL8nV2kMpqo0Zh66b41pUO/sOTT37hVMEW9qQm1dIZ6Q7ktkC09bPecUJbivtAl/QkLLTgZ0bSTw0eoK66ul1QUbR9/xRM0=
1irving.place.	3600	in	ns	curitiba.ns.porkbun.com.
1irving.place.	3600	in	ns	fortaleza.ns.porkbun.com.
1irving.place.	3600	in	ns	maceio.ns.porkbun.com.
1irving.place.	3600	in	ns	salvador.ns.porkbun.com.
1j8tqqicf336u381t624v2g4h0vchgbc.place.	3600	in	nsec3	1 1 0 73 1JBUAPLS03B96FB37RHPO9B1APAULHP8 NS DS RRSIG
1j8tqqicf336u381t624v2g4h0vchgbc.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. Gmfry87koW7LU7PPAfoCBA6uBJBE9X1KrM+9aKQz2GaE8cfs1QSSCup8MoAwea+UIXxph7jSlh0KUQkCoMepeCcFTNGlUd0ib1YwzP8kzVPxAPrWGzi37esExOnCT18/07t/3hBrtpuFRm16007296vutwriL5ryf8L5DSLWUlQ=
1jbuapls03b96fb37rhpo9b1apaulhp8.place.	3600	in	nsec3	1 1 0 73 1KKIFU16KO79SAG31ORAKIF9PMU8S1HC NS DS RRSIG
1jbuapls03b96fb37rhpo9b1apaulhp8.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. DdIq9euzyJBKbO3GfZFom2mLB5vkgPMXBQKT+cQJe3MkyCKBWuz87DCpNMkpt/eUvC9CluGE45xtfEsLSGKilZd0DgLklczAYifNNtZ3PmnVqq9qgv9eWY33L0dRLkz1IfuWGhIA4jfQuSAPGvkX5q3Ni7KXfjtU/te/uitIX2c=
1kkifu16ko79sag31orakif9pmu8s1hc.place.	3600	in	nsec3	1 1 0 73 1KPL285APJCV5MNAOP1BQ5529TVS0587 NS DS RRSIG
1kkifu16ko79sag31orakif9pmu8s1hc.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. ojtjBmqImx1tViZlz1jygIzAYKn2rvTnhAJ8LkJmZlj7DwCogFsMwItGUBecpFPyYQOABQ1pfxRbDhvmJ3RFpDJH8yIKVvqpLTKWHu2pvfnsXzenaOutaYp7OncjXH+So7qBP8izVcom4et4IF0kLZCDKl1jYKCGO7d9PkNOhh8=
1kpl285apjcv5mnaop1bq5529tvs0587.place.	3600	in	nsec3	1 1 0 73 1L6H7JG50OGR5Q68QHF9V2G5JQ3EV5DF NS DS RRSIG
1kpl285apjcv5mnaop1bq5529tvs0587.place.	3600	in	rrsig	NSEC3 8 2 3600 20250923224650 20250902214650 65154 place. qTLd9soeI/JP23ewGiCk5dKz+RbepaFwvEDK1fzUIRR49SzzTggyFo7RBoY99e6EVwvqG2N7Gg8LROePlhubGk1tSleyZimjJRloEQVR37lgX9S2VT0qRjFxaxBKv2vJA7m3syWw6Ursj0aa1Bh2TO19rZIhtjRCC7LbD5SKDG8=
1l6h7jg50ogr5q68qhf9v2g5jq3ev5df.place.	3600	in	nsec3	1 1 0 73 1LK69LQ5APO751JERL7QLP503DE745EI NS DS RRSIG
1l6h7jg50ogr5q68qhf9v2g5jq3ev5df.place.	3600	in	rrsig	NSEC3 8 2 3600 20250923224650 20250902214650 65154 place. YQmkLmv52HqjCu+HxfcfEgoCiQg+p77o35B6H/8KFhXcAoUoapAbWfJuvMlpMOm7hIKqdK74sQ3MmPm/OJeEU/UnI+DgI2zDNF4RXbxYZrfFu9+sE1AnYhpUo2jbslASeLqM/6eqbniB0HPd1TIrFnRiG41TULf0e6PWxAtbsaQ=
1lk69lq5apo751jerl7qlp503de745ei.place.	3600	in	nsec3	1 1 0 73 1M5Q2CC3K1P6H3DC65E9FIA3S7NDPLUD NS DS RRSIG
1lk69lq5apo751jerl7qlp503de745ei.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. q0f+LKFhfXNQcTwFb7w9D9bBVM93cr9Hfv6Oul1M/mZEIrA5PJiIrzpUHNB5LgBVFwrRnA3WXQGdNkzKZjAZfYPcrB6Ec6i/GYTif4zFI9MII9G14RSKLODUs5Iwhvtle4uWqS5acVcP+MOTwBiSRaCFrxXqPdzJ4XM/s4yGY4M=
1m5q2cc3k1p6h3dc65e9fia3s7ndplud.place.	3600	in	nsec3	1 1 0 73 1NNR9PQ4SEKE9JN2IHKLDBL7T2Q77SNH NS DS RRSIG
1m5q2cc3k1p6h3dc65e9fia3s7ndplud.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. jMvZbETGBX2kBh5XCqVwplSpGlzJGUR/X6KsCfgaMMBVFYeFVpUldfbHz1UtRjkNznDD5oKklskqdvrjckcufkMwKyZzYdW2rWSTS+gjoJKgN39RsrELwwxix99LWg+RBXocyZaMfqiSMAxy5vFn4elX9/OXvo2l0oUhQZfFzeM=
1magical.place.	3600	in	ns	dns1.registrar-servers.com.
1magical.place.	3600	in	ns	dns2.registrar-servers.com.
1market.place.	3600	in	ns	maeve.ns.cloudflare.com.
1market.place.	3600	in	ns	memphis.ns.cloudflare.com.
1nnr9pq4seke9jn2ihkldbl7t2q77snh.place.	3600	in	nsec3	1 1 0 73 1NTHQ2M2JP6VM4066VEIHSUC5NTMIR0C NS DS RRSIG
1nnr9pq4seke9jn2ihkldbl7t2q77snh.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. Dq8e1HkZaNk2RY3ZzByKIWiLYD+5ZDtZy2J7BzRQYFODOs2u5YLNaWW3NF274CHdHvgYwOe7diw+E4AgNbizWrNcriy1aRlEy9KXf6HpJPMPjJRW6XHTIUvh8Vj4rJhsafGLi3SCugs10LVv0h0WBVsyM8r4LOlQIN0MjkHb0Tg=
1nthq2m2jp6vm4066veihsuc5ntmir0c.place.	3600	in	nsec3	1 1 0 73 1OHJ0MQDNOOFHO94NLA4F2R3HMFRQ84K NS DS RRSIG
1nthq2m2jp6vm4066veihsuc5ntmir0c.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. NfZz3uvlDMo6isY0dw7MpZmFCp2AwzCo+HawpfAjdm5pxYGbe55Yin1nJm9kKy8VidJb2oBW0DyIDLg/KADYQtAR52kICyFYtT0NgZ/OT24TF49YHiT2PTvaBytij/sSgcU+ByVQIpnJ5ax7ASWKiCQov5AEj+6K+mlwhjpQs88=
1ohj0mqdnoofho94nla4f2r3hmfrq84k.place.	3600	in	nsec3	1 1 0 73 1Q9H4MMELQBF04F6H4VJVTF5N9QR47QM NS DS RRSIG
1ohj0mqdnoofho94nla4f2r3hmfrq84k.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. FA7X29AOlQD1T7+awZ1eD6p89WZS0ILOZs4yLa+ZWuNks2c7JmYJE3vlIzvU5IUA9Cd2pvsb+y0rT0cS+4+GJrKXo5DtgprNWHMXwb4FzNt5aMQ4HKmloPL28HcDESJtsv/mgjJXIcsllDGj0CTcSH3vQGt74w+I9R50tyXBMQ0=
1place.place.	3600	in	ns	ns13.domaincontrol.com.
1place.place.	3600	in	ns	ns14.domaincontrol.com.
1player.place.	3600	in	ns	ns33.worldnic.com.
1player.place.	3600	in	ns	ns34.worldnic.com.
1q9h4mmelqbf04f6h4vjvtf5n9qr47qm.place.	3600	in	nsec3	1 1 0 73 1QLN920BIB0BCV1MU7LLF8SMFOLI6FF9 NS DS RRSIG
1q9h4mmelqbf04f6h4vjvtf5n9qr47qm.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. WRP5vLKVSg4ggG7Tk6TBJ+SWsKoHWtUC1RmcjAo/Qx27hWT8D2LMvcB9vPesGXeGwCyzPlyqvxizRP0Sei3/P/N5MBRZ1im7f2aDkkBMoi5IAtmuNdkm7Tkb0u+zVnWGvAniilxKT28Iz0gFJ1Lq7YbA0cw9kyzDgnC+QqPQ7sY=
1qln920bib0bcv1mu7llf8smfoli6ff9.place.	3600	in	nsec3	1 1 0 73 1R0FMQ9SOS102G2ECQ3PEIAOQ8H361BM NS DS RRSIG
1qln920bib0bcv1mu7llf8smfoli6ff9.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. ZETDmmvUv6s20KfoFjAb6wUb7AnQhvXIzt3i6nC0AW9/YNsbK5VU1tQsR01upMTa5BG0oxN2uhw73ENMhR+46uyxCSmcnD43JXbxQ5Y5EaYG/97lt9GpMpiy0kyVlhActn8f5QqWw430G0e8mrg0JSV8gmYcHlNAzBCFXnniOgk=
1r0fmq9sos102g2ecq3peiaoq8h361bm.place.	3600	in	nsec3	1 1 0 73 1R6KNR1GKOTBT2KO7PCU8JR4LQVA4MCC NS DS RRSIG
1r0fmq9sos102g2ecq3peiaoq8h361bm.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. T8CODhhYvxhMGPOYnlBH+HA86lWTCir8R9xvpJYoCZYKp6cc+lHv/jSe/W6D4He2RwDhTFB1cbatQPU0knBMjyY9FhozSuRcNkT3N1gJEZW94cot4cLquaWooeGahOlKdSaqhYXLn0OWMRwL7xhkmvMnqIMDzDBQGNHO/oTWjsQ=
1r6knr1gkotbt2ko7pcu8jr4lqva4mcc.place.	3600	in	nsec3	1 1 0 73 1R7PHEAHT7N8TSGOVHJAB8UDU8VO5MGH NS DS RRSIG
1r6knr1gkotbt2ko7pcu8jr4lqva4mcc.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. DsYdqABpELVZByPLBvVRH755fYSG9QUs1oEAA+PZ19OD4KSeqaXhu1WOzuVMx6A3wmn2fybYjZjSzO3jdQ3ScOtw31pL+P+lignang+JKUAYeN4CwDpg4EChZLbV5vggu4Ua4y3CUUU7DkuPScGqiDjRtT6PsLE4UpPgvGfmhOY=
1r7pheaht7n8tsgovhjab8udu8vo5mgh.place.	3600	in	nsec3	1 1 0 73 1S3DS89C5EBVSG3717I5BU2PJQ4PURNV NS DS RRSIG
1r7pheaht7n8tsgovhjab8udu8vo5mgh.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. DZLOO5y3VNJvQSdIej7qcvnES4RE7AEkoUr4oiK9B/xVw9bpv+S46wJF6aep62oGyvsXI2Y8ugN57lcDWLeSw9qx5dI4BSSgHDAE3NFgzhLJM1uWSAuwOBPCRyUwcjx5mJCLj8nXix2PinZLcCLeVi56gROQ6aTIpDK9GGtXFp0=
1s3ds89c5ebvsg3717i5bu2pjq4purnv.place.	3600	in	nsec3	1 1 0 73 1SH36JHRKINTDCRK5Q0VCAHI5IGH3C8B NS DS RRSIG
