direct.	3600	in	soa	v0n0.nic.direct. hostmaster.donuts.email. 1757638863 7200 900 1209600 3600
agent.direct.	3600	in	ns	ns3.livedns.co.uk.
agentic.direct.	3600	in	ns	ns1.atom.com.
agentic.direct.	3600	in	ns	ns2.atom.com.
agentic.direct.	3600	in	ns	verification-ebrwsychwhstldhdkvnlkb.ns101.verify.hn.
agenticai.direct.	3600	in	ns	ns1-coming-soon.sav.com.
agenticai.direct.	3600	in	ns	ns2-coming-soon.sav.com.
agents.direct.	3600	in	ns	ns1.afternic.com.
agents.direct.	3600	in	ns	ns2.afternic.com.
aggregates.direct.	3600	in	ns	candy.ns.cloudflare.com.
aggregates.direct.	3600	in	ns	elliot.ns.cloudflare.com.
agile.direct.	3600	in	ns	ns1.afternic.com.
agile.direct.	3600	in	ns	ns2.afternic.com.
agintos.direct.	3600	in	ns	ns.inwx.de.
agintos.direct.	3600	in	ns	ns2.inwx.de.
agintos.direct.	3600	in	ns	ns3.inwx.eu.
agmhfr4cds44l42834bnelftgvepov69.direct.	3600	in	nsec3	1 1 0 73 AH4J7E2GGET5NHU004S8RHR1ASEN9EKB NS DS RRSIG
agmhfr4cds44l42834bnelftgvepov69.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. IUnP1MuSNpBhFqFvgRiRDGsLEoDPFSyBG5vDrlvwtSJezVaP3hWuymBmfTsz6ZhKwgpXqyqjQdXYQqfkDZM7XnUqUh8G9JdfnTien2uUl4j9cWokCF3W+hWcPVsM05Vxbd5b/ZHDF/v2VOmTFZ97zdTd63Msm2FHFgXhcDIkPQo=
agnes.direct.	3600	in	ds	41412 13 2 6515ACEFDF23F9298558C933D1707AA2401B89989D500E8EFF69859C2D9CF452
agnes.direct.	3600	in	ns	ns01.one.com.
agnes.direct.	3600	in	ns	ns02.one.com.
agnes.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. S0O7AEheKego7LDTiFaTgGJM6T2o3irFUcktnKQJTBHSmFfHUtoIV8kbgbVsULp8P3m6K+k9YjA8dmwMMjCaSNYOUaVXbPlg5vfgVxQYW1DydT1OhYsti5kJxtQxFKAvRjqQ6DomAHV46XMjercFZ8jTttdlT6E/2R9WPBwGjIk=
agpartsdirect.direct.	3600	in	ns	ns55.worldnic.com.
agpartsdirect.direct.	3600	in	ns	ns56.worldnic.com.
agrar.direct.	3600	in	ns	coby.ns.cloudflare.com.
agrar.direct.	3600	in	ns	nora.ns.cloudflare.com.
agri.direct.	3600	in	ns	ns1.afternic.com.
agri.direct.	3600	in	ns	ns2.afternic.com.
agricultura.direct.	3600	in	ns	dns1.registrar-servers.com.
agricultura.direct.	3600	in	ns	dns2.registrar-servers.com.
agriculture.direct.	3600	in	ns	ns1.hostmonster.com.
agriculture.direct.	3600	in	ns	ns2.hostmonster.com.
agristuff.direct.	3600	in	ns	ns1.conceptcloudsolutions.com.
agristuff.direct.	3600	in	ns	ns2.conceptcloudsolutions.com.
agro.direct.	3600	in	ns	ns1a.dodns.net.
agro.direct.	3600	in	ns	ns2a.dodns.net.
agrotrader.direct.	3600	in	ns	ns1.bluehost.com.
agrotrader.direct.	3600	in	ns	ns2.bluehost.com.
aguuf.direct.	3600	in	ns	n1.xundns.com.
aguuf.direct.	3600	in	ns	n2.xundns.com.
agwot.direct.	3600	in	ns	brian.ns.cloudflare.com.
agwot.direct.	3600	in	ns	kimora.ns.cloudflare.com.
ah4j7e2gget5nhu004s8rhr1asen9ekb.direct.	3600	in	nsec3	1 1 0 73 AKCMK28U21EALUBFELL17UDVUS2J4FN1 NS DS RRSIG
ah4j7e2gget5nhu004s8rhr1asen9ekb.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. U+bFc/pb9hQV0srr8GxDdNZRRwv1sgIE+dhtmijoUTJgubzpIl6ROQEROHIxqwHD4vN/jnfRVMen2agZzVh/NDaVLCeVCZp+g3N8wHViYsOu8D4e/bztAxjjJcYJjADgqftZPD4q+KLGbv6PQj7ouCncIA22ObXMgiqiHYSOFfQ=
ahatc.direct.	3600	in	ns	n1.xundns.com.
ahatc.direct.	3600	in	ns	n2.xundns.com.
ahcgi.direct.	3600	in	ns	n1.xundns.com.
ahcgi.direct.	3600	in	ns	n2.xundns.com.
ahead.direct.	3600	in	ns	ns1.dns-redirect.com.
ahead.direct.	3600	in	ns	ns2.dns-redirect.com.
ahsservices.direct.	3600	in	ns	dns1.registrar-servers.com.
ahsservices.direct.	3600	in	ns	dns2.registrar-servers.com.
ai.direct.	3600	in	ns	ns1.afternic.com.
ai.direct.	3600	in	ns	ns2.afternic.com.
aia.direct.	3600	in	ns	csccladims01.csc.net.au.
aia.direct.	3600	in	ns	cscsyddims03.csc.net.au.
aiadvertising.direct.	3600	in	ns	ns-1470.awsdns-55.org.
aiadvertising.direct.	3600	in	ns	ns-1684.awsdns-18.co.uk.
aiadvertising.direct.	3600	in	ns	ns-53.awsdns-06.com.
aiadvertising.direct.	3600	in	ns	ns-716.awsdns-25.net.
aiagent.direct.	3600	in	ns	ns1.afternic.com.
aiagent.direct.	3600	in	ns	ns2.afternic.com.
aiagents.direct.	3600	in	ns	davina.ns.cloudflare.com.
aiagents.direct.	3600	in	ns	jihoon.ns.cloudflare.com.
aibot.direct.	3600	in	ns	dns1.yandex.net.
aibot.direct.	3600	in	ns	dns2.yandex.net.
aic.direct.	3600	in	ds	16040 8 2 59D1946226199CE07D5368D7043B415F8657B889AFBE32EBA3B6EA839B97A989
aic.direct.	3600	in	ns	dns101.ovh.net.
aic.direct.	3600	in	ns	ns101.ovh.net.
aic.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. gSqIV3sejWkPLAGIvlbhjHBcaDwmTlIN76oOE5h8PYIDtvIp/DirE0IH031gfICND+W1RRpYJ7xB/J6f4I+4Ke80FTg9h3Tdl1IaGzdRwvjcg6QI3qkd8CkLSdI50k86vaSRpuFlNXDgYxgfyUyaw0yJ4HjDebgAnVrp15wkIMY=
aichat.direct.	3600	in	ns	ns1.afternic.com.
aichat.direct.	3600	in	ns	ns2.afternic.com.
aiconnect.direct.	3600	in	ns	albert.ns.cloudflare.com.
aiconnect.direct.	3600	in	ns	noor.ns.cloudflare.com.
aid.direct.	3600	in	ns	ns19.domaincontrol.com.
aid.direct.	3600	in	ns	ns20.domaincontrol.com.
aidigy.direct.	3600	in	ns	ns.udag.de.
aidigy.direct.	3600	in	ns	ns.udag.net.
aidigy.direct.	3600	in	ns	ns.udag.org.
aifriend.direct.	3600	in	ns	charles.ns.cloudflare.com.
aifriend.direct.	3600	in	ns	cloe.ns.cloudflare.com.
aigent.direct.	3600	in	ns	ns77.domaincontrol.com.
aigent.direct.	3600	in	ns	ns78.domaincontrol.com.
aim.direct.	3600	in	ns	ns1.afternic.com.
aim.direct.	3600	in	ns	ns2.afternic.com.
aimarket.direct.	3600	in	ns	ns1.hostwakey.net.
aimarket.direct.	3600	in	ns	ns2.hostwakey.net.
aime.direct.	3600	in	ns	ns-de.1and1-dns.biz.
aime.direct.	3600	in	ns	ns-de.1and1-dns.com.
aime.direct.	3600	in	ns	ns-de.1and1-dns.de.
aime.direct.	3600	in	ns	ns-de.1and1-dns.org.
air-con.direct.	3600	in	ns	ns47.domaincontrol.com.
air-con.direct.	3600	in	ns	ns48.domaincontrol.com.
air.direct.	3600	in	ds	2371 13 2 D4BF06D05C668837641765666BFBFD3BD7F8E2ED686BE491FF8C24901B74377D
air.direct.	3600	in	ns	camilo.ns.cloudflare.com.
air.direct.	3600	in	ns	lorna.ns.cloudflare.com.
air.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. OICroKLftUQhM5wTHEG5tXqZiy3TUV/c28sTotdvL4xywl4YaVvyTdF15ldBNJjkRw0Sit3of1FPRg0KWoLHVdEhS6vGthY2EucOoLJEnoWH8nB3pvRdNJLeFO1nkL7vBs1mZwIyyhFgbGXgTBeTnyd2rLfzeNckBdQLqXRDuEM=
airbnb.direct.	3600	in	ns	ns3.afternic.com.
airbnb.direct.	3600	in	ns	ns4.afternic.com.
airbook.direct.	3600	in	ns	dns1.registrar-servers.com.
airbook.direct.	3600	in	ns	dns2.registrar-servers.com.
airco-kopen.direct.	3600	in	ns	ns.zxcs.be.
airco-kopen.direct.	3600	in	ns	ns.zxcs.eu.
airco-kopen.direct.	3600	in	ns	ns.zxcs.nl.
airco.direct.	3600	in	ns	ns.zxcs.be.
airco.direct.	3600	in	ns	ns.zxcs.eu.
airco.direct.	3600	in	ns	ns.zxcs.nl.
aircokopen.direct.	3600	in	ns	ns.zxcs.be.
aircokopen.direct.	3600	in	ns	ns.zxcs.eu.
aircokopen.direct.	3600	in	ns	ns.zxcs.nl.
aircon.direct.	3600	in	ns	ns01.hostnet.nl.
aircon.direct.	3600	in	ns	ns02.hostnet.nl.
airconditioning.direct.	3600	in	ns	ns41.domaincontrol.com.
airconditioning.direct.	3600	in	ns	ns42.domaincontrol.com.
airconrental.direct.	3600	in	ns	ns33.domaincontrol.com.
airconrental.direct.	3600	in	ns	ns34.domaincontrol.com.
airconrentals.direct.	3600	in	ns	ns33.domaincontrol.com.
airconrentals.direct.	3600	in	ns	ns34.domaincontrol.com.
airdrop.direct.	3600	in	ns	ns101.kreativmedia.ch.
airdrop.direct.	3600	in	ns	ns102.kreativmedia.ch.
airfair.direct.	3600	in	ns	ns73.domaincontrol.com.
airfair.direct.	3600	in	ns	ns74.domaincontrol.com.
airintakes.direct.	3600	in	ns	eloise.ns.cloudflare.com.
airintakes.direct.	3600	in	ns	ganz.ns.cloudflare.com.
airliebeach.direct.	3600	in	ns	ns1.hosting-australia.com.
airliebeach.direct.	3600	in	ns	ns2.hosting-australia.com.
airliebeach.direct.	3600	in	ns	ns3.hosting-australia.com.
airpay.direct.	3600	in	ns	dns1.registrar-servers.com.
airpay.direct.	3600	in	ns	dns2.registrar-servers.com.
airport.direct.	3600	in	ns	ns1-coming-soon.sav.com.
airport.direct.	3600	in	ns	ns2-coming-soon.sav.com.
airportassist.direct.	3600	in	ns	ns25.domaincontrol.com.
airportassist.direct.	3600	in	ns	ns26.domaincontrol.com.
airports.direct.	3600	in	ns	ns1.siteground.net.
airports.direct.	3600	in	ns	ns2.siteground.net.
airporttransfer.direct.	3600	in	ns	failed-whois-verification.namecheap.com.
airporttransfer.direct.	3600	in	ns	verify-contact-details.namecheap.com.
airsoft.direct.	3600	in	ds	52262 13 2 D8E8A7276D120BBD2DD4475115C8112FC78CE624AC43BB53F8DD340C41C83659
airsoft.direct.	3600	in	ns	webhostingserver.g1-dns.com.
airsoft.direct.	3600	in	ns	webhostingserver.g1-dns.one.
airsoft.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. fG8kwiAWffYWANX4Z6By/BXI9K2IKmeorrQS+Tjle5M79TKGHjz8Jvhp3v5aCvkQsvDxZaI+3Esns2opGCsmy0GT3IhleYMgzb/a1PIGmLbDq3qFQJ57gKFsQKEEdC7n3SRkyhdVwEo2ajxUXWSr/AZC2oyIadnfNfsW3B8KSBE=
airtaxi.direct.	3600	in	ns	ns1020.ui-dns.com.
airtaxi.direct.	3600	in	ns	ns1072.ui-dns.biz.
airtaxi.direct.	3600	in	ns	ns1085.ui-dns.de.
airtaxi.direct.	3600	in	ns	ns1091.ui-dns.org.
airtickets.direct.	3600	in	ns	ns47750.openprovider.com.
airtickets.direct.	3600	in	ns	ns71420.openprovider.com.
ais.direct.	3600	in	ns	ns1042.ui-dns.com.
ais.direct.	3600	in	ns	ns1076.ui-dns.de.
ais.direct.	3600	in	ns	ns1086.ui-dns.org.
ais.direct.	3600	in	ns	ns1092.ui-dns.biz.
ait.direct.	3600	in	ns	ns1.livedns.co.uk.
ait.direct.	3600	in	ns	ns2.livedns.co.uk.
ait.direct.	3600	in	ns	ns3.livedns.co.uk.
ajvkx.direct.	3600	in	ns	ns1.dnsip.com.
ajvkx.direct.	3600	in	ns	ns2.dnsip.com.
aka.direct.	3600	in	ns	ns1.cyon.ch.
aka.direct.	3600	in	ns	ns2.cyon.ch.
akasha.direct.	3600	in	ns	dns1.registrar-servers.com.
akasha.direct.	3600	in	ns	dns2.registrar-servers.com.
akcmk28u21ealubfell17udvus2j4fn1.direct.	3600	in	nsec3	1 1 0 73 AKF9CRVJOV59EEI8LKNVTR92ASVHG1OB NS DS RRSIG
akcmk28u21ealubfell17udvus2j4fn1.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. SwHPZhuH1Ms1+JxeZMqb2lkP9ZqkeV8xIn/0/XlR8j6oc7OT83evSdJqufqShIzGtTGrZAvLPfij4vOlUola1oZTmvVUvxeGN3pVdYbpMononHJa02eunHKdy4avz8vabObv8Y6hAyIokcKt768y05IUWM5jkNKH2VoGI3u+ARE=
akf9crvjov59eei8lknvtr92asvhg1ob.direct.	3600	in	nsec3	1 1 0 73 ANC0OQ60O67BT23HETCO162KQLRGF0LP NS DS RRSIG
akf9crvjov59eei8lknvtr92asvhg1ob.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. Db6CW0AvxzdZqn79NrrGF89sXXRz0ZHIQHq/SSm3eFhi/7WPo7Tne9W8PLjEWPjL1upTOi1rSEJ/2wNnJlCTPpK0TlZpdNzwk0F3qXkMBza5MwLbMXqKUji70T/KKay8Aiujy/HOd1rNZifMGciitQmWrI4GYGeNjKs4cAhTqBw=
akkus.direct.	3600	in	ns	curt.ns.cloudflare.com.
akkus.direct.	3600	in	ns	rose.ns.cloudflare.com.
alacarte.direct.	3600	in	ns	dns110.ovh.net.
alacarte.direct.	3600	in	ns	ns110.ovh.net.
alan.direct.	3600	in	ns	ns1.linode.com.
alan.direct.	3600	in	ns	ns2.linode.com.
alan.direct.	3600	in	ns	ns3.linode.com.
alan.direct.	3600	in	ns	ns4.linode.com.
alan.direct.	3600	in	ns	ns5.linode.com.
alaniz.direct.	3600	in	ns	ns97.worldnic.com.
alaniz.direct.	3600	in	ns	ns98.worldnic.com.
alarm.direct.	3600	in	ns	ns-120.awsdns-15.com.
alarm.direct.	3600	in	ns	ns-1312.awsdns-36.org.
alarm.direct.	3600	in	ns	ns-1818.awsdns-35.co.uk.
alarm.direct.	3600	in	ns	ns-939.awsdns-53.net.
alarms.direct.	3600	in	ns	ns-uk.1and1-dns.biz.
alarms.direct.	3600	in	ns	ns-uk.1and1-dns.co.uk.
alarms.direct.	3600	in	ns	ns-uk.1and1-dns.com.
alarms.direct.	3600	in	ns	ns-uk.1and1-dns.org.
alarmsysteem.direct.	3600	in	ds	28993 13 2 1A54D080B28D1A9F7FA64AEF2A83FA3CF8878AF49725B98E8ED7415BE5A4510A
alarmsysteem.direct.	3600	in	ns	ns1.combell.eu.
alarmsysteem.direct.	3600	in	ns	ns3.combell.net.
alarmsysteem.direct.	3600	in	ns	ns4.combell.net.
alarmsysteem.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. mEzNSWN4Gosd2mGb87zcePCvpZB4u6HHAxj0VWWEG3OKDI4JwFGDrSO6nElpLvRqFuQNJnkSu8NqahdP32flLYu1LIXc1PoEAwlS/4NHZSadlp/hyllp3O11l55H5K8ltpPqV9k+DqmGpHkzu21r1Q39lpGzw9CKc/A8Mgi59xw=
alarmzentrale.direct.	3600	in	ns	ns1.seabix.ch.
alarmzentrale.direct.	3600	in	ns	ns1.seabix.cloud.
alarmzentrale.direct.	3600	in	ns	ns2.seabix.ch.
alarmzentrale.direct.	3600	in	ns	ns2.seabix.cloud.
alaskarail.direct.	3600	in	ns	ns1.mydomain.com.
alaskarail.direct.	3600	in	ns	ns2.mydomain.com.
alb.direct.	3600	in	ns	ns15.domaincontrol.com.
alb.direct.	3600	in	ns	ns16.domaincontrol.com.
alba.direct.	3600	in	ns	ns17.domaincontrol.com.
alba.direct.	3600	in	ns	ns18.domaincontrol.com.
albanyanesth.direct.	3600	in	ns	dante.ns.cloudflare.com.
albanyanesth.direct.	3600	in	ns	meg.ns.cloudflare.com.
albers.direct.	3600	in	ns	docks02.rzone.de.
albers.direct.	3600	in	ns	shades16.rzone.de.
album.direct.	3600	in	ns	dns108.ovh.net.
album.direct.	3600	in	ns	ns108.ovh.net.
alchemist.direct.	3600	in	ns	ns55.domaincontrol.com.
alchemist.direct.	3600	in	ns	ns56.domaincontrol.com.
alcohol.direct.	3600	in	ns	ns09.domaincontrol.com.
alcohol.direct.	3600	in	ns	ns10.domaincontrol.com.
alcove.direct.	3600	in	ds	41866 8 2 8D148FBF70F59DF3C1D4D1464EE1189BBE64AF8F515730498BF5446435762929
alcove.direct.	3600	in	ns	ns-cloud-d1.googledomains.com.
alcove.direct.	3600	in	ns	ns-cloud-d2.googledomains.com.
alcove.direct.	3600	in	ns	ns-cloud-d3.googledomains.com.
alcove.direct.	3600	in	ns	ns-cloud-d4.googledomains.com.
alcove.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. UnIP1ozf7V0/td0Nqb+XDeesubFjKm6Cbbu1OWuJz1YsrerTgEa8rsiZ/NLNW03ulmjPgSeq1qC25nFDeVkWsp16iu2Uqb6NTfdV5cPiC1bShUYPBij7RsloCGfyMGTPtdACD7ZlNKQb7MfODWQ3XNuTi6KX22UalFA/6pWas68=
aldelo.direct.	3600	in	ns	ns37.domaincontrol.com.
aldelo.direct.	3600	in	ns	ns38.domaincontrol.com.
alefa.direct.	3600	in	ns	curitiba.ns.porkbun.com.
alefa.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
alefa.direct.	3600	in	ns	maceio.ns.porkbun.com.
alefa.direct.	3600	in	ns	salvador.ns.porkbun.com.
aleo.direct.	3600	in	ds	33965 8 2 83C7069B087E4CE077A7E2653545B491D8F472705666963AE0CB194B502BCF31
aleo.direct.	3600	in	ns	ns-cloud-d1.googledomains.com.
aleo.direct.	3600	in	ns	ns-cloud-d2.googledomains.com.
aleo.direct.	3600	in	ns	ns-cloud-d3.googledomains.com.
aleo.direct.	3600	in	ns	ns-cloud-d4.googledomains.com.
aleo.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. FWUEEHXKjICl5sNslJChgcgO0lls3Ex2XbskHt9bT8/7ATqwa6V4bbtv7wDEVx+pn+psIzWY9Fuvb4EPdNvJhEPYvXyEFQSxrft8+liVCHOGTe6ELKQpEVegaDVMalCbLcn3sCZztlUSU+Mb9e/IOSw8J2vA96D2cxRmNH3wD2Q=
alert.direct.	3600	in	ns	dns1.registrar-servers.com.
alert.direct.	3600	in	ns	dns2.registrar-servers.com.
aleubd.direct.	3600	in	ns	ns1.1233dns.com.
aleubd.direct.	3600	in	ns	ns2.951dns.com.
alex.direct.	3600	in	ns	dns1.registrar-servers.com.
alex.direct.	3600	in	ns	dns2.registrar-servers.com.
alexander.direct.	3600	in	ns	dns1.registrar-servers.com.
alexander.direct.	3600	in	ns	dns2.registrar-servers.com.
alexjones.direct.	3600	in	ns	1-you.njalla.no.
alexjones.direct.	3600	in	ns	2-can.njalla.in.
alexjones.direct.	3600	in	ns	3-get.njalla.fo.
alfa.direct.	3600	in	ns	ns1.dns-redirect.com.
alfa.direct.	3600	in	ns	ns2.dns-redirect.com.
alfabet.direct.	3600	in	ns	eloise.ns.cloudflare.com.
alfabet.direct.	3600	in	ns	will.ns.cloudflare.com.
alfresco.direct.	3600	in	ns	ns77.domaincontrol.com.
alfresco.direct.	3600	in	ns	ns78.domaincontrol.com.
alg.direct.	3600	in	ns	ns1.maxer.com.
alg.direct.	3600	in	ns	ns2.maxer.com.
alg.direct.	3600	in	ns	ns3.maxer.com.
algofan.direct.	3600	in	ds	42539 8 2 04800C45CD3E348D240EFC5F1FAB56B94281F04953B08C9E6A4CCB8EE8E2C067
algofan.direct.	3600	in	ns	ns-cloud-e1.googledomains.com.
algofan.direct.	3600	in	ns	ns-cloud-e2.googledomains.com.
algofan.direct.	3600	in	ns	ns-cloud-e3.googledomains.com.
algofan.direct.	3600	in	ns	ns-cloud-e4.googledomains.com.
algofan.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. Ov9o8gqJxLzq0yZWvy0x+mjseBC5ZBPlnPfHa7tqEAjzKoYbtpuqtIO6sED5qfyIDcjT7nvP8ImYNWVAvsFMnz5eXJx4TnxBTE5EOWFXzvgGvlKMTQ9iUJTSgXjSRJQJbDmKRxBno5G7pSKGaVuUrtM5DH35VfzplIk+WXHGiXs=
algorand.direct.	3600	in	ns	ns-cloud-d1.googledomains.com.
algorand.direct.	3600	in	ns	ns-cloud-d2.googledomains.com.
algorand.direct.	3600	in	ns	ns-cloud-d3.googledomains.com.
algorand.direct.	3600	in	ns	ns-cloud-d4.googledomains.com.
algorandwallet.direct.	3600	in	ds	21616 8 2 1ADFE523FE11F56594081ADB772F5F4BD33ECEAEEE93B2AB25D0DECDF3F57948
algorandwallet.direct.	3600	in	ns	ns-cloud-a1.googledomains.com.
algorandwallet.direct.	3600	in	ns	ns-cloud-a2.googledomains.com.
algorandwallet.direct.	3600	in	ns	ns-cloud-a3.googledomains.com.
algorandwallet.direct.	3600	in	ns	ns-cloud-a4.googledomains.com.
algorandwallet.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. H28BJcMmnmnVNkmvt0++o23wH8U/x356CVDMPonj1LrJQbFUFzIJFZsR1R9Em083Dg7tGxBSF89cFZ4+mL/H1Mu+i+Wbonz+gxAGeIRNJdRZQjcCOlGM+xvJZ1QfP/Oo8Y3RtJPsLl/Pz/l+oJU2DYZzvOBPpfUpoDQNcM2rRt4=
ali.direct.	3600	in	ns	ns-cloud-e1.googledomains.com.
ali.direct.	3600	in	ns	ns-cloud-e2.googledomains.com.
ali.direct.	3600	in	ns	ns-cloud-e3.googledomains.com.
ali.direct.	3600	in	ns	ns-cloud-e4.googledomains.com.
alias.direct.	3600	in	ds	7610 8 2 06801FC674BCFFB24444088729D5B4D5A6C102B29EB7737AF000A9F4744559A9
alias.direct.	3600	in	ns	ns-cloud-b1.googledomains.com.
alias.direct.	3600	in	ns	ns-cloud-b2.googledomains.com.
alias.direct.	3600	in	ns	ns-cloud-b3.googledomains.com.
alias.direct.	3600	in	ns	ns-cloud-b4.googledomains.com.
alias.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. dVpyeuT0SiR7UPi1mJ/iMTA6gz3f00FHGXxFVC2Yu+qNbgmdzz7fUDxGGKmEBX3qxh5xzXlXQsJEX4QuUI3Z471YVNUojnnTfMY8CgXMsrCjp9Ag1R7qAI3V5P5PzUotIkrr4uR5/Wby6kWwqWdLhOeUus1es/T63cS96yJeifE=
alibuy.direct.	3600	in	ns	ns23.domaincontrol.com.
alibuy.direct.	3600	in	ns	ns24.domaincontrol.com.
alicanta.direct.	3600	in	ns	ns01.hostnet.nl.
alicanta.direct.	3600	in	ns	ns02.hostnet.nl.
align.direct.	3600	in	ds	49484 8 2 C87FAFC475E46F4A7838834A943AA896A872DC32CFAD9B67F4A06B38F3D83FAB
align.direct.	3600	in	ns	ns-cloud-a1.googledomains.com.
align.direct.	3600	in	ns	ns-cloud-a2.googledomains.com.
align.direct.	3600	in	ns	ns-cloud-a3.googledomains.com.
align.direct.	3600	in	ns	ns-cloud-a4.googledomains.com.
align.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. Sq4K3WG1P/ZDPJqkAtyN+sCjXSi5bXONdpNIoicffU9zdGsHXrceeoQvkcB7lZqSRHNy95x+7ady6kAgLS816HrRZHuRw1yjwWm92Bv6Wc3tDCLNOaUko2+9VAeeDBnAMVULoiZHeEBFkFgyMAkuPXtd+RGW0ZYo1F+Kld3180E=
alive.direct.	3600	in	ns	curitiba.ns.porkbun.com.
alive.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
alive.direct.	3600	in	ns	maceio.ns.porkbun.com.
alive.direct.	3600	in	ns	salvador.ns.porkbun.com.
alku.direct.	3600	in	ns	ns67.domaincontrol.com.
alku.direct.	3600	in	ns	ns68.domaincontrol.com.
all-net.direct.	3600	in	ns	ns-ca.ui-dns.biz.
all-net.direct.	3600	in	ns	ns-ca.ui-dns.com.
all-net.direct.	3600	in	ns	ns-ca.ui-dns.de.
all-net.direct.	3600	in	ns	ns-ca.ui-dns.org.
all.direct.	3600	in	ns	dean.ns.cloudflare.com.
all.direct.	3600	in	ns	sierra.ns.cloudflare.com.
allamerican.direct.	3600	in	ns	ns07.domaincontrol.com.
allamerican.direct.	3600	in	ns	ns08.domaincontrol.com.
allan.direct.	3600	in	ds	9881 8 2 435ED7BBA00D54EFAB0D78834B622C6DC0D504719ED271D7EFE55166EF9D531A
allan.direct.	3600	in	ns	ns-cloud-c1.googledomains.com.
allan.direct.	3600	in	ns	ns-cloud-c2.googledomains.com.
allan.direct.	3600	in	ns	ns-cloud-c3.googledomains.com.
allan.direct.	3600	in	ns	ns-cloud-c4.googledomains.com.
allan.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. HnGCkqXd2P5aovMSfvHDzL8ZRjL9R/H5NxBI6Lacs/IYu1Ifs7ZPlrYRSkJ//rlaOtM3f8jwPgSTk063H11zOyGrox7YK2S9Iw73NaWXPncam75WEWVf6+zETcSnwC8x3KbGmq63vPMt5RVzreKbWSHeesQvBtTy3yEh9dpfYQA=
allbargains.direct.	3600	in	ns	curitiba.ns.porkbun.com.
allbargains.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
allbargains.direct.	3600	in	ns	maceio.ns.porkbun.com.
allbargains.direct.	3600	in	ns	salvador.ns.porkbun.com.
allbrands.direct.	3600	in	ns	dns1.cscdns.net.
allbrands.direct.	3600	in	ns	dns2.cscdns.net.
allcars.direct.	3600	in	ns	ns25.domaincontrol.com.
allcars.direct.	3600	in	ns	ns26.domaincontrol.com.
alldaychemist.direct.	3600	in	ns	dns.rebel.com.
alldaychemist.direct.	3600	in	ns	dns2.rebel.com.
allergenen.direct.	3600	in	ns	ns01.hostnet.nl.
allergenen.direct.	3600	in	ns	ns02.hostnet.nl.
alliance.direct.	3600	in	ns	ns1.afternic.com.
alliance.direct.	3600	in	ns	ns2.afternic.com.
alliancecoal.direct.	3600	in	ns	ns09.domaincontrol.com.
alliancecoal.direct.	3600	in	ns	ns10.domaincontrol.com.
alliantgroup.direct.	3600	in	ns	ns13.worldnic.com.
alliantgroup.direct.	3600	in	ns	ns14.worldnic.com.
allianzseguros.direct.	3600	in	ns	ns1.herrero.eu.
allianzseguros.direct.	3600	in	ns	ns2.herrero.eu.
alliedmarketresearch.direct.	3600	in	ns	dns1.registrar-servers.com.
alliedmarketresearch.direct.	3600	in	ns	dns2.registrar-servers.com.
allkinds.direct.	3600	in	ns	dns1.registrar-servers.com.
allkinds.direct.	3600	in	ns	dns2.registrar-servers.com.
allmetalgmbh.direct.	3600	in	ns	ns49.worldnic.com.
allmetalgmbh.direct.	3600	in	ns	ns50.worldnic.com.
allo.direct.	3600	in	ns	ns-1371.awsdns-43.org.
allo.direct.	3600	in	ns	ns-1952.awsdns-52.co.uk.
allo.direct.	3600	in	ns	ns-282.awsdns-35.com.
allo.direct.	3600	in	ns	ns-852.awsdns-42.net.
alloy.direct.	3600	in	ns	ns1.afternic.com.
alloy.direct.	3600	in	ns	ns2.afternic.com.
allscripts.direct.	3600	in	ns	ns87.worldnic.com.
allscripts.direct.	3600	in	ns	ns88.worldnic.com.
allstars.direct.	3600	in	ns	ns1.d02giv-nozio.sphostserver.com.
allstars.direct.	3600	in	ns	ns2.d02giv-nozio.sphostserver.com.
