direct.	3600	in	soa	v0n0.nic.direct. hostmaster.donuts.email. 1757638863 7200 900 1209600 3600
servicecharge.direct.	3600	in	ns	ns-uk.1and1-dns.biz.
servicecharge.direct.	3600	in	ns	ns-uk.1and1-dns.co.uk.
servicecharge.direct.	3600	in	ns	ns-uk.1and1-dns.com.
servicecharge.direct.	3600	in	ns	ns-uk.1and1-dns.org.
serviceit.direct.	3600	in	ds	17669 8 2 41E436A4AB4BC24084567C70B630F1AB5F15FFD320FEDD7D5A47F8CA2C2F2D21
serviceit.direct.	3600	in	ns	ns-cloud-c1.googledomains.com.
serviceit.direct.	3600	in	ns	ns-cloud-c2.googledomains.com.
serviceit.direct.	3600	in	ns	ns-cloud-c3.googledomains.com.
serviceit.direct.	3600	in	ns	ns-cloud-c4.googledomains.com.
serviceit.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. f/zkf6a+86x9vEfrv0ehdB6/bYwtaiGlW3yj73CqDcYgWElOD0nnZIDTEajaDdfek3S7RPglEzykGyZos8nPLNXJAzgmLsM9NxMecWxSkJAEnwPRCubnBXU/897P1e/Unu44Uy0SUg6zxtMF1XGBdHsj5ah72tidoK77EM/d4VA=
servicekraft.direct.	3600	in	ns	ns.udag.de.
servicekraft.direct.	3600	in	ns	ns.udag.net.
servicekraft.direct.	3600	in	ns	ns.udag.org.
services.direct.	3600	in	ns	may.ns.cloudflare.com.
services.direct.	3600	in	ns	noah.ns.cloudflare.com.
servis.direct.	3600	in	ns	alfa.ns.active24.cz.
servis.direct.	3600	in	ns	beta.ns.active24.cz.
servis.direct.	3600	in	ns	gama.ns.active24.sk.
seth.direct.	3600	in	ns	ns21.domaincontrol.com.
seth.direct.	3600	in	ns	ns22.domaincontrol.com.
settle.direct.	3600	in	ns	rex.ns.cloudflare.com.
settle.direct.	3600	in	ns	yolanda.ns.cloudflare.com.
setup.direct.	3600	in	ns	ns-1123.awsdns-12.org.
setup.direct.	3600	in	ns	ns-1698.awsdns-20.co.uk.
setup.direct.	3600	in	ns	ns-2.awsdns-00.com.
setup.direct.	3600	in	ns	ns-652.awsdns-17.net.
seuja.direct.	3600	in	ns	ns55.domaincontrol.com.
seuja.direct.	3600	in	ns	ns56.domaincontrol.com.
sevencorners.direct.	3600	in	ns	dns1.registrar-servers.com.
sevencorners.direct.	3600	in	ns	dns2.registrar-servers.com.
sevencorners.direct.	3600	in	ns	dns3.registrar-servers.com.
sevencorners.direct.	3600	in	ns	dns4.registrar-servers.com.
sevencorners.direct.	3600	in	ns	dns5.registrar-servers.com.
seveneleven.direct.	3600	in	ns	ns5.kasserver.com.
seveneleven.direct.	3600	in	ns	ns6.kasserver.com.
sevenorders.direct.	3600	in	ns	pdns09.domaincontrol.com.
sevenorders.direct.	3600	in	ns	pdns10.domaincontrol.com.
sever.direct.	3600	in	ns	ns13.domaincontrol.com.
sever.direct.	3600	in	ns	ns14.domaincontrol.com.
sewingmachines.direct.	3600	in	ns	ns67.domaincontrol.com.
sewingmachines.direct.	3600	in	ns	ns68.domaincontrol.com.
sex.direct.	3600	in	ns	hal.ns.cloudflare.com.
sex.direct.	3600	in	ns	treasure.ns.cloudflare.com.
sexdate.direct.	3600	in	ns	docks05.rzone.de.
sexdate.direct.	3600	in	ns	shades13.rzone.de.
sexdates.direct.	3600	in	ns	docks08.rzone.de.
sexdates.direct.	3600	in	ns	shades07.rzone.de.
sexeurope.direct.	3600	in	ns	ns03.domaincontrol.com.
sexeurope.direct.	3600	in	ns	ns04.domaincontrol.com.
sexkontakte.direct.	3600	in	ns	docks17.rzone.de.
sexkontakte.direct.	3600	in	ns	shades17.rzone.de.
sextalk.direct.	3600	in	ns	houston.ns.cloudflare.com.
sextalk.direct.	3600	in	ns	ines.ns.cloudflare.com.
sextoys.direct.	3600	in	ns	ns77.domaincontrol.com.
sextoys.direct.	3600	in	ns	ns78.domaincontrol.com.
sexusa.direct.	3600	in	ns	ns03.domaincontrol.com.
sexusa.direct.	3600	in	ns	ns04.domaincontrol.com.
sexxx.direct.	3600	in	ns	dns.rebel.com.
sexxx.direct.	3600	in	ns	dns2.rebel.com.
sezex.direct.	3600	in	ns	n1.xundns.com.
sezex.direct.	3600	in	ns	n2.xundns.com.
sf.direct.	3600	in	ns	ns1.vercel-dns.com.
sf.direct.	3600	in	ns	ns2.vercel-dns.com.
sfmcg.direct.	3600	in	ns	n1.xundns.com.
sfmcg.direct.	3600	in	ns	n2.xundns.com.
sfs.direct.	3600	in	ns	rita.ns.cloudflare.com.
sfs.direct.	3600	in	ns	vern.ns.cloudflare.com.
sfv.direct.	3600	in	ns	dns1.registrar-servers.com.
sfv.direct.	3600	in	ns	dns2.registrar-servers.com.
sfx.direct.	3600	in	ns	ns-cloud-d1.googledomains.com.
sfx.direct.	3600	in	ns	ns-cloud-d2.googledomains.com.
sfx.direct.	3600	in	ns	ns-cloud-d3.googledomains.com.
sfx.direct.	3600	in	ns	ns-cloud-d4.googledomains.com.
sgp.direct.	3600	in	ns	ns1.spaceweb.ru.
sgp.direct.	3600	in	ns	ns2.spaceweb.ru.
sgp.direct.	3600	in	ns	ns3.spaceweb.pro.
sgp.direct.	3600	in	ns	ns4.spaceweb.pro.
sgs.direct.	3600	in	ns	dns101.registrar-servers.com.
sgs.direct.	3600	in	ns	dns102.registrar-servers.com.
shabbat.direct.	3600	in	ns	ns1.dnsowl.com.
shabbat.direct.	3600	in	ns	ns2.dnsowl.com.
shabbat.direct.	3600	in	ns	ns3.dnsowl.com.
shades.direct.	3600	in	ns	ns-cloud-d1.googledomains.com.
shades.direct.	3600	in	ns	ns-cloud-d2.googledomains.com.
shades.direct.	3600	in	ns	ns-cloud-d3.googledomains.com.
shades.direct.	3600	in	ns	ns-cloud-d4.googledomains.com.
shading.direct.	3600	in	ns	ns71.domaincontrol.com.
shading.direct.	3600	in	ns	ns72.domaincontrol.com.
shadow.direct.	3600	in	ns	ns59.domaincontrol.com.
shadow.direct.	3600	in	ns	ns60.domaincontrol.com.
shaheen.direct.	3600	in	ds	20665 8 2 83CBAD50F5C384028A7DB36E3BD0979BD565AA5FC90886A3B4D4AC6B0BA5B6E3
shaheen.direct.	3600	in	ns	ns-cloud-e1.googledomains.com.
shaheen.direct.	3600	in	ns	ns-cloud-e2.googledomains.com.
shaheen.direct.	3600	in	ns	ns-cloud-e3.googledomains.com.
shaheen.direct.	3600	in	ns	ns-cloud-e4.googledomains.com.
shaheen.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. BK8W93Rp5HI6lJgV4AKnjh0kzf/CgtZJAMFNxMQ/WD/imtF1m/9jZkNZlY766KwlUGvTYo9AVROG/0WJyund6STcDjNNOasE03+HAOk3eMQ3YuZ5VTVYRWnEconLHLKRKbD5LnL6Fj1BYC4qWNZwpSYbzN/FRowgTTZcSMDUZPY=
shahi.direct.	3600	in	ns	ns3.afternic.com.
shahi.direct.	3600	in	ns	ns4.afternic.com.
shakepay.direct.	3600	in	ns	ns33.domaincontrol.com.
shakepay.direct.	3600	in	ns	ns34.domaincontrol.com.
shams.direct.	3600	in	ns	ns-200-c.gandi.net.
shams.direct.	3600	in	ns	ns-237-b.gandi.net.
shams.direct.	3600	in	ns	ns-73-a.gandi.net.
share.direct.	3600	in	ns	ns25.domaincontrol.com.
share.direct.	3600	in	ns	ns26.domaincontrol.com.
sharebx.direct.	3600	in	ns	ns1.ns-serve.net.
sharebx.direct.	3600	in	ns	ns2.ns-serve.net.
shared.direct.	3600	in	ns	ns1.afternic.com.
shared.direct.	3600	in	ns	ns2.afternic.com.
shareit.direct.	3600	in	ns	ns1.zxcs.nl.
shareit.direct.	3600	in	ns	ns2.zxcs.nl.
shareit.direct.	3600	in	ns	ns3.zxcs.nl.
shave.direct.	3600	in	ns	ns-uk.1and1-dns.biz.
shave.direct.	3600	in	ns	ns-uk.1and1-dns.co.uk.
shave.direct.	3600	in	ns	ns-uk.1and1-dns.com.
shave.direct.	3600	in	ns	ns-uk.1and1-dns.org.
shavesmart.direct.	3600	in	ns	ns1.hover.com.
shavesmart.direct.	3600	in	ns	ns2.hover.com.
shaw.direct.	3600	in	ns	ns7nocg.shawcable.net.
shaw.direct.	3600	in	ns	ns8socg.shawcable.net.
shaw.direct.	3600	in	ns	ns9htok.shawcable.net.
shawcontract.direct.	3600	in	ns	pdns11.domaincontrol.com.
shawcontract.direct.	3600	in	ns	pdns12.domaincontrol.com.
shawn.direct.	3600	in	ns	dns1.registrar-servers.com.
shawn.direct.	3600	in	ns	dns2.registrar-servers.com.
shbet.direct.	3600	in	ns	elsa.ns.cloudflare.com.
shbet.direct.	3600	in	ns	odin.ns.cloudflare.com.
shed.direct.	3600	in	ns	curitiba.ns.porkbun.com.
shed.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
shed.direct.	3600	in	ns	maceio.ns.porkbun.com.
shed.direct.	3600	in	ns	salvador.ns.porkbun.com.
sheds.direct.	3600	in	ns	ns01.domaincontrol.com.
sheds.direct.	3600	in	ns	ns02.domaincontrol.com.
sheet.direct.	3600	in	ds	3865 13 2 F5D215673D4F9B21974B2AD56BE45C15D4FAE935F40CC577478E07D0E1106949
sheet.direct.	3600	in	ns	ns01.one.com.
sheet.direct.	3600	in	ns	ns02.one.com.
sheet.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. ROt+IkCws2iQVKrtbEhvl0Mw62SkKOsY377IO+31+XgY1QM72lT1gJGPgukmLeRoTApD+79C5ltvTUV799EXwz3kuPeKFj1OqwsmcmJwE5st2b8MUv3cufwn1U4jCEYCBMy03rnOfJDzWpR1XeKdwW8LkC75T9zPo7oRqJO5ofY=
sheetmetal.direct.	3600	in	ds	26440 8 2 CAE81F8966787042FDF22870745CD61845DD1EE641CE91FB2F909C50FA6F2B97
sheetmetal.direct.	3600	in	ns	ns-cloud-e1.googledomains.com.
sheetmetal.direct.	3600	in	ns	ns-cloud-e2.googledomains.com.
sheetmetal.direct.	3600	in	ns	ns-cloud-e3.googledomains.com.
sheetmetal.direct.	3600	in	ns	ns-cloud-e4.googledomains.com.
sheetmetal.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. Y+zVMv+6s3E6IALPCswrtcCn9Vvf6d/+SdKnapVecdFQBKdO6q7W95cTyakxGQMjQtyoVsuaUVFwijpB0+PLEfvnikYN0MSDZBxLcywB00EJ7IwV/JfreKTCKiEglcxD6lZm1BGx8i1LVTQETUj1FqjVFdWBDAg5cAozTcO0hVo=
sheetmusic.direct.	3600	in	ns	ben.ns.cloudflare.com.
sheetmusic.direct.	3600	in	ns	yolanda.ns.cloudflare.com.
shelving.direct.	3600	in	ns	ns23.domaincontrol.com.
shelving.direct.	3600	in	ns	ns24.domaincontrol.com.
shep.direct.	3600	in	ns	dns1.registrar-servers.com.
shep.direct.	3600	in	ns	dns2.registrar-servers.com.
shepherd.direct.	3600	in	ns	ns57.domaincontrol.com.
shepherd.direct.	3600	in	ns	ns58.domaincontrol.com.
shepherds.direct.	3600	in	ns	dns1.registrar-servers.com.
shepherds.direct.	3600	in	ns	dns2.registrar-servers.com.
sherborne.direct.	3600	in	ns	ns39.domaincontrol.com.
sherborne.direct.	3600	in	ns	ns40.domaincontrol.com.
sherco.direct.	3600	in	ns	ns29.domaincontrol.com.
sherco.direct.	3600	in	ns	ns30.domaincontrol.com.
sherman.direct.	3600	in	ns	ns1.dreamhost.com.
sherman.direct.	3600	in	ns	ns2.dreamhost.com.
sherman.direct.	3600	in	ns	ns3.dreamhost.com.
sherpa.direct.	3600	in	ns	ns1.dns-redirect.com.
sherpa.direct.	3600	in	ns	ns2.dns-redirect.com.
shhfi.direct.	3600	in	ns	brian.ns.cloudflare.com.
shhfi.direct.	3600	in	ns	kimora.ns.cloudflare.com.
shield.direct.	3600	in	ns	curitiba.ns.porkbun.com.
shield.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
shield.direct.	3600	in	ns	maceio.ns.porkbun.com.
shield.direct.	3600	in	ns	salvador.ns.porkbun.com.
shieldpestcontrol.direct.	3600	in	ns	ns1.squarestarhosting.com.
shieldpestcontrol.direct.	3600	in	ns	ns2.squarestarhosting.com.
shieldpestcontrol.direct.	3600	in	ns	ns3.squarestarhosting.com.
shieldpestcontrol.direct.	3600	in	ns	ns4.squarestarhosting.com.
shields.direct.	3600	in	ns	dns1.cscdns.net.
shields.direct.	3600	in	ns	dns2.cscdns.net.
shift.direct.	3600	in	ns	ns0.directnic.com.
shift.direct.	3600	in	ns	ns1.directnic.com.
shift.direct.	3600	in	ns	ns2.directnic.com.
shift.direct.	3600	in	ns	ns3.directnic.com.
shiftgear.direct.	3600	in	ds	3070 13 2 E881E2BC5478D9415F31F82170E28B150BFA3C8414808224DEFECE317E8BE8CF
shiftgear.direct.	3600	in	ns	ns01.one.com.
shiftgear.direct.	3600	in	ns	ns02.one.com.
shiftgear.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. IeFT3N6hjzHO8WdD1COc7dHwq9PUaw2A7fiURlweccC3dgwDz9Bwd9Z3vz/AXi4l6mgH5QEmdmFWG7iOyftb6yp8VSbyayAPVeh/a/0LlRdTmjVN3weqTfEEpi3dItjrhb6169WK3XgeVwhEAfvSL1A2pX8QG/6777YEZCB4gmc=
shilajit.direct.	3600	in	ns	ns69.domaincontrol.com.
shilajit.direct.	3600	in	ns	ns70.domaincontrol.com.
shingles.direct.	3600	in	ns	dns1.registrar-servers.com.
shingles.direct.	3600	in	ns	dns2.registrar-servers.com.
ship.direct.	3600	in	ns	ns1.afternic.com.
ship.direct.	3600	in	ns	ns2.afternic.com.
shipacar.direct.	3600	in	ns	ns67.domaincontrol.com.
shipacar.direct.	3600	in	ns	ns68.domaincontrol.com.
shipfromchina.direct.	3600	in	ns	braden.ns.cloudflare.com.
shipfromchina.direct.	3600	in	ns	hera.ns.cloudflare.com.
shiphappens.direct.	3600	in	ns	ns69.domaincontrol.com.
shiphappens.direct.	3600	in	ns	ns70.domaincontrol.com.
shipit.direct.	3600	in	ns	ns3.epik.com.
shipit.direct.	3600	in	ns	ns4.epik.com.
shipmall.direct.	3600	in	ns	dara.ns.cloudflare.com.
shipmall.direct.	3600	in	ns	seth.ns.cloudflare.com.
shipments.direct.	3600	in	ns	ns09.domaincontrol.com.
shipments.direct.	3600	in	ns	ns10.domaincontrol.com.
shipper.direct.	3600	in	ns	ns3.afternic.com.
shipper.direct.	3600	in	ns	ns4.afternic.com.
shippers.direct.	3600	in	ns	ns1.wordpress.com.
shippers.direct.	3600	in	ns	ns2.wordpress.com.
shippers.direct.	3600	in	ns	ns3.wordpress.com.
shipping-containers.direct.	3600	in	ns	ns6.wixdns.net.
shipping-containers.direct.	3600	in	ns	ns7.wixdns.net.
shipping.direct.	3600	in	ns	ns1.afternic.com.
shipping.direct.	3600	in	ns	ns2.afternic.com.
shippingcontainer.direct.	3600	in	ns	ns13.domaincontrol.com.
shippingcontainer.direct.	3600	in	ns	ns14.domaincontrol.com.
shippingcontainers.direct.	3600	in	ns	ns15.domaincontrol.com.
shippingcontainers.direct.	3600	in	ns	ns16.domaincontrol.com.
shippingcontainersonline.direct.	3600	in	ns	ns19.domaincontrol.com.
shippingcontainersonline.direct.	3600	in	ns	ns20.domaincontrol.com.
shipshape.direct.	3600	in	ns	ns57.domaincontrol.com.
shipshape.direct.	3600	in	ns	ns58.domaincontrol.com.
shipshop.direct.	3600	in	ns	ns1.registrant-verification.com.
shipshop.direct.	3600	in	ns	ns2.registrant-verification.com.
shipt.direct.	3600	in	ns	ns03.gcd-dns.com.
shipt.direct.	3600	in	ns	ns04.gcd-dns.com.
shirt.direct.	3600	in	ns	dns1.cscdns.net.
shirt.direct.	3600	in	ns	dns2.cscdns.net.
shirts.direct.	3600	in	ns	dns1.cscdns.net.
shirts.direct.	3600	in	ns	dns2.cscdns.net.
shisha.direct.	3600	in	ns	ns1.stackdns.com.
shisha.direct.	3600	in	ns	ns2.stackdns.com.
shisha.direct.	3600	in	ns	ns3.stackdns.com.
shisha.direct.	3600	in	ns	ns4.stackdns.com.
shit.direct.	3600	in	ns	ns43.domaincontrol.com.
shit.direct.	3600	in	ns	ns44.domaincontrol.com.
shk.direct.	3600	in	ns	ns-de.1and1-dns.biz.
shk.direct.	3600	in	ns	ns-de.1and1-dns.com.
shk.direct.	3600	in	ns	ns-de.1and1-dns.de.
shk.direct.	3600	in	ns	ns-de.1and1-dns.org.
shoes.direct.	3600	in	ns	dns1.cscdns.net.
shoes.direct.	3600	in	ns	dns2.cscdns.net.
shoes4you.direct.	3600	in	ns	ns1.dyna-ns.net.
shoes4you.direct.	3600	in	ns	ns2.dyna-ns.net.
shoots.direct.	3600	in	ns	ns1.interhost.no.
shoots.direct.	3600	in	ns	ns2.interhost.no.
shoots.direct.	3600	in	ns	ns3.interhost.no.
shoots.direct.	3600	in	ns	ns4.interhost.no.
shop-marvel.direct.	3600	in	ns	a1-127.akam.net.
shop-marvel.direct.	3600	in	ns	a12-66.akam.net.
shop-marvel.direct.	3600	in	ns	a13-67.akam.net.
shop-marvel.direct.	3600	in	ns	a18-64.akam.net.
shop-marvel.direct.	3600	in	ns	a28-65.akam.net.
shop-marvel.direct.	3600	in	ns	a9-66.akam.net.
shop.direct.	3600	in	ns	dns1.cscdns.net.
shop.direct.	3600	in	ns	dns2.cscdns.net.
shopbowersandwilkins.direct.	3600	in	ns	ns1.brandshelter.com.
shopbowersandwilkins.direct.	3600	in	ns	ns2.brandshelter.de.
shopbowersandwilkins.direct.	3600	in	ns	ns3.brandshelter.info.
shopbowersandwilkins.direct.	3600	in	ns	ns4.brandshelter.net.
shopbowersandwilkins.direct.	3600	in	ns	ns5.brandshelter.us.
shopbuilder.direct.	3600	in	ns	ns1-04.azure-dns.com.
shopbuilder.direct.	3600	in	ns	ns2-04.azure-dns.net.
shopbuilder.direct.	3600	in	ns	ns3-04.azure-dns.org.
shopbuilder.direct.	3600	in	ns	ns4-04.azure-dns.info.
shopdobbs.direct.	3600	in	ns	ns67.domaincontrol.com.
shopdobbs.direct.	3600	in	ns	ns68.domaincontrol.com.
shopedibles.direct.	3600	in	ns	ns77.domaincontrol.com.
shopedibles.direct.	3600	in	ns	ns78.domaincontrol.com.
shopflix.direct.	3600	in	ns	ns21.domaincontrol.com.
shopflix.direct.	3600	in	ns	ns22.domaincontrol.com.
shopforless.direct.	3600	in	ns	ns01.domaincontrol.com.
shopforless.direct.	3600	in	ns	ns02.domaincontrol.com.
shophawaii.direct.	3600	in	ns	ns39.domaincontrol.com.
shophawaii.direct.	3600	in	ns	ns40.domaincontrol.com.
shophickoryfarms.direct.	3600	in	ns	ns1.prncpm.com.
shophickoryfarms.direct.	3600	in	ns	ns2.prncpm.com.
shophickoryfarms.direct.	3600	in	ns	ns3.prncpm.com.
shophub.direct.	3600	in	ns	ns37.domaincontrol.com.
shophub.direct.	3600	in	ns	ns38.domaincontrol.com.
shopifyplus.direct.	3600	in	ns	ns1.markmonitor.com.
shopifyplus.direct.	3600	in	ns	ns2.markmonitor.com.
shopifyplus.direct.	3600	in	ns	ns3.markmonitor.com.
shopifyplus.direct.	3600	in	ns	ns4.markmonitor.com.
shopifyplus.direct.	3600	in	ns	ns5.markmonitor.com.
shopifyplus.direct.	3600	in	ns	ns6.markmonitor.com.
shopifyplus.direct.	3600	in	ns	ns7.markmonitor.com.
shopjura.direct.	3600	in	ns	ns55.domaincontrol.com.
shopjura.direct.	3600	in	ns	ns56.domaincontrol.com.
shopjurausa.direct.	3600	in	ns	ns55.domaincontrol.com.
shopjurausa.direct.	3600	in	ns	ns56.domaincontrol.com.
shopline.direct.	3600	in	ns	pdns11.domaincontrol.com.
shopline.direct.	3600	in	ns	pdns12.domaincontrol.com.
shoploads.direct.	3600	in	ns	curitiba.ns.porkbun.com.
shoploads.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
shoploads.direct.	3600	in	ns	maceio.ns.porkbun.com.
shoploads.direct.	3600	in	ns	salvador.ns.porkbun.com.
shoplocal.direct.	3600	in	ns	ns37.domaincontrol.com.
shoplocal.direct.	3600	in	ns	ns38.domaincontrol.com.
shopmarvel.direct.	3600	in	ns	a1-127.akam.net.
shopmarvel.direct.	3600	in	ns	a12-66.akam.net.
shopmarvel.direct.	3600	in	ns	a13-67.akam.net.
shopmarvel.direct.	3600	in	ns	a18-64.akam.net.
shopmarvel.direct.	3600	in	ns	a28-65.akam.net.
shopmarvel.direct.	3600	in	ns	a9-66.akam.net.
shopmrbeast.direct.	3600	in	ns	ns43.domaincontrol.com.
shopmrbeast.direct.	3600	in	ns	ns44.domaincontrol.com.
shopnet.direct.	3600	in	ns	dns1.registrar-servers.com.
shopnet.direct.	3600	in	ns	dns2.registrar-servers.com.
shopnow.direct.	3600	in	ns	ns73.domaincontrol.com.
shopnow.direct.	3600	in	ns	ns74.domaincontrol.com.
shopnow24.direct.	3600	in	ns	ns01.domaincontrol.com.
shopnow24.direct.	3600	in	ns	ns02.domaincontrol.com.
shopper.direct.	3600	in	ns	ns1.yoursrs.com.
shopper.direct.	3600	in	ns	ns2.yoursrs.com.
shoppers.direct.	3600	in	ns	ns1.domain.com.
shoppers.direct.	3600	in	ns	ns2.domain.com.
shoprx.direct.	3600	in	ns	ns11.domaincontrol.com.
shoprx.direct.	3600	in	ns	ns12.domaincontrol.com.
shops.direct.	3600	in	ns	ns1a.dodns.net.
shops.direct.	3600	in	ns	ns2a.dodns.net.
shopsafely.direct.	3600	in	ns	ns3.afternic.com.
shopsafely.direct.	3600	in	ns	ns4.afternic.com.
shopship.direct.	3600	in	ns	ns43.domaincontrol.com.
shopship.direct.	3600	in	ns	ns44.domaincontrol.com.
shopsmart.direct.	3600	in	ns	ns59.domaincontrol.com.
shopsmart.direct.	3600	in	ns	ns60.domaincontrol.com.
shopsoill.direct.	3600	in	ns	ns11.dnsmadeeasy.com.
shopsoill.direct.	3600	in	ns	ns12.dnsmadeeasy.com.
shopsoill.direct.	3600	in	ns	ns13.dnsmadeeasy.com.
shopsoill.direct.	3600	in	ns	ns14.dnsmadeeasy.com.
shopsoill.direct.	3600	in	ns	ns15.dnsmadeeasy.com.
shopthermal.direct.	3600	in	ns	ns3.freeola.net.
shopthermal.direct.	3600	in	ns	ns4.freeola.net.
shoptogether.direct.	3600	in	ns	ns01.domaincontrol.com.
shoptogether.direct.	3600	in	ns	ns02.domaincontrol.com.
shopwine.direct.	3600	in	ns	ns51.worldnic.com.
shopwine.direct.	3600	in	ns	ns52.worldnic.com.
shoreside.direct.	3600	in	ns	dean.ns.cloudflare.com.
shoreside.direct.	3600	in	ns	vita.ns.cloudflare.com.
shorstay.direct.	3600	in	ns	dns1.registrar-servers.com.
shorstay.direct.	3600	in	ns	dns2.registrar-servers.com.
short.direct.	3600	in	ns	dns1.cscdns.net.
short.direct.	3600	in	ns	dns2.cscdns.net.
shortcut.direct.	3600	in	ns	ns77.domaincontrol.com.
shortcut.direct.	3600	in	ns	ns78.domaincontrol.com.
shortio.direct.	3600	in	ns	carol.ns.cloudflare.com.
shortio.direct.	3600	in	ns	kanye.ns.cloudflare.com.
shorts.direct.	3600	in	ns	dns1.cscdns.net.
shorts.direct.	3600	in	ns	dns2.cscdns.net.
shortstay.direct.	3600	in	ns	ns1cny.name.com.
shortstay.direct.	3600	in	ns	ns2gtx.name.com.
shortstay.direct.	3600	in	ns	ns3dty.name.com.
shortstay.direct.	3600	in	ns	ns4bfy.name.com.
shoulder.direct.	3600	in	ns	hank.ns.cloudflare.com.
shoulder.direct.	3600	in	ns	ivy.ns.cloudflare.com.
show.direct.	3600	in	ns	pdns03.domaincontrol.com.
show.direct.	3600	in	ns	pdns04.domaincontrol.com.
showcase.direct.	3600	in	ns	ns1.systemdns.com.
showcase.direct.	3600	in	ns	ns2.systemdns.com.
showcase.direct.	3600	in	ns	ns3.systemdns.com.
showerdoors.direct.	3600	in	ns	ns63.domaincontrol.com.
showerdoors.direct.	3600	in	ns	ns64.domaincontrol.com.
showerscreen.direct.	3600	in	ns	ns1.crazydomains.com.
showerscreen.direct.	3600	in	ns	ns2.crazydomains.com.
showerscreens.direct.	3600	in	ns	ns67.domaincontrol.com.
showerscreens.direct.	3600	in	ns	ns68.domaincontrol.com.
showplates.direct.	3600	in	ns	ns1.mysecurecloudhost.com.
showplates.direct.	3600	in	ns	ns2.mysecurecloudhost.com.
showplates.direct.	3600	in	ns	ns3.mysecurecloudhost.com.
showplates.direct.	3600	in	ns	ns4.mysecurecloudhost.com.
shroom.direct.	3600	in	ns	ns43.domaincontrol.com.
shroom.direct.	3600	in	ns	ns44.domaincontrol.com.
shrooms.direct.	3600	in	ns	ns27.domaincontrol.com.
shrooms.direct.	3600	in	ns	ns28.domaincontrol.com.
shrt.direct.	3600	in	ns	eugene.ns.cloudflare.com.
shrt.direct.	3600	in	ns	mira.ns.cloudflare.com.
shs.direct.	3600	in	ns	ns19.worldnic.com.
shs.direct.	3600	in	ns	ns20.worldnic.com.
shutters.direct.	3600	in	ns	ns-177-b.gandi.net.
shutters.direct.	3600	in	ns	ns-217-a.gandi.net.
shutters.direct.	3600	in	ns	ns-22-c.gandi.net.
shuttle.direct.	3600	in	ns	ns1.afternic.com.
shuttle.direct.	3600	in	ns	ns2.afternic.com.
shuttlecocks.direct.	3600	in	ns	dns1.cscdns.net.
shuttlecocks.direct.	3600	in	ns	dns2.cscdns.net.
shuttles.direct.	3600	in	ns	dns1.cscdns.net.
shuttles.direct.	3600	in	ns	dns2.cscdns.net.
si.direct.	3600	in	ns	ns1.bdm.microsoftonline.com.
si.direct.	3600	in	ns	ns2.bdm.microsoftonline.com.
si.direct.	3600	in	ns	ns3.bdm.microsoftonline.com.
si.direct.	3600	in	ns	ns4.bdm.microsoftonline.com.
sia.direct.	3600	in	ns	ns1.world4you.at.
sia.direct.	3600	in	ns	ns2.world4you.at.
sibi.direct.	3600	in	ns	ns47.domaincontrol.com.
sibi.direct.	3600	in	ns	ns48.domaincontrol.com.
sicdtmfs72ctpjo0k6lf72h60ams21r4.direct.	3600	in	nsec3	1 1 0 73 SJD2VV73RDDITEVTLLM1TQBLTQGRDHIV NS DS RRSIG
sicdtmfs72ctpjo0k6lf72h60ams21r4.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. TwptbL5r2MzsE5CqH5XQqhrG9zZSsHOexg9MJagvc/gKS96yOfB5TkP1kUTjRkPN94ToxYJH9lppleKvog6O43Db4XnAbDQZL0RHVQKQGftPbmntPzXappjG8vIaJgv415hvTrpAs/mjxFDn/Q76IVypv4eJ8elqk1BSruuasBo=
sichtbarkeit.direct.	3600	in	ns	root-dns.netcup.net.
sichtbarkeit.direct.	3600	in	ns	second-dns.netcup.net.
sichtbarkeit.direct.	3600	in	ns	third-dns.netcup.net.
sicilia.direct.	3600	in	ns	ns.udag.de.
sicilia.direct.	3600	in	ns	ns.udag.net.
sicilia.direct.	3600	in	ns	ns.udag.org.
sicily.direct.	3600	in	ns	ns.udag.de.
sicily.direct.	3600	in	ns	ns.udag.net.
sicily.direct.	3600	in	ns	ns.udag.org.
side.direct.	3600	in	ns	ns73.domaincontrol.com.
side.direct.	3600	in	ns	ns74.domaincontrol.com.
sideshow.direct.	3600	in	ns	ns.rackspace.com.
sideshow.direct.	3600	in	ns	ns2.rackspace.com.
siding.direct.	3600	in	ns	ns-1261.awsdns-29.org.
siding.direct.	3600	in	ns	ns-1548.awsdns-01.co.uk.
siding.direct.	3600	in	ns	ns-463.awsdns-57.com.
siding.direct.	3600	in	ns	ns-887.awsdns-46.net.
siemon.direct.	3600	in	ns	ns.udag.de.
siemon.direct.	3600	in	ns	ns.udag.net.
