crs.	3600	in	soa	a0.nic.crs. hostmaster.donuts.email. 1757552127 7200 900 1209600 3600
02oujfha1eg82ocu3kjnuh6t70luetf4.crs.	3600	in	nsec3	1 1 0 73 04954TVG6UGGV4B85U9MLOQ7FVLRVIET NS DS RRSIG
02oujfha1eg82ocu3kjnuh6t70luetf4.crs.	3600	in	rrsig	NSEC3 8 2 3600 20250930154350 20250909144350 26655 crs. CXa8Smsqs300eRiG6qomoqvjGn+EiHp2rSrk5shTaYFBYmBIJFjnEZkJ3yPWvL8JO2FtmSVwvQ6bmE33B4nGeH+viO8CxBLCWVHzXk+2eBgd8ytSe9KmHUyPzC6PGOmsGgx+zdf7iZnlDl1OzjvRs2u17Gd7jtPzEpesb86AXdg=
04954tvg6uggv4b85u9mloq7fvlrviet.crs.	3600	in	nsec3	1 1 0 73 04CAKHDVGDOER08HT9C5NKF0OQ1K5GB3 NS DS RRSIG
04954tvg6uggv4b85u9mloq7fvlrviet.crs.	3600	in	rrsig	NSEC3 8 2 3600 20250930154350 20250909144350 26655 crs. billBfWcwONoUbYktmeQ5vP/wzfNzRkuF3fuoLbJXbZs+RWE9/8KT6RXVPX82AiYo2BA6shAVSsVTUw7rMpOe9JNlQ0ZtUCwQOSJcApXFvR5xdIWzUIUTnxRKYQ9Gg0DCXY5Cwjz0YXI/waYTpK1ganFe6WJublxXiTDUEoy4AI=
04cakhdvgdoer08ht9c5nkf0oq1k5gb3.crs.	3600	in	nsec3	1 1 0 73 06ND6RJ17D8HKI51MFQG9OI66RBOJR2N NS DS RRSIG
04cakhdvgdoer08ht9c5nkf0oq1k5gb3.crs.	3600	in	rrsig	NSEC3 8 2 3600 20250930154350 20250909144350 26655 crs. U+w9UGEehDRDG+yyASXWkIOIRSkh7tLtaEFHp5yXLsCvwy7AjZKIblHrsTaZ1ASyYN3g5HefOqsKxnI8gluZbz0XJyPreILM5XKzBFr0+BRxQDIPCC5uJXvLNfLGqBr290bi4mZ1wWTNZCjJ7BBslEYcCmlQ5F76INzoCePV6x0=
06nd6rj17d8hki51mfqg9oi66rbojr2n.crs.	3600	in	nsec3	1 1 0 73 08GAL4U0QFGSO3UJ4SQOKBF1E5B8ALI0 NS DS RRSIG
06nd6rj17d8hki51mfqg9oi66rbojr2n.crs.	3600	in	rrsig	NSEC3 8 2 3600 20250930154350 20250909144350 26655 crs. IJ3JqHEu3h22qc6CQdIoAg7Sq7xEwlzSXh2XlWLyhuAMLlbTeEc3wxiWRdNkOETJMNfY+iPL9ir+E+eyZR/P3I3YGwjtJwmq0eewUGf/LlkNwjE2fYa3P2LXyQHlaZgN5CSefr92He8le0Cg71SSReKD+Y1yvAaZNBJIph/1KsU=
08gal4u0qfgso3uj4sqokbf1e5b8ali0.crs.	3600	in	nsec3	1 1 0 73 0CFS7AVV549ASC4A1LFNIIAH0JLIRSGF NS DS RRSIG
08gal4u0qfgso3uj4sqokbf1e5b8ali0.crs.	3600	in	rrsig	NSEC3 8 2 3600 20250930154350 20250909144350 26655 crs. kDbF3lZHwpcFxW86GK+PAA5sGcN5PkamHC5gH3Rh5yCF/5TRjqcRm4BbNzk1RvjfK0zpovMKPePpi1yN+zXqhDZrB5qH/4R44+5/9EAvi7cNSfDlWS/c8twhar/rFdmg7N3A5n1Q77tNRzgcy/QPvgmm9NB7LWwrZXTtaC6c+Cg=
0cfs7avv549asc4a1lfniiah0jlirsgf.crs.	3600	in	nsec3	1 1 0 73 0D9IH6UFQ5953VF77N95RJU0MQVLE94I NS DS RRSIG
