nrw.	86400	in	soa	anycast9.irondns.net. dnsmaster.knipp.de. 2601060103 7200 7200 604800 7200
01b1ova46v18c480e3tbulbqoa7hc87t.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. Z3z+gh5NnoihMJkH17lTn1qfOSpIWLCEepkEMUGEo3x3lfRh/9DLB3ev3pJl6ceCUcqioBNUEKP6+RA1I7/ILJMv4Gg04jfl30rdzMN24u1M6QnCl4pEEUJubdAoOsy8nPQWWhaqkP/iSVjxTi5/HT4j3giUrDVbvRthXM2eKeOqlK7XxgrqgoNdFQMOHbI8XTA9PLWywEJtx15CFU5WTA==
01dutd7l36h45ipv3h1n8281onjh7dbl.nrw.	43200	in	nsec3	1 0 0 - 01EG3FCH5PNEF5J7KH3D0BK8UM6SD70R NS
01dutd7l36h45ipv3h1n8281onjh7dbl.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. AF3r9kzds2i2D6rlfBZrN8jp/ZZRHYgPn1QbnR4ricYOM+ZW7hz2EufMZh+fNHIhpE0vk+LhKzmp1nxpR4NbXWNJemysfkYa6pSr8XHGqbpcuHc2lSyR+TAmAdfypIN9ruy9GKQxITaZ5JZh2QULWAMyHYl0y7N7q+a+3uIYU41yCU60UA+p0mCZF4avk8egYJ4HiObW9wNzrxLx70obnw==
01eg3fch5pnef5j7kh3d0bk8um6sd70r.nrw.	43200	in	nsec3	1 0 0 - 01G1ONR9C7D71P04E94POOE1BAGEGRRU NS
01eg3fch5pnef5j7kh3d0bk8um6sd70r.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. O32SGpwaChi5+Yz8OzxHE9JB2WtY6YLuB5Pc9l97rMZIWA6EAfT9WySBHkeXnwhpIwJMF5yPTcydry7SGz3wm0fEkviEVX38UzRqHO8YZ1e/gygbBtmFQxYro72J2R5mIuFHnskHvAFVvL0pfqTEAgVxRrxq0AN5OqRYOxbohjtRGT0zv8ekOro4LFYJQ0lhwgMW/VZzZy6qrvu3kbGnBA==
01g1onr9c7d71p04e94pooe1bagegrru.nrw.	43200	in	nsec3	1 0 0 - 01H92SQ2VRGFKBJ3INTCT2ICOC01MHBJ NS DS RRSIG
01g1onr9c7d71p04e94pooe1bagegrru.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. JCPMEVRu2buznYfn1fTBpiWv8UKeZNR/fkpnY2gI80EoAyZIJ5rK+k06qMyO0J/lMMUo0VuQ4QlmNwccnepLPeO/o+ZMQSEt3JfraahqCA9U3xvB7P++8ieWz5SVq0UEg5pRvCKrO0A7VXARTfFr9miq/Pce7ej1FSq8C2bp/oxNZVpg0NUmQsZeWiR2JT1RBx9CGSIxUbKCzjjbH+ZaHw==
01h92sq2vrgfkbj3intct2icoc01mhbj.nrw.	43200	in	nsec3	1 0 0 - 01HBVAVQ70SG0H6VD8OQ0NSL9LN6KS1N NS
01h92sq2vrgfkbj3intct2icoc01mhbj.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. PiGo0i5tti4MxxdJThgC77bnxHhzCdSYz5NgftPGuwY6yfs2oRdd5uATWnSsbo2c4gqf7uklUu8MKLh1pzlmdAe4V2WMAqdfoU1cJ4W7UCS///0zeE0UWzLjfOcMQpPzrp8T8SVGSqYj7KGzCfgQfkfvWyFt6luIzXquoW1xAzOaVrXS0dEolIVaBBswf3QNW1k6IZC5NhCphWUZfI147Q==
01hbvavq70sg0h6vd8oq0nsl9ln6ks1n.nrw.	43200	in	nsec3	1 0 0 - 01I90HSNQLHU333DIPQPHLSD32KM1P2A NS
01hbvavq70sg0h6vd8oq0nsl9ln6ks1n.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. CLwA1IfhHLbzN/ySR99iNDy68ybrRTShTCWCqVtGG9xC5VM4GD7EOn1dMCe/J0kp4icggPPnLxHVWpeBLgfLK/7GRgW1c3S1h7cKCcCPZ/jRqWoyj/I2tYcChHVa8t0A4KV4nmtDNp//edYArXFghDzV8Duf6/KA719xcZr5pPIA2NvQn/GuR6uZ9LOAfClLQ46gmTtjM9aeF634sCHFnw==
01i90hsnqlhu333dipqphlsd32km1p2a.nrw.	43200	in	nsec3	1 0 0 - 01LPNVFJN0JBU0QUVQ3J4SKH1Q16EHRF NS
01i90hsnqlhu333dipqphlsd32km1p2a.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. a65WCek+tebPZ24i4vZFBlWi+lZik03AswhvQKSBFrG94SvL1kQPYLWLZ6yH2QZU6MSoNCObwnvOclEjujtmpfN9gsnvb2MMCqqTduAVipW7mdaMQTyaT/8n9jVD9UMknQMPt0sNBianwJBpSxs9gwdfTYT/s5V9AzhH2LnOKx44n/LqUE68qpdxasOAZt1j7UAVGvNMv4f5dOXWCtCn9g==
01lpnvfjn0jbu0quvq3j4skh1q16ehrf.nrw.	43200	in	nsec3	1 0 0 - 01NRTNM5KDM34KMIST7PH4MAI20TJDLU NS
01lpnvfjn0jbu0quvq3j4skh1q16ehrf.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. M42XLWBeNuv8aUmO/x3mKKFwGeeBYNOQ5/iHuOisXKXmCQHyOmRgRsYUXYlhmL4ygn4UTJWFpVYeWyIRBUIjNS9wkIqmWIcqECw+VWiaCy6BGgRptW7fs1SJ+tqRDxm5z5f6R+mB+1+jpETHulbOniNoWpkTkXCUf9Zbp75V/0yhNVo6OKHq685fVv9Dv5eWIh9ecXMIk4X3nA34zX1ynQ==
01nrtnm5kdm34kmist7ph4mai20tjdlu.nrw.	43200	in	nsec3	1 0 0 - 01P9FFEM3RNM3P940U9DV80PEJD2JPRL NS DS RRSIG
01nrtnm5kdm34kmist7ph4mai20tjdlu.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. JBYYhWkImz9zrIuWIgAujxNUEDV4O0YKsUzyqAoXG0rH5kGnBslkcRWdksIClde34gZBQ6tHraOIX8l8VhNpO3Ygl8jF5lGAAyTSmHupdYBf/qhI00UJuCMkZd9KdRvBX3ibLVSckpy3tTC3hufaee57BTs3F/hhvC0x20qjGuIhOEmkQTqnkCiWzIFbDjT7vb7gRhkibWswdsDGsHlxzA==
01p9ffem3rnm3p940u9dv80pejd2jprl.nrw.	43200	in	nsec3	1 0 0 - 01RCSAL3BD3RUKP1BJSPIIEIQQC34FTM NS
01p9ffem3rnm3p940u9dv80pejd2jprl.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. Yccg2PvJhUdr3bQBsiu/8UMnx56Acno/Zy89sTg+MFr9+pydcvPSrjqnNj7dl+I0DOrfS5gdq9MMWS830siVs+X7hjeS0ZPclIotlosFaADRfDWss89Zg2qOiFapw09k6Z5ucrSu9zcY7itHqm0j2aIBXaxEl8LETU5fyuxP5pYufD155ST9fxloUbT9mWqMQcCGB++FWIYlrJ4Wbvf/uA==
01rcsal3bd3rukp1bjspiieiqqc34ftm.nrw.	43200	in	nsec3	1 0 0 - 01S8HGN0CCA3Q9AN8GGN6BS2DET6AGLN NS
01rcsal3bd3rukp1bjspiieiqqc34ftm.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. LjMP6hNHhwIGvS7y+gd27wBXWrF5trTRHuPa30B4bssI9KDv8TGyEdZiWR2VyKnfGCyvgJ2XXmyKxmAApJdozQ4VjRQIcQB/AUyVI4LaTh6n9PoJclyzQ30n2nVbMHnQbnzzp3AqW9tND68gg/9VP6Ct6goEgXgAOKI7nc1d0ETqAhZ8746krP7USBifkzhO9ZY4Ka0hGvcgXnp64JBC6w==
01s8hgn0cca3q9an8ggn6bs2det6agln.nrw.	43200	in	nsec3	1 0 0 - 01SFJTG0UAQ8Q9P33FA18Q9VCQDGBAMP NS
01s8hgn0cca3q9an8ggn6bs2det6agln.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. d+PtgNxAEXscBgEeo19Qgckf3oSrfj4ng06m4mr45eh7dvOLzIL0I9+WpoPZ/D35aerhDsQswIQ75mTj0WfHRbvpQysYOls3rV1HNdHZgEYJBmnocbK75nkcjYhYnVXysC3U6ZjRW/9Xpv91p4FKPtAYvmbl5DO6j9CriJLpYvEGp6tzY/5BrSvKG6YcEXMjZyVN1i7mhbzBYmWzeuBzTQ==
01sfjtg0uaq8q9p33fa18q9vcqdgbamp.nrw.	43200	in	nsec3	1 0 0 - 01SRJV09RM7C3TPFSJGF4KGH1HQT7J09 NS
01sfjtg0uaq8q9p33fa18q9vcqdgbamp.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. aUnown5i496oykbtR2FZn8c0ldhbT8yHe2UGV8g3tgSG+3Cif6bpmsMEXyoHb9FKZq4RMGvkYFeFN1jjzJQ+EnOK3xghHm1IVgHg1SHkUG4dB8j00s4FEnZbOB38gIaiyMdNSQGNuSfSXTX9QMfxK9du1OfGblYOcCffAQm1ZADxSDs2NPlHDlHBlhb4EWaMR+UN8swRJitPt8vPtrxDlw==
01srjv09rm7c3tpfsjgf4kgh1hqt7j09.nrw.	43200	in	nsec3	1 0 0 - 01T0E3KKJ4SBQCN8TABL8E53Q16NR49G NS
01srjv09rm7c3tpfsjgf4kgh1hqt7j09.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. HX921v+kocAgEcC6D1ID0ILer/Jm5dhmxVXmsy5NfYr9IMFU2eP3e/44P7kUJTIw5fI8QdJ9fJv4bC18IVodr6+uOBMzTtm3VqRIg5JCXW7VUFpIW9SKXEqxn8WoZWD3qEyY/+oZjh0vmX4mhsEY0z4ZnM8FGzOZVh74O8VgJZZfkU8umlTnkwNP5h03eESHujstTg84zCn2+OUQN/Hvlg==
01t0e3kkj4sbqcn8tabl8e53q16nr49g.nrw.	43200	in	nsec3	1 0 0 - 01V6HGGVNCHQCIO6VD4GCENELV9RBVHS NS
01t0e3kkj4sbqcn8tabl8e53q16nr49g.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. GXL0pm1+KD/cIyNGSX4+7u8vvhOfxubK1Oyq1F59g/xL3FqQ4S8xwAW4l4vrkD3iCT4m33bJv9sGsza/xp/IEPjhyQ/UnaZynX7FlQfvfEHRhKkDK3lhPFC2r9Sqmb1M9App8n9zNj+lLipQM3pRRJ4EhrYrEhQoutl1yQJC6Vuu53p5Ohrgdh0SpWa4D7O+8oYtAW46Z0ovyNfjEmgD2g==
01v6hggvnchqcio6vd4gcenelv9rbvhs.nrw.	43200	in	nsec3	1 0 0 - 0215JAHOQC1IPBJLA8INL8GRQS0E0EE9 NS
