nrw.	86400	in	soa	anycast9.irondns.net. dnsmaster.knipp.de. 2601060103 7200 7200 604800 7200
00325ji50nsj8a9v2v3drlepuel8sk9r.nrw.	43200	in	nsec3	1 0 0 - 004L50OFDNB9B5IEA6U1KBPQR6MB3SBB NS
00325ji50nsj8a9v2v3drlepuel8sk9r.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. AIhhNntm4kmcyPbwJzLWfid/mFIKb1sXtat5F3apztJPHlePSWQYTBMhvjrRhibI8TQDfoHQv0pn3jzIipN1q05WGEjkBx8M1r1qGzYaSmaQ9FA1VwuIq6KxEFiQhjDTmxi4rGO5rpE22YpckQrE/qSNugLk6ils1yztPnm7tHibkUD4syLmU1a0/wpx9Ouphpg1/LOcUa5Fw6e7JPi7ZQ==
004l50ofdnb9b5iea6u1kbpqr6mb3sbb.nrw.	43200	in	nsec3	1 0 0 - 008FE20GB2NRJ5NQFMDSM5D8GAA08Q77 NS
004l50ofdnb9b5iea6u1kbpqr6mb3sbb.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. CzYiVVHv2QpDYQFSIGXZFLYq4TvLqKoh4sB5DykrlU82iqPyRrXiS7gn0AOtwNOc6T+f0ThXMvZOtnKJqL6SA9ae9EUjVyr0KVxZm9hfUORVmDDAiQN6I1D0pVKYz/XD0GuH0UtIalULE1vVELL3+8UQjqQywkkydITEKp0h9fSVxk3L+6qEjuDqgIPhucPZ29lKuxtr99bczCfWYeQE2A==
008fe20gb2nrj5nqfmdsm5d8gaa08q77.nrw.	43200	in	nsec3	1 0 0 - 009HC83HAQJRH8717QF7UH12JE0G4B2G NS
008fe20gb2nrj5nqfmdsm5d8gaa08q77.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. ObNy739gF+A51KZnYTBy89T+TRytKq2HZ8gPeAbcM+I8zSWIJY/bLzLhVdtaAB3Ff2WkGygkVRypPk+MIDYg/be/7eow8aLbMvYf3itp3zrWwrmdBwa+TST1S3GuKiYJz2fuds+6Q2OzneaXjY6RDq0YJGWJRSRG3n7u7I7cCv0HNfRivoe+N9wrca5U1FnumL352899fqoiM1Nz9epyIQ==
009hc83haqjrh8717qf7uh12je0g4b2g.nrw.	43200	in	nsec3	1 0 0 - 00AA69UKOQRLIEKPCG8FUG8FLUHPE3FL NS
009hc83haqjrh8717qf7uh12je0g4b2g.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. WZJRNbApZ2bkd3jxU7bXMqd+5aMjHRgZdFvcqQESOs+V8V/PxpuiXA5PYOGGomr8gJ8ccC3/A4ZKACwAPqdA2PBqrA388rfTg6d61QCKmTx+fxJILTNUji54Xwos5ir9JchmzvPCcB8Cyum3txi2YWsYrcBonOWS8pN0LCtA28EktlZnsvfLZC1ZL3lwqbaQPa24fbTToy1QHCXbhRIRYQ==
00aa69ukoqrliekpcg8fug8fluhpe3fl.nrw.	43200	in	nsec3	1 0 0 - 00D2EF68S1VPO5GCTHDIP7O8R8ACGEMR NS
00aa69ukoqrliekpcg8fug8fluhpe3fl.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. BJNs3YS7pvi4Sg+oAgR202jS6I6XRaoGiS9E4EkBMZ4wXyNMihLw9sIUzmjfQRKqZ8Xm68V/5VfSso4NtWvS8AMWdnWmVJtGFEUfDnsxBXwYxSWqKWQEh+D5/AaOgqG2bT6F/Pj2+7IY3Hiy0U+KdxZxaL1B2vOvIYvjQ3MxxgOIqPPaZ5zkdrPfo93qyyt+q5/iAAwiPCMX50db2V9oOw==
00d2ef68s1vpo5gcthdip7o8r8acgemr.nrw.	43200	in	nsec3	1 0 0 - 00EHRDR5QUUAPK2JOCUH73ISK8U679I3 NS
00d2ef68s1vpo5gcthdip7o8r8acgemr.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. fP9pobyjNAyL/SUZevYPmFywTR4No0YbLQFO8aW1ZBd9ln6Ro2RXxPdtBrIrvfDEtaIPIyKJHQmlY6pq9pIKzms/V5gO2ZQYa93M8qk8jwbHb0Zyykgh2fzjcrJGdAis/WMFzrAOdHbgYtG0f2o6QmXJ1AHJFEvJg9QSH5y+OMqsiH7aIz+564TlJLwLD1v3JTCLBoZEKwboJStRem3/zw==
00ehrdr5quuapk2jocuh73isk8u679i3.nrw.	43200	in	nsec3	1 0 0 - 00F7RRD4H9BGJJMTKKN5N0C58ASIKNGD NS
00ehrdr5quuapk2jocuh73isk8u679i3.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. kPxNTvxR11bUbjxwVm8VPxrtrVbxiJcAGeDFf45CvB+t9lt+Dc62z1aEQicxrMGPSxrI4oWWoXq4h/vpcGfTSXb8cFjiGzbKAH99XzbGwpySJpVNhg2MqT3AcwLyN3py32kxSFiD4MEvIl88CdcGAqpacAoyr4jYYjK22cmgwHdnVfVShqmqvczrqeZ7BO7r0i3L7I6btqPLSb3DCAlDDg==
00f7rrd4h9bgjjmtkkn5n0c58asikngd.nrw.	43200	in	nsec3	1 0 0 - 00FEKDR00L6H9TTOND7BHQSH81QKEERB NS
00f7rrd4h9bgjjmtkkn5n0c58asikngd.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. U8/KGW+gJotjWN/LpiKS1Vm1NaLxgVQVbhRNEauJVr4eFIjdkRwnDr+Xao/gdZPcvtOBLrVldLRno7QIJX8EJWoXCbSJZxzpNC71NWDFwMNCMP4sjR0adzB7ufCV1nAv7X80vzuE9p1pnTYOx6m96X9t9d16suIoPu/f44vjhauaM7xzfmBeKjFV/W4W6OW9gD209wIV7piafGKGFW6Eqw==
00fekdr00l6h9ttond7bhqsh81qkeerb.nrw.	43200	in	nsec3	1 0 0 - 00FEM1MDHB65LF31NBIHASQ2648DUE1N NS
00fekdr00l6h9ttond7bhqsh81qkeerb.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. JxZJTohbDApfasdJXnha80Wcb3W5REpXoV3i8oMR0Y6qK4ZaCzdL2LvY5abHPd6tO6jXukvBcHBUOv5sYoMTR2AHaEBbDpKczMVhu9IdW9sTkd3ddHI44Lslw8OcxJdZioPXaSu4AVen/ij+KCn2YC+ctxgeTYtdF6P1iT7e75aYZOoxI+AriI/MSd2n17V/kLipM7abu5ZehoFPWxa6gA==
00fem1mdhb65lf31nbihasq2648due1n.nrw.	43200	in	nsec3	1 0 0 - 00FN7QQKP0O247JK9T8QNG6G32PU6KD5 NS
00fem1mdhb65lf31nbihasq2648due1n.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. KxOFx4HR5GT0DD5fJt17DAsWwe+ggbgUt87Tl2KvT/hDJfhKBu7E1r1B/xrak+zE4TJVIQUg9+pi1QomaHHaGwtEKb7V0CQStu0d7df7dP9eM+ZAcO4cZ/u64knz4Bo8ismhxy9Og48kaFylSw3xB1Xz2y7ZqCOXreEDaEyfZyhI/mXvPdAPrrwjI1e7z/ITKsSxxlpRyAY07luJYpvWoA==
00fn7qqkp0o247jk9t8qng6g32pu6kd5.nrw.	43200	in	nsec3	1 0 0 - 00GHKKOO7NQR3QDPCE9N3PKRPJP42041 NS
00fn7qqkp0o247jk9t8qng6g32pu6kd5.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. J8jcCOV57aR/cnG6n/cuT+zoONLNKlrpmsqDjLnHs8sCQUESIUG1EKoLIUQvrGTScOb2ZXxNemGZoyPJJsYcOdNHLODxqtlbufC9ijAqxX2c578Q7aG1GugbkjPOTxDF6yvA2MS2h7QSNh3R9qgZ3L7jo2KhDoZkgWN1l8ksgbiaAbpE1FyL0+BBT8ElWkazFZyTWi/9bCRg/gcXzcODGA==
00ghkkoo7nqr3qdpce9n3pkrpjp42041.nrw.	43200	in	nsec3	1 0 0 - 00LI7M9MMCUUKIVRRTUCJV3L0AITFFAD NS
00ghkkoo7nqr3qdpce9n3pkrpjp42041.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. WXwFFsYnNvMVZG2SQQiuJMEit525BhfmKKhvb4m+Ezu5MMjuR5cRzDVT9Yn0A3TzjeX3zRGWw+a+kBd8/wqXaTXNnRBcZypKSty7yPFpsMNkdAcJKBO1Ag9AASeXjUswxnxBvz0l+4AzxdWXZnb/eW7CssYZwoKfOBM2FWGW/HQNY0VOdsZx2UpJLoyivU9xCorYJCAkeiwCUxQWS27P/Q==
00li7m9mmcuukivrrtucjv3l0aitffad.nrw.	43200	in	nsec3	1 0 0 - 00NKKPMDA44TJFU56VRUQS947M8NRHM3 NS
00li7m9mmcuukivrrtucjv3l0aitffad.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. cyaH8hv2D88rY5dLcTkeXJHn9Eg55Lva7fiBbPmmuUxBb3Z0M2Z5fT3cJn0RFy/iAo01ISEMBl+OVB6+m/Iyc00YkgVNWAqEjjMptqtLE3M8xgExB34+tLffQzWhlJRk3mjREmUCFeHBT9ffVXPa74YYV2xmtalOpNpj9S+0yExD/dxouqmONyQ3s0XwTM+YkfeuJOzNE4xElMjeLmOrJw==
00nkkpmda44tjfu56vruqs947m8nrhm3.nrw.	43200	in	nsec3	1 0 0 - 00Q8T1HE20NQA7MQM268CPCDEMMU35E6 NS
00nkkpmda44tjfu56vruqs947m8nrhm3.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. aa16wiW16xlnEe2TKmNfr5jHjDPJeGF6tTAZu0sg3SBIKe/Rb+E62fx0nWLT10udBQBshpueGJoNb38yhdXdE4BzsN1/LV2vnWES2faWth3+VXR1aI31YzhtCr7utqiva9v1ctlSwuAAXoLTS8aLJlX21iYshITV5dhleQbkhKQ0u9Z79Xvsi5TEtAD6trierGybsL3+SavnH3UOatBK8A==
00q8t1he20nqa7mqm268cpcdemmu35e6.nrw.	43200	in	nsec3	1 0 0 - 00USEEN1JVUOACF8VJ60OU0EONN95RBN NS
00q8t1he20nqa7mqm268cpcdemmu35e6.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. ifOy9Kn0OGqjTuNUhG0hqyvHC2vJhbeAurEtaE+zPma4/pSQz3EDdj3wtvcZNfz/+3ewHmp7ByiQ/RLgAhcv6L2MVGtNV9IO7+KBjtdr8/L5G/qA4aspce2U/iIER9nKLIW8Hdi7hwi8YD/V91nw908KE50AXD7Aqtaa3gzZWEMMj5pqa4v+bU7p6wAm0aZpNpG1jBFMj7K3CcI8jwGaIg==
00useen1jvuoacf8vj60ou0eonn95rbn.nrw.	43200	in	nsec3	1 0 0 - 00UV9QUKBIPPCLDT2KDOQMU12RNLP6KK NS
00useen1jvuoacf8vj60ou0eonn95rbn.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. CS/h0AbzU3y5jimdZKvf4hFrKHxvWuEwkmIRHwUldwe2K3OvBfuj0wPcJuv6bsoYnAE8+y2PPSEUxuYbM45E+aDqoTr3Z4T/sOJfdr5WMZs4zMRFbtl+YcLkIX/NMuBPjr43AdvtLhnW2Fy0jpSfgfFe7BMYBKLEPpmyF4Yb184Vn0mSkjS61GK6U+i5wrzH5CueummW1QpWMeYL1YTCIA==
00uv9qukbippcldt2kdoqmu12rnlp6kk.nrw.	43200	in	nsec3	1 0 0 - 0123J6LISROKEQT2NDGTTCBO90OHK8I8 NS
00uv9qukbippcldt2kdoqmu12rnlp6kk.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. Q0LKC5P6+wtmJBgiVvX76OEzR3yOVCBP5HtYnDFtGClufU7gr/V0mdE4bkBWTVjySvhGu3/sLJl/IxXOEmy5GQEvr+PLuz3Gs4cSVpNClklMOTK3Up/JXkkbJkHSwy76J2Y724AzH+m7MaKB4+kC98PrfiNTR2uWXAWGPz9aZngkuBrN/I83k5CpdVCxdsw7/T3iSeAsD4j+Z8JrFUCX6Q==
0123j6lisrokeqt2ndgttcbo90ohk8i8.nrw.	43200	in	nsec3	1 0 0 - 013KAP6DMP257QOEA9RTF645T755H0M2 NS
0123j6lisrokeqt2ndgttcbo90ohk8i8.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. ODTR4c46TUBnnwXxHt9afiCnqa1ZcDbipTbNHrpf95N4jtf3OY7NXdpQm7gsxD6Svo3G4uXjMx3hKgL2GSpfa1ea9NDgxRlJpCdNl8PFp4EO04kEI+K95LXhwhl+RW9YYTttBa35pmUnVYagzaE63Yp/r6EiZvgsCY0vmW9VU7zwUJLrfFYxy3AxWPFEvV4fTz+Vud1LdZO50fCS2c9S7Q==
013kap6dmp257qoea9rtf645t755h0m2.nrw.	43200	in	nsec3	1 0 0 - 015K59BAFP9VTUCI515JP9VKVEKTO5QV NS
013kap6dmp257qoea9rtf645t755h0m2.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. SoLjqA329gBwcuWnit2sEb6IYbISf0QcOXYaD73VCbZZkievEw8qy6bw+SvGFgO1hmglC7Oiy8at/wCTb8Af4nARXblHz7FijBGqJT4R2ZHsUQpNsSEBmu6WLd5VWiVnnB/bOThmLsBdqmJRJZBLj4ZmjGUQfNWkO0nZS7TGNvjM10eYXIjmW0LuAMHfnbXDIf35fRN4n7/jaXn1pTfcIw==
015k59bafp9vtuci515jp9vkvekto5qv.nrw.	43200	in	nsec3	1 0 0 - 016E86QJKGN4KIOK2LVTU7FHJFD49IA6 NS
015k59bafp9vtuci515jp9vkvekto5qv.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. jkjYkPcy1B6CxywahDmyXVJiiuDxPVaK7n19LBn5T7TqzYz+4wi4dlqUTdYx1H2W0mychp1ggL2Ha4erOUY0LV6nQMDNFmwQ0YP4QrgJjnUTh3OH2kqh4n8XRp795qIEeJtfFhe2Eyqv7F3lWYmnqRrZ3dH1QLpowbRbW71rNOMN7yTip5GYbeZ7IW7+v+lTflqvMf9p4ziM6ot2xK3aHA==
016e86qjkgn4kiok2lvtu7fhjfd49ia6.nrw.	43200	in	nsec3	1 0 0 - 01915KO24KRTCURNKIITRFT4VQ8TRDSN NS
016e86qjkgn4kiok2lvtu7fhjfd49ia6.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. ZxxFFb6ZRHMwsTbCRtphPNDrIEMPIAns6qRY6rEBzwDahiOm0lUMf7h/xIVNx0v68a1JrZKhX8LLYesUVOpZdNxPGDkHok02ur5aGkTT7nm7irtZwKpXkqjq5jEZEdvJarmgLMmPfNCk8fgSepG/yHrPXSiWaS5m0sgwyA6nL+7kOBZMi7j/MGSiJWWz80+ows7mcZkHzk6uz3Rpgb47TQ==
01915ko24krtcurnkiitrft4vq8trdsn.nrw.	43200	in	nsec3	1 0 0 - 01B0PVE9UFCJO99KF236GPIDMI9UK1BJ NS
01915ko24krtcurnkiitrft4vq8trdsn.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. bFC9DKYU5D6Q2JQ6bQF79SwQR4AxPUUETK1ECwY/2LxoOJH+3q0VzbWB1PC+e90FllBVlXEoWOb4dhs5bMC5A7Ksc1k6vs2Jlq/3ZThLaU2hiEMFDS6Axk7hWs2/pjTpq6aGKE4tMKLiMz3arrgFLM71GzRD/S0loD6bKBUvjvy8Pykym/lEROxgFqu4IAtGEbLNzsO66PfK2+9nYoRehw==
01b0pve9ufcjo99kf236gpidmi9uk1bj.nrw.	43200	in	nsec3	1 0 0 - 01B1OVA46V18C480E3TBULBQOA7HC87T NS DS RRSIG
01b0pve9ufcjo99kf236gpidmi9uk1bj.nrw.	43200	in	rrsig	NSEC3 10 2 43200 20260115130623 20260101130623 60417 nrw. Qxn34PD7C0GG7PLANCFjIRIlVk6eownXuLQyOA8O8wk0ob96fIyNCHdvCuA5L+f/4lyNZ9sriZZAyzRp19zfKkWiyo9OibWAzwTwfbadXhJNkzpDj7pW3UUVdG/oU4gmVRDBkbkvteyV4qMrpY68OrWXdGvLl6TfLcv+9l3BQ6aFy3ulDYsb9PuyppxcNeFMaoTZ6cw2Q+rrqYWmzGLXmQ==
01b1ova46v18c480e3tbulbqoa7hc87t.nrw.	43200	in	nsec3	1 0 0 - 01DUTD7L36H45IPV3H1N8281ONJH7DBL NS
