xn--fiq64b.	3600	in	soa	a.zdnscloud.com. td_dns_gtld.knet.cn. 1341164390 600 3600 1209600 3600
xn--fiq64b.	3600	in	dnskey	257 3 8 AwEAAckBhYtW6FiifD3yzkEwzsJmKSX2G16RZ93VQ/qE1yLWP8F4TIo2KMAYC0eHfoUS/hYvF9JR2bhHaglovI2eH1lpK/euI2onSjairtNB6xj741V0npO9BU7zTNZGoZSmQvEMb0JPsegn7kTNhZxchRHncMfpW4k9yxeRuMbdSi7lpM1+BkjQYLrf0ZeL2Ey1jZHSRdlvE/w+muRa71SZ2B7O5oHdfLiDG6Pe1hlvk4/LeLcSfj01aC3vj6LrHDFb170C72VBNkBhGpuCcNAQM29y/tBqvD4O9WyFLSeJ3NVLOVYk09DyorAWCO9IcWAODsbaKJega2NREgk2fKvrsMs=
xn--fiq64b.	3600	in	ns	a.zdnscloud.cn.
xn--fiq64b.	3600	in	ns	b.zdnscloud.cn.
xn--fiq64b.	3600	in	ns	c.zdnscloud.com.
xn--fiq64b.	3600	in	ns	d.zdnscloud.com.
xn--fiq64b.	3600	in	ns	f.zdnscloud.cn.
xn--fiq64b.	3600	in	ns	g.zdnscloud.com.
xn--fiq64b.	3600	in	ns	i.zdnscloud.cn.
xn--fiq64b.	3600	in	ns	j.zdnscloud.com.
xn--fiq64b.	3600	in	nsec3param	1 0 0 -
xn--fiq64b.	3600	in	rrsig	DNSKEY 8 1 3600 20260205213611 20260122200611 9361 xn--fiq64b. fSPOZX/oDK9k4XZSI8PqsODQ1xn0+fg94vwq2ctIS8uCzdpxKCoom2WJq+hhSbeJ+18s/i4SBeBPnlvxw0RKGMwBXaKfhJMVQSx+UPRt50TdjelTMnlVsd7CDX2FjaHGT90bPF59GIrh3Hstdfwd6xucBYn/El4S2TrZzvMhu6Pp+j7X7QS9YVPXrzJNT3CLovBHzNukh375jfBEZsJXlH/LArdqzpAhM+RdVUdhosm60YnQK2rI14ohk4Gag+xcuuLki6siMrD4VbcX0dyJmfbYD6ltXr6Ka2l0LdCoTg/HBFB2fkIfOZKAmpiPOB+4m0z83+PGPB2kghGU24rjQQ==
xn--fiq64b.	3600	in	rrsig	NS 8 1 3600 20260205213611 20260122200611 15624 xn--fiq64b. g+36rSwarQcA3/MVi8ziqK3FGMctuxKAWIJ18stB6UqWCWG0ZaHSSKcAOrEsgm0sqoDmI/tWHSLj0LMXFNDxH874BB0y33b6harDUg0wMU/6Gvt95BacOLl/ShQAYpN/OZjZm1jS3oK+vJNTVcK2IfJdWGbkhC4EYB88DvHQCxA=
xn--fiq64b.	3600	in	rrsig	NSEC3PARAM 8 1 3600 20260205213611 20260122200611 15624 xn--fiq64b. CstaHTBkFtyEqb/m0Vc6nkHTFwLq4BS3SbxF+o/5HbxehMyXBUSNod/fxNfDE8sih/lGZj+0exMQrcJuPvHU2tYbkmX60s3rKNE0w+Snr+UBqIaXUWcG2afJUm8FB2bN7rtog25l3/K+wymKIW6u+3YnSxGoG7msjeWKiYBEVAM=
xn--fiq64b.	3600	in	rrsig	SOA 8 1 3600 20260205213611 20260122200611 15624 xn--fiq64b. lyqBL/43mzaam2qW5ZvLgAbe7Z7FgCi7VHO7BUGAug2oq90EXeLWbBDkZ3AvVyL2jCam7y0l0wdNYnxiAerGJzSShFbVLwXi4vgH17UVeDzRPB3XeOwTh7LFE3200IdPV4Y0vPINRRzQ808cYihJYwtEVryHC4y/0ugqzDKz/Io=
xn--fiq64b.	3600	in	rrsig	TXT 8 1 3600 20260205213611 20260122200611 15624 xn--fiq64b. vongskU8CTCHXBbDoviytQjHAJd+6RNCrS3jPnY08iSsYTLAsGEaptVxS60JEjVDCq27iU4EnsE+z/hpgRzPgl4mURHHjvjwrSnxDY+ECTCLpJZxwXVsVCH8xPyqEBLYXUHxSbyZqG5lDDrQBYAHDzuBrq4Mp6y6S+X7Zc8CxvE=
xn--fiq64b.	3600	in	txt	"2018-04-14_18:34:23"
xn--fiq64b98lyzi4tenm8g.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64b98lyzi4tenm8g.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64bhzmdyi4tee18g.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64bhzmdyi4tee18g.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64bk81arpd49g077d.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64bk81arpd49g077d.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64bk81arpd49glm7d.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64bk81arpd49glm7d.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64bk81arpd97gb57d.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64bk81arpd97gb57d.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64bk81arpd97gj96d.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64bk81arpd97gj96d.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64bm3ci7u4le448e.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64bm3ci7u4le448e.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64bm3ci7u4lek87e.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64bm3ci7u4lek87e.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64bm3ck81h.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--fiq64bm3ck81h.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--fiq64bm3cuu1h.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--fiq64bm3cuu1h.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--fiq64bu62c09t.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--fiq64bu62c09t.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--fiq64bu62c09t.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--fiq64bu62c09t.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--fiq64bu62coh1b.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--fiq64bu62coh1b.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--fiq64by8n1ph4xe769f.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--fiq64by8n1ph4xe769f.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiqa188dznjdsedqd.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqa188dznjdsedqd.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqa188dznjdsedqd.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqa188dznjdsedqd.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqa329demjdmgc1a.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqa329demjdmgc1a.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqa329demjdmgc1a.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqa329demjdmgc1a.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqq24bpuczsc.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqq24bpuczsc.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqq24bpuczsc.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqq24bpuczsc.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqq24bpuczsc34rip7d.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqq24bpuczsc34rip7d.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqq24bpuczsc34rip7d.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqq24bpuczsc34rip7d.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqq24bpuczsc813aooa.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqq24bpuczsc813aooa.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqq24bpuczsc813aooa.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqq24bpuczsc813aooa.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqq24bwvdbsa.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqq24bwvdbsa.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqq24bwvdbsa.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqq24bwvdbsa.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqq24bwvdbsas26aip7d.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqq24bwvdbsas26aip7d.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqq24bwvdbsas26aip7d.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqq24bwvdbsas26aip7d.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqq24bwvdbsaw59cw3a.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqq24bwvdbsaw59cw3a.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqq24bwvdbsaw59cw3a.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqq24bwvdbsaw59cw3a.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqr2az59a1ys9lap19k.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqr2az59a1ys9lap19k.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqr2az59a1ys9lap19k.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqr2az59a1ys9lap19k.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqr2az59an8syyas52j.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqr2az59an8syyas52j.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqr2az59an8syyas52j.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqr2az59an8syyas52j.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqt9jdyk1ph9w7as1onha060g.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--fiqt9jdyk1ph9w7as1onha060g.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--fiqt9jdyk1ph9w7as1onha060g.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--fiqt9jdyk1ph9w7as1onha060g.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--fiqt9jdykbjcovjqu8d1fa602f.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--fiqt9jdykbjcovjqu8d1fa602f.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--fiqt9jdykbjcovjqu8d1fa602f.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--fiqt9jdykbjcovjqu8d1fa602f.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--fiqzt.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqzt.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqzt.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqzt.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqzt6u160r.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqzt6u160r.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqzt6u160r.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqzt6u160r.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--fiqztl67m.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--fiqztl67m.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--fiqztl67m.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--fiqztl67m.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--gmqw1a85sgy5c.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--gmqw1a85sgy5c.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--gmqw1a85sgy5c.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--gmqw1a85sgy5c.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--gmqw1a85zci2c.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--gmqw1a85zci2c.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--gmqw1a85zci2c.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--gmqw1a85zci2c.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--gnrp1fr4bd24i.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--gnrp1fr4bd24i.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--gnrp1fr4bd24i.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--gnrp1fr4bd24i.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--gzu964b6is.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--gzu964b6is.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--gzu964b6is.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--gzu964b6is.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--gzu964b96r.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--gzu964b96r.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--gzu964b96r.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--gzu964b96r.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--hlrv85a.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--hlrv85a.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--l6q174i.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--l6q174i.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--mht955j.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--mht955j.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--mht955j.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--mht955j.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--mht963ihhd.xn--fiq64b.	3600	in	ns	gns1.zdnscloud.net.
xn--mht963ihhd.xn--fiq64b.	3600	in	ns	gns2.zdnscloud.net.cn.
xn--mht963ihhd.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--mht963ihhd.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--mht96a635i6db.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--mht96a635i6db.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--ndsv6ai23dkf5a.xn--fiq64b.	3600	in	ns	ns1.zdns.cn.
xn--ndsv6ai23dkf5a.xn--fiq64b.	3600	in	ns	ns2.zdns.cn.
xn--nyqy26a.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--nyqy26a.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--nyqy26a.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--nyqy26a.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--nyw65u.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--nyw65u.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--nyw65u.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--nyw65u.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--nyww0x.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--nyww0x.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--nyww0x.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--nyww0x.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--ohqv02cjln59iyqas15a.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--ohqv02cjln59iyqas15a.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--ohqv02cjln59iyqas15a.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--ohqv02cjln59iyqas15a.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--oru136g.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--oru136g.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--oru425g.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--oru425g.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--oru45m57wq0j.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--oru45m57wq0j.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--oru45m57wq0j.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--oru45m57wq0j.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--otu08i.xn--fiq64b.	3600	in	ns	ns1.zdns.cn.
xn--otu08i.xn--fiq64b.	3600	in	ns	ns2.zdns.cn.
xn--otu24n.xn--fiq64b.	3600	in	ns	ns1.zdns.cn.
xn--otu24n.xn--fiq64b.	3600	in	ns	ns2.zdns.cn.
xn--q6v792f.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--q6v792f.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--q6v792f.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--q6v792f.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--q6vt5b.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--q6vt5b.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--q6vt5b.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--q6vt5b.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--q6vt5b.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--q6vt5b.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--qzwx3i.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--qzwx3i.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--rett0sj5nuxhtla424b.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--rett0sj5nuxhtla424b.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--rett0sj5nuxhtla424b.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--rett0sj5nuxhtla424b.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--rhq840d1li5qm.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--rhq840d1li5qm.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--rhq840d1li5qm.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--rhq840d1li5qm.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--rhqp77bezduo1a.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--rhqp77bezduo1a.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--rhqp77bezduo1a.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--rhqp77bezduo1a.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--rhtw4wc6a219a.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--rhtw4wc6a219a.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--rhtw4wc6a219a.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--rhtw4wc6a219a.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--rhtw8z6ibk35a.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--rhtw8z6ibk35a.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--rhtw8z6ibk35a.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--rhtw8z6ibk35a.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--s8u846c88f.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--s8u846c88f.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--s8u846c88f.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--s8u846c88f.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--stu264dl0e.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--stu264dl0e.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--stu264dl0e.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--stu264dl0e.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--uirz4l.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--uirz4l.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--uirz4l.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--uirz4l.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--v6q792igwa.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--v6q792igwa.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--v6q792igwa.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--v6q792igwa.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--vcs261ehnpxvj.xn--fiq64b.	3600	in	ns	ns1.citictel.com.
xn--vcs261ehnpxvj.xn--fiq64b.	3600	in	ns	ns2.citictel.com.
xn--vcsa506aq9msntwv1b.xn--fiq64b.	3600	in	ns	ns1.zdns.cn.
xn--vcsa506aq9msntwv1b.xn--fiq64b.	3600	in	ns	ns2.zdns.cn.
xn--vcss9h.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--vcss9h.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--vcss9h.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--vcss9h.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--vcss9hb1cdt6aewi5x6a.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vcss9hb1cdt6aewi5x6a.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vcss9hs5bv95i.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--vcss9hs5bv95i.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--vcss9hs5bv95i.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--vcss9hs5bv95i.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--vcss9huykhxi.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vcss9huykhxi.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vcss9hw8g201c.xn--fiq64b.	3600	in	ns	gns1.zdnscloud.net.
xn--vcss9hw8g201c.xn--fiq64b.	3600	in	ns	gns2.zdnscloud.net.cn.
xn--vcss9hw8g201c.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vcss9hw8g201c.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vcss9hw8gipd99nt20c.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vcss9hw8gipd99nt20c.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vhq58f.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--vhq58f.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--vhq58f.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--vhq58f.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--vhq89s1ydj53ab0b01s.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vhq89s1ydj53ab0b01s.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vhq94f59u2i4b.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--vhq94f59u2i4b.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--vhq94f59u2i4b.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--vhq94f59u2i4b.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--vhqqb85g086m.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--vhqqb85g086m.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--vhqqb85gh09h.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--vhqqb85gh09h.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--vhqqb85gh09h.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--vhqqb85gh09h.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--vhqu72e.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--vhqu72e.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--vhqu72e.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--vhqu72e.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vhqu72e.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vhqu72e.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--vhqx0n.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--vhqx0n.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--vhqx0n.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--vhqx0n.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--viqv3bz1fu48f.xn--fiq64b.	3600	in	ns	ns1.zdns.cn.
xn--viqv3bz1fu48f.xn--fiq64b.	3600	in	ns	ns2.zdns.cn.
xn--vuq00bi6tk5e.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq00bi6tk5e.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq00bi6tk5e.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--vuq00bi6tk5e.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vuq16odp1akk3a.xn--fiq64b.	3600	in	ns	ns1.citictel.com.
xn--vuq16odp1akk3a.xn--fiq64b.	3600	in	ns	ns2.citictel.com.
xn--vuq16okpiq6bk9ikm3f.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq16okpiq6bk9ikm3f.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq16okpiq6bk9ikm3f.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--vuq16okpiq6bk9ikm3f.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vuq16okpiq6bk9ilrx249anyr.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq16okpiq6bk9ilrx249anyr.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq16okpiq6bk9ilrx249anyr.xn--fiq64b.	3600	in	ns	ns12.hk.net.
