guru.	3600	in	soa	v0n0.nic.guru. hostmaster.donuts.email. 1769302914 7200 900 1209600 3600
000.guru.	3600	in	ns	ns15.xincache.com.
000.guru.	3600	in	ns	ns16.xincache.com.
0001.guru.	3600	in	ns	adam.ns.cloudflare.com.
0001.guru.	3600	in	ns	fish.ns.cloudflare.com.
000818795d104e7eb.bhaisajya.guru.	3600	in	a	54.179.88.77
001.guru.	3600	in	ns	ns1.afternic.com.
001.guru.	3600	in	ns	ns2.afternic.com.
001.guru.	3600	in	ns	verification-hmxyughksp9ud7ytzr8krh.ns101.verify.hn.
00320.guru.	3600	in	ns	ns1.dyna-ns.net.
00320.guru.	3600	in	ns	ns2.dyna-ns.net.
005q5g0tth7m8mq1sdo1jui208ti9ch8.guru.	3600	in	nsec3	1 1 0 73 005T9RB9D7AOPAVPQTOJK6G5NQNOT204 NS DS RRSIG
005q5g0tth7m8mq1sdo1jui208ti9ch8.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260207154149 20260117144149 61269 guru. dRjv8exIyoF1fDIoLydK3wKF4x7iuH3l+R6KECeRnFbQnZokXNN1POZrEyYwO4OTwrtzH6HPg59a51G8SlwRvz7ya+U4TVapPmQ4ZdiAjFTxSUhQP83/doFqd/mNP0SJLyptZBfQQZc5/qEDcB/SD3T5VAC4l3/neIYfbfEjq5w=
005t9rb9d7aopavpqtojk6g5nqnot204.guru.	3600	in	nsec3	1 1 0 73 0094V493A9J0S9HIOQUPQ1OL8IB1DB56 NS DS RRSIG
005t9rb9d7aopavpqtojk6g5nqnot204.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260210114937 20260120104937 61269 guru. WWG2kL/xXg8LClWyJ7ozx17UXugCb6yfUVEMvmbAEAQ/cu7Mi7aYA+SwjgSRatLqwukm95+HZTma+pWlB0WeEKY6Q0NAsobRVbnIA4uYa6gnKU6+ZFou23aMfYrnZEczrc7R9z1UQFqAtlSEL28vefwo2KR3NLfHKFN7IE7c/AU=
007win.guru.	3600	in	ns	ns1.dns-redirect.com.
007win.guru.	3600	in	ns	ns2.dns-redirect.com.
008.guru.	3600	in	ns	docks17.rzone.de.
008.guru.	3600	in	ns	shades10.rzone.de.
00852.guru.	3600	in	ns	cass.ns.cloudflare.com.
00852.guru.	3600	in	ns	elliott.ns.cloudflare.com.
009.guru.	3600	in	ns	dns1.registrar-servers.com.
009.guru.	3600	in	ns	dns2.registrar-servers.com.
0094v493a9j0s9hioqupq1ol8ib1db56.guru.	3600	in	nsec3	1 1 0 73 00LP8QJH0JQ6DC13ELEMPC63UFN1IBBV NS DS RRSIG
0094v493a9j0s9hioqupq1ol8ib1db56.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260207154149 20260117144149 61269 guru. FQ4TtkpqhRJwjYXnhnG3XKqav0Fb6bOuwn4eGs370FJ/By4WRfPdzDlfzJ2wpJmlCytCqxXfUt60Ev1YssFinNRbXFI0UBB3uQxJvHUa0yxIPh/wWJtpCaMLk1vZliWlDT/PVRHBGAwfysUFpl9qggJtcaZNbR2d3tO8elc+nfQ=
009bet.guru.	3600	in	ns	dns1.registrar-servers.com.
009bet.guru.	3600	in	ns	dns2.registrar-servers.com.
00lp8qjh0jq6dc13elempc63ufn1ibbv.guru.	3600	in	nsec3	1 1 0 73 012RDJHUUPJF9RRJMTI53D0LVBCVPD97 NS DS RRSIG
00lp8qjh0jq6dc13elempc63ufn1ibbv.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260207154149 20260117144149 61269 guru. JDHOs74M09h4CJF70Z3fW4x+5QrGuK9/ahGWvTmCOd9I37ZO78f7YkMOEJZNftwzfqW5VW8wVKmFRhkqohRjFCoq8lwyPdAh409L2bU8AanJcImdSTzjBQxw0HFUH1ERM+mTq3ipR/VLzeaxbh5KNTEeoUIJ8D1hsiqWU2hZGDc=
00video.guru.	3600	in	ns	ns51.domaincontrol.com.
00video.guru.	3600	in	ns	ns52.domaincontrol.com.
01.guru.	3600	in	ns	ian.ns.cloudflare.com.
01.guru.	3600	in	ns	vera.ns.cloudflare.com.
01114.guru.	3600	in	ns	n1.xundns.com.
01114.guru.	3600	in	ns	n2.xundns.com.
01234.guru.	3600	in	ns	dns1.registrar-servers.com.
01234.guru.	3600	in	ns	dns2.registrar-servers.com.
0123movies.guru.	3600	in	ns	gabriella.ns.cloudflare.com.
0123movies.guru.	3600	in	ns	moura.ns.cloudflare.com.
01296.guru.	3600	in	ns	n1.xundns.com.
01296.guru.	3600	in	ns	n2.xundns.com.
012rdjhuupjf9rrjmti53d0lvbcvpd97.guru.	3600	in	nsec3	1 1 0 73 01CIS8HNDHJCUR5RGO6GJ61RAMH3RGEI NS DS RRSIG
012rdjhuupjf9rrjmti53d0lvbcvpd97.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260207154149 20260117144149 61269 guru. JggqEjktORhS9kM7nZmRiZJoG9+S9uGOY/Y2aJBgcZOGH0GI/FVEc1GwyYvzFp8snRGxTJ/tfIZ7M/RGER9i6Aeclu43cYKrFuEW3XadzffuMvvgwiQ5dI8UUE32bbkSf4ePamEfV1G3U0Ggg8Rgqypsb2a1+iBxcdJw6cTvRpM=
01cis8hndhjcur5rgo6gj61ramh3rgei.guru.	3600	in	nsec3	1 1 0 73 01EMK5IR7N838F6TL3Q5P5DVP891MG4J NS DS RRSIG
01cis8hndhjcur5rgo6gj61ramh3rgei.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260207154149 20260117144149 61269 guru. Vrvf3V9OQxdQmwVuU6J0q6RmseuhI4AJzRCZymTjG9eeYk29GU71ac4Gi7GJl68mEYBJeH1FOAhtmMJRVB9Fj0A1iFse+P9TEyd9Cnl3oQI1MPoluUpIkOfbXEvGD2Q2H5prF2zbprrCzJYiYy6MIWG6ek0fdQ/cpF1VAubtesg=
01emk5ir7n838f6tl3q5p5dvp891mg4j.guru.	3600	in	nsec3	1 1 0 73 031QARH89604GBHDVQUAQN48SNUGMHSS NS DS RRSIG
01emk5ir7n838f6tl3q5p5dvp891mg4j.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260210114937 20260120104937 61269 guru. DSPff17fQHkCpSkSAFj9kuDM6VaW4TJoS3ciz2emR6+2r7BcO5+XgIgVFyVXEaLHUiTGfEV/BMfQrcsU1ptOOWvqtKECa7Q6ZK8HKgSMNbzc4U/BrWmtpfABVsF1b3vkSOet4GRDgGvrqDz62az+HP/1VqOeO6BzdQiuaVcB+iM=
01kitaslot777.guru.	3600	in	ns	lady.ns.cloudflare.com.
01kitaslot777.guru.	3600	in	ns	norm.ns.cloudflare.com.
02414.guru.	3600	in	ns	n1.xundns.com.
02414.guru.	3600	in	ns	n2.xundns.com.
02515.guru.	3600	in	ns	n1.xundns.com.
02515.guru.	3600	in	ns	n2.xundns.com.
02549.guru.	3600	in	ns	ns1.dyna-ns.net.
02549.guru.	3600	in	ns	ns2.dyna-ns.net.
02836.guru.	3600	in	ns	n1.xundns.com.
02836.guru.	3600	in	ns	n2.xundns.com.
02949.guru.	3600	in	ns	n1.xundns.com.
02949.guru.	3600	in	ns	n2.xundns.com.
031qarh89604gbhdvquaqn48snugmhss.guru.	3600	in	nsec3	1 1 0 73 037QG1DVD02E04ETC9DMTFL48H0KCHRS NS DS RRSIG
031qarh89604gbhdvquaqn48snugmhss.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260207154149 20260117144149 61269 guru. F3JkrK3gr2u5s69hayL01wSZK1aUk3iTKu5P/o9K4c81DaNwNHfKIqh2p1/sHpvn3xkZG7EeXiHY62RLO9QJC/lBYzK47iGRvhSKSUgyqwp6O5s5KSAL4uvtl2BtB9IHfwJgpOk+zYEQ6MTZHzfKMJ3JJQZ4o2DjfyQxp9Zbu98=
032.guru.	3600	in	ns	dns1.registrar-servers.com.
032.guru.	3600	in	ns	dns2.registrar-servers.com.
037qg1dvd02e04etc9dmtfl48h0kchrs.guru.	3600	in	nsec3	1 1 0 73 03ESNUC7PNRBILB0VUSPTNUO888GUJ9D NS DS RRSIG
037qg1dvd02e04etc9dmtfl48h0kchrs.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260207154149 20260117144149 61269 guru. h83E3iETxft2t/W8LjzrWDsQxNGO4LgLmlfJPsUfI50DI/kN2+sQ/oqxTbM6czknJvtrT1foHl83iBcV1zQ1R/9ewTL7wRJyjCOOjyCxOEpSvIqgLk5A98iFa7pN3nJuTF8LGHF5NtgBmeI3fFopXKPHAqZuo+pLv4iQVbSpNpU=
03esnuc7pnrbilb0vusptnuo888guj9d.guru.	3600	in	nsec3	1 1 0 73 05AOPD576QFVBKL1HSOC5OA7Q8MG0026 NS DS RRSIG
03esnuc7pnrbilb0vusptnuo888guj9d.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260209131900 20260119121900 61269 guru. nmESCCq6QGt4Clq8HGbZNtLlejPt6Gy/ZNqyMKWaEbPQzIZd7zt8VNbVk2AsnAcrnN0JcPNJC9jFyaLSCVQZVs8AoSZOLK6zlQQUMY5n9Pvt31nqHlAkm5JoB0Fak1BqBZhrKypHQxylrXFKg33AqneUt1pw9uIzM+8XYrG1wmg=
04105.guru.	3600	in	ns	n1.xundns.com.
04105.guru.	3600	in	ns	n2.xundns.com.
05327.guru.	3600	in	ns	n1.xundns.com.
05327.guru.	3600	in	ns	n2.xundns.com.
05331.guru.	3600	in	ns	n1.xundns.com.
05331.guru.	3600	in	ns	n2.xundns.com.
05651.guru.	3600	in	ns	n1.xundns.com.
05651.guru.	3600	in	ns	n2.xundns.com.
05795.guru.	3600	in	ns	ns1.dnsip.com.
05795.guru.	3600	in	ns	ns2.dnsip.com.
05aopd576qfvbkl1hsoc5oa7q8mg0026.guru.	3600	in	nsec3	1 1 0 73 06189IUR42O3P3HELVAKMBEP4ID55U5N NS DS RRSIG
05aopd576qfvbkl1hsoc5oa7q8mg0026.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260209131900 20260119121900 61269 guru. fGAifXm/jexuevnNdBMlf5zd6pyyUpIa2BB3AuTHiKAnOsN8KYdI+WPw5RnQ/axmsMFUd/GxovbG9JtpH87PEt+5vqQA7sije/GECyOHXsBokutKRNn8Se1iCGuZ2vPrhicd14Tp57WN9A6Wy5hBWM/RzivvYd2GeDUwjYKMhEE=
06062.guru.	3600	in	ns	n1.xundns.com.
06062.guru.	3600	in	ns	n2.xundns.com.
06162.guru.	3600	in	ns	ns1.dyna-ns.net.
06162.guru.	3600	in	ns	ns2.dyna-ns.net.
06185.guru.	3600	in	ns	n1.xundns.com.
06185.guru.	3600	in	ns	n2.xundns.com.
06189iur42o3p3helvakmbep4id55u5n.guru.	3600	in	nsec3	1 1 0 73 06CDPSMIK7IPG6NJ23F3EICOQSMH1SN2 NS DS RRSIG
06189iur42o3p3helvakmbep4id55u5n.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260207154149 20260117144149 61269 guru. dNimbs/GPsR+MWJYLkq6uTaT8Gj1z+Osd14FkA4tq/OltbalotAv8N8cMeKdHpH2c58a8IM1CvMBOPsMrzaPJBndjlGNhZIen7IAEu6ds/j5ERG7ODWuptZt2VAoAFMTLDWTsKB+ERVR/sQbcn42G8yFrPguKC0OdqO8kpa334M=
06323.guru.	3600	in	ns	n1.xundns.com.
06323.guru.	3600	in	ns	n2.xundns.com.
06369.guru.	3600	in	ns	ns1.dyna-ns.net.
06369.guru.	3600	in	ns	ns2.dyna-ns.net.
06cdpsmik7ipg6nj23f3eicoqsmh1sn2.guru.	3600	in	nsec3	1 1 0 73 07IVQHGG3QRM1GMSUOH7OF5C5S2HOH0K NS DS RRSIG
06cdpsmik7ipg6nj23f3eicoqsmh1sn2.guru.	3600	in	rrsig	NSEC3 8 2 3600 20260209144324 20260119134324 61269 guru. sJ+tCa6SkayIboveZVYlev7HzZ6FRBsNwLzJo/VivEOQ7IsHSHDOqmxHsLAjPSqtBLCbeoKrzIE91nU0U1WKEx0fQ9wmYoVBkCguBt4tu7++z00a7Ce1wJPbHekvNTWJndPzUwl9aWqU0cIBIJSqFG+rzV65O7jsTI2nKzuFFE4=
07047.guru.	3600	in	ns	ns1.dyna-ns.net.
07047.guru.	3600	in	ns	ns2.dyna-ns.net.
0721.guru.	3600	in	ns	eric.ns.cloudflare.com.
0721.guru.	3600	in	ns	nucum.ns.cloudflare.com.
07388.guru.	3600	in	ns	n1.xundns.com.
07388.guru.	3600	in	ns	n2.xundns.com.
073bitcoin.guru.	3600	in	ns	aaden.ns.cloudflare.com.
073bitcoin.guru.	3600	in	ns	kim.ns.cloudflare.com.
07576.guru.	3600	in	ns	ns1.dyna-ns.net.
07576.guru.	3600	in	ns	ns2.dyna-ns.net.
07591.guru.	3600	in	ns	n1.xundns.com.
07591.guru.	3600	in	ns	n2.xundns.com.
07ivqhgg3qrm1gmsuoh7of5c5s2hoh0k.guru.	3600	in	nsec3	1 1 0 73 08ALA4Q80LUOQN2M14P96K9QFJJJ8F4J NS DS RRSIG
