xn--c1avg.	3600	in	soa	a0.nic.xn--c1avg. hostmaster.donuts.email. 1756258116 7200 900 1209600 3600
2f4vjisj5mhjujl4aue8hf4rvu1iaava.xn--c1avg.	3600	in	nsec3	1 1 0 332539EE7F95C32A 48VNJQ0JEAKULQKMCLQP1KU1D3MB1B61 NS DS RRSIG
2f4vjisj5mhjujl4aue8hf4rvu1iaava.xn--c1avg.	3600	in	rrsig	NSEC3 8 2 3600 20250916152421 20250826142421 10179 xn--c1avg. Zd4+JYa0xKq1Ru9/znp/Dr0Qc/LjM5g1lS17D5TC3MzjXcA0qU5W+BAUSsIfghfeOocHNKdnimJGJivIH0KQhUifiDDYdFpEH997yrSfmvhBAmSHeykBGh+Spg/6F5W+1vWc1gD7AXUftSe5K33tZn9HKF4nfuUjIxGJKXZVkrY=
48vnjq0jeakulqkmclqp1ku1d3mb1b61.xn--c1avg.	3600	in	nsec3	1 1 0 332539EE7F95C32A BS9983SGDP58MHMT007TAQJKU0SL6ENG NS SOA RRSIG DNSKEY NSEC3PARAM
48vnjq0jeakulqkmclqp1ku1d3mb1b61.xn--c1avg.	3600	in	rrsig	NSEC3 8 2 3600 20250917013008 20250827003008 10179 xn--c1avg. St4mPDvGOi0LFriABkJvchILS+4sUTPvE+aGboGVnSpWdKZ23/F8xzMIDV5tK3r3LqVaVe81H2SwOm8VUY7kY6lp00AmJ0DGO0wpK9owkBlJ1Ub/WAVtfjQgm83/OhDATYUErBVyL9tw3ot8olpA/eZaKCsZJDLWA+0fP7d3ECg=
a0.nic.xn--c1avg.	3600	in	a	65.22.184.25
a0.nic.xn--c1avg.	3600	in	aaaa	2a01:8840:00b2:0000:0000:0000:0000:0025
a2.nic.xn--c1avg.	3600	in	a	65.22.187.25
a2.nic.xn--c1avg.	3600	in	aaaa	2a01:8840:00b5:0000:0000:0000:0000:0025
b0.nic.xn--c1avg.	3600	in	a	65.22.185.25
b0.nic.xn--c1avg.	3600	in	aaaa	2a01:8840:00b3:0000:0000:0000:0000:0025
bs9983sgdp58mhmt007taqjku0sl6eng.xn--c1avg.	3600	in	nsec3	1 1 0 332539EE7F95C32A DRR2NQEV4F9M5MBOJQ4SRBEO2FIK3RB6 NS DS RRSIG
bs9983sgdp58mhmt007taqjku0sl6eng.xn--c1avg.	3600	in	rrsig	NSEC3 8 2 3600 20250916152421 20250826142421 10179 xn--c1avg. vxLDKdsMajjh8JDxICvl8ZtMgjSHyCRChV52W7yM4gxt9Ro/3d5sF97hQWWwFu+WGucMVvMvx8vGN7/tQcF1hiuWmHBbnDhOFaKyCgFABk1+p7oKQmUmIDxZvg6i0ASjndtDJz35a2GiBDrx9Gx/LAvljdUFmb9uHAg9WVF3hDc=
c0.nic.xn--c1avg.	3600	in	a	65.22.186.25
c0.nic.xn--c1avg.	3600	in	aaaa	2a01:8840:00b4:0000:0000:0000:0000:0025
drr2nqev4f9m5mbojq4srbeo2fik3rb6.xn--c1avg.	3600	in	nsec3	1 1 0 332539EE7F95C32A L2JJJKTOODIM32FK5HDB9RG3ETVR5EPS NS DS RRSIG
drr2nqev4f9m5mbojq4srbeo2fik3rb6.xn--c1avg.	3600	in	rrsig	NSEC3 8 2 3600 20250916152421 20250826142421 10179 xn--c1avg. C4u5MtWlOnphamoFTbBhOfTRPuFtNpZF7fA1nOy/iBO713TRMc9vl9N69OMPz7ve3z1WXg1U9pVIDNGex4DAHMDBS1y3xHV88zXkJcuCHBEQTYj4c3QBMuypJ8RdcF4cMi3IvKwMoSpOOH/WwIMTUkQbeZGKmBoHseJmQJUQ1Ic=
extusw2.xn--c1aehasgcecupffc.xn--c1avg.	3600	in	a	104.174.95.32
l2jjjktoodim32fk5hdb9rg3etvr5eps.xn--c1avg.	3600	in	nsec3	1 1 0 332539EE7F95C32A 2F4VJISJ5MHJUJL4AUE8HF4RVU1IAAVA NS DS RRSIG
l2jjjktoodim32fk5hdb9rg3etvr5eps.xn--c1avg.	3600	in	rrsig	NSEC3 8 2 3600 20250916152421 20250826142421 10179 xn--c1avg. qXIcJxVUI9Dgf9+8Zt8PFA/KUzWECbf8sZ+rgY17s3dls6k+IlwpqlfCeUB0HzXcKVrMRkaZqlgx6xwYherH83ogrxtOaloZsRojhDKRSyuo9xCmGtVN+LhgkiChexkQTjgzlVVv9Wq3OM+tIcTJWhS08ykbGxEqLHJlv4o6hRA=
nic.xn--c1avg.	3600	in	ds	47763 8 2 3B0F9D443D98F9A43F2DC71967A91760F98F414B0DE469A5F24D2A4F8FEC4947
nic.xn--c1avg.	3600	in	ns	a0.nic.xn--c1avg.
nic.xn--c1avg.	3600	in	ns	a2.nic.xn--c1avg.
nic.xn--c1avg.	3600	in	ns	b0.nic.xn--c1avg.
nic.xn--c1avg.	3600	in	ns	c0.nic.xn--c1avg.
nic.xn--c1avg.	3600	in	rrsig	DS 8 2 3600 20250916152421 20250826142421 10179 xn--c1avg. QGGNmAADRJLT8/elVjHCNP+qUA1ZJZLfw2UPdUHpyfKthMCKwhi3kZVNOGJeyTcJnaDOt7VpnHD5GDUfKDJLiC9LkFhtKsIXPblsurFGERK4N3ZXXXMm/p2Ax8dGFs2C0DP2qHwfjEKuxnDjaLCW39ziV3anEPNRNqiAqhFXmIM=
ns1.xn--b1ajk9a.xn--c1avg.	3600	in	a	94.139.253.7
ns1.xn--e1ash.xn--c1avg.	3600	in	a	37.252.12.129
ns1.xn--h1aehadr.xn--c1avg.	3600	in	a	54.38.215.119
ns2.xn--b1ajk9a.xn--c1avg.	3600	in	a	46.243.142.191
ns2.xn--e1ash.xn--c1avg.	3600	in	a	37.252.2.141
