bmw.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 2019124289 900 1800 6048000 3600
0hff33rdqh6fgbib5s908ucjnq9a6a2j.bmw.	900	in	nsec3	1 1 0 - 0QERST0779KBGA9309K978NAQF3SQO54 TXT RRSIG
0hff33rdqh6fgbib5s908ucjnq9a6a2j.bmw.	900	in	rrsig	NSEC3 8 2 900 20250908131708 20250809114708 4270 bmw. amTuHm19fXExEdFu76/aQnSRBCtfaTgYtZ5kJuzFcuZ2QX+RMNx5EbqSKOFpPU4xn2j5E1A+Omn4slh7AtkLGtrbhkE5Dcp9rPShaMEcK0sYiZX6cEOIJMxX47G/o9FGUwvKzHVrMi2GWVt34JEEUv5hJED0xOxbJdk3pducvO8=
0qerst0779kbga9309k978naqf3sqo54.bmw.	900	in	nsec3	1 1 0 - GCER97PCDFU2QSDNCN15V41MMPDJTGMD NS SOA RRSIG DNSKEY NSEC3PARAM
0qerst0779kbga9309k978naqf3sqo54.bmw.	900	in	rrsig	NSEC3 8 2 900 20250912220412 20250813203412 4270 bmw. bL699a2S1yWP442cBvoCogM/xh3bcvBapHCI8kxlhGwNOpz3ljdNMQa0Zbpt5Bv0keHzGgo/3HN9JDTNBTEegGMcb5TWoUWtc5UwEs5YKfZQzRfMkmnCIvSCq7g1FjwZHsYYIiQcz/a/VavF6DIGjP4CztSAsIhMwrO14o4Ww70=
_operator-data.bmw.	3600	in	rrsig	TXT 8 2 3600 20250908150615 20250809133615 4270 bmw. yhdnca+JrLxNZUuPZhy56S6ozegaUCQC7bdcIOCyffo0lTPpX/nS+LS697ImFiFQCUbfQrxrm5TNyJxX1L5JyjtkjH/uPKMN2yvGWhld793xbuUOvgBda0Ja62QJssRJcS9KXY1zjiUQHtuzyu7sII4pa0ZjmWIwj2O9/eOQ7Uk=
_operator-data.bmw.	3600	in	txt	"CentralNic Registry SRS BERO"
a.nic.bmw.	172800	in	a	194.169.218.76
a.nic.bmw.	172800	in	aaaa	2001:067c:13cc:0000:0000:0000:0001:0076
ahag-group.bmw.	3600	in	ns	ns.namespace4you.com.
ahag-group.bmw.	3600	in	ns	ns2.namespace4you.com.
ahg.bmw.	3600	in	ns	ns.namespace4you.de.
ahg.bmw.	3600	in	ns	ns2.namespace4you.de.
api.bmw.	3600	in	ns	ns1.brandshelter.com.
api.bmw.	3600	in	ns	ns2.brandshelter.de.
api.bmw.	3600	in	ns	ns3.brandshelter.info.
api.bmw.	3600	in	ns	ns4.brandshelter.net.
api.bmw.	3600	in	ns	ns5.brandshelter.us.
arnold.bmw.	3600	in	ns	ns-de.1and1-dns.biz.
arnold.bmw.	3600	in	ns	ns-de.1and1-dns.com.
arnold.bmw.	3600	in	ns	ns-de.1and1-dns.de.
arnold.bmw.	3600	in	ns	ns-de.1and1-dns.org.
auth.bmw.	3600	in	ns	ns1.brandshelter.com.
auth.bmw.	3600	in	ns	ns2.brandshelter.de.
auth.bmw.	3600	in	ns	ns3.brandshelter.info.
auth.bmw.	3600	in	ns	ns4.brandshelter.net.
auth.bmw.	3600	in	ns	ns5.brandshelter.us.
autohaus-cuntz.bmw.	3600	in	ns	ns49.1und1.de.
autohaus-cuntz.bmw.	3600	in	ns	ns50.1und1.de.
autohaus-kimbeck.bmw.	3600	in	ns	ns01.agenturserver.co.
autohaus-kimbeck.bmw.	3600	in	ns	ns01.agenturserver.de.
autohaus-kimbeck.bmw.	3600	in	ns	ns01.agenturserver.it.
autohaus-timmermanns.bmw.	3600	in	ns	lvps178-77-98-112.dedicated.hosteurope.de.
autohaus-timmermanns.bmw.	3600	in	ns	ns2.hans.hosteurope.de.
autohaus-winter.bmw.	3600	in	ns	ns5.kasserver.com.
autohaus-winter.bmw.	3600	in	ns	ns6.kasserver.com.
b.nic.bmw.	172800	in	a	185.24.64.76
b.nic.bmw.	172800	in	aaaa	2a04:2b00:13cc:0000:0000:0000:0001:0076
bachfrieder.bmw.	3600	in	ns	ns-de.1and1-dns.biz.
bachfrieder.bmw.	3600	in	ns	ns-de.1and1-dns.com.
bachfrieder.bmw.	3600	in	ns	ns-de.1and1-dns.de.
bachfrieder.bmw.	3600	in	ns	ns-de.1and1-dns.org.
backhaus-service.bmw.	3600	in	ns	ns1.brandshelter.com.
backhaus-service.bmw.	3600	in	ns	ns2.brandshelter.de.
backhaus-service.bmw.	3600	in	ns	ns3.brandshelter.info.
backhaus-service.bmw.	3600	in	ns	ns4.brandshelter.net.
backhaus-service.bmw.	3600	in	ns	ns5.brandshelter.us.
bauer.bmw.	3600	in	ns	ns1.addix.net.
bauer.bmw.	3600	in	ns	ns2.addix.net.
bmw.	172800	in	ns	a.nic.bmw.
bmw.	172800	in	ns	b.nic.bmw.
bmw.	172800	in	ns	c.nic.bmw.
bmw.	172800	in	ns	d.nic.bmw.
bmw.	172800	in	rrsig	NS 8 1 172800 20250912220412 20250813203412 4270 bmw. cdTT3Og7xE9Gsp/GJvV6+AcmTkQMP9W6gSQkAg3z2LSBODUST4buKYiWaoZE3lc8HUI7gOmYNq58OKONThUuxtN7NQI6kSXNlFOoUSKM4Sen1h17yX9ce2q3nIFB3YZiqz8JkF4pOmLORZIZZ5rG77glbaTXYjolnQ8VrpCFH6w=
bmw.	3600	in	dnskey	256 3 8 AwEAAdNnB3GI4bj4QBzyNnr5JVVdp9whCfZkA1lDbGHU8HxcvcF8Hh44+2C0dXXPQ+6SxrgeNPI1qgVBbS1UtZHqPL1cin+OEgVA6RmF8r2oA7/Cx+IerpZA1pPUcuR7NuZKdRG+4hUtSr/7nTVPSTJD0NiQ9mDeqppE5dF0MXpbOg2t
bmw.	3600	in	dnskey	257 3 8 AwEAAdpXIrO5Tz9sQ/SM7lNu+LXbLrL+jv/x5iIW+D6nKaNHCjONVdV8UrgC/GAhIFIQCmshqiZsGMWkYDXHZ71/+examolLPZej0OqdLUrroJzjEc4pJOW7HxRbPqfd+XmKxvSefp2MqiCWzbARR/e5dHJHxDHElfNE6aRqvVYyU2bGLhZKCQM/iZ7SvjHp1GqW1LXqDAiFIHqzAH263e7g1Ca7/zTho3FynpPhxhAaf0J1iG+pYg3kkBIH7PA2j6t0ijdbolUYRZGAUxlrWlj69atNcY4ljTNijyeTb1Wfzje+bte6pzx73M9IL/fdEoo5KDIMJJed+BUlJiyvOnAzVwU=
bmw.	3600	in	rrsig	DNSKEY 8 1 3600 20250912220412 20250813203412 27910 bmw. qTGL16yNFHDUdhuOi1EGXpbzbv8zbtr4OFuTXfgUTBrA9XlE0U1pyHochEjF8EKDeKQpjfQmuizW4kdC1JsydygCwwB1SwJlNfAwQ5O6QqOuTE9v4Dw25iJmTxPrBcvQKiYd9ljFo4Xq7pGEvY6ppX+DSR2OoTw8gZQWSc7rYEVqoByCi662H4AlgD81rnI9T0nIzdmlU0RgcA4vw/ehF4nP6r7edQT4op3fJCv9PQn22Gg02zLgqCD/KTawp7Ic7HQ+5r+KNunoukrZuJ2XqgqRVrLTQDXB3kB6/VQ9wDAaC0PheHnZ0cOd46fvR4lZmkzXUQyK8vXfMr26IN3WHA==
bmw.	900	in	nsec3param	1 0 0 -
bmw.	900	in	rrsig	NSEC3PARAM 8 1 900 20250912220412 20250813203412 4270 bmw. jyuz/SplqFA0TTbBQ4OLq7j2tDVlrSgZt3SsvcCexLal5cv6uVzal+LBoZYE9ABpVC6IAhfqb/h1d0o4i2Avw/uoP4mH0Yub7lKfybAhVr8HiEAB+3VYg+LW6Kw6p0OBwLmxAnH1ReyDpVe3AsP+IqIEUglATkYKogxZRJFNTWY=
bmw.	900	in	rrsig	SOA 8 1 900 20250926004415 20250826231415 4270 bmw. IpJE2RYJlzCCorYMGhIt6BDPW1JmBScVP6SJ5SYXp52CKyw0cgW5s3Ze5/8+vR1m2lyv34W4YWy2e1CqhDs96RfIQ/xfBOb7lPdMj4MPBY6cXnij90k1SFyyqxNal8/wUSIDFvTcFegL7FL9Kg9t2VdSCd5QRjnVwiYQgcNvOCA=
bock-service.bmw.	3600	in	ns	ns1.brandshelter.com.
bock-service.bmw.	3600	in	ns	ns2.brandshelter.de.
bock-service.bmw.	3600	in	ns	ns3.brandshelter.info.
bock-service.bmw.	3600	in	ns	ns4.brandshelter.net.
bock-service.bmw.	3600	in	ns	ns5.brandshelter.us.
boomers.bmw.	3600	in	ns	ns1.blserver.de.
boomers.bmw.	3600	in	ns	ns2.blserver.de.
braun-service.bmw.	3600	in	ns	ns1.brandshelter.com.
braun-service.bmw.	3600	in	ns	ns2.brandshelter.de.
braun-service.bmw.	3600	in	ns	ns3.brandshelter.info.
braun-service.bmw.	3600	in	ns	ns4.brandshelter.net.
braun-service.bmw.	3600	in	ns	ns5.brandshelter.us.
buzziol-service.bmw.	3600	in	ns	ns1.brandshelter.com.
buzziol-service.bmw.	3600	in	ns	ns2.brandshelter.de.
buzziol-service.bmw.	3600	in	ns	ns3.brandshelter.info.
buzziol-service.bmw.	3600	in	ns	ns4.brandshelter.net.
buzziol-service.bmw.	3600	in	ns	ns5.brandshelter.us.
c.nic.bmw.	172800	in	a	212.18.248.76
c.nic.bmw.	172800	in	aaaa	2a04:2b00:13ee:0000:0000:0000:0000:0076
caas-preprod.bmw.	3600	in	ns	ns1.brandshelter.com.
caas-preprod.bmw.	3600	in	ns	ns2.brandshelter.de.
caas-preprod.bmw.	3600	in	ns	ns3.brandshelter.info.
caas-preprod.bmw.	3600	in	ns	ns4.brandshelter.net.
caas-preprod.bmw.	3600	in	ns	ns5.brandshelter.us.
caas.bmw.	3600	in	ns	ns1.brandshelter.com.
caas.bmw.	3600	in	ns	ns2.brandshelter.de.
caas.bmw.	3600	in	ns	ns3.brandshelter.info.
caas.bmw.	3600	in	ns	ns4.brandshelter.net.
caas.bmw.	3600	in	ns	ns5.brandshelter.us.
cloud.bmw.	3600	in	ns	ns1.brandshelter.com.
cloud.bmw.	3600	in	ns	ns2.brandshelter.de.
cloud.bmw.	3600	in	ns	ns3.brandshelter.info.
cloud.bmw.	3600	in	ns	ns4.brandshelter.net.
cloud.bmw.	3600	in	ns	ns5.brandshelter.us.
con.bmw.	3600	in	ns	ns1.brandshelter.com.
con.bmw.	3600	in	ns	ns2.brandshelter.de.
con.bmw.	3600	in	ns	ns3.brandshelter.info.
con.bmw.	3600	in	ns	ns4.brandshelter.net.
con.bmw.	3600	in	ns	ns5.brandshelter.us.
connected.bmw.	3600	in	ns	ns-1167.awsdns-17.org.
connected.bmw.	3600	in	ns	ns-1841.awsdns-38.co.uk.
connected.bmw.	3600	in	ns	ns-228.awsdns-28.com.
connected.bmw.	3600	in	ns	ns-999.awsdns-60.net.
d.nic.bmw.	172800	in	a	212.18.249.76
d.nic.bmw.	172800	in	aaaa	2a04:2b00:13ff:0000:0000:0000:0000:0076
dealermaster-de.bmw.	3600	in	ns	ns-1101.awsdns-09.org.
dealermaster-de.bmw.	3600	in	ns	ns-1747.awsdns-26.co.uk.
dealermaster-de.bmw.	3600	in	ns	ns-409.awsdns-51.com.
dealermaster-de.bmw.	3600	in	ns	ns-792.awsdns-35.net.
dealermaster.bmw.	3600	in	ns	ns1.brandshelter.com.
dealermaster.bmw.	3600	in	ns	ns2.brandshelter.de.
dealermaster.bmw.	3600	in	ns	ns3.brandshelter.info.
dealermaster.bmw.	3600	in	ns	ns4.brandshelter.net.
dealermaster.bmw.	3600	in	ns	ns5.brandshelter.us.
deckert-service.bmw.	3600	in	ns	ns1.brandshelter.com.
deckert-service.bmw.	3600	in	ns	ns2.brandshelter.de.
deckert-service.bmw.	3600	in	ns	ns3.brandshelter.info.
deckert-service.bmw.	3600	in	ns	ns4.brandshelter.net.
deckert-service.bmw.	3600	in	ns	ns5.brandshelter.us.
dennemarck-service.bmw.	3600	in	ns	ns1.brandshelter.com.
dennemarck-service.bmw.	3600	in	ns	ns2.brandshelter.de.
dennemarck-service.bmw.	3600	in	ns	ns3.brandshelter.info.
dennemarck-service.bmw.	3600	in	ns	ns4.brandshelter.net.
dennemarck-service.bmw.	3600	in	ns	ns5.brandshelter.us.
designworks.bmw.	3600	in	ns	ns1.brandshelter.com.
designworks.bmw.	3600	in	ns	ns2.brandshelter.de.
designworks.bmw.	3600	in	ns	ns3.brandshelter.info.
designworks.bmw.	3600	in	ns	ns4.brandshelter.net.
designworks.bmw.	3600	in	ns	ns5.brandshelter.us.
developer.bmw.	3600	in	ns	ns-1327.awsdns-37.org.
developer.bmw.	3600	in	ns	ns-2003.awsdns-58.co.uk.
developer.bmw.	3600	in	ns	ns-406.awsdns-50.com.
developer.bmw.	3600	in	ns	ns-823.awsdns-38.net.
drive.bmw.	3600	in	ns	ns1.brandshelter.com.
drive.bmw.	3600	in	ns	ns2.brandshelter.de.
drive.bmw.	3600	in	ns	ns3.brandshelter.info.
drive.bmw.	3600	in	ns	ns4.brandshelter.net.
drive.bmw.	3600	in	ns	ns5.brandshelter.us.
drivingexperience.bmw.	3600	in	ns	ns1.brandshelter.com.
drivingexperience.bmw.	3600	in	ns	ns2.brandshelter.de.
drivingexperience.bmw.	3600	in	ns	ns3.brandshelter.info.
drivingexperience.bmw.	3600	in	ns	ns4.brandshelter.net.
drivingexperience.bmw.	3600	in	ns	ns5.brandshelter.us.
dsx.bmw.	3600	in	ns	ns1.brandshelter.com.
dsx.bmw.	3600	in	ns	ns2.brandshelter.de.
dsx.bmw.	3600	in	ns	ns3.brandshelter.info.
dsx.bmw.	3600	in	ns	ns4.brandshelter.net.
dsx.bmw.	3600	in	ns	ns5.brandshelter.us.
ebers-service.bmw.	3600	in	ns	ns1.brandshelter.com.
ebers-service.bmw.	3600	in	ns	ns2.brandshelter.de.
ebers-service.bmw.	3600	in	ns	ns3.brandshelter.info.
ebers-service.bmw.	3600	in	ns	ns4.brandshelter.net.
ebers-service.bmw.	3600	in	ns	ns5.brandshelter.us.
eggert-service.bmw.	3600	in	ns	ns1.hosting.de.
eggert-service.bmw.	3600	in	ns	ns2.hosting.de.
eggert-service.bmw.	3600	in	ns	ns3.hosting.de.
eifler-service.bmw.	3600	in	ns	ns1.brandshelter.com.
eifler-service.bmw.	3600	in	ns	ns2.brandshelter.de.
eifler-service.bmw.	3600	in	ns	ns3.brandshelter.info.
eifler-service.bmw.	3600	in	ns	ns4.brandshelter.net.
eifler-service.bmw.	3600	in	ns	ns5.brandshelter.us.
engelmeier.bmw.	3600	in	ns	ns1.blserver.de.
engelmeier.bmw.	3600	in	ns	ns2.blserver.de.
eprivacy.bmw.	3600	in	ns	ns1.brandshelter.com.
eprivacy.bmw.	3600	in	ns	ns2.brandshelter.de.
eprivacy.bmw.	3600	in	ns	ns3.brandshelter.info.
eprivacy.bmw.	3600	in	ns	ns4.brandshelter.net.
eprivacy.bmw.	3600	in	ns	ns5.brandshelter.us.
feil.bmw.	3600	in	ns	ns01.1blu.de.
feil.bmw.	3600	in	ns	ns02.1blu.de.
felix.bmw.	3600	in	ns	ns1.x-dot.de.
felix.bmw.	3600	in	ns	ns2.x-dot.de.
felix.bmw.	3600	in	ns	ns3.x-dot.de.
felske-service.bmw.	3600	in	ns	ns1.brandshelter.com.
felske-service.bmw.	3600	in	ns	ns2.brandshelter.de.
felske-service.bmw.	3600	in	ns	ns3.brandshelter.info.
felske-service.bmw.	3600	in	ns	ns4.brandshelter.net.
felske-service.bmw.	3600	in	ns	ns5.brandshelter.us.
fink-service.bmw.	3600	in	ns	ns.second-ns.com.
